cdn1_colo28.ns1211 S3FIFO-0.3500-0.9000 cache size      183, 1010247 req, miss ratio 0.3124, byte miss ratio 0.3124
cdn1_colo28.ns1211 S3FIFO-0.3500-0.9000 cache size      551, 1010247 req, miss ratio 0.2955, byte miss ratio 0.2955
cdn1_colo28.ns1211 S3FIFO-0.3500-0.9000 cache size     1838, 1010247 req, miss ratio 0.2734, byte miss ratio 0.2734
cdn1_colo28.ns1211 S3FIFO-0.3500-0.9000 cache size     5516, 1010247 req, miss ratio 0.2471, byte miss ratio 0.2471
cdn1_colo28.ns1211 S3FIFO-0.3500-0.9000 cache size    18389, 1010247 req, miss ratio 0.2169, byte miss ratio 0.2169
cdn1_colo28.ns1211 S3FIFO-0.3500-0.9000 cache size    36778, 1010247 req, miss ratio 0.2014, byte miss ratio 0.2014
cdn1_colo28.ns1211 S3FIFO-0.3500-0.9000 cache size    73557, 1010247 req, miss ratio 0.1899, byte miss ratio 0.1899
cdn1_colo28.ns1211 S3FIFO-0.3500-0.9000 cache size   147115, 1010247 req, miss ratio 0.1830, byte miss ratio 0.1830
cdn1_colo28.ns1211 S3FIFO-0.3000-0.9000 cache size      183, 1010247 req, miss ratio 0.3121, byte miss ratio 0.3121
cdn1_colo28.ns1211 S3FIFO-0.3000-0.9000 cache size      551, 1010247 req, miss ratio 0.2950, byte miss ratio 0.2950
cdn1_colo28.ns1211 S3FIFO-0.3000-0.9000 cache size     1838, 1010247 req, miss ratio 0.2728, byte miss ratio 0.2728
cdn1_colo28.ns1211 S3FIFO-0.3000-0.9000 cache size     5516, 1010247 req, miss ratio 0.2465, byte miss ratio 0.2465
cdn1_colo28.ns1211 S3FIFO-0.3000-0.9000 cache size    18389, 1010247 req, miss ratio 0.2164, byte miss ratio 0.2164
cdn1_colo28.ns1211 S3FIFO-0.3000-0.9000 cache size    36778, 1010247 req, miss ratio 0.2012, byte miss ratio 0.2012
cdn1_colo28.ns1211 S3FIFO-0.3000-0.9000 cache size    73557, 1010247 req, miss ratio 0.1898, byte miss ratio 0.1898
cdn1_colo28.ns1211 S3FIFO-0.3000-0.9000 cache size   147115, 1010247 req, miss ratio 0.1830, byte miss ratio 0.1830
cdn1_colo28.ns1211 S3FIFO-0.0250-0.9000 cache size      183, 1010247 req, miss ratio 0.3273, byte miss ratio 0.3273
cdn1_colo28.ns1211 S3FIFO-0.0250-0.9000 cache size      551, 1010247 req, miss ratio 0.2959, byte miss ratio 0.2959
cdn1_colo28.ns1211 S3FIFO-0.0250-0.9000 cache size     1838, 1010247 req, miss ratio 0.2706, byte miss ratio 0.2706
cdn1_colo28.ns1211 S3FIFO-0.0250-0.9000 cache size     5516, 1010247 req, miss ratio 0.2442, byte miss ratio 0.2442
cdn1_colo28.ns1211 S3FIFO-0.0250-0.9000 cache size    18389, 1010247 req, miss ratio 0.2151, byte miss ratio 0.2151
cdn1_colo28.ns1211 S3FIFO-0.0250-0.9000 cache size    36778, 1010247 req, miss ratio 0.2004, byte miss ratio 0.2004
cdn1_colo28.ns1211 S3FIFO-0.0250-0.9000 cache size    73557, 1010247 req, miss ratio 0.1898, byte miss ratio 0.1898
cdn1_colo28.ns1211 S3FIFO-0.0250-0.9000 cache size   147115, 1010247 req, miss ratio 0.1831, byte miss ratio 0.1831
cdn1_colo28.ns1211 S3FIFO-0.0250-1.9000 cache size      183, 1010247 req, miss ratio 0.3268, byte miss ratio 0.3268
cdn1_colo28.ns1211 S3FIFO-0.0250-1.9000 cache size      551, 1010247 req, miss ratio 0.2959, byte miss ratio 0.2959
cdn1_colo28.ns1211 S3FIFO-0.0250-1.9000 cache size     1838, 1010247 req, miss ratio 0.2706, byte miss ratio 0.2706
cdn1_colo28.ns1211 S3FIFO-0.0250-1.9000 cache size     5516, 1010247 req, miss ratio 0.2442, byte miss ratio 0.2442
cdn1_colo28.ns1211 S3FIFO-0.0250-1.9000 cache size    18389, 1010247 req, miss ratio 0.2151, byte miss ratio 0.2151
