cdn1_colo28.ns587 S3FIFO-0.0100-0.9000 cache size      876, 3524619 req, miss ratio 0.9139, byte miss ratio 0.9139
cdn1_colo28.ns587 S3FIFO-0.0100-0.9000 cache size     2629, 3524619 req, miss ratio 0.8440, byte miss ratio 0.8440
cdn1_colo28.ns587 S3FIFO-0.0100-0.9000 cache size     8764, 3524619 req, miss ratio 0.7112, byte miss ratio 0.7112
cdn1_colo28.ns587 S3FIFO-0.0100-0.9000 cache size    26294, 3524619 req, miss ratio 0.5997, byte miss ratio 0.5997
cdn1_colo28.ns587 S3FIFO-0.0100-0.9000 cache size    87647, 3524619 req, miss ratio 0.4624, byte miss ratio 0.4624
cdn1_colo28.ns587 S3FIFO-0.0100-0.9000 cache size   175295, 3524619 req, miss ratio 0.3607, byte miss ratio 0.3607
cdn1_colo28.ns587 S3FIFO-0.0100-0.9000 cache size   350590, 3524619 req, miss ratio 0.3050, byte miss ratio 0.3050
cdn1_colo28.ns587 S3FIFO-0.0100-0.9000 cache size   701180, 3524619 req, miss ratio 0.2587, byte miss ratio 0.2587
cdn1_colo28.ns587 S3FIFO-0.9500-0.9000 cache size      876, 3524619 req, miss ratio 0.7894, byte miss ratio 0.7894
cdn1_colo28.ns587 S3FIFO-0.9500-0.9000 cache size     2629, 3524619 req, miss ratio 0.7364, byte miss ratio 0.7364
cdn1_colo28.ns587 S3FIFO-0.9500-0.9000 cache size     8764, 3524619 req, miss ratio 0.6404, byte miss ratio 0.6404
cdn1_colo28.ns587 S3FIFO-0.9500-0.9000 cache size    26294, 3524619 req, miss ratio 0.5486, byte miss ratio 0.5486
cdn1_colo28.ns587 S3FIFO-0.9500-0.9000 cache size    87647, 3524619 req, miss ratio 0.4670, byte miss ratio 0.4670
cdn1_colo28.ns587 S3FIFO-0.9500-0.9000 cache size   175295, 3524619 req, miss ratio 0.3924, byte miss ratio 0.3924
cdn1_colo28.ns587 S3FIFO-0.9500-0.9000 cache size   350590, 3524619 req, miss ratio 0.3303, byte miss ratio 0.3303
cdn1_colo28.ns587 S3FIFO-0.9500-0.9000 cache size   701180, 3524619 req, miss ratio 0.2957, byte miss ratio 0.2957
cdn1_colo28.ns587 S3FIFO-0.0250-0.9000 cache size      876, 3524619 req, miss ratio 0.8963, byte miss ratio 0.8963
cdn1_colo28.ns587 S3FIFO-0.0250-0.9000 cache size     2629, 3524619 req, miss ratio 0.8182, byte miss ratio 0.8182
cdn1_colo28.ns587 S3FIFO-0.0250-0.9000 cache size     8764, 3524619 req, miss ratio 0.6812, byte miss ratio 0.6812
cdn1_colo28.ns587 S3FIFO-0.0250-0.9000 cache size    26294, 3524619 req, miss ratio 0.5742, byte miss ratio 0.5742
cdn1_colo28.ns587 S3FIFO-0.0250-0.9000 cache size    87647, 3524619 req, miss ratio 0.4469, byte miss ratio 0.4469
cdn1_colo28.ns587 S3FIFO-0.0250-0.9000 cache size   175295, 3524619 req, miss ratio 0.3487, byte miss ratio 0.3487
cdn1_colo28.ns587 S3FIFO-0.0250-0.9000 cache size   350590, 3524619 req, miss ratio 0.2985, byte miss ratio 0.2985
