tencentBlock.ns5883 S3FIFO-0.3500-0.9000 cache size       51, 2617110 req, miss ratio 0.1940, byte miss ratio 0.1940
tencentBlock.ns5883 S3FIFO-0.3500-0.9000 cache size      153, 2617110 req, miss ratio 0.1016, byte miss ratio 0.1016
tencentBlock.ns5883 S3FIFO-0.3500-0.9000 cache size      510, 2617110 req, miss ratio 0.0841, byte miss ratio 0.0841
tencentBlock.ns5883 S3FIFO-0.3500-0.9000 cache size     1530, 2617110 req, miss ratio 0.0744, byte miss ratio 0.0744
tencentBlock.ns5883 S3FIFO-0.3500-0.9000 cache size     5102, 2617110 req, miss ratio 0.0550, byte miss ratio 0.0550
tencentBlock.ns5883 S3FIFO-0.3500-0.9000 cache size    10205, 2617110 req, miss ratio 0.0479, byte miss ratio 0.0479
tencentBlock.ns5883 S3FIFO-0.3500-0.9000 cache size    20410, 2617110 req, miss ratio 0.0339, byte miss ratio 0.0339
tencentBlock.ns5883 S3FIFO-0.3500-0.9000 cache size    40820, 2617110 req, miss ratio 0.0209, byte miss ratio 0.0209
tencentBlock.ns5883 S3FIFO-0.5500-0.9000 cache size       51, 2617110 req, miss ratio 0.2029, byte miss ratio 0.2029
tencentBlock.ns5883 S3FIFO-0.5500-0.9000 cache size      153, 2617110 req, miss ratio 0.1036, byte miss ratio 0.1036
tencentBlock.ns5883 S3FIFO-0.5500-0.9000 cache size      510, 2617110 req, miss ratio 0.0866, byte miss ratio 0.0866
tencentBlock.ns5883 S3FIFO-0.5500-0.9000 cache size     1530, 2617110 req, miss ratio 0.0790, byte miss ratio 0.0790
tencentBlock.ns5883 S3FIFO-0.5500-0.9000 cache size     5102, 2617110 req, miss ratio 0.0553, byte miss ratio 0.0553
tencentBlock.ns5883 S3FIFO-0.5500-0.9000 cache size    10205, 2617110 req, miss ratio 0.0480, byte miss ratio 0.0480
tencentBlock.ns5883 S3FIFO-0.5500-0.9000 cache size    20410, 2617110 req, miss ratio 0.0344, byte miss ratio 0.0344
tencentBlock.ns5883 S3FIFO-0.5500-0.9000 cache size    40820, 2617110 req, miss ratio 0.0210, byte miss ratio 0.0210
tencentBlock.ns5883 S3FIFO-0.4500-0.9000 cache size       51, 2617110 req, miss ratio 0.1971, byte miss ratio 0.1971
tencentBlock.ns5883 S3FIFO-0.4500-0.9000 cache size      153, 2617110 req, miss ratio 0.1028, byte miss ratio 0.1028
tencentBlock.ns5883 S3FIFO-0.4500-0.9000 cache size      510, 2617110 req, miss ratio 0.0847, byte miss ratio 0.0847
tencentBlock.ns5883 S3FIFO-0.4500-0.9000 cache size     1530, 2617110 req, miss ratio 0.0775, byte miss ratio 0.0775
tencentBlock.ns5883 S3FIFO-0.4500-0.9000 cache size     5102, 2617110 req, miss ratio 0.0556, byte miss ratio 0.0556
tencentBlock.ns5883 S3FIFO-0.4500-0.9000 cache size    10205, 2617110 req, miss ratio 0.0480, byte miss ratio 0.0480
tencentBlock.ns5883 S3FIFO-0.4500-0.9000 cache size    20410, 2617110 req, miss ratio 0.0343, byte miss ratio 0.0343
tencentBlock.ns5883 S3FIFO-0.4500-0.9000 cache size    40820, 2617110 req, miss ratio 0.0209, byte miss ratio 0.0209
tencentBlock.ns5883 S3FIFO-0.9000-1.9000 cache size       51, 2617110 req, miss ratio 0.2387, byte miss ratio 0.2387
tencentBlock.ns5883 S3FIFO-0.9000-1.9000 cache size      153, 2617110 req, miss ratio 0.1247, byte miss ratio 0.1247
tencentBlock.ns5883 S3FIFO-0.9000-1.9000 cache size      510, 2617110 req, miss ratio 0.0948, byte miss ratio 0.0948
tencentBlock.ns5883 S3FIFO-0.9000-1.9000 cache size     1530, 2617110 req, miss ratio 0.0830, byte miss ratio 0.0830
tencentBlock.ns5883 S3FIFO-0.9000-1.9000 cache size     5102, 2617110 req, miss ratio 0.0605, byte miss ratio 0.0605
tencentBlock.ns5883 S3FIFO-0.9000-1.9000 cache size    10205, 2617110 req, miss ratio 0.0505, byte miss ratio 0.0505
tencentBlock.ns5883 S3FIFO-0.9000-1.9000 cache size    20410, 2617110 req, miss ratio 0.0349, byte miss ratio 0.0349
tencentBlock.ns5883 S3FIFO-0.9000-1.9000 cache size    40820, 2617110 req, miss ratio 0.0220, byte miss ratio 0.0220
tencentBlock.ns5883 S3FIFO-0.8500-0.9000 cache size       51, 2617110 req, miss ratio 0.2318, byte miss ratio 0.2318
tencentBlock.ns5883 S3FIFO-0.8500-0.9000 cache size      153, 2617110 req, miss ratio 0.1204, byte miss ratio 0.1204
tencentBlock.ns5883 S3FIFO-0.8500-0.9000 cache size      510, 2617110 req, miss ratio 0.0937, byte miss ratio 0.0937
tencentBlock.ns5883 S3FIFO-0.8500-0.9000 cache size     1530, 2617110 req, miss ratio 0.0824, byte miss ratio 0.0824
tencentBlock.ns5883 S3FIFO-0.8500-0.9000 cache size     5102, 2617110 req, miss ratio 0.0606, byte miss ratio 0.0606
tencentBlock.ns5883 S3FIFO-0.8500-0.9000 cache size    10205, 2617110 req, miss ratio 0.0493, byte miss ratio 0.0493
