io_traces.ns16 S3FIFO-0.5000-1.9000 cache size     8954, 14800000 req, miss ratio 0.8343, byte miss ratio 0.8343
io_traces.ns16 S3FIFO-0.5000-1.9000 cache size    26862, 14800000 req, miss ratio 0.8270, byte miss ratio 0.8270
io_traces.ns16 S3FIFO-0.5000-1.9000 cache size    89540, 14800000 req, miss ratio 0.7823, byte miss ratio 0.7823
io_traces.ns16 S3FIFO-0.5000-1.9000 cache size   268622, 14800000 req, miss ratio 0.7395, byte miss ratio 0.7395
io_traces.ns16 S3FIFO-0.5000-1.9000 cache size   895407, 14800000 req, miss ratio 0.7252, byte miss ratio 0.7252
io_traces.ns16 S3FIFO-0.5000-1.9000 cache size  1790814, 14800000 req, miss ratio 0.7084, byte miss ratio 0.7084
io_traces.ns16 S3FIFO-0.5000-1.9000 cache size  3581628, 14800000 req, miss ratio 0.6583, byte miss ratio 0.6583
io_traces.ns16 S3FIFO-0.5000-1.9000 cache size  7163256, 14800000 req, miss ratio 0.6110, byte miss ratio 0.6110
io_traces.ns16 S3FIFO-0.8500-0.9000 cache size     8954, 14800000 req, miss ratio 0.8345, byte miss ratio 0.8345
io_traces.ns16 S3FIFO-0.8500-0.9000 cache size    26862, 14800000 req, miss ratio 0.8316, byte miss ratio 0.8316
io_traces.ns16 S3FIFO-0.8500-0.9000 cache size    89540, 14800000 req, miss ratio 0.8117, byte miss ratio 0.8117
io_traces.ns16 S3FIFO-0.8500-0.9000 cache size   268622, 14800000 req, miss ratio 0.7692, byte miss ratio 0.7692
io_traces.ns16 S3FIFO-0.8500-0.9000 cache size   895407, 14800000 req, miss ratio 0.7380, byte miss ratio 0.7380
io_traces.ns16 S3FIFO-0.8500-0.9000 cache size  1790814, 14800000 req, miss ratio 0.7212, byte miss ratio 0.7212
io_traces.ns16 S3FIFO-0.8500-0.9000 cache size  3581628, 14800000 req, miss ratio 0.6647, byte miss ratio 0.6647
io_traces.ns16 S3FIFO-0.8500-0.9000 cache size  7163256, 14800000 req, miss ratio 0.6111, byte miss ratio 0.6111
io_traces.ns16 S3FIFO-0.3500-1.9000 cache size     8954, 14800000 req, miss ratio 0.8328, byte miss ratio 0.8328
io_traces.ns16 S3FIFO-0.3500-1.9000 cache size    26862, 14800000 req, miss ratio 0.8249, byte miss ratio 0.8249
io_traces.ns16 S3FIFO-0.3500-1.9000 cache size    89540, 14800000 req, miss ratio 0.7676, byte miss ratio 0.7676
