tencentBlock.ns24205 S3FIFO-0.3500-0.9000 cache size       41, 1223555 req, miss ratio 0.5134, byte miss ratio 0.5134
tencentBlock.ns24205 S3FIFO-0.3500-0.9000 cache size      125, 1223555 req, miss ratio 0.3083, byte miss ratio 0.3083
tencentBlock.ns24205 S3FIFO-0.3500-0.9000 cache size      417, 1223555 req, miss ratio 0.1897, byte miss ratio 0.1897
tencentBlock.ns24205 S3FIFO-0.3500-0.9000 cache size     1253, 1223555 req, miss ratio 0.1107, byte miss ratio 0.1107
tencentBlock.ns24205 S3FIFO-0.3500-0.9000 cache size     4178, 1223555 req, miss ratio 0.1037, byte miss ratio 0.1037
tencentBlock.ns24205 S3FIFO-0.3500-0.9000 cache size     8357, 1223555 req, miss ratio 0.0951, byte miss ratio 0.0951
tencentBlock.ns24205 S3FIFO-0.3500-0.9000 cache size    16714, 1223555 req, miss ratio 0.0709, byte miss ratio 0.0709
tencentBlock.ns24205 S3FIFO-0.3500-0.9000 cache size    33428, 1223555 req, miss ratio 0.0353, byte miss ratio 0.0353
tencentBlock.ns24205 S3FIFO-0.7000-1.9000 cache size       41, 1223555 req, miss ratio 0.5334, byte miss ratio 0.5334
tencentBlock.ns24205 S3FIFO-0.7000-1.9000 cache size      125, 1223555 req, miss ratio 0.3556, byte miss ratio 0.3556
tencentBlock.ns24205 S3FIFO-0.7000-1.9000 cache size      417, 1223555 req, miss ratio 0.2060, byte miss ratio 0.2060
tencentBlock.ns24205 S3FIFO-0.7000-1.9000 cache size     1253, 1223555 req, miss ratio 0.1242, byte miss ratio 0.1242
tencentBlock.ns24205 S3FIFO-0.7000-1.9000 cache size     4178, 1223555 req, miss ratio 0.1061, byte miss ratio 0.1061
tencentBlock.ns24205 S3FIFO-0.7000-1.9000 cache size     8357, 1223555 req, miss ratio 0.0942, byte miss ratio 0.0942
tencentBlock.ns24205 S3FIFO-0.7000-1.9000 cache size    16714, 1223555 req, miss ratio 0.0687, byte miss ratio 0.0687
tencentBlock.ns24205 S3FIFO-0.7000-1.9000 cache size    33428, 1223555 req, miss ratio 0.0349, byte miss ratio 0.0349
tencentBlock.ns24205 S3FIFO-0.4000-0.9000 cache size       41, 1223555 req, miss ratio 0.5222, byte miss ratio 0.5222
tencentBlock.ns24205 S3FIFO-0.4000-0.9000 cache size      125, 1223555 req, miss ratio 0.3129, byte miss ratio 0.3129
tencentBlock.ns24205 S3FIFO-0.4000-0.9000 cache size      417, 1223555 req, miss ratio 0.1937, byte miss ratio 0.1937
tencentBlock.ns24205 S3FIFO-0.4000-0.9000 cache size     1253, 1223555 req, miss ratio 0.1112, byte miss ratio 0.1112
tencentBlock.ns24205 S3FIFO-0.4000-0.9000 cache size     4178, 1223555 req, miss ratio 0.1039, byte miss ratio 0.1039
tencentBlock.ns24205 S3FIFO-0.4000-0.9000 cache size     8357, 1223555 req, miss ratio 0.0996, byte miss ratio 0.0996
tencentBlock.ns24205 S3FIFO-0.4000-0.9000 cache size    16714, 1223555 req, miss ratio 0.0703, byte miss ratio 0.0703
tencentBlock.ns24205 S3FIFO-0.4000-0.9000 cache size    33428, 1223555 req, miss ratio 0.0352, byte miss ratio 0.0352
tencentBlock.ns24205 S3FIFO-0.6500-0.9000 cache size       41, 1223555 req, miss ratio 0.5297, byte miss ratio 0.5297
tencentBlock.ns24205 S3FIFO-0.6500-0.9000 cache size      125, 1223555 req, miss ratio 0.3423, byte miss ratio 0.3423
tencentBlock.ns24205 S3FIFO-0.6500-0.9000 cache size      417, 1223555 req, miss ratio 0.2039, byte miss ratio 0.2039
tencentBlock.ns24205 S3FIFO-0.6500-0.9000 cache size     1253, 1223555 req, miss ratio 0.1215, byte miss ratio 0.1215
tencentBlock.ns24205 S3FIFO-0.6500-0.9000 cache size     4178, 1223555 req, miss ratio 0.1051, byte miss ratio 0.1051
tencentBlock.ns24205 S3FIFO-0.6500-0.9000 cache size     8357, 1223555 req, miss ratio 0.0942, byte miss ratio 0.0942
tencentBlock.ns24205 S3FIFO-0.6500-0.9000 cache size    16714, 1223555 req, miss ratio 0.0676, byte miss ratio 0.0676
tencentBlock.ns24205 S3FIFO-0.6500-0.9000 cache size    33428, 1223555 req, miss ratio 0.0349, byte miss ratio 0.0349
tencentBlock.ns24205 S3FIFO-0.9000-1.9000 cache size       41, 1223555 req, miss ratio 0.5649, byte miss ratio 0.5649
tencentBlock.ns24205 S3FIFO-0.9000-1.9000 cache size      125, 1223555 req, miss ratio 0.3823, byte miss ratio 0.3823
tencentBlock.ns24205 S3FIFO-0.9000-1.9000 cache size      417, 1223555 req, miss ratio 0.2171, byte miss ratio 0.2171
tencentBlock.ns24205 S3FIFO-0.9000-1.9000 cache size     1253, 1223555 req, miss ratio 0.1340, byte miss ratio 0.1340
tencentBlock.ns24205 S3FIFO-0.9000-1.9000 cache size     4178, 1223555 req, miss ratio 0.1101, byte miss ratio 0.1101
tencentBlock.ns24205 S3FIFO-0.9000-1.9000 cache size     8357, 1223555 req, miss ratio 0.0940, byte miss ratio 0.0940
tencentBlock.ns24205 S3FIFO-0.9000-1.9000 cache size    16714, 1223555 req, miss ratio 0.0689, byte miss ratio 0.0689
tencentBlock.ns24205 S3FIFO-0.9000-1.9000 cache size    33428, 1223555 req, miss ratio 0.0352, byte miss ratio 0.0352
tencentBlock.ns24205 S3FIFO-0.9900-0.9000 cache size       41, 1223555 req, miss ratio 0.5723, byte miss ratio 0.5723
tencentBlock.ns24205 S3FIFO-0.9900-0.9000 cache size      125, 1223555 req, miss ratio 0.4018, byte miss ratio 0.4018
tencentBlock.ns24205 S3FIFO-0.9900-0.9000 cache size      417, 1223555 req, miss ratio 0.2274, byte miss ratio 0.2274
tencentBlock.ns24205 S3FIFO-0.9900-0.9000 cache size     1253, 1223555 req, miss ratio 0.1408, byte miss ratio 0.1408
tencentBlock.ns24205 S3FIFO-0.9900-0.9000 cache size     4178, 1223555 req, miss ratio 0.1142, byte miss ratio 0.1142
tencentBlock.ns24205 S3FIFO-0.9900-0.9000 cache size     8357, 1223555 req, miss ratio 0.0953, byte miss ratio 0.0953
