cdn1_colo28.ns749 S3FIFO-0.9500-1.9000 cache size      321, 4949078 req, miss ratio 0.2065, byte miss ratio 0.2065
cdn1_colo28.ns749 S3FIFO-0.9500-1.9000 cache size      964, 4949078 req, miss ratio 0.1661, byte miss ratio 0.1661
cdn1_colo28.ns749 S3FIFO-0.9500-1.9000 cache size     3214, 4949078 req, miss ratio 0.1396, byte miss ratio 0.1396
cdn1_colo28.ns749 S3FIFO-0.9500-1.9000 cache size     9644, 4949078 req, miss ratio 0.1212, byte miss ratio 0.1212
cdn1_colo28.ns749 S3FIFO-0.9500-1.9000 cache size    32146, 4949078 req, miss ratio 0.1010, byte miss ratio 0.1010
cdn1_colo28.ns749 S3FIFO-0.9500-1.9000 cache size    64293, 4949078 req, miss ratio 0.0863, byte miss ratio 0.0863
cdn1_colo28.ns749 S3FIFO-0.9500-1.9000 cache size   128587, 4949078 req, miss ratio 0.0746, byte miss ratio 0.0746
cdn1_colo28.ns749 S3FIFO-0.9500-1.9000 cache size   257175, 4949078 req, miss ratio 0.0663, byte miss ratio 0.0663
cdn1_colo28.ns749 S3FIFO-0.0050-1.9000 cache size      321, 4949078 req, miss ratio 0.1766, byte miss ratio 0.1766
cdn1_colo28.ns749 S3FIFO-0.0050-1.9000 cache size      964, 4949078 req, miss ratio 0.1581, byte miss ratio 0.1581
cdn1_colo28.ns749 S3FIFO-0.0050-1.9000 cache size     3214, 4949078 req, miss ratio 0.1363, byte miss ratio 0.1363
cdn1_colo28.ns749 S3FIFO-0.0050-1.9000 cache size     9644, 4949078 req, miss ratio 0.1113, byte miss ratio 0.1113
cdn1_colo28.ns749 S3FIFO-0.0050-1.9000 cache size    32146, 4949078 req, miss ratio 0.0853, byte miss ratio 0.0853
cdn1_colo28.ns749 S3FIFO-0.0050-1.9000 cache size    64293, 4949078 req, miss ratio 0.0752, byte miss ratio 0.0752
cdn1_colo28.ns749 S3FIFO-0.0050-1.9000 cache size   128587, 4949078 req, miss ratio 0.0685, byte miss ratio 0.0685
cdn1_colo28.ns749 S3FIFO-0.0050-1.9000 cache size   257175, 4949078 req, miss ratio 0.0652, byte miss ratio 0.0652
cdn1_colo28.ns749 S3FIFO-0.5500-0.9000 cache size      321, 4949078 req, miss ratio 0.1731, byte miss ratio 0.1731
cdn1_colo28.ns749 S3FIFO-0.5500-0.9000 cache size      964, 4949078 req, miss ratio 0.1503, byte miss ratio 0.1503
cdn1_colo28.ns749 S3FIFO-0.5500-0.9000 cache size     3214, 4949078 req, miss ratio 0.1298, byte miss ratio 0.1298
