tencentBlock.ns6137 S3FIFO-0.0010-1.9000 cache size      316, 2389524 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6137 S3FIFO-0.0010-1.9000 cache size      948, 2389524 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6137 S3FIFO-0.0010-1.9000 cache size     3163, 2389524 req, miss ratio 0.5251, byte miss ratio 0.5251
tencentBlock.ns6137 S3FIFO-0.0010-1.9000 cache size     9489, 2389524 req, miss ratio 0.4441, byte miss ratio 0.4441
tencentBlock.ns6137 S3FIFO-0.0010-1.9000 cache size    31632, 2389524 req, miss ratio 0.3726, byte miss ratio 0.3726
tencentBlock.ns6137 S3FIFO-0.0010-1.9000 cache size    63265, 2389524 req, miss ratio 0.2977, byte miss ratio 0.2977
tencentBlock.ns6137 S3FIFO-0.0010-1.9000 cache size   126530, 2389524 req, miss ratio 0.1865, byte miss ratio 0.1865
tencentBlock.ns6137 S3FIFO-0.0010-1.9000 cache size   253061, 2389524 req, miss ratio 0.1350, byte miss ratio 0.1350
tencentBlock.ns6137 S3FIFO-0.4000-1.9000 cache size      316, 2389524 req, miss ratio 0.5216, byte miss ratio 0.5216
tencentBlock.ns6137 S3FIFO-0.4000-1.9000 cache size      948, 2389524 req, miss ratio 0.5087, byte miss ratio 0.5087
tencentBlock.ns6137 S3FIFO-0.4000-1.9000 cache size     3163, 2389524 req, miss ratio 0.4859, byte miss ratio 0.4859
tencentBlock.ns6137 S3FIFO-0.4000-1.9000 cache size     9489, 2389524 req, miss ratio 0.4278, byte miss ratio 0.4278
tencentBlock.ns6137 S3FIFO-0.4000-1.9000 cache size    31632, 2389524 req, miss ratio 0.3666, byte miss ratio 0.3666
tencentBlock.ns6137 S3FIFO-0.4000-1.9000 cache size    63265, 2389524 req, miss ratio 0.3057, byte miss ratio 0.3057
tencentBlock.ns6137 S3FIFO-0.4000-1.9000 cache size   126530, 2389524 req, miss ratio 0.1986, byte miss ratio 0.1986
tencentBlock.ns6137 S3FIFO-0.4000-1.9000 cache size   253061, 2389524 req, miss ratio 0.1388, byte miss ratio 0.1388
