cdn1_allcolo.ns334 S3FIFO-0.2000-1.9000 cache size        8, 23958332 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_allcolo.ns334 S3FIFO-0.2000-1.9000 cache size       27, 23958332 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns334 S3FIFO-0.2000-1.9000 cache size       54, 23958332 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns334 S3FIFO-0.2000-1.9000 cache size      108, 23958332 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns334 S3FIFO-0.2000-1.9000 cache size      216, 23958332 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns334 S3FIFO-0.4000-0.9000 cache size        8, 23958332 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_allcolo.ns334 S3FIFO-0.4000-0.9000 cache size       27, 23958332 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_allcolo.ns334 S3FIFO-0.4000-0.9000 cache size       54, 23958332 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns334 S3FIFO-0.4000-0.9000 cache size      108, 23958332 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns334 S3FIFO-0.4000-0.9000 cache size      216, 23958332 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns334 S3FIFO-0.8000-1.9000 cache size        8, 23958332 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns334 S3FIFO-0.8000-1.9000 cache size       27, 23958332 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns334 S3FIFO-0.8000-1.9000 cache size       54, 23958332 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns334 S3FIFO-0.8000-1.9000 cache size      108, 23958332 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns334 S3FIFO-0.8000-1.9000 cache size      216, 23958332 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns334 S3FIFO-0.7500-1.9000 cache size        8, 23958332 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns334 S3FIFO-0.7500-1.9000 cache size       27, 23958332 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns334 S3FIFO-0.7500-1.9000 cache size       54, 23958332 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns334 S3FIFO-0.7500-1.9000 cache size      108, 23958332 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns334 S3FIFO-0.7500-1.9000 cache size      216, 23958332 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns334 S3FIFO-0.7000-0.9000 cache size        8, 23958332 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns334 S3FIFO-0.7000-0.9000 cache size       27, 23958332 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns334 S3FIFO-0.7000-0.9000 cache size       54, 23958332 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns334 S3FIFO-0.7000-0.9000 cache size      108, 23958332 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns334 S3FIFO-0.7000-0.9000 cache size      216, 23958332 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns334 S3FIFO-0.1000-0.9000 cache size        8, 23958332 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns334 S3FIFO-0.1000-0.9000 cache size       27, 23958332 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns334 S3FIFO-0.1000-0.9000 cache size       54, 23958332 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns334 S3FIFO-0.1000-0.9000 cache size      108, 23958332 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns334 S3FIFO-0.1000-0.9000 cache size      216, 23958332 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns334 S3FIFO-0.8000-0.9000 cache size        8, 23958332 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_allcolo.ns334 S3FIFO-0.8000-0.9000 cache size       27, 23958332 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns334 S3FIFO-0.8000-0.9000 cache size       54, 23958332 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns334 S3FIFO-0.8000-0.9000 cache size      108, 23958332 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns334 S3FIFO-0.8000-0.9000 cache size      216, 23958332 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns334 S3FIFO-0.7500-0.9000 cache size        8, 23958332 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_allcolo.ns334 S3FIFO-0.7500-0.9000 cache size       27, 23958332 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns334 S3FIFO-0.7500-0.9000 cache size       54, 23958332 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns334 S3FIFO-0.7500-0.9000 cache size      108, 23958332 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns334 S3FIFO-0.7500-0.9000 cache size      216, 23958332 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns334 S3FIFO-0.0050-0.9000 cache size        8, 23958332 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns334 S3FIFO-0.0050-0.9000 cache size       27, 23958332 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns334 S3FIFO-0.0050-0.9000 cache size       54, 23958332 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns334 S3FIFO-0.0050-0.9000 cache size      108, 23958332 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns334 S3FIFO-0.0050-0.9000 cache size      216, 23958332 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns334 S3FIFO-0.9500-1.9000 cache size        8, 23958332 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_allcolo.ns334 S3FIFO-0.9500-1.9000 cache size       27, 23958332 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_allcolo.ns334 S3FIFO-0.9500-1.9000 cache size       54, 23958332 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns334 S3FIFO-0.9500-1.9000 cache size      108, 23958332 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_allcolo.ns334 S3FIFO-0.9500-1.9000 cache size      216, 23958332 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns334 S3FIFO-0.3500-0.9000 cache size        8, 23958332 req, miss ratio 0.0113, byte miss ratio 0.0113
cdn1_allcolo.ns334 S3FIFO-0.3500-0.9000 cache size       27, 23958332 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns334 S3FIFO-0.3500-0.9000 cache size       54, 23958332 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns334 S3FIFO-0.3500-0.9000 cache size      108, 23958332 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns334 S3FIFO-0.3500-0.9000 cache size      216, 23958332 req, miss ratio 0.0005, byte miss ratio 0.0005
