cdn1_allcolo.ns650 S3FIFO-0.0010-0.9000 cache size      649, 4273196 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns650 S3FIFO-0.0010-0.9000 cache size     1949, 4273196 req, miss ratio 0.3870, byte miss ratio 0.3870
cdn1_allcolo.ns650 S3FIFO-0.0010-0.9000 cache size     6498, 4273196 req, miss ratio 0.3283, byte miss ratio 0.3283
cdn1_allcolo.ns650 S3FIFO-0.0010-0.9000 cache size    19494, 4273196 req, miss ratio 0.2741, byte miss ratio 0.2741
cdn1_allcolo.ns650 S3FIFO-0.0010-0.9000 cache size    64981, 4273196 req, miss ratio 0.2139, byte miss ratio 0.2139
cdn1_allcolo.ns650 S3FIFO-0.0010-0.9000 cache size   129963, 4273196 req, miss ratio 0.1853, byte miss ratio 0.1853
cdn1_allcolo.ns650 S3FIFO-0.0010-0.9000 cache size   259926, 4273196 req, miss ratio 0.1684, byte miss ratio 0.1684
cdn1_allcolo.ns650 S3FIFO-0.0010-0.9000 cache size   519853, 4273196 req, miss ratio 0.1569, byte miss ratio 0.1569
cdn1_allcolo.ns650 S3FIFO-0.1000-0.9000 cache size      649, 4273196 req, miss ratio 0.4284, byte miss ratio 0.4284
cdn1_allcolo.ns650 S3FIFO-0.1000-0.9000 cache size     1949, 4273196 req, miss ratio 0.3822, byte miss ratio 0.3822
cdn1_allcolo.ns650 S3FIFO-0.1000-0.9000 cache size     6498, 4273196 req, miss ratio 0.3302, byte miss ratio 0.3302
cdn1_allcolo.ns650 S3FIFO-0.1000-0.9000 cache size    19494, 4273196 req, miss ratio 0.2767, byte miss ratio 0.2767
cdn1_allcolo.ns650 S3FIFO-0.1000-0.9000 cache size    64981, 4273196 req, miss ratio 0.2165, byte miss ratio 0.2165
cdn1_allcolo.ns650 S3FIFO-0.1000-0.9000 cache size   129963, 4273196 req, miss ratio 0.1870, byte miss ratio 0.1870
cdn1_allcolo.ns650 S3FIFO-0.1000-0.9000 cache size   259926, 4273196 req, miss ratio 0.1686, byte miss ratio 0.1686
cdn1_allcolo.ns650 S3FIFO-0.1000-0.9000 cache size   519853, 4273196 req, miss ratio 0.1569, byte miss ratio 0.1569
cdn1_allcolo.ns650 S3FIFO-0.2500-0.9000 cache size      649, 4273196 req, miss ratio 0.4307, byte miss ratio 0.4307
cdn1_allcolo.ns650 S3FIFO-0.2500-0.9000 cache size     1949, 4273196 req, miss ratio 0.3851, byte miss ratio 0.3851
cdn1_allcolo.ns650 S3FIFO-0.2500-0.9000 cache size     6498, 4273196 req, miss ratio 0.3342, byte miss ratio 0.3342
cdn1_allcolo.ns650 S3FIFO-0.2500-0.9000 cache size    19494, 4273196 req, miss ratio 0.2809, byte miss ratio 0.2809
cdn1_allcolo.ns650 S3FIFO-0.2500-0.9000 cache size    64981, 4273196 req, miss ratio 0.2208, byte miss ratio 0.2208
cdn1_allcolo.ns650 S3FIFO-0.2500-0.9000 cache size   129963, 4273196 req, miss ratio 0.1901, byte miss ratio 0.1901
cdn1_allcolo.ns650 S3FIFO-0.2500-0.9000 cache size   259926, 4273196 req, miss ratio 0.1692, byte miss ratio 0.1692
cdn1_allcolo.ns650 S3FIFO-0.2500-0.9000 cache size   519853, 4273196 req, miss ratio 0.1569, byte miss ratio 0.1569
cdn1_allcolo.ns650 S3FIFO-0.6000-0.9000 cache size      649, 4273196 req, miss ratio 0.4370, byte miss ratio 0.4370
cdn1_allcolo.ns650 S3FIFO-0.6000-0.9000 cache size     1949, 4273196 req, miss ratio 0.3951, byte miss ratio 0.3951
cdn1_allcolo.ns650 S3FIFO-0.6000-0.9000 cache size     6498, 4273196 req, miss ratio 0.3451, byte miss ratio 0.3451
cdn1_allcolo.ns650 S3FIFO-0.6000-0.9000 cache size    19494, 4273196 req, miss ratio 0.2930, byte miss ratio 0.2930
cdn1_allcolo.ns650 S3FIFO-0.6000-0.9000 cache size    64981, 4273196 req, miss ratio 0.2326, byte miss ratio 0.2326
cdn1_allcolo.ns650 S3FIFO-0.6000-0.9000 cache size   129963, 4273196 req, miss ratio 0.1995, byte miss ratio 0.1995
cdn1_allcolo.ns650 S3FIFO-0.6000-0.9000 cache size   259926, 4273196 req, miss ratio 0.1725, byte miss ratio 0.1725
cdn1_allcolo.ns650 S3FIFO-0.6000-0.9000 cache size   519853, 4273196 req, miss ratio 0.1570, byte miss ratio 0.1570
cdn1_allcolo.ns650 S3FIFO-0.7500-1.9000 cache size      649, 4273196 req, miss ratio 0.4388, byte miss ratio 0.4388
cdn1_allcolo.ns650 S3FIFO-0.7500-1.9000 cache size     1949, 4273196 req, miss ratio 0.4004, byte miss ratio 0.4004
cdn1_allcolo.ns650 S3FIFO-0.7500-1.9000 cache size     6498, 4273196 req, miss ratio 0.3506, byte miss ratio 0.3506
cdn1_allcolo.ns650 S3FIFO-0.7500-1.9000 cache size    19494, 4273196 req, miss ratio 0.2993, byte miss ratio 0.2993
cdn1_allcolo.ns650 S3FIFO-0.7500-1.9000 cache size    64981, 4273196 req, miss ratio 0.2388, byte miss ratio 0.2388
cdn1_allcolo.ns650 S3FIFO-0.7500-1.9000 cache size   129963, 4273196 req, miss ratio 0.2049, byte miss ratio 0.2049
cdn1_allcolo.ns650 S3FIFO-0.7500-1.9000 cache size   259926, 4273196 req, miss ratio 0.1756, byte miss ratio 0.1756
cdn1_allcolo.ns650 S3FIFO-0.7500-1.9000 cache size   519853, 4273196 req, miss ratio 0.1570, byte miss ratio 0.1570
cdn1_allcolo.ns650 S3FIFO-0.0250-1.9000 cache size      649, 4273196 req, miss ratio 0.4275, byte miss ratio 0.4275
cdn1_allcolo.ns650 S3FIFO-0.0250-1.9000 cache size     1949, 4273196 req, miss ratio 0.3810, byte miss ratio 0.3810
cdn1_allcolo.ns650 S3FIFO-0.0250-1.9000 cache size     6498, 4273196 req, miss ratio 0.3284, byte miss ratio 0.3284
cdn1_allcolo.ns650 S3FIFO-0.0250-1.9000 cache size    19494, 4273196 req, miss ratio 0.2746, byte miss ratio 0.2746
cdn1_allcolo.ns650 S3FIFO-0.0250-1.9000 cache size    64981, 4273196 req, miss ratio 0.2146, byte miss ratio 0.2146
cdn1_allcolo.ns650 S3FIFO-0.0250-1.9000 cache size   129963, 4273196 req, miss ratio 0.1857, byte miss ratio 0.1857
cdn1_allcolo.ns650 S3FIFO-0.0250-1.9000 cache size   259926, 4273196 req, miss ratio 0.1684, byte miss ratio 0.1684
cdn1_allcolo.ns650 S3FIFO-0.0250-1.9000 cache size   519853, 4273196 req, miss ratio 0.1569, byte miss ratio 0.1569
cdn1_allcolo.ns650 S3FIFO-0.9900-0.9000 cache size      649, 4273196 req, miss ratio 0.4402, byte miss ratio 0.4402
cdn1_allcolo.ns650 S3FIFO-0.9900-0.9000 cache size     1949, 4273196 req, miss ratio 0.4056, byte miss ratio 0.4056
cdn1_allcolo.ns650 S3FIFO-0.9900-0.9000 cache size     6498, 4273196 req, miss ratio 0.3592, byte miss ratio 0.3592
cdn1_allcolo.ns650 S3FIFO-0.9900-0.9000 cache size    19494, 4273196 req, miss ratio 0.3092, byte miss ratio 0.3092
cdn1_allcolo.ns650 S3FIFO-0.9900-0.9000 cache size    64981, 4273196 req, miss ratio 0.2491, byte miss ratio 0.2491
cdn1_allcolo.ns650 S3FIFO-0.9900-0.9000 cache size   129963, 4273196 req, miss ratio 0.2148, byte miss ratio 0.2148
cdn1_allcolo.ns650 S3FIFO-0.9900-0.9000 cache size   259926, 4273196 req, miss ratio 0.1830, byte miss ratio 0.1830
cdn1_allcolo.ns650 S3FIFO-0.9900-0.9000 cache size   519853, 4273196 req, miss ratio 0.1602, byte miss ratio 0.1602
cdn1_allcolo.ns650 S3FIFO-0.9900-1.9000 cache size      649, 4273196 req, miss ratio 0.4402, byte miss ratio 0.4402
cdn1_allcolo.ns650 S3FIFO-0.9900-1.9000 cache size     1949, 4273196 req, miss ratio 0.4056, byte miss ratio 0.4056
cdn1_allcolo.ns650 S3FIFO-0.9900-1.9000 cache size     6498, 4273196 req, miss ratio 0.3592, byte miss ratio 0.3592
cdn1_allcolo.ns650 S3FIFO-0.9900-1.9000 cache size    19494, 4273196 req, miss ratio 0.3092, byte miss ratio 0.3092
cdn1_allcolo.ns650 S3FIFO-0.9900-1.9000 cache size    64981, 4273196 req, miss ratio 0.2491, byte miss ratio 0.2491
cdn1_allcolo.ns650 S3FIFO-0.9900-1.9000 cache size   129963, 4273196 req, miss ratio 0.2148, byte miss ratio 0.2148
cdn1_allcolo.ns650 S3FIFO-0.9900-1.9000 cache size   259926, 4273196 req, miss ratio 0.1830, byte miss ratio 0.1830
cdn1_allcolo.ns650 S3FIFO-0.9900-1.9000 cache size   519853, 4273196 req, miss ratio 0.1602, byte miss ratio 0.1602
cdn1_allcolo.ns650 S3FIFO-0.6000-1.9000 cache size      649, 4273196 req, miss ratio 0.4370, byte miss ratio 0.4370
cdn1_allcolo.ns650 S3FIFO-0.6000-1.9000 cache size     1949, 4273196 req, miss ratio 0.3951, byte miss ratio 0.3951
cdn1_allcolo.ns650 S3FIFO-0.6000-1.9000 cache size     6498, 4273196 req, miss ratio 0.3451, byte miss ratio 0.3451
cdn1_allcolo.ns650 S3FIFO-0.6000-1.9000 cache size    19494, 4273196 req, miss ratio 0.2930, byte miss ratio 0.2930
cdn1_allcolo.ns650 S3FIFO-0.6000-1.9000 cache size    64981, 4273196 req, miss ratio 0.2326, byte miss ratio 0.2326
cdn1_allcolo.ns650 S3FIFO-0.6000-1.9000 cache size   129963, 4273196 req, miss ratio 0.1995, byte miss ratio 0.1995
cdn1_allcolo.ns650 S3FIFO-0.6000-1.9000 cache size   259926, 4273196 req, miss ratio 0.1725, byte miss ratio 0.1725
cdn1_allcolo.ns650 S3FIFO-0.6000-1.9000 cache size   519853, 4273196 req, miss ratio 0.1570, byte miss ratio 0.1570
cdn1_allcolo.ns650 S3FIFO-0.3000-0.9000 cache size      649, 4273196 req, miss ratio 0.4316, byte miss ratio 0.4316
cdn1_allcolo.ns650 S3FIFO-0.3000-0.9000 cache size     1949, 4273196 req, miss ratio 0.3863, byte miss ratio 0.3863
cdn1_allcolo.ns650 S3FIFO-0.3000-0.9000 cache size     6498, 4273196 req, miss ratio 0.3356, byte miss ratio 0.3356
cdn1_allcolo.ns650 S3FIFO-0.3000-0.9000 cache size    19494, 4273196 req, miss ratio 0.2824, byte miss ratio 0.2824
cdn1_allcolo.ns650 S3FIFO-0.3000-0.9000 cache size    64981, 4273196 req, miss ratio 0.2223, byte miss ratio 0.2223
cdn1_allcolo.ns650 S3FIFO-0.3000-0.9000 cache size   129963, 4273196 req, miss ratio 0.1912, byte miss ratio 0.1912
cdn1_allcolo.ns650 S3FIFO-0.3000-0.9000 cache size   259926, 4273196 req, miss ratio 0.1694, byte miss ratio 0.1694
cdn1_allcolo.ns650 S3FIFO-0.3000-0.9000 cache size   519853, 4273196 req, miss ratio 0.1569, byte miss ratio 0.1569
cdn1_allcolo.ns650 S3FIFO-0.9500-0.9000 cache size      649, 4273196 req, miss ratio 0.4401, byte miss ratio 0.4401
cdn1_allcolo.ns650 S3FIFO-0.9500-0.9000 cache size     1949, 4273196 req, miss ratio 0.4054, byte miss ratio 0.4054
cdn1_allcolo.ns650 S3FIFO-0.9500-0.9000 cache size     6498, 4273196 req, miss ratio 0.3586, byte miss ratio 0.3586
cdn1_allcolo.ns650 S3FIFO-0.9500-0.9000 cache size    19494, 4273196 req, miss ratio 0.3079, byte miss ratio 0.3079
cdn1_allcolo.ns650 S3FIFO-0.9500-0.9000 cache size    64981, 4273196 req, miss ratio 0.2478, byte miss ratio 0.2478
cdn1_allcolo.ns650 S3FIFO-0.9500-0.9000 cache size   129963, 4273196 req, miss ratio 0.2134, byte miss ratio 0.2134
cdn1_allcolo.ns650 S3FIFO-0.9500-0.9000 cache size   259926, 4273196 req, miss ratio 0.1822, byte miss ratio 0.1822
cdn1_allcolo.ns650 S3FIFO-0.9500-0.9000 cache size   519853, 4273196 req, miss ratio 0.1589, byte miss ratio 0.1589
cdn1_allcolo.ns650 S3FIFO-0.6500-0.9000 cache size      649, 4273196 req, miss ratio 0.4376, byte miss ratio 0.4376
cdn1_allcolo.ns650 S3FIFO-0.6500-0.9000 cache size     1949, 4273196 req, miss ratio 0.3968, byte miss ratio 0.3968
cdn1_allcolo.ns650 S3FIFO-0.6500-0.9000 cache size     6498, 4273196 req, miss ratio 0.3469, byte miss ratio 0.3469
cdn1_allcolo.ns650 S3FIFO-0.6500-0.9000 cache size    19494, 4273196 req, miss ratio 0.2951, byte miss ratio 0.2951
cdn1_allcolo.ns650 S3FIFO-0.6500-0.9000 cache size    64981, 4273196 req, miss ratio 0.2346, byte miss ratio 0.2346
cdn1_allcolo.ns650 S3FIFO-0.6500-0.9000 cache size   129963, 4273196 req, miss ratio 0.2013, byte miss ratio 0.2013
cdn1_allcolo.ns650 S3FIFO-0.6500-0.9000 cache size   259926, 4273196 req, miss ratio 0.1733, byte miss ratio 0.1733
cdn1_allcolo.ns650 S3FIFO-0.6500-0.9000 cache size   519853, 4273196 req, miss ratio 0.1570, byte miss ratio 0.1570
cdn1_allcolo.ns650 S3FIFO-0.2500-1.9000 cache size      649, 4273196 req, miss ratio 0.4307, byte miss ratio 0.4307
cdn1_allcolo.ns650 S3FIFO-0.2500-1.9000 cache size     1949, 4273196 req, miss ratio 0.3851, byte miss ratio 0.3851
cdn1_allcolo.ns650 S3FIFO-0.2500-1.9000 cache size     6498, 4273196 req, miss ratio 0.3342, byte miss ratio 0.3342
cdn1_allcolo.ns650 S3FIFO-0.2500-1.9000 cache size    19494, 4273196 req, miss ratio 0.2809, byte miss ratio 0.2809
cdn1_allcolo.ns650 S3FIFO-0.2500-1.9000 cache size    64981, 4273196 req, miss ratio 0.2208, byte miss ratio 0.2208
cdn1_allcolo.ns650 S3FIFO-0.2500-1.9000 cache size   129963, 4273196 req, miss ratio 0.1901, byte miss ratio 0.1901
