cdn1_allcolo.ns4918 S3FIFO-0.9000-1.9000 cache size       21, 4580491 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns4918 S3FIFO-0.9000-1.9000 cache size       63, 4580491 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns4918 S3FIFO-0.9000-1.9000 cache size      211, 4580491 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns4918 S3FIFO-0.9000-1.9000 cache size      633, 4580491 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns4918 S3FIFO-0.9000-1.9000 cache size     2112, 4580491 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns4918 S3FIFO-0.9000-1.9000 cache size     4225, 4580491 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns4918 S3FIFO-0.9000-1.9000 cache size     8451, 4580491 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns4918 S3FIFO-0.9000-1.9000 cache size    16903, 4580491 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns4918 S3FIFO-0.5000-1.9000 cache size       21, 4580491 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns4918 S3FIFO-0.5000-1.9000 cache size       63, 4580491 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns4918 S3FIFO-0.5000-1.9000 cache size      211, 4580491 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns4918 S3FIFO-0.5000-1.9000 cache size      633, 4580491 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns4918 S3FIFO-0.5000-1.9000 cache size     2112, 4580491 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns4918 S3FIFO-0.5000-1.9000 cache size     4225, 4580491 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns4918 S3FIFO-0.5000-1.9000 cache size     8451, 4580491 req, miss ratio 0.0046, byte miss ratio 0.0046
