cdn1_allcolo.ns1955 S3FIFO-0.8000-0.9000 cache size        9, 2216696 req, miss ratio 0.0709, byte miss ratio 0.0709
cdn1_allcolo.ns1955 S3FIFO-0.8000-0.9000 cache size       29, 2216696 req, miss ratio 0.0521, byte miss ratio 0.0521
cdn1_allcolo.ns1955 S3FIFO-0.8000-0.9000 cache size       98, 2216696 req, miss ratio 0.0361, byte miss ratio 0.0361
cdn1_allcolo.ns1955 S3FIFO-0.8000-0.9000 cache size      295, 2216696 req, miss ratio 0.0191, byte miss ratio 0.0191
cdn1_allcolo.ns1955 S3FIFO-0.8000-0.9000 cache size      984, 2216696 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns1955 S3FIFO-0.8000-0.9000 cache size     1968, 2216696 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns1955 S3FIFO-0.8000-0.9000 cache size     3937, 2216696 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns1955 S3FIFO-0.8000-0.9000 cache size     7875, 2216696 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns1955 S3FIFO-0.0500-0.9000 cache size        9, 2216696 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1955 S3FIFO-0.0500-0.9000 cache size       29, 2216696 req, miss ratio 0.0503, byte miss ratio 0.0503
cdn1_allcolo.ns1955 S3FIFO-0.0500-0.9000 cache size       98, 2216696 req, miss ratio 0.0299, byte miss ratio 0.0299
cdn1_allcolo.ns1955 S3FIFO-0.0500-0.9000 cache size      295, 2216696 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_allcolo.ns1955 S3FIFO-0.0500-0.9000 cache size      984, 2216696 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns1955 S3FIFO-0.0500-0.9000 cache size     1968, 2216696 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns1955 S3FIFO-0.0500-0.9000 cache size     3937, 2216696 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns1955 S3FIFO-0.0500-0.9000 cache size     7875, 2216696 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns1955 S3FIFO-0.0250-0.9000 cache size        9, 2216696 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1955 S3FIFO-0.0250-0.9000 cache size       29, 2216696 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1955 S3FIFO-0.0250-0.9000 cache size       98, 2216696 req, miss ratio 0.0299, byte miss ratio 0.0299
cdn1_allcolo.ns1955 S3FIFO-0.0250-0.9000 cache size      295, 2216696 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns1955 S3FIFO-0.0250-0.9000 cache size      984, 2216696 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns1955 S3FIFO-0.0250-0.9000 cache size     1968, 2216696 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns1955 S3FIFO-0.0250-0.9000 cache size     3937, 2216696 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns1955 S3FIFO-0.0250-0.9000 cache size     7875, 2216696 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns1955 S3FIFO-0.6500-1.9000 cache size        9, 2216696 req, miss ratio 0.0608, byte miss ratio 0.0608
cdn1_allcolo.ns1955 S3FIFO-0.6500-1.9000 cache size       29, 2216696 req, miss ratio 0.0515, byte miss ratio 0.0515
cdn1_allcolo.ns1955 S3FIFO-0.6500-1.9000 cache size       98, 2216696 req, miss ratio 0.0347, byte miss ratio 0.0347
cdn1_allcolo.ns1955 S3FIFO-0.6500-1.9000 cache size      295, 2216696 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_allcolo.ns1955 S3FIFO-0.6500-1.9000 cache size      984, 2216696 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns1955 S3FIFO-0.6500-1.9000 cache size     1968, 2216696 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns1955 S3FIFO-0.6500-1.9000 cache size     3937, 2216696 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns1955 S3FIFO-0.6500-1.9000 cache size     7875, 2216696 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns1955 S3FIFO-0.9000-0.9000 cache size        9, 2216696 req, miss ratio 0.0753, byte miss ratio 0.0753
cdn1_allcolo.ns1955 S3FIFO-0.9000-0.9000 cache size       29, 2216696 req, miss ratio 0.0531, byte miss ratio 0.0531
cdn1_allcolo.ns1955 S3FIFO-0.9000-0.9000 cache size       98, 2216696 req, miss ratio 0.0369, byte miss ratio 0.0369
cdn1_allcolo.ns1955 S3FIFO-0.9000-0.9000 cache size      295, 2216696 req, miss ratio 0.0199, byte miss ratio 0.0199
cdn1_allcolo.ns1955 S3FIFO-0.9000-0.9000 cache size      984, 2216696 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_allcolo.ns1955 S3FIFO-0.9000-0.9000 cache size     1968, 2216696 req, miss ratio 0.0058, byte miss ratio 0.0058
