cdn1_allcolo.ns1701 S3FIFO-0.0050-1.9000 cache size      190, 4366819 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1701 S3FIFO-0.0050-1.9000 cache size      570, 4366819 req, miss ratio 0.6359, byte miss ratio 0.6359
cdn1_allcolo.ns1701 S3FIFO-0.0050-1.9000 cache size     1903, 4366819 req, miss ratio 0.4856, byte miss ratio 0.4856
cdn1_allcolo.ns1701 S3FIFO-0.0050-1.9000 cache size     5709, 4366819 req, miss ratio 0.3352, byte miss ratio 0.3352
cdn1_allcolo.ns1701 S3FIFO-0.0050-1.9000 cache size    19030, 4366819 req, miss ratio 0.1772, byte miss ratio 0.1772
cdn1_allcolo.ns1701 S3FIFO-0.0050-1.9000 cache size    38060, 4366819 req, miss ratio 0.1071, byte miss ratio 0.1071
cdn1_allcolo.ns1701 S3FIFO-0.0050-1.9000 cache size    76120, 4366819 req, miss ratio 0.0630, byte miss ratio 0.0630
cdn1_allcolo.ns1701 S3FIFO-0.0050-1.9000 cache size   152240, 4366819 req, miss ratio 0.0449, byte miss ratio 0.0449
cdn1_allcolo.ns1701 S3FIFO-0.5000-1.9000 cache size      190, 4366819 req, miss ratio 0.7892, byte miss ratio 0.7892
cdn1_allcolo.ns1701 S3FIFO-0.5000-1.9000 cache size      570, 4366819 req, miss ratio 0.6856, byte miss ratio 0.6856
cdn1_allcolo.ns1701 S3FIFO-0.5000-1.9000 cache size     1903, 4366819 req, miss ratio 0.5423, byte miss ratio 0.5423
cdn1_allcolo.ns1701 S3FIFO-0.5000-1.9000 cache size     5709, 4366819 req, miss ratio 0.3864, byte miss ratio 0.3864
cdn1_allcolo.ns1701 S3FIFO-0.5000-1.9000 cache size    19030, 4366819 req, miss ratio 0.2092, byte miss ratio 0.2092
cdn1_allcolo.ns1701 S3FIFO-0.5000-1.9000 cache size    38060, 4366819 req, miss ratio 0.1263, byte miss ratio 0.1263
cdn1_allcolo.ns1701 S3FIFO-0.5000-1.9000 cache size    76120, 4366819 req, miss ratio 0.0706, byte miss ratio 0.0706
cdn1_allcolo.ns1701 S3FIFO-0.5000-1.9000 cache size   152240, 4366819 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns1701 S3FIFO-0.3000-1.9000 cache size      190, 4366819 req, miss ratio 0.7675, byte miss ratio 0.7675
cdn1_allcolo.ns1701 S3FIFO-0.3000-1.9000 cache size      570, 4366819 req, miss ratio 0.6596, byte miss ratio 0.6596
cdn1_allcolo.ns1701 S3FIFO-0.3000-1.9000 cache size     1903, 4366819 req, miss ratio 0.5145, byte miss ratio 0.5145
cdn1_allcolo.ns1701 S3FIFO-0.3000-1.9000 cache size     5709, 4366819 req, miss ratio 0.3624, byte miss ratio 0.3624
cdn1_allcolo.ns1701 S3FIFO-0.3000-1.9000 cache size    19030, 4366819 req, miss ratio 0.1940, byte miss ratio 0.1940
cdn1_allcolo.ns1701 S3FIFO-0.3000-1.9000 cache size    38060, 4366819 req, miss ratio 0.1167, byte miss ratio 0.1167
cdn1_allcolo.ns1701 S3FIFO-0.3000-1.9000 cache size    76120, 4366819 req, miss ratio 0.0659, byte miss ratio 0.0659
cdn1_allcolo.ns1701 S3FIFO-0.3000-1.9000 cache size   152240, 4366819 req, miss ratio 0.0449, byte miss ratio 0.0449
cdn1_allcolo.ns1701 S3FIFO-0.1000-0.9000 cache size      190, 4366819 req, miss ratio 0.7466, byte miss ratio 0.7466
cdn1_allcolo.ns1701 S3FIFO-0.1000-0.9000 cache size      570, 4366819 req, miss ratio 0.6330, byte miss ratio 0.6330
cdn1_allcolo.ns1701 S3FIFO-0.1000-0.9000 cache size     1903, 4366819 req, miss ratio 0.4839, byte miss ratio 0.4839
cdn1_allcolo.ns1701 S3FIFO-0.1000-0.9000 cache size     5709, 4366819 req, miss ratio 0.3339, byte miss ratio 0.3339
cdn1_allcolo.ns1701 S3FIFO-0.1000-0.9000 cache size    19030, 4366819 req, miss ratio 0.1759, byte miss ratio 0.1759
cdn1_allcolo.ns1701 S3FIFO-0.1000-0.9000 cache size    38060, 4366819 req, miss ratio 0.1068, byte miss ratio 0.1068
cdn1_allcolo.ns1701 S3FIFO-0.1000-0.9000 cache size    76120, 4366819 req, miss ratio 0.0631, byte miss ratio 0.0631
cdn1_allcolo.ns1701 S3FIFO-0.1000-0.9000 cache size   152240, 4366819 req, miss ratio 0.0449, byte miss ratio 0.0449
cdn1_allcolo.ns1701 S3FIFO-0.8000-0.9000 cache size      190, 4366819 req, miss ratio 0.8295, byte miss ratio 0.8295
cdn1_allcolo.ns1701 S3FIFO-0.8000-0.9000 cache size      570, 4366819 req, miss ratio 0.7322, byte miss ratio 0.7322
cdn1_allcolo.ns1701 S3FIFO-0.8000-0.9000 cache size     1903, 4366819 req, miss ratio 0.5889, byte miss ratio 0.5889
cdn1_allcolo.ns1701 S3FIFO-0.8000-0.9000 cache size     5709, 4366819 req, miss ratio 0.4269, byte miss ratio 0.4269
cdn1_allcolo.ns1701 S3FIFO-0.8000-0.9000 cache size    19030, 4366819 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1701 S3FIFO-0.8000-0.9000 cache size    38060, 4366819 req, miss ratio 0.1461, byte miss ratio 0.1461
cdn1_allcolo.ns1701 S3FIFO-0.8000-0.9000 cache size    76120, 4366819 req, miss ratio 0.0812, byte miss ratio 0.0812
cdn1_allcolo.ns1701 S3FIFO-0.8000-0.9000 cache size   152240, 4366819 req, miss ratio 0.0480, byte miss ratio 0.0480
cdn1_allcolo.ns1701 S3FIFO-0.3000-0.9000 cache size      190, 4366819 req, miss ratio 0.7626, byte miss ratio 0.7626
cdn1_allcolo.ns1701 S3FIFO-0.3000-0.9000 cache size      570, 4366819 req, miss ratio 0.6527, byte miss ratio 0.6527
cdn1_allcolo.ns1701 S3FIFO-0.3000-0.9000 cache size     1903, 4366819 req, miss ratio 0.5056, byte miss ratio 0.5056
cdn1_allcolo.ns1701 S3FIFO-0.3000-0.9000 cache size     5709, 4366819 req, miss ratio 0.3543, byte miss ratio 0.3543
cdn1_allcolo.ns1701 S3FIFO-0.3000-0.9000 cache size    19030, 4366819 req, miss ratio 0.1901, byte miss ratio 0.1901
cdn1_allcolo.ns1701 S3FIFO-0.3000-0.9000 cache size    38060, 4366819 req, miss ratio 0.1157, byte miss ratio 0.1157
cdn1_allcolo.ns1701 S3FIFO-0.3000-0.9000 cache size    76120, 4366819 req, miss ratio 0.0659, byte miss ratio 0.0659
cdn1_allcolo.ns1701 S3FIFO-0.3000-0.9000 cache size   152240, 4366819 req, miss ratio 0.0449, byte miss ratio 0.0449
cdn1_allcolo.ns1701 S3FIFO-0.8000-1.9000 cache size      190, 4366819 req, miss ratio 0.8354, byte miss ratio 0.8354
cdn1_allcolo.ns1701 S3FIFO-0.8000-1.9000 cache size      570, 4366819 req, miss ratio 0.7395, byte miss ratio 0.7395
cdn1_allcolo.ns1701 S3FIFO-0.8000-1.9000 cache size     1903, 4366819 req, miss ratio 0.5950, byte miss ratio 0.5950
cdn1_allcolo.ns1701 S3FIFO-0.8000-1.9000 cache size     5709, 4366819 req, miss ratio 0.4286, byte miss ratio 0.4286
cdn1_allcolo.ns1701 S3FIFO-0.8000-1.9000 cache size    19030, 4366819 req, miss ratio 0.2357, byte miss ratio 0.2357
cdn1_allcolo.ns1701 S3FIFO-0.8000-1.9000 cache size    38060, 4366819 req, miss ratio 0.1442, byte miss ratio 0.1442
cdn1_allcolo.ns1701 S3FIFO-0.8000-1.9000 cache size    76120, 4366819 req, miss ratio 0.0812, byte miss ratio 0.0812
cdn1_allcolo.ns1701 S3FIFO-0.8000-1.9000 cache size   152240, 4366819 req, miss ratio 0.0480, byte miss ratio 0.0480
cdn1_allcolo.ns1701 S3FIFO-0.7500-0.9000 cache size      190, 4366819 req, miss ratio 0.8195, byte miss ratio 0.8195
cdn1_allcolo.ns1701 S3FIFO-0.7500-0.9000 cache size      570, 4366819 req, miss ratio 0.7211, byte miss ratio 0.7211
cdn1_allcolo.ns1701 S3FIFO-0.7500-0.9000 cache size     1903, 4366819 req, miss ratio 0.5782, byte miss ratio 0.5782
cdn1_allcolo.ns1701 S3FIFO-0.7500-0.9000 cache size     5709, 4366819 req, miss ratio 0.4180, byte miss ratio 0.4180
cdn1_allcolo.ns1701 S3FIFO-0.7500-0.9000 cache size    19030, 4366819 req, miss ratio 0.2325, byte miss ratio 0.2325
cdn1_allcolo.ns1701 S3FIFO-0.7500-0.9000 cache size    38060, 4366819 req, miss ratio 0.1425, byte miss ratio 0.1425
cdn1_allcolo.ns1701 S3FIFO-0.7500-0.9000 cache size    76120, 4366819 req, miss ratio 0.0791, byte miss ratio 0.0791
cdn1_allcolo.ns1701 S3FIFO-0.7500-0.9000 cache size   152240, 4366819 req, miss ratio 0.0472, byte miss ratio 0.0472
cdn1_allcolo.ns1701 S3FIFO-0.0250-1.9000 cache size      190, 4366819 req, miss ratio 0.7487, byte miss ratio 0.7487
cdn1_allcolo.ns1701 S3FIFO-0.0250-1.9000 cache size      570, 4366819 req, miss ratio 0.6341, byte miss ratio 0.6341
cdn1_allcolo.ns1701 S3FIFO-0.0250-1.9000 cache size     1903, 4366819 req, miss ratio 0.4855, byte miss ratio 0.4855
cdn1_allcolo.ns1701 S3FIFO-0.0250-1.9000 cache size     5709, 4366819 req, miss ratio 0.3358, byte miss ratio 0.3358
cdn1_allcolo.ns1701 S3FIFO-0.0250-1.9000 cache size    19030, 4366819 req, miss ratio 0.1774, byte miss ratio 0.1774
cdn1_allcolo.ns1701 S3FIFO-0.0250-1.9000 cache size    38060, 4366819 req, miss ratio 0.1069, byte miss ratio 0.1069
cdn1_allcolo.ns1701 S3FIFO-0.0250-1.9000 cache size    76120, 4366819 req, miss ratio 0.0627, byte miss ratio 0.0627
