io_traces.ns191 S3FIFO-0.1000-1.9000 cache size     1205, 11600000 req, miss ratio 0.5265, byte miss ratio 0.5265
io_traces.ns191 S3FIFO-0.1000-1.9000 cache size     3615, 11600000 req, miss ratio 0.4600, byte miss ratio 0.4600
io_traces.ns191 S3FIFO-0.1000-1.9000 cache size    12051, 11600000 req, miss ratio 0.3341, byte miss ratio 0.3341
io_traces.ns191 S3FIFO-0.1000-1.9000 cache size    36153, 11600000 req, miss ratio 0.2557, byte miss ratio 0.2557
io_traces.ns191 S3FIFO-0.1000-1.9000 cache size   120513, 11600000 req, miss ratio 0.1647, byte miss ratio 0.1647
io_traces.ns191 S3FIFO-0.1000-1.9000 cache size   241026, 11600000 req, miss ratio 0.1343, byte miss ratio 0.1343
io_traces.ns191 S3FIFO-0.1000-1.9000 cache size   482052, 11600000 req, miss ratio 0.1161, byte miss ratio 0.1161
io_traces.ns191 S3FIFO-0.1000-1.9000 cache size   964104, 11600000 req, miss ratio 0.1042, byte miss ratio 0.1042
io_traces.ns191 S3FIFO-0.3000-0.9000 cache size     1205, 11600000 req, miss ratio 0.5391, byte miss ratio 0.5391
io_traces.ns191 S3FIFO-0.3000-0.9000 cache size     3615, 11600000 req, miss ratio 0.4663, byte miss ratio 0.4663
io_traces.ns191 S3FIFO-0.3000-0.9000 cache size    12051, 11600000 req, miss ratio 0.3046, byte miss ratio 0.3046
io_traces.ns191 S3FIFO-0.3000-0.9000 cache size    36153, 11600000 req, miss ratio 0.2369, byte miss ratio 0.2369
io_traces.ns191 S3FIFO-0.3000-0.9000 cache size   120513, 11600000 req, miss ratio 0.1652, byte miss ratio 0.1652
io_traces.ns191 S3FIFO-0.3000-0.9000 cache size   241026, 11600000 req, miss ratio 0.1343, byte miss ratio 0.1343
io_traces.ns191 S3FIFO-0.3000-0.9000 cache size   482052, 11600000 req, miss ratio 0.1140, byte miss ratio 0.1140
io_traces.ns191 S3FIFO-0.3000-0.9000 cache size   964104, 11600000 req, miss ratio 0.1042, byte miss ratio 0.1042
io_traces.ns191 S3FIFO-0.7500-0.9000 cache size     1205, 11600000 req, miss ratio 0.5705, byte miss ratio 0.5705
io_traces.ns191 S3FIFO-0.7500-0.9000 cache size     3615, 11600000 req, miss ratio 0.5304, byte miss ratio 0.5304
io_traces.ns191 S3FIFO-0.7500-0.9000 cache size    12051, 11600000 req, miss ratio 0.3025, byte miss ratio 0.3025
io_traces.ns191 S3FIFO-0.7500-0.9000 cache size    36153, 11600000 req, miss ratio 0.2347, byte miss ratio 0.2347
io_traces.ns191 S3FIFO-0.7500-0.9000 cache size   120513, 11600000 req, miss ratio 0.1779, byte miss ratio 0.1779
io_traces.ns191 S3FIFO-0.7500-0.9000 cache size   241026, 11600000 req, miss ratio 0.1407, byte miss ratio 0.1407
io_traces.ns191 S3FIFO-0.7500-0.9000 cache size   482052, 11600000 req, miss ratio 0.1158, byte miss ratio 0.1158
io_traces.ns191 S3FIFO-0.7500-0.9000 cache size   964104, 11600000 req, miss ratio 0.1043, byte miss ratio 0.1043
io_traces.ns191 S3FIFO-0.7500-1.9000 cache size     1205, 11600000 req, miss ratio 0.5716, byte miss ratio 0.5716
io_traces.ns191 S3FIFO-0.7500-1.9000 cache size     3615, 11600000 req, miss ratio 0.5323, byte miss ratio 0.5323
io_traces.ns191 S3FIFO-0.7500-1.9000 cache size    12051, 11600000 req, miss ratio 0.3021, byte miss ratio 0.3021
io_traces.ns191 S3FIFO-0.7500-1.9000 cache size    36153, 11600000 req, miss ratio 0.2351, byte miss ratio 0.2351
io_traces.ns191 S3FIFO-0.7500-1.9000 cache size   120513, 11600000 req, miss ratio 0.1777, byte miss ratio 0.1777
io_traces.ns191 S3FIFO-0.7500-1.9000 cache size   241026, 11600000 req, miss ratio 0.1407, byte miss ratio 0.1407
io_traces.ns191 S3FIFO-0.7500-1.9000 cache size   482052, 11600000 req, miss ratio 0.1158, byte miss ratio 0.1158
io_traces.ns191 S3FIFO-0.7500-1.9000 cache size   964104, 11600000 req, miss ratio 0.1043, byte miss ratio 0.1043
io_traces.ns191 S3FIFO-0.3000-1.9000 cache size     1205, 11600000 req, miss ratio 0.5386, byte miss ratio 0.5386
io_traces.ns191 S3FIFO-0.3000-1.9000 cache size     3615, 11600000 req, miss ratio 0.4898, byte miss ratio 0.4898
io_traces.ns191 S3FIFO-0.3000-1.9000 cache size    12051, 11600000 req, miss ratio 0.3011, byte miss ratio 0.3011
io_traces.ns191 S3FIFO-0.3000-1.9000 cache size    36153, 11600000 req, miss ratio 0.2360, byte miss ratio 0.2360
io_traces.ns191 S3FIFO-0.3000-1.9000 cache size   120513, 11600000 req, miss ratio 0.1661, byte miss ratio 0.1661
io_traces.ns191 S3FIFO-0.3000-1.9000 cache size   241026, 11600000 req, miss ratio 0.1343, byte miss ratio 0.1343
io_traces.ns191 S3FIFO-0.3000-1.9000 cache size   482052, 11600000 req, miss ratio 0.1140, byte miss ratio 0.1140
io_traces.ns191 S3FIFO-0.3000-1.9000 cache size   964104, 11600000 req, miss ratio 0.1042, byte miss ratio 0.1042
io_traces.ns191 S3FIFO-0.9000-0.9000 cache size     1205, 11600000 req, miss ratio 0.5884, byte miss ratio 0.5884
io_traces.ns191 S3FIFO-0.9000-0.9000 cache size     3615, 11600000 req, miss ratio 0.5351, byte miss ratio 0.5351
io_traces.ns191 S3FIFO-0.9000-0.9000 cache size    12051, 11600000 req, miss ratio 0.3227, byte miss ratio 0.3227
io_traces.ns191 S3FIFO-0.9000-0.9000 cache size    36153, 11600000 req, miss ratio 0.2363, byte miss ratio 0.2363
io_traces.ns191 S3FIFO-0.9000-0.9000 cache size   120513, 11600000 req, miss ratio 0.1812, byte miss ratio 0.1812
io_traces.ns191 S3FIFO-0.9000-0.9000 cache size   241026, 11600000 req, miss ratio 0.1455, byte miss ratio 0.1455
io_traces.ns191 S3FIFO-0.9000-0.9000 cache size   482052, 11600000 req, miss ratio 0.1196, byte miss ratio 0.1196
io_traces.ns191 S3FIFO-0.9000-0.9000 cache size   964104, 11600000 req, miss ratio 0.1051, byte miss ratio 0.1051
io_traces.ns191 S3FIFO-0.1500-1.9000 cache size     1205, 11600000 req, miss ratio 0.5267, byte miss ratio 0.5267
io_traces.ns191 S3FIFO-0.1500-1.9000 cache size     3615, 11600000 req, miss ratio 0.4675, byte miss ratio 0.4675
io_traces.ns191 S3FIFO-0.1500-1.9000 cache size    12051, 11600000 req, miss ratio 0.3293, byte miss ratio 0.3293
io_traces.ns191 S3FIFO-0.1500-1.9000 cache size    36153, 11600000 req, miss ratio 0.2429, byte miss ratio 0.2429
io_traces.ns191 S3FIFO-0.1500-1.9000 cache size   120513, 11600000 req, miss ratio 0.1628, byte miss ratio 0.1628
io_traces.ns191 S3FIFO-0.1500-1.9000 cache size   241026, 11600000 req, miss ratio 0.1339, byte miss ratio 0.1339
io_traces.ns191 S3FIFO-0.1500-1.9000 cache size   482052, 11600000 req, miss ratio 0.1163, byte miss ratio 0.1163
io_traces.ns191 S3FIFO-0.1500-1.9000 cache size   964104, 11600000 req, miss ratio 0.1042, byte miss ratio 0.1042
io_traces.ns191 S3FIFO-0.5000-0.9000 cache size     1205, 11600000 req, miss ratio 0.5541, byte miss ratio 0.5541
io_traces.ns191 S3FIFO-0.5000-0.9000 cache size     3615, 11600000 req, miss ratio 0.4999, byte miss ratio 0.4999
io_traces.ns191 S3FIFO-0.5000-0.9000 cache size    12051, 11600000 req, miss ratio 0.2862, byte miss ratio 0.2862
io_traces.ns191 S3FIFO-0.5000-0.9000 cache size    36153, 11600000 req, miss ratio 0.2326, byte miss ratio 0.2326
io_traces.ns191 S3FIFO-0.5000-0.9000 cache size   120513, 11600000 req, miss ratio 0.1722, byte miss ratio 0.1722
io_traces.ns191 S3FIFO-0.5000-0.9000 cache size   241026, 11600000 req, miss ratio 0.1351, byte miss ratio 0.1351
io_traces.ns191 S3FIFO-0.5000-0.9000 cache size   482052, 11600000 req, miss ratio 0.1121, byte miss ratio 0.1121
io_traces.ns191 S3FIFO-0.5000-0.9000 cache size   964104, 11600000 req, miss ratio 0.1040, byte miss ratio 0.1040
io_traces.ns191 S3FIFO-0.9500-1.9000 cache size     1205, 11600000 req, miss ratio 0.6104, byte miss ratio 0.6104
io_traces.ns191 S3FIFO-0.9500-1.9000 cache size     3615, 11600000 req, miss ratio 0.5343, byte miss ratio 0.5343
io_traces.ns191 S3FIFO-0.9500-1.9000 cache size    12051, 11600000 req, miss ratio 0.3241, byte miss ratio 0.3241
io_traces.ns191 S3FIFO-0.9500-1.9000 cache size    36153, 11600000 req, miss ratio 0.2424, byte miss ratio 0.2424
io_traces.ns191 S3FIFO-0.9500-1.9000 cache size   120513, 11600000 req, miss ratio 0.1818, byte miss ratio 0.1818
io_traces.ns191 S3FIFO-0.9500-1.9000 cache size   241026, 11600000 req, miss ratio 0.1459, byte miss ratio 0.1459
