io_traces.ns480 S3FIFO-0.9900-0.9000 cache size      177, 2600000 req, miss ratio 0.8554, byte miss ratio 0.8554
io_traces.ns480 S3FIFO-0.9900-0.9000 cache size      531, 2600000 req, miss ratio 0.7905, byte miss ratio 0.7905
io_traces.ns480 S3FIFO-0.9900-0.9000 cache size     1770, 2600000 req, miss ratio 0.7402, byte miss ratio 0.7402
io_traces.ns480 S3FIFO-0.9900-0.9000 cache size     5311, 2600000 req, miss ratio 0.6803, byte miss ratio 0.6803
io_traces.ns480 S3FIFO-0.9900-0.9000 cache size    17704, 2600000 req, miss ratio 0.4233, byte miss ratio 0.4233
io_traces.ns480 S3FIFO-0.9900-0.9000 cache size    35409, 2600000 req, miss ratio 0.2985, byte miss ratio 0.2985
io_traces.ns480 S3FIFO-0.9900-0.9000 cache size    70818, 2600000 req, miss ratio 0.1469, byte miss ratio 0.1469
io_traces.ns480 S3FIFO-0.9900-0.9000 cache size   141637, 2600000 req, miss ratio 0.0804, byte miss ratio 0.0804
io_traces.ns480 S3FIFO-0.9000-0.9000 cache size      177, 2600000 req, miss ratio 0.8187, byte miss ratio 0.8187
io_traces.ns480 S3FIFO-0.9000-0.9000 cache size      531, 2600000 req, miss ratio 0.7525, byte miss ratio 0.7525
io_traces.ns480 S3FIFO-0.9000-0.9000 cache size     1770, 2600000 req, miss ratio 0.7076, byte miss ratio 0.7076
io_traces.ns480 S3FIFO-0.9000-0.9000 cache size     5311, 2600000 req, miss ratio 0.6762, byte miss ratio 0.6762
io_traces.ns480 S3FIFO-0.9000-0.9000 cache size    17704, 2600000 req, miss ratio 0.4251, byte miss ratio 0.4251
io_traces.ns480 S3FIFO-0.9000-0.9000 cache size    35409, 2600000 req, miss ratio 0.2953, byte miss ratio 0.2953
io_traces.ns480 S3FIFO-0.9000-0.9000 cache size    70818, 2600000 req, miss ratio 0.1421, byte miss ratio 0.1421
io_traces.ns480 S3FIFO-0.9000-0.9000 cache size   141637, 2600000 req, miss ratio 0.0778, byte miss ratio 0.0778
io_traces.ns480 S3FIFO-0.8000-1.9000 cache size      177, 2600000 req, miss ratio 0.8058, byte miss ratio 0.8058
io_traces.ns480 S3FIFO-0.8000-1.9000 cache size      531, 2600000 req, miss ratio 0.7269, byte miss ratio 0.7269
io_traces.ns480 S3FIFO-0.8000-1.9000 cache size     1770, 2600000 req, miss ratio 0.7009, byte miss ratio 0.7009
io_traces.ns480 S3FIFO-0.8000-1.9000 cache size     5311, 2600000 req, miss ratio 0.6743, byte miss ratio 0.6743
io_traces.ns480 S3FIFO-0.8000-1.9000 cache size    17704, 2600000 req, miss ratio 0.4189, byte miss ratio 0.4189
io_traces.ns480 S3FIFO-0.8000-1.9000 cache size    35409, 2600000 req, miss ratio 0.2841, byte miss ratio 0.2841
io_traces.ns480 S3FIFO-0.8000-1.9000 cache size    70818, 2600000 req, miss ratio 0.1378, byte miss ratio 0.1378
io_traces.ns480 S3FIFO-0.8000-1.9000 cache size   141637, 2600000 req, miss ratio 0.0737, byte miss ratio 0.0737
io_traces.ns480 S3FIFO-0.0010-1.9000 cache size      177, 2600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns480 S3FIFO-0.0010-1.9000 cache size      531, 2600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns480 S3FIFO-0.0010-1.9000 cache size     1770, 2600000 req, miss ratio 0.6221, byte miss ratio 0.6221
io_traces.ns480 S3FIFO-0.0010-1.9000 cache size     5311, 2600000 req, miss ratio 0.5281, byte miss ratio 0.5281
io_traces.ns480 S3FIFO-0.0010-1.9000 cache size    17704, 2600000 req, miss ratio 0.4006, byte miss ratio 0.4006
io_traces.ns480 S3FIFO-0.0010-1.9000 cache size    35409, 2600000 req, miss ratio 0.2884, byte miss ratio 0.2884
io_traces.ns480 S3FIFO-0.0010-1.9000 cache size    70818, 2600000 req, miss ratio 0.1217, byte miss ratio 0.1217
io_traces.ns480 S3FIFO-0.0010-1.9000 cache size   141637, 2600000 req, miss ratio 0.0705, byte miss ratio 0.0705
io_traces.ns480 S3FIFO-0.0250-0.9000 cache size      177, 2600000 req, miss ratio 0.7365, byte miss ratio 0.7365
io_traces.ns480 S3FIFO-0.0250-0.9000 cache size      531, 2600000 req, miss ratio 0.7008, byte miss ratio 0.7008
io_traces.ns480 S3FIFO-0.0250-0.9000 cache size     1770, 2600000 req, miss ratio 0.6355, byte miss ratio 0.6355
io_traces.ns480 S3FIFO-0.0250-0.9000 cache size     5311, 2600000 req, miss ratio 0.5325, byte miss ratio 0.5325
io_traces.ns480 S3FIFO-0.0250-0.9000 cache size    17704, 2600000 req, miss ratio 0.4002, byte miss ratio 0.4002
io_traces.ns480 S3FIFO-0.0250-0.9000 cache size    35409, 2600000 req, miss ratio 0.2891, byte miss ratio 0.2891
io_traces.ns480 S3FIFO-0.0250-0.9000 cache size    70818, 2600000 req, miss ratio 0.1135, byte miss ratio 0.1135
io_traces.ns480 S3FIFO-0.0250-0.9000 cache size   141637, 2600000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns480 S3FIFO-0.0250-1.9000 cache size      177, 2600000 req, miss ratio 0.7242, byte miss ratio 0.7242
io_traces.ns480 S3FIFO-0.0250-1.9000 cache size      531, 2600000 req, miss ratio 0.6994, byte miss ratio 0.6994
io_traces.ns480 S3FIFO-0.0250-1.9000 cache size     1770, 2600000 req, miss ratio 0.6213, byte miss ratio 0.6213
io_traces.ns480 S3FIFO-0.0250-1.9000 cache size     5311, 2600000 req, miss ratio 0.5286, byte miss ratio 0.5286
io_traces.ns480 S3FIFO-0.0250-1.9000 cache size    17704, 2600000 req, miss ratio 0.4022, byte miss ratio 0.4022
io_traces.ns480 S3FIFO-0.0250-1.9000 cache size    35409, 2600000 req, miss ratio 0.2903, byte miss ratio 0.2903
io_traces.ns480 S3FIFO-0.0250-1.9000 cache size    70818, 2600000 req, miss ratio 0.1135, byte miss ratio 0.1135
io_traces.ns480 S3FIFO-0.0250-1.9000 cache size   141637, 2600000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns480 S3FIFO-0.0010-0.9000 cache size      177, 2600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns480 S3FIFO-0.0010-0.9000 cache size      531, 2600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns480 S3FIFO-0.0010-0.9000 cache size     1770, 2600000 req, miss ratio 0.6370, byte miss ratio 0.6370
io_traces.ns480 S3FIFO-0.0010-0.9000 cache size     5311, 2600000 req, miss ratio 0.5342, byte miss ratio 0.5342
io_traces.ns480 S3FIFO-0.0010-0.9000 cache size    17704, 2600000 req, miss ratio 0.4001, byte miss ratio 0.4001
io_traces.ns480 S3FIFO-0.0010-0.9000 cache size    35409, 2600000 req, miss ratio 0.2876, byte miss ratio 0.2876
io_traces.ns480 S3FIFO-0.0010-0.9000 cache size    70818, 2600000 req, miss ratio 0.1217, byte miss ratio 0.1217
io_traces.ns480 S3FIFO-0.0010-0.9000 cache size   141637, 2600000 req, miss ratio 0.0705, byte miss ratio 0.0705
io_traces.ns480 S3FIFO-0.4500-0.9000 cache size      177, 2600000 req, miss ratio 0.7389, byte miss ratio 0.7389
io_traces.ns480 S3FIFO-0.4500-0.9000 cache size      531, 2600000 req, miss ratio 0.7106, byte miss ratio 0.7106
io_traces.ns480 S3FIFO-0.4500-0.9000 cache size     1770, 2600000 req, miss ratio 0.6612, byte miss ratio 0.6612
io_traces.ns480 S3FIFO-0.4500-0.9000 cache size     5311, 2600000 req, miss ratio 0.5768, byte miss ratio 0.5768
io_traces.ns480 S3FIFO-0.4500-0.9000 cache size    17704, 2600000 req, miss ratio 0.4070, byte miss ratio 0.4070
io_traces.ns480 S3FIFO-0.4500-0.9000 cache size    35409, 2600000 req, miss ratio 0.2768, byte miss ratio 0.2768
io_traces.ns480 S3FIFO-0.4500-0.9000 cache size    70818, 2600000 req, miss ratio 0.1227, byte miss ratio 0.1227
io_traces.ns480 S3FIFO-0.4500-0.9000 cache size   141637, 2600000 req, miss ratio 0.0687, byte miss ratio 0.0687
io_traces.ns480 S3FIFO-0.9900-1.9000 cache size      177, 2600000 req, miss ratio 0.8587, byte miss ratio 0.8587
io_traces.ns480 S3FIFO-0.9900-1.9000 cache size      531, 2600000 req, miss ratio 0.7915, byte miss ratio 0.7915
io_traces.ns480 S3FIFO-0.9900-1.9000 cache size     1770, 2600000 req, miss ratio 0.7416, byte miss ratio 0.7416
io_traces.ns480 S3FIFO-0.9900-1.9000 cache size     5311, 2600000 req, miss ratio 0.6734, byte miss ratio 0.6734
io_traces.ns480 S3FIFO-0.9900-1.9000 cache size    17704, 2600000 req, miss ratio 0.4225, byte miss ratio 0.4225
io_traces.ns480 S3FIFO-0.9900-1.9000 cache size    35409, 2600000 req, miss ratio 0.2983, byte miss ratio 0.2983
io_traces.ns480 S3FIFO-0.9900-1.9000 cache size    70818, 2600000 req, miss ratio 0.1469, byte miss ratio 0.1469
io_traces.ns480 S3FIFO-0.9900-1.9000 cache size   141637, 2600000 req, miss ratio 0.0804, byte miss ratio 0.0804
io_traces.ns480 S3FIFO-0.9500-1.9000 cache size      177, 2600000 req, miss ratio 0.8433, byte miss ratio 0.8433
io_traces.ns480 S3FIFO-0.9500-1.9000 cache size      531, 2600000 req, miss ratio 0.7750, byte miss ratio 0.7750
io_traces.ns480 S3FIFO-0.9500-1.9000 cache size     1770, 2600000 req, miss ratio 0.7231, byte miss ratio 0.7231
io_traces.ns480 S3FIFO-0.9500-1.9000 cache size     5311, 2600000 req, miss ratio 0.6706, byte miss ratio 0.6706
io_traces.ns480 S3FIFO-0.9500-1.9000 cache size    17704, 2600000 req, miss ratio 0.4218, byte miss ratio 0.4218
io_traces.ns480 S3FIFO-0.9500-1.9000 cache size    35409, 2600000 req, miss ratio 0.2979, byte miss ratio 0.2979
io_traces.ns480 S3FIFO-0.9500-1.9000 cache size    70818, 2600000 req, miss ratio 0.1447, byte miss ratio 0.1447
io_traces.ns480 S3FIFO-0.9500-1.9000 cache size   141637, 2600000 req, miss ratio 0.0793, byte miss ratio 0.0793
