tencentBlock.ns10000 S3FIFO-0.1000-1.9000 cache size     1494, 10684795 req, miss ratio 0.3989, byte miss ratio 0.3989
tencentBlock.ns10000 S3FIFO-0.1000-1.9000 cache size     4482, 10684795 req, miss ratio 0.3664, byte miss ratio 0.3664
tencentBlock.ns10000 S3FIFO-0.1000-1.9000 cache size    14941, 10684795 req, miss ratio 0.3201, byte miss ratio 0.3201
tencentBlock.ns10000 S3FIFO-0.1000-1.9000 cache size    44824, 10684795 req, miss ratio 0.2668, byte miss ratio 0.2668
tencentBlock.ns10000 S3FIFO-0.1000-1.9000 cache size   149414, 10684795 req, miss ratio 0.1838, byte miss ratio 0.1838
tencentBlock.ns10000 S3FIFO-0.1000-1.9000 cache size   298829, 10684795 req, miss ratio 0.1555, byte miss ratio 0.1555
tencentBlock.ns10000 S3FIFO-0.1000-1.9000 cache size   597659, 10684795 req, miss ratio 0.1449, byte miss ratio 0.1449
tencentBlock.ns10000 S3FIFO-0.1000-1.9000 cache size  1195319, 10684795 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns10000 S3FIFO-0.3500-1.9000 cache size     1494, 10684795 req, miss ratio 0.4440, byte miss ratio 0.4440
tencentBlock.ns10000 S3FIFO-0.3500-1.9000 cache size     4482, 10684795 req, miss ratio 0.3661, byte miss ratio 0.3661
tencentBlock.ns10000 S3FIFO-0.3500-1.9000 cache size    14941, 10684795 req, miss ratio 0.3264, byte miss ratio 0.3264
tencentBlock.ns10000 S3FIFO-0.3500-1.9000 cache size    44824, 10684795 req, miss ratio 0.2572, byte miss ratio 0.2572
tencentBlock.ns10000 S3FIFO-0.3500-1.9000 cache size   149414, 10684795 req, miss ratio 0.1807, byte miss ratio 0.1807
tencentBlock.ns10000 S3FIFO-0.3500-1.9000 cache size   298829, 10684795 req, miss ratio 0.1592, byte miss ratio 0.1592
tencentBlock.ns10000 S3FIFO-0.3500-1.9000 cache size   597659, 10684795 req, miss ratio 0.1444, byte miss ratio 0.1444
tencentBlock.ns10000 S3FIFO-0.3500-1.9000 cache size  1195319, 10684795 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns10000 S3FIFO-0.8500-1.9000 cache size     1494, 10684795 req, miss ratio 0.5794, byte miss ratio 0.5794
tencentBlock.ns10000 S3FIFO-0.8500-1.9000 cache size     4482, 10684795 req, miss ratio 0.4119, byte miss ratio 0.4119
tencentBlock.ns10000 S3FIFO-0.8500-1.9000 cache size    14941, 10684795 req, miss ratio 0.3387, byte miss ratio 0.3387
tencentBlock.ns10000 S3FIFO-0.8500-1.9000 cache size    44824, 10684795 req, miss ratio 0.2661, byte miss ratio 0.2661
tencentBlock.ns10000 S3FIFO-0.8500-1.9000 cache size   149414, 10684795 req, miss ratio 0.2027, byte miss ratio 0.2027
tencentBlock.ns10000 S3FIFO-0.8500-1.9000 cache size   298829, 10684795 req, miss ratio 0.1737, byte miss ratio 0.1737
tencentBlock.ns10000 S3FIFO-0.8500-1.9000 cache size   597659, 10684795 req, miss ratio 0.1513, byte miss ratio 0.1513
tencentBlock.ns10000 S3FIFO-0.8500-1.9000 cache size  1195319, 10684795 req, miss ratio 0.1420, byte miss ratio 0.1420
tencentBlock.ns10000 S3FIFO-0.1500-1.9000 cache size     1494, 10684795 req, miss ratio 0.4027, byte miss ratio 0.4027
tencentBlock.ns10000 S3FIFO-0.1500-1.9000 cache size     4482, 10684795 req, miss ratio 0.3660, byte miss ratio 0.3660
tencentBlock.ns10000 S3FIFO-0.1500-1.9000 cache size    14941, 10684795 req, miss ratio 0.3202, byte miss ratio 0.3202
tencentBlock.ns10000 S3FIFO-0.1500-1.9000 cache size    44824, 10684795 req, miss ratio 0.2649, byte miss ratio 0.2649
tencentBlock.ns10000 S3FIFO-0.1500-1.9000 cache size   149414, 10684795 req, miss ratio 0.1803, byte miss ratio 0.1803
tencentBlock.ns10000 S3FIFO-0.1500-1.9000 cache size   298829, 10684795 req, miss ratio 0.1553, byte miss ratio 0.1553
tencentBlock.ns10000 S3FIFO-0.1500-1.9000 cache size   597659, 10684795 req, miss ratio 0.1449, byte miss ratio 0.1449
tencentBlock.ns10000 S3FIFO-0.1500-1.9000 cache size  1195319, 10684795 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns10000 S3FIFO-0.6500-0.9000 cache size     1494, 10684795 req, miss ratio 0.5269, byte miss ratio 0.5269
tencentBlock.ns10000 S3FIFO-0.6500-0.9000 cache size     4482, 10684795 req, miss ratio 0.3706, byte miss ratio 0.3706
tencentBlock.ns10000 S3FIFO-0.6500-0.9000 cache size    14941, 10684795 req, miss ratio 0.3344, byte miss ratio 0.3344
tencentBlock.ns10000 S3FIFO-0.6500-0.9000 cache size    44824, 10684795 req, miss ratio 0.2564, byte miss ratio 0.2564
tencentBlock.ns10000 S3FIFO-0.6500-0.9000 cache size   149414, 10684795 req, miss ratio 0.1922, byte miss ratio 0.1922
tencentBlock.ns10000 S3FIFO-0.6500-0.9000 cache size   298829, 10684795 req, miss ratio 0.1661, byte miss ratio 0.1661
tencentBlock.ns10000 S3FIFO-0.6500-0.9000 cache size   597659, 10684795 req, miss ratio 0.1457, byte miss ratio 0.1457
tencentBlock.ns10000 S3FIFO-0.6500-0.9000 cache size  1195319, 10684795 req, miss ratio 0.1407, byte miss ratio 0.1407
tencentBlock.ns10000 S3FIFO-0.4000-0.9000 cache size     1494, 10684795 req, miss ratio 0.4551, byte miss ratio 0.4551
tencentBlock.ns10000 S3FIFO-0.4000-0.9000 cache size     4482, 10684795 req, miss ratio 0.3671, byte miss ratio 0.3671
tencentBlock.ns10000 S3FIFO-0.4000-0.9000 cache size    14941, 10684795 req, miss ratio 0.3251, byte miss ratio 0.3251
tencentBlock.ns10000 S3FIFO-0.4000-0.9000 cache size    44824, 10684795 req, miss ratio 0.2576, byte miss ratio 0.2576
tencentBlock.ns10000 S3FIFO-0.4000-0.9000 cache size   149414, 10684795 req, miss ratio 0.1814, byte miss ratio 0.1814
tencentBlock.ns10000 S3FIFO-0.4000-0.9000 cache size   298829, 10684795 req, miss ratio 0.1607, byte miss ratio 0.1607
tencentBlock.ns10000 S3FIFO-0.4000-0.9000 cache size   597659, 10684795 req, miss ratio 0.1444, byte miss ratio 0.1444
tencentBlock.ns10000 S3FIFO-0.4000-0.9000 cache size  1195319, 10684795 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns10000 S3FIFO-0.5500-1.9000 cache size     1494, 10684795 req, miss ratio 0.5037, byte miss ratio 0.5037
tencentBlock.ns10000 S3FIFO-0.5500-1.9000 cache size     4482, 10684795 req, miss ratio 0.3686, byte miss ratio 0.3686
tencentBlock.ns10000 S3FIFO-0.5500-1.9000 cache size    14941, 10684795 req, miss ratio 0.3338, byte miss ratio 0.3338
tencentBlock.ns10000 S3FIFO-0.5500-1.9000 cache size    44824, 10684795 req, miss ratio 0.2584, byte miss ratio 0.2584
tencentBlock.ns10000 S3FIFO-0.5500-1.9000 cache size   149414, 10684795 req, miss ratio 0.1863, byte miss ratio 0.1863
tencentBlock.ns10000 S3FIFO-0.5500-1.9000 cache size   298829, 10684795 req, miss ratio 0.1640, byte miss ratio 0.1640
tencentBlock.ns10000 S3FIFO-0.5500-1.9000 cache size   597659, 10684795 req, miss ratio 0.1449, byte miss ratio 0.1449
tencentBlock.ns10000 S3FIFO-0.5500-1.9000 cache size  1195319, 10684795 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns10000 S3FIFO-0.2500-1.9000 cache size     1494, 10684795 req, miss ratio 0.4175, byte miss ratio 0.4175
tencentBlock.ns10000 S3FIFO-0.2500-1.9000 cache size     4482, 10684795 req, miss ratio 0.3658, byte miss ratio 0.3658
tencentBlock.ns10000 S3FIFO-0.2500-1.9000 cache size    14941, 10684795 req, miss ratio 0.3205, byte miss ratio 0.3205
tencentBlock.ns10000 S3FIFO-0.2500-1.9000 cache size    44824, 10684795 req, miss ratio 0.2636, byte miss ratio 0.2636
tencentBlock.ns10000 S3FIFO-0.2500-1.9000 cache size   149414, 10684795 req, miss ratio 0.1786, byte miss ratio 0.1786
tencentBlock.ns10000 S3FIFO-0.2500-1.9000 cache size   298829, 10684795 req, miss ratio 0.1564, byte miss ratio 0.1564
tencentBlock.ns10000 S3FIFO-0.2500-1.9000 cache size   597659, 10684795 req, miss ratio 0.1447, byte miss ratio 0.1447
tencentBlock.ns10000 S3FIFO-0.2500-1.9000 cache size  1195319, 10684795 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns10000 S3FIFO-0.3000-1.9000 cache size     1494, 10684795 req, miss ratio 0.4297, byte miss ratio 0.4297
tencentBlock.ns10000 S3FIFO-0.3000-1.9000 cache size     4482, 10684795 req, miss ratio 0.3659, byte miss ratio 0.3659
tencentBlock.ns10000 S3FIFO-0.3000-1.9000 cache size    14941, 10684795 req, miss ratio 0.3239, byte miss ratio 0.3239
tencentBlock.ns10000 S3FIFO-0.3000-1.9000 cache size    44824, 10684795 req, miss ratio 0.2579, byte miss ratio 0.2579
tencentBlock.ns10000 S3FIFO-0.3000-1.9000 cache size   149414, 10684795 req, miss ratio 0.1790, byte miss ratio 0.1790
tencentBlock.ns10000 S3FIFO-0.3000-1.9000 cache size   298829, 10684795 req, miss ratio 0.1571, byte miss ratio 0.1571
tencentBlock.ns10000 S3FIFO-0.3000-1.9000 cache size   597659, 10684795 req, miss ratio 0.1446, byte miss ratio 0.1446
tencentBlock.ns10000 S3FIFO-0.3000-1.9000 cache size  1195319, 10684795 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns10000 S3FIFO-0.7500-1.9000 cache size     1494, 10684795 req, miss ratio 0.5545, byte miss ratio 0.5545
tencentBlock.ns10000 S3FIFO-0.7500-1.9000 cache size     4482, 10684795 req, miss ratio 0.3838, byte miss ratio 0.3838
tencentBlock.ns10000 S3FIFO-0.7500-1.9000 cache size    14941, 10684795 req, miss ratio 0.3366, byte miss ratio 0.3366
tencentBlock.ns10000 S3FIFO-0.7500-1.9000 cache size    44824, 10684795 req, miss ratio 0.2598, byte miss ratio 0.2598
tencentBlock.ns10000 S3FIFO-0.7500-1.9000 cache size   149414, 10684795 req, miss ratio 0.1978, byte miss ratio 0.1978
tencentBlock.ns10000 S3FIFO-0.7500-1.9000 cache size   298829, 10684795 req, miss ratio 0.1685, byte miss ratio 0.1685
tencentBlock.ns10000 S3FIFO-0.7500-1.9000 cache size   597659, 10684795 req, miss ratio 0.1481, byte miss ratio 0.1481
tencentBlock.ns10000 S3FIFO-0.7500-1.9000 cache size  1195319, 10684795 req, miss ratio 0.1411, byte miss ratio 0.1411
tencentBlock.ns10000 S3FIFO-0.0010-0.9000 cache size     1494, 10684795 req, miss ratio 0.4162, byte miss ratio 0.4162
tencentBlock.ns10000 S3FIFO-0.0010-0.9000 cache size     4482, 10684795 req, miss ratio 0.3994, byte miss ratio 0.3994
tencentBlock.ns10000 S3FIFO-0.0010-0.9000 cache size    14941, 10684795 req, miss ratio 0.3543, byte miss ratio 0.3543
tencentBlock.ns10000 S3FIFO-0.0010-0.9000 cache size    44824, 10684795 req, miss ratio 0.2967, byte miss ratio 0.2967
tencentBlock.ns10000 S3FIFO-0.0010-0.9000 cache size   149414, 10684795 req, miss ratio 0.2125, byte miss ratio 0.2125
tencentBlock.ns10000 S3FIFO-0.0010-0.9000 cache size   298829, 10684795 req, miss ratio 0.1835, byte miss ratio 0.1835
