cdn1_allcolo.ns775 S3FIFO-0.9500-0.9000 cache size        6, 1793323 req, miss ratio 0.0995, byte miss ratio 0.0995
cdn1_allcolo.ns775 S3FIFO-0.9500-0.9000 cache size       19, 1793323 req, miss ratio 0.0426, byte miss ratio 0.0426
cdn1_allcolo.ns775 S3FIFO-0.9500-0.9000 cache size       63, 1793323 req, miss ratio 0.0237, byte miss ratio 0.0237
cdn1_allcolo.ns775 S3FIFO-0.9500-0.9000 cache size      190, 1793323 req, miss ratio 0.0175, byte miss ratio 0.0175
cdn1_allcolo.ns775 S3FIFO-0.9500-0.9000 cache size      633, 1793323 req, miss ratio 0.0129, byte miss ratio 0.0129
cdn1_allcolo.ns775 S3FIFO-0.9500-0.9000 cache size     1267, 1793323 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns775 S3FIFO-0.9500-0.9000 cache size     2535, 1793323 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns775 S3FIFO-0.9500-0.9000 cache size     5070, 1793323 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns775 S3FIFO-0.9900-0.9000 cache size        6, 1793323 req, miss ratio 0.0995, byte miss ratio 0.0995
cdn1_allcolo.ns775 S3FIFO-0.9900-0.9000 cache size       19, 1793323 req, miss ratio 0.0426, byte miss ratio 0.0426
cdn1_allcolo.ns775 S3FIFO-0.9900-0.9000 cache size       63, 1793323 req, miss ratio 0.0247, byte miss ratio 0.0247
cdn1_allcolo.ns775 S3FIFO-0.9900-0.9000 cache size      190, 1793323 req, miss ratio 0.0181, byte miss ratio 0.0181
cdn1_allcolo.ns775 S3FIFO-0.9900-0.9000 cache size      633, 1793323 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_allcolo.ns775 S3FIFO-0.9900-0.9000 cache size     1267, 1793323 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns775 S3FIFO-0.9900-0.9000 cache size     2535, 1793323 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns775 S3FIFO-0.9900-0.9000 cache size     5070, 1793323 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_allcolo.ns775 S3FIFO-0.5000-1.9000 cache size        6, 1793323 req, miss ratio 0.0779, byte miss ratio 0.0779
cdn1_allcolo.ns775 S3FIFO-0.5000-1.9000 cache size       19, 1793323 req, miss ratio 0.0299, byte miss ratio 0.0299
cdn1_allcolo.ns775 S3FIFO-0.5000-1.9000 cache size       63, 1793323 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_allcolo.ns775 S3FIFO-0.5000-1.9000 cache size      190, 1793323 req, miss ratio 0.0147, byte miss ratio 0.0147
cdn1_allcolo.ns775 S3FIFO-0.5000-1.9000 cache size      633, 1793323 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns775 S3FIFO-0.5000-1.9000 cache size     1267, 1793323 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns775 S3FIFO-0.5000-1.9000 cache size     2535, 1793323 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns775 S3FIFO-0.5000-1.9000 cache size     5070, 1793323 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns775 S3FIFO-0.1500-1.9000 cache size        6, 1793323 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns775 S3FIFO-0.1500-1.9000 cache size       19, 1793323 req, miss ratio 0.0237, byte miss ratio 0.0237
cdn1_allcolo.ns775 S3FIFO-0.1500-1.9000 cache size       63, 1793323 req, miss ratio 0.0172, byte miss ratio 0.0172
cdn1_allcolo.ns775 S3FIFO-0.1500-1.9000 cache size      190, 1793323 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns775 S3FIFO-0.1500-1.9000 cache size      633, 1793323 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_allcolo.ns775 S3FIFO-0.1500-1.9000 cache size     1267, 1793323 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns775 S3FIFO-0.1500-1.9000 cache size     2535, 1793323 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns775 S3FIFO-0.1500-1.9000 cache size     5070, 1793323 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns775 S3FIFO-0.1000-0.9000 cache size        6, 1793323 req, miss ratio 1.0000, byte miss ratio 1.0000
