cdn1_allcolo.ns1238 S3FIFO-0.0050-0.9000 cache size       33, 12839366 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1238 S3FIFO-0.0050-0.9000 cache size       99, 12839366 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1238 S3FIFO-0.0050-0.9000 cache size      331, 12839366 req, miss ratio 0.3154, byte miss ratio 0.3154
cdn1_allcolo.ns1238 S3FIFO-0.0050-0.9000 cache size      994, 12839366 req, miss ratio 0.1520, byte miss ratio 0.1520
cdn1_allcolo.ns1238 S3FIFO-0.0050-0.9000 cache size     3313, 12839366 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns1238 S3FIFO-0.0050-0.9000 cache size     6627, 12839366 req, miss ratio 0.0202, byte miss ratio 0.0202
cdn1_allcolo.ns1238 S3FIFO-0.0050-0.9000 cache size    13254, 12839366 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns1238 S3FIFO-0.0050-0.9000 cache size    26509, 12839366 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns1238 S3FIFO-0.7000-1.9000 cache size       33, 12839366 req, miss ratio 0.8886, byte miss ratio 0.8886
cdn1_allcolo.ns1238 S3FIFO-0.7000-1.9000 cache size       99, 12839366 req, miss ratio 0.7386, byte miss ratio 0.7386
cdn1_allcolo.ns1238 S3FIFO-0.7000-1.9000 cache size      331, 12839366 req, miss ratio 0.4463, byte miss ratio 0.4463
cdn1_allcolo.ns1238 S3FIFO-0.7000-1.9000 cache size      994, 12839366 req, miss ratio 0.2172, byte miss ratio 0.2172
cdn1_allcolo.ns1238 S3FIFO-0.7000-1.9000 cache size     3313, 12839366 req, miss ratio 0.0699, byte miss ratio 0.0699
cdn1_allcolo.ns1238 S3FIFO-0.7000-1.9000 cache size     6627, 12839366 req, miss ratio 0.0284, byte miss ratio 0.0284
cdn1_allcolo.ns1238 S3FIFO-0.7000-1.9000 cache size    13254, 12839366 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns1238 S3FIFO-0.7000-1.9000 cache size    26509, 12839366 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns1238 S3FIFO-0.4000-1.9000 cache size       33, 12839366 req, miss ratio 0.8580, byte miss ratio 0.8580
cdn1_allcolo.ns1238 S3FIFO-0.4000-1.9000 cache size       99, 12839366 req, miss ratio 0.6797, byte miss ratio 0.6797
cdn1_allcolo.ns1238 S3FIFO-0.4000-1.9000 cache size      331, 12839366 req, miss ratio 0.3868, byte miss ratio 0.3868
cdn1_allcolo.ns1238 S3FIFO-0.4000-1.9000 cache size      994, 12839366 req, miss ratio 0.1906, byte miss ratio 0.1906
cdn1_allcolo.ns1238 S3FIFO-0.4000-1.9000 cache size     3313, 12839366 req, miss ratio 0.0600, byte miss ratio 0.0600
cdn1_allcolo.ns1238 S3FIFO-0.4000-1.9000 cache size     6627, 12839366 req, miss ratio 0.0240, byte miss ratio 0.0240
cdn1_allcolo.ns1238 S3FIFO-0.4000-1.9000 cache size    13254, 12839366 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_allcolo.ns1238 S3FIFO-0.4000-1.9000 cache size    26509, 12839366 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns1238 S3FIFO-0.3500-1.9000 cache size       33, 12839366 req, miss ratio 0.8514, byte miss ratio 0.8514
cdn1_allcolo.ns1238 S3FIFO-0.3500-1.9000 cache size       99, 12839366 req, miss ratio 0.6697, byte miss ratio 0.6697
