tencentBlock.ns14196 S3FIFO-0.5000-0.9000 cache size      129, 1028852 req, miss ratio 0.5590, byte miss ratio 0.5590
tencentBlock.ns14196 S3FIFO-0.5000-0.9000 cache size      389, 1028852 req, miss ratio 0.5460, byte miss ratio 0.5460
tencentBlock.ns14196 S3FIFO-0.5000-0.9000 cache size     1297, 1028852 req, miss ratio 0.5414, byte miss ratio 0.5414
tencentBlock.ns14196 S3FIFO-0.5000-0.9000 cache size     3893, 1028852 req, miss ratio 0.5407, byte miss ratio 0.5407
tencentBlock.ns14196 S3FIFO-0.5000-0.9000 cache size    12978, 1028852 req, miss ratio 0.5213, byte miss ratio 0.5213
tencentBlock.ns14196 S3FIFO-0.5000-0.9000 cache size    25957, 1028852 req, miss ratio 0.4892, byte miss ratio 0.4892
tencentBlock.ns14196 S3FIFO-0.5000-0.9000 cache size    51915, 1028852 req, miss ratio 0.3903, byte miss ratio 0.3903
tencentBlock.ns14196 S3FIFO-0.5000-0.9000 cache size   103830, 1028852 req, miss ratio 0.1844, byte miss ratio 0.1844
tencentBlock.ns14196 S3FIFO-0.0500-0.9000 cache size      129, 1028852 req, miss ratio 0.5754, byte miss ratio 0.5754
tencentBlock.ns14196 S3FIFO-0.0500-0.9000 cache size      389, 1028852 req, miss ratio 0.5488, byte miss ratio 0.5488
tencentBlock.ns14196 S3FIFO-0.0500-0.9000 cache size     1297, 1028852 req, miss ratio 0.5418, byte miss ratio 0.5418
tencentBlock.ns14196 S3FIFO-0.0500-0.9000 cache size     3893, 1028852 req, miss ratio 0.5412, byte miss ratio 0.5412
tencentBlock.ns14196 S3FIFO-0.0500-0.9000 cache size    12978, 1028852 req, miss ratio 0.5344, byte miss ratio 0.5344
tencentBlock.ns14196 S3FIFO-0.0500-0.9000 cache size    25957, 1028852 req, miss ratio 0.4464, byte miss ratio 0.4464
tencentBlock.ns14196 S3FIFO-0.0500-0.9000 cache size    51915, 1028852 req, miss ratio 0.3858, byte miss ratio 0.3858
tencentBlock.ns14196 S3FIFO-0.0500-0.9000 cache size   103830, 1028852 req, miss ratio 0.1592, byte miss ratio 0.1592
tencentBlock.ns14196 S3FIFO-0.3000-1.9000 cache size      129, 1028852 req, miss ratio 0.5577, byte miss ratio 0.5577
tencentBlock.ns14196 S3FIFO-0.3000-1.9000 cache size      389, 1028852 req, miss ratio 0.5443, byte miss ratio 0.5443
tencentBlock.ns14196 S3FIFO-0.3000-1.9000 cache size     1297, 1028852 req, miss ratio 0.5414, byte miss ratio 0.5414
tencentBlock.ns14196 S3FIFO-0.3000-1.9000 cache size     3893, 1028852 req, miss ratio 0.5406, byte miss ratio 0.5406
tencentBlock.ns14196 S3FIFO-0.3000-1.9000 cache size    12978, 1028852 req, miss ratio 0.5085, byte miss ratio 0.5085
tencentBlock.ns14196 S3FIFO-0.3000-1.9000 cache size    25957, 1028852 req, miss ratio 0.4883, byte miss ratio 0.4883
tencentBlock.ns14196 S3FIFO-0.3000-1.9000 cache size    51915, 1028852 req, miss ratio 0.4051, byte miss ratio 0.4051
tencentBlock.ns14196 S3FIFO-0.3000-1.9000 cache size   103830, 1028852 req, miss ratio 0.1672, byte miss ratio 0.1672
tencentBlock.ns14196 S3FIFO-0.3000-0.9000 cache size      129, 1028852 req, miss ratio 0.5609, byte miss ratio 0.5609
tencentBlock.ns14196 S3FIFO-0.3000-0.9000 cache size      389, 1028852 req, miss ratio 0.5449, byte miss ratio 0.5449
tencentBlock.ns14196 S3FIFO-0.3000-0.9000 cache size     1297, 1028852 req, miss ratio 0.5416, byte miss ratio 0.5416
tencentBlock.ns14196 S3FIFO-0.3000-0.9000 cache size     3893, 1028852 req, miss ratio 0.5406, byte miss ratio 0.5406
tencentBlock.ns14196 S3FIFO-0.3000-0.9000 cache size    12978, 1028852 req, miss ratio 0.5361, byte miss ratio 0.5361
tencentBlock.ns14196 S3FIFO-0.3000-0.9000 cache size    25957, 1028852 req, miss ratio 0.4724, byte miss ratio 0.4724
tencentBlock.ns14196 S3FIFO-0.3000-0.9000 cache size    51915, 1028852 req, miss ratio 0.4051, byte miss ratio 0.4051
tencentBlock.ns14196 S3FIFO-0.3000-0.9000 cache size   103830, 1028852 req, miss ratio 0.1672, byte miss ratio 0.1672
tencentBlock.ns14196 S3FIFO-0.6000-1.9000 cache size      129, 1028852 req, miss ratio 0.5632, byte miss ratio 0.5632
tencentBlock.ns14196 S3FIFO-0.6000-1.9000 cache size      389, 1028852 req, miss ratio 0.5467, byte miss ratio 0.5467
tencentBlock.ns14196 S3FIFO-0.6000-1.9000 cache size     1297, 1028852 req, miss ratio 0.5415, byte miss ratio 0.5415
tencentBlock.ns14196 S3FIFO-0.6000-1.9000 cache size     3893, 1028852 req, miss ratio 0.5407, byte miss ratio 0.5407
tencentBlock.ns14196 S3FIFO-0.6000-1.9000 cache size    12978, 1028852 req, miss ratio 0.5404, byte miss ratio 0.5404
tencentBlock.ns14196 S3FIFO-0.6000-1.9000 cache size    25957, 1028852 req, miss ratio 0.4923, byte miss ratio 0.4923
tencentBlock.ns14196 S3FIFO-0.6000-1.9000 cache size    51915, 1028852 req, miss ratio 0.3838, byte miss ratio 0.3838
tencentBlock.ns14196 S3FIFO-0.6000-1.9000 cache size   103830, 1028852 req, miss ratio 0.1896, byte miss ratio 0.1896
tencentBlock.ns14196 S3FIFO-0.0500-1.9000 cache size      129, 1028852 req, miss ratio 0.5715, byte miss ratio 0.5715
tencentBlock.ns14196 S3FIFO-0.0500-1.9000 cache size      389, 1028852 req, miss ratio 0.5485, byte miss ratio 0.5485
tencentBlock.ns14196 S3FIFO-0.0500-1.9000 cache size     1297, 1028852 req, miss ratio 0.5417, byte miss ratio 0.5417
tencentBlock.ns14196 S3FIFO-0.0500-1.9000 cache size     3893, 1028852 req, miss ratio 0.5411, byte miss ratio 0.5411
tencentBlock.ns14196 S3FIFO-0.0500-1.9000 cache size    12978, 1028852 req, miss ratio 0.5028, byte miss ratio 0.5028
tencentBlock.ns14196 S3FIFO-0.0500-1.9000 cache size    25957, 1028852 req, miss ratio 0.4742, byte miss ratio 0.4742
tencentBlock.ns14196 S3FIFO-0.0500-1.9000 cache size    51915, 1028852 req, miss ratio 0.3858, byte miss ratio 0.3858
tencentBlock.ns14196 S3FIFO-0.0500-1.9000 cache size   103830, 1028852 req, miss ratio 0.1592, byte miss ratio 0.1592
tencentBlock.ns14196 S3FIFO-0.4500-1.9000 cache size      129, 1028852 req, miss ratio 0.5551, byte miss ratio 0.5551
tencentBlock.ns14196 S3FIFO-0.4500-1.9000 cache size      389, 1028852 req, miss ratio 0.5453, byte miss ratio 0.5453
tencentBlock.ns14196 S3FIFO-0.4500-1.9000 cache size     1297, 1028852 req, miss ratio 0.5412, byte miss ratio 0.5412
tencentBlock.ns14196 S3FIFO-0.4500-1.9000 cache size     3893, 1028852 req, miss ratio 0.5406, byte miss ratio 0.5406
tencentBlock.ns14196 S3FIFO-0.4500-1.9000 cache size    12978, 1028852 req, miss ratio 0.5145, byte miss ratio 0.5145
tencentBlock.ns14196 S3FIFO-0.4500-1.9000 cache size    25957, 1028852 req, miss ratio 0.4882, byte miss ratio 0.4882
tencentBlock.ns14196 S3FIFO-0.4500-1.9000 cache size    51915, 1028852 req, miss ratio 0.3944, byte miss ratio 0.3944
tencentBlock.ns14196 S3FIFO-0.4500-1.9000 cache size   103830, 1028852 req, miss ratio 0.1793, byte miss ratio 0.1793
tencentBlock.ns14196 S3FIFO-0.0050-1.9000 cache size      129, 1028852 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14196 S3FIFO-0.0050-1.9000 cache size      389, 1028852 req, miss ratio 0.6155, byte miss ratio 0.6155
tencentBlock.ns14196 S3FIFO-0.0050-1.9000 cache size     1297, 1028852 req, miss ratio 0.5570, byte miss ratio 0.5570
tencentBlock.ns14196 S3FIFO-0.0050-1.9000 cache size     3893, 1028852 req, miss ratio 0.5448, byte miss ratio 0.5448
tencentBlock.ns14196 S3FIFO-0.0050-1.9000 cache size    12978, 1028852 req, miss ratio 0.5024, byte miss ratio 0.5024
tencentBlock.ns14196 S3FIFO-0.0050-1.9000 cache size    25957, 1028852 req, miss ratio 0.4715, byte miss ratio 0.4715
tencentBlock.ns14196 S3FIFO-0.0050-1.9000 cache size    51915, 1028852 req, miss ratio 0.3819, byte miss ratio 0.3819
tencentBlock.ns14196 S3FIFO-0.0050-1.9000 cache size   103830, 1028852 req, miss ratio 0.1564, byte miss ratio 0.1564
tencentBlock.ns14196 S3FIFO-0.0250-1.9000 cache size      129, 1028852 req, miss ratio 0.6145, byte miss ratio 0.6145
tencentBlock.ns14196 S3FIFO-0.0250-1.9000 cache size      389, 1028852 req, miss ratio 0.5508, byte miss ratio 0.5508
