io_traces.ns472 S3FIFO-0.8500-1.9000 cache size      215, 5000000 req, miss ratio 0.4370, byte miss ratio 0.4370
io_traces.ns472 S3FIFO-0.8500-1.9000 cache size      647, 5000000 req, miss ratio 0.3261, byte miss ratio 0.3261
io_traces.ns472 S3FIFO-0.8500-1.9000 cache size     2159, 5000000 req, miss ratio 0.2875, byte miss ratio 0.2875
io_traces.ns472 S3FIFO-0.8500-1.9000 cache size     6478, 5000000 req, miss ratio 0.2433, byte miss ratio 0.2433
io_traces.ns472 S3FIFO-0.8500-1.9000 cache size    21596, 5000000 req, miss ratio 0.1699, byte miss ratio 0.1699
io_traces.ns472 S3FIFO-0.8500-1.9000 cache size    43193, 5000000 req, miss ratio 0.1078, byte miss ratio 0.1078
io_traces.ns472 S3FIFO-0.8500-1.9000 cache size    86386, 5000000 req, miss ratio 0.0641, byte miss ratio 0.0641
io_traces.ns472 S3FIFO-0.8500-1.9000 cache size   172772, 5000000 req, miss ratio 0.0473, byte miss ratio 0.0473
io_traces.ns472 S3FIFO-0.9500-1.9000 cache size      215, 5000000 req, miss ratio 0.4699, byte miss ratio 0.4699
io_traces.ns472 S3FIFO-0.9500-1.9000 cache size      647, 5000000 req, miss ratio 0.3501, byte miss ratio 0.3501
io_traces.ns472 S3FIFO-0.9500-1.9000 cache size     2159, 5000000 req, miss ratio 0.2950, byte miss ratio 0.2950
io_traces.ns472 S3FIFO-0.9500-1.9000 cache size     6478, 5000000 req, miss ratio 0.2484, byte miss ratio 0.2484
io_traces.ns472 S3FIFO-0.9500-1.9000 cache size    21596, 5000000 req, miss ratio 0.1726, byte miss ratio 0.1726
io_traces.ns472 S3FIFO-0.9500-1.9000 cache size    43193, 5000000 req, miss ratio 0.1099, byte miss ratio 0.1099
io_traces.ns472 S3FIFO-0.9500-1.9000 cache size    86386, 5000000 req, miss ratio 0.0663, byte miss ratio 0.0663
io_traces.ns472 S3FIFO-0.9500-1.9000 cache size   172772, 5000000 req, miss ratio 0.0500, byte miss ratio 0.0500
io_traces.ns472 S3FIFO-0.0250-0.9000 cache size      215, 5000000 req, miss ratio 0.3578, byte miss ratio 0.3578
io_traces.ns472 S3FIFO-0.0250-0.9000 cache size      647, 5000000 req, miss ratio 0.3291, byte miss ratio 0.3291
io_traces.ns472 S3FIFO-0.0250-0.9000 cache size     2159, 5000000 req, miss ratio 0.2355, byte miss ratio 0.2355
io_traces.ns472 S3FIFO-0.0250-0.9000 cache size     6478, 5000000 req, miss ratio 0.2189, byte miss ratio 0.2189
io_traces.ns472 S3FIFO-0.0250-0.9000 cache size    21596, 5000000 req, miss ratio 0.1582, byte miss ratio 0.1582
io_traces.ns472 S3FIFO-0.0250-0.9000 cache size    43193, 5000000 req, miss ratio 0.0841, byte miss ratio 0.0841
io_traces.ns472 S3FIFO-0.0250-0.9000 cache size    86386, 5000000 req, miss ratio 0.0525, byte miss ratio 0.0525
io_traces.ns472 S3FIFO-0.0250-0.9000 cache size   172772, 5000000 req, miss ratio 0.0446, byte miss ratio 0.0446
io_traces.ns472 S3FIFO-0.2000-1.9000 cache size      215, 5000000 req, miss ratio 0.3348, byte miss ratio 0.3348
io_traces.ns472 S3FIFO-0.2000-1.9000 cache size      647, 5000000 req, miss ratio 0.3044, byte miss ratio 0.3044
io_traces.ns472 S3FIFO-0.2000-1.9000 cache size     2159, 5000000 req, miss ratio 0.2337, byte miss ratio 0.2337
io_traces.ns472 S3FIFO-0.2000-1.9000 cache size     6478, 5000000 req, miss ratio 0.2199, byte miss ratio 0.2199
io_traces.ns472 S3FIFO-0.2000-1.9000 cache size    21596, 5000000 req, miss ratio 0.1646, byte miss ratio 0.1646
io_traces.ns472 S3FIFO-0.2000-1.9000 cache size    43193, 5000000 req, miss ratio 0.0900, byte miss ratio 0.0900
io_traces.ns472 S3FIFO-0.2000-1.9000 cache size    86386, 5000000 req, miss ratio 0.0514, byte miss ratio 0.0514
io_traces.ns472 S3FIFO-0.2000-1.9000 cache size   172772, 5000000 req, miss ratio 0.0444, byte miss ratio 0.0444
io_traces.ns472 S3FIFO-0.0500-1.9000 cache size      215, 5000000 req, miss ratio 0.3530, byte miss ratio 0.3530
io_traces.ns472 S3FIFO-0.0500-1.9000 cache size      647, 5000000 req, miss ratio 0.3132, byte miss ratio 0.3132
io_traces.ns472 S3FIFO-0.0500-1.9000 cache size     2159, 5000000 req, miss ratio 0.2332, byte miss ratio 0.2332
io_traces.ns472 S3FIFO-0.0500-1.9000 cache size     6478, 5000000 req, miss ratio 0.2150, byte miss ratio 0.2150
io_traces.ns472 S3FIFO-0.0500-1.9000 cache size    21596, 5000000 req, miss ratio 0.1613, byte miss ratio 0.1613
io_traces.ns472 S3FIFO-0.0500-1.9000 cache size    43193, 5000000 req, miss ratio 0.0861, byte miss ratio 0.0861
io_traces.ns472 S3FIFO-0.0500-1.9000 cache size    86386, 5000000 req, miss ratio 0.0519, byte miss ratio 0.0519
io_traces.ns472 S3FIFO-0.0500-1.9000 cache size   172772, 5000000 req, miss ratio 0.0446, byte miss ratio 0.0446
io_traces.ns472 S3FIFO-0.2500-1.9000 cache size      215, 5000000 req, miss ratio 0.3337, byte miss ratio 0.3337
io_traces.ns472 S3FIFO-0.2500-1.9000 cache size      647, 5000000 req, miss ratio 0.3053, byte miss ratio 0.3053
io_traces.ns472 S3FIFO-0.2500-1.9000 cache size     2159, 5000000 req, miss ratio 0.2348, byte miss ratio 0.2348
io_traces.ns472 S3FIFO-0.2500-1.9000 cache size     6478, 5000000 req, miss ratio 0.2235, byte miss ratio 0.2235
io_traces.ns472 S3FIFO-0.2500-1.9000 cache size    21596, 5000000 req, miss ratio 0.1604, byte miss ratio 0.1604
io_traces.ns472 S3FIFO-0.2500-1.9000 cache size    43193, 5000000 req, miss ratio 0.0923, byte miss ratio 0.0923
io_traces.ns472 S3FIFO-0.2500-1.9000 cache size    86386, 5000000 req, miss ratio 0.0510, byte miss ratio 0.0510
io_traces.ns472 S3FIFO-0.2500-1.9000 cache size   172772, 5000000 req, miss ratio 0.0444, byte miss ratio 0.0444
io_traces.ns472 S3FIFO-0.7000-1.9000 cache size      215, 5000000 req, miss ratio 0.3789, byte miss ratio 0.3789
io_traces.ns472 S3FIFO-0.7000-1.9000 cache size      647, 5000000 req, miss ratio 0.3176, byte miss ratio 0.3176
io_traces.ns472 S3FIFO-0.7000-1.9000 cache size     2159, 5000000 req, miss ratio 0.2750, byte miss ratio 0.2750
io_traces.ns472 S3FIFO-0.7000-1.9000 cache size     6478, 5000000 req, miss ratio 0.2318, byte miss ratio 0.2318
io_traces.ns472 S3FIFO-0.7000-1.9000 cache size    21596, 5000000 req, miss ratio 0.1719, byte miss ratio 0.1719
io_traces.ns472 S3FIFO-0.7000-1.9000 cache size    43193, 5000000 req, miss ratio 0.1055, byte miss ratio 0.1055
io_traces.ns472 S3FIFO-0.7000-1.9000 cache size    86386, 5000000 req, miss ratio 0.0593, byte miss ratio 0.0593
io_traces.ns472 S3FIFO-0.7000-1.9000 cache size   172772, 5000000 req, miss ratio 0.0449, byte miss ratio 0.0449
io_traces.ns472 S3FIFO-0.7500-1.9000 cache size      215, 5000000 req, miss ratio 0.3991, byte miss ratio 0.3991
io_traces.ns472 S3FIFO-0.7500-1.9000 cache size      647, 5000000 req, miss ratio 0.3190, byte miss ratio 0.3190
io_traces.ns472 S3FIFO-0.7500-1.9000 cache size     2159, 5000000 req, miss ratio 0.2795, byte miss ratio 0.2795
io_traces.ns472 S3FIFO-0.7500-1.9000 cache size     6478, 5000000 req, miss ratio 0.2354, byte miss ratio 0.2354
io_traces.ns472 S3FIFO-0.7500-1.9000 cache size    21596, 5000000 req, miss ratio 0.1727, byte miss ratio 0.1727
io_traces.ns472 S3FIFO-0.7500-1.9000 cache size    43193, 5000000 req, miss ratio 0.1066, byte miss ratio 0.1066
io_traces.ns472 S3FIFO-0.7500-1.9000 cache size    86386, 5000000 req, miss ratio 0.0609, byte miss ratio 0.0609
io_traces.ns472 S3FIFO-0.7500-1.9000 cache size   172772, 5000000 req, miss ratio 0.0452, byte miss ratio 0.0452
io_traces.ns472 S3FIFO-0.9000-1.9000 cache size      215, 5000000 req, miss ratio 0.4550, byte miss ratio 0.4550
