tencentBlock.ns8077 S3FIFO-0.9000-1.9000 cache size     7202, 33364584 req, miss ratio 0.7473, byte miss ratio 0.7473
tencentBlock.ns8077 S3FIFO-0.9000-1.9000 cache size    21607, 33364584 req, miss ratio 0.6585, byte miss ratio 0.6585
tencentBlock.ns8077 S3FIFO-0.9000-1.9000 cache size    72025, 33364584 req, miss ratio 0.5703, byte miss ratio 0.5703
tencentBlock.ns8077 S3FIFO-0.9000-1.9000 cache size   216076, 33364584 req, miss ratio 0.5023, byte miss ratio 0.5023
tencentBlock.ns8077 S3FIFO-0.9000-1.9000 cache size   720255, 33364584 req, miss ratio 0.4476, byte miss ratio 0.4476
tencentBlock.ns8077 S3FIFO-0.9000-1.9000 cache size  1440510, 33364584 req, miss ratio 0.4410, byte miss ratio 0.4410
tencentBlock.ns8077 S3FIFO-0.9000-1.9000 cache size  2881021, 33364584 req, miss ratio 0.3480, byte miss ratio 0.3480
tencentBlock.ns8077 S3FIFO-0.9000-1.9000 cache size  5762042, 33364584 req, miss ratio 0.2443, byte miss ratio 0.2443
tencentBlock.ns8077 S3FIFO-0.0500-0.9000 cache size     7202, 33364584 req, miss ratio 0.6737, byte miss ratio 0.6737
tencentBlock.ns8077 S3FIFO-0.0500-0.9000 cache size    21607, 33364584 req, miss ratio 0.5788, byte miss ratio 0.5788
tencentBlock.ns8077 S3FIFO-0.0500-0.9000 cache size    72025, 33364584 req, miss ratio 0.4669, byte miss ratio 0.4669
tencentBlock.ns8077 S3FIFO-0.0500-0.9000 cache size   216076, 33364584 req, miss ratio 0.4476, byte miss ratio 0.4476
tencentBlock.ns8077 S3FIFO-0.0500-0.9000 cache size   720255, 33364584 req, miss ratio 0.4375, byte miss ratio 0.4375
tencentBlock.ns8077 S3FIFO-0.0500-0.9000 cache size  1440510, 33364584 req, miss ratio 0.4273, byte miss ratio 0.4273
tencentBlock.ns8077 S3FIFO-0.0500-0.9000 cache size  2881021, 33364584 req, miss ratio 0.2820, byte miss ratio 0.2820
tencentBlock.ns8077 S3FIFO-0.0500-0.9000 cache size  5762042, 33364584 req, miss ratio 0.2163, byte miss ratio 0.2163
tencentBlock.ns8077 S3FIFO-0.2500-0.9000 cache size     7202, 33364584 req, miss ratio 0.6691, byte miss ratio 0.6691
tencentBlock.ns8077 S3FIFO-0.2500-0.9000 cache size    21607, 33364584 req, miss ratio 0.5857, byte miss ratio 0.5857
tencentBlock.ns8077 S3FIFO-0.2500-0.9000 cache size    72025, 33364584 req, miss ratio 0.4804, byte miss ratio 0.4804
tencentBlock.ns8077 S3FIFO-0.2500-0.9000 cache size   216076, 33364584 req, miss ratio 0.4482, byte miss ratio 0.4482
tencentBlock.ns8077 S3FIFO-0.2500-0.9000 cache size   720255, 33364584 req, miss ratio 0.4375, byte miss ratio 0.4375
tencentBlock.ns8077 S3FIFO-0.2500-0.9000 cache size  1440510, 33364584 req, miss ratio 0.4273, byte miss ratio 0.4273
tencentBlock.ns8077 S3FIFO-0.2500-0.9000 cache size  2881021, 33364584 req, miss ratio 0.2964, byte miss ratio 0.2964
tencentBlock.ns8077 S3FIFO-0.2500-0.9000 cache size  5762042, 33364584 req, miss ratio 0.2163, byte miss ratio 0.2163
tencentBlock.ns8077 S3FIFO-0.2000-0.9000 cache size     7202, 33364584 req, miss ratio 0.6712, byte miss ratio 0.6712
tencentBlock.ns8077 S3FIFO-0.2000-0.9000 cache size    21607, 33364584 req, miss ratio 0.5836, byte miss ratio 0.5836
tencentBlock.ns8077 S3FIFO-0.2000-0.9000 cache size    72025, 33364584 req, miss ratio 0.4750, byte miss ratio 0.4750
tencentBlock.ns8077 S3FIFO-0.2000-0.9000 cache size   216076, 33364584 req, miss ratio 0.4479, byte miss ratio 0.4479
tencentBlock.ns8077 S3FIFO-0.2000-0.9000 cache size   720255, 33364584 req, miss ratio 0.4375, byte miss ratio 0.4375
tencentBlock.ns8077 S3FIFO-0.2000-0.9000 cache size  1440510, 33364584 req, miss ratio 0.4273, byte miss ratio 0.4273
tencentBlock.ns8077 S3FIFO-0.2000-0.9000 cache size  2881021, 33364584 req, miss ratio 0.2841, byte miss ratio 0.2841
tencentBlock.ns8077 S3FIFO-0.2000-0.9000 cache size  5762042, 33364584 req, miss ratio 0.2163, byte miss ratio 0.2163
tencentBlock.ns8077 S3FIFO-0.9000-0.9000 cache size     7202, 33364584 req, miss ratio 0.7422, byte miss ratio 0.7422
tencentBlock.ns8077 S3FIFO-0.9000-0.9000 cache size    21607, 33364584 req, miss ratio 0.6570, byte miss ratio 0.6570
tencentBlock.ns8077 S3FIFO-0.9000-0.9000 cache size    72025, 33364584 req, miss ratio 0.5673, byte miss ratio 0.5673
tencentBlock.ns8077 S3FIFO-0.9000-0.9000 cache size   216076, 33364584 req, miss ratio 0.5008, byte miss ratio 0.5008
tencentBlock.ns8077 S3FIFO-0.9000-0.9000 cache size   720255, 33364584 req, miss ratio 0.4471, byte miss ratio 0.4471
tencentBlock.ns8077 S3FIFO-0.9000-0.9000 cache size  1440510, 33364584 req, miss ratio 0.4386, byte miss ratio 0.4386
