cdn1_colo28.ns555 S3FIFO-0.6500-1.9000 cache size      364, 4902001 req, miss ratio 0.8329, byte miss ratio 0.8329
cdn1_colo28.ns555 S3FIFO-0.6500-1.9000 cache size     1094, 4902001 req, miss ratio 0.7029, byte miss ratio 0.7029
cdn1_colo28.ns555 S3FIFO-0.6500-1.9000 cache size     3647, 4902001 req, miss ratio 0.5033, byte miss ratio 0.5033
cdn1_colo28.ns555 S3FIFO-0.6500-1.9000 cache size    10942, 4902001 req, miss ratio 0.3311, byte miss ratio 0.3311
cdn1_colo28.ns555 S3FIFO-0.6500-1.9000 cache size    36474, 4902001 req, miss ratio 0.1991, byte miss ratio 0.1991
cdn1_colo28.ns555 S3FIFO-0.6500-1.9000 cache size    72949, 4902001 req, miss ratio 0.1451, byte miss ratio 0.1451
cdn1_colo28.ns555 S3FIFO-0.6500-1.9000 cache size   145898, 4902001 req, miss ratio 0.1025, byte miss ratio 0.1025
cdn1_colo28.ns555 S3FIFO-0.6500-1.9000 cache size   291796, 4902001 req, miss ratio 0.0764, byte miss ratio 0.0764
cdn1_colo28.ns555 S3FIFO-0.5500-1.9000 cache size      364, 4902001 req, miss ratio 0.8196, byte miss ratio 0.8196
cdn1_colo28.ns555 S3FIFO-0.5500-1.9000 cache size     1094, 4902001 req, miss ratio 0.6852, byte miss ratio 0.6852
cdn1_colo28.ns555 S3FIFO-0.5500-1.9000 cache size     3647, 4902001 req, miss ratio 0.4848, byte miss ratio 0.4848
cdn1_colo28.ns555 S3FIFO-0.5500-1.9000 cache size    10942, 4902001 req, miss ratio 0.3175, byte miss ratio 0.3175
cdn1_colo28.ns555 S3FIFO-0.5500-1.9000 cache size    36474, 4902001 req, miss ratio 0.1911, byte miss ratio 0.1911
cdn1_colo28.ns555 S3FIFO-0.5500-1.9000 cache size    72949, 4902001 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_colo28.ns555 S3FIFO-0.5500-1.9000 cache size   145898, 4902001 req, miss ratio 0.0994, byte miss ratio 0.0994
cdn1_colo28.ns555 S3FIFO-0.5500-1.9000 cache size   291796, 4902001 req, miss ratio 0.0760, byte miss ratio 0.0760
cdn1_colo28.ns555 S3FIFO-0.9900-1.9000 cache size      364, 4902001 req, miss ratio 0.8858, byte miss ratio 0.8858
cdn1_colo28.ns555 S3FIFO-0.9900-1.9000 cache size     1094, 4902001 req, miss ratio 0.7674, byte miss ratio 0.7674
cdn1_colo28.ns555 S3FIFO-0.9900-1.9000 cache size     3647, 4902001 req, miss ratio 0.5711, byte miss ratio 0.5711
cdn1_colo28.ns555 S3FIFO-0.9900-1.9000 cache size    10942, 4902001 req, miss ratio 0.3865, byte miss ratio 0.3865
cdn1_colo28.ns555 S3FIFO-0.9900-1.9000 cache size    36474, 4902001 req, miss ratio 0.2336, byte miss ratio 0.2336
cdn1_colo28.ns555 S3FIFO-0.9900-1.9000 cache size    72949, 4902001 req, miss ratio 0.1696, byte miss ratio 0.1696
cdn1_colo28.ns555 S3FIFO-0.9900-1.9000 cache size   145898, 4902001 req, miss ratio 0.1189, byte miss ratio 0.1189
cdn1_colo28.ns555 S3FIFO-0.9900-1.9000 cache size   291796, 4902001 req, miss ratio 0.0847, byte miss ratio 0.0847
cdn1_colo28.ns555 S3FIFO-0.0050-1.9000 cache size      364, 4902001 req, miss ratio 0.7658, byte miss ratio 0.7658
cdn1_colo28.ns555 S3FIFO-0.0050-1.9000 cache size     1094, 4902001 req, miss ratio 0.6107, byte miss ratio 0.6107
cdn1_colo28.ns555 S3FIFO-0.0050-1.9000 cache size     3647, 4902001 req, miss ratio 0.4106, byte miss ratio 0.4106
cdn1_colo28.ns555 S3FIFO-0.0050-1.9000 cache size    10942, 4902001 req, miss ratio 0.2666, byte miss ratio 0.2666
cdn1_colo28.ns555 S3FIFO-0.0050-1.9000 cache size    36474, 4902001 req, miss ratio 0.1612, byte miss ratio 0.1612
cdn1_colo28.ns555 S3FIFO-0.0050-1.9000 cache size    72949, 4902001 req, miss ratio 0.1200, byte miss ratio 0.1200
cdn1_colo28.ns555 S3FIFO-0.0050-1.9000 cache size   145898, 4902001 req, miss ratio 0.0913, byte miss ratio 0.0913
cdn1_colo28.ns555 S3FIFO-0.0050-1.9000 cache size   291796, 4902001 req, miss ratio 0.0760, byte miss ratio 0.0760
cdn1_colo28.ns555 S3FIFO-0.0500-0.9000 cache size      364, 4902001 req, miss ratio 0.7625, byte miss ratio 0.7625
cdn1_colo28.ns555 S3FIFO-0.0500-0.9000 cache size     1094, 4902001 req, miss ratio 0.6046, byte miss ratio 0.6046
cdn1_colo28.ns555 S3FIFO-0.0500-0.9000 cache size     3647, 4902001 req, miss ratio 0.4068, byte miss ratio 0.4068
