io_traces.ns122 S3FIFO-0.1500-0.9000 cache size     1959, 16600000 req, miss ratio 0.6224, byte miss ratio 0.6224
io_traces.ns122 S3FIFO-0.1500-0.9000 cache size     5878, 16600000 req, miss ratio 0.5614, byte miss ratio 0.5614
io_traces.ns122 S3FIFO-0.1500-0.9000 cache size    19593, 16600000 req, miss ratio 0.4092, byte miss ratio 0.4092
io_traces.ns122 S3FIFO-0.1500-0.9000 cache size    58781, 16600000 req, miss ratio 0.2992, byte miss ratio 0.2992
io_traces.ns122 S3FIFO-0.1500-0.9000 cache size   195939, 16600000 req, miss ratio 0.1638, byte miss ratio 0.1638
io_traces.ns122 S3FIFO-0.1500-0.9000 cache size   391878, 16600000 req, miss ratio 0.1362, byte miss ratio 0.1362
io_traces.ns122 S3FIFO-0.1500-0.9000 cache size   783757, 16600000 req, miss ratio 0.1259, byte miss ratio 0.1259
io_traces.ns122 S3FIFO-0.1500-0.9000 cache size  1567515, 16600000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns122 S3FIFO-0.6000-1.9000 cache size     1959, 16600000 req, miss ratio 0.6643, byte miss ratio 0.6643
io_traces.ns122 S3FIFO-0.6000-1.9000 cache size     5878, 16600000 req, miss ratio 0.6003, byte miss ratio 0.6003
io_traces.ns122 S3FIFO-0.6000-1.9000 cache size    19593, 16600000 req, miss ratio 0.4760, byte miss ratio 0.4760
io_traces.ns122 S3FIFO-0.6000-1.9000 cache size    58781, 16600000 req, miss ratio 0.3109, byte miss ratio 0.3109
io_traces.ns122 S3FIFO-0.6000-1.9000 cache size   195939, 16600000 req, miss ratio 0.1998, byte miss ratio 0.1998
io_traces.ns122 S3FIFO-0.6000-1.9000 cache size   391878, 16600000 req, miss ratio 0.1413, byte miss ratio 0.1413
io_traces.ns122 S3FIFO-0.6000-1.9000 cache size   783757, 16600000 req, miss ratio 0.1248, byte miss ratio 0.1248
io_traces.ns122 S3FIFO-0.6000-1.9000 cache size  1567515, 16600000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns122 S3FIFO-0.5000-1.9000 cache size     1959, 16600000 req, miss ratio 0.6549, byte miss ratio 0.6549
io_traces.ns122 S3FIFO-0.5000-1.9000 cache size     5878, 16600000 req, miss ratio 0.5908, byte miss ratio 0.5908
io_traces.ns122 S3FIFO-0.5000-1.9000 cache size    19593, 16600000 req, miss ratio 0.4608, byte miss ratio 0.4608
io_traces.ns122 S3FIFO-0.5000-1.9000 cache size    58781, 16600000 req, miss ratio 0.3063, byte miss ratio 0.3063
io_traces.ns122 S3FIFO-0.5000-1.9000 cache size   195939, 16600000 req, miss ratio 0.1921, byte miss ratio 0.1921
io_traces.ns122 S3FIFO-0.5000-1.9000 cache size   391878, 16600000 req, miss ratio 0.1374, byte miss ratio 0.1374
io_traces.ns122 S3FIFO-0.5000-1.9000 cache size   783757, 16600000 req, miss ratio 0.1250, byte miss ratio 0.1250
io_traces.ns122 S3FIFO-0.5000-1.9000 cache size  1567515, 16600000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns122 S3FIFO-0.0050-1.9000 cache size     1959, 16600000 req, miss ratio 0.6318, byte miss ratio 0.6318
io_traces.ns122 S3FIFO-0.0050-1.9000 cache size     5878, 16600000 req, miss ratio 0.5634, byte miss ratio 0.5634
io_traces.ns122 S3FIFO-0.0050-1.9000 cache size    19593, 16600000 req, miss ratio 0.4059, byte miss ratio 0.4059
io_traces.ns122 S3FIFO-0.0050-1.9000 cache size    58781, 16600000 req, miss ratio 0.3129, byte miss ratio 0.3129
io_traces.ns122 S3FIFO-0.0050-1.9000 cache size   195939, 16600000 req, miss ratio 0.1691, byte miss ratio 0.1691
io_traces.ns122 S3FIFO-0.0050-1.9000 cache size   391878, 16600000 req, miss ratio 0.1406, byte miss ratio 0.1406
io_traces.ns122 S3FIFO-0.0050-1.9000 cache size   783757, 16600000 req, miss ratio 0.1262, byte miss ratio 0.1262
io_traces.ns122 S3FIFO-0.0050-1.9000 cache size  1567515, 16600000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns122 S3FIFO-0.4500-0.9000 cache size     1959, 16600000 req, miss ratio 0.6453, byte miss ratio 0.6453
io_traces.ns122 S3FIFO-0.4500-0.9000 cache size     5878, 16600000 req, miss ratio 0.5817, byte miss ratio 0.5817
io_traces.ns122 S3FIFO-0.4500-0.9000 cache size    19593, 16600000 req, miss ratio 0.4472, byte miss ratio 0.4472
io_traces.ns122 S3FIFO-0.4500-0.9000 cache size    58781, 16600000 req, miss ratio 0.3017, byte miss ratio 0.3017
io_traces.ns122 S3FIFO-0.4500-0.9000 cache size   195939, 16600000 req, miss ratio 0.1876, byte miss ratio 0.1876
io_traces.ns122 S3FIFO-0.4500-0.9000 cache size   391878, 16600000 req, miss ratio 0.1364, byte miss ratio 0.1364
io_traces.ns122 S3FIFO-0.4500-0.9000 cache size   783757, 16600000 req, miss ratio 0.1251, byte miss ratio 0.1251
io_traces.ns122 S3FIFO-0.4500-0.9000 cache size  1567515, 16600000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns122 S3FIFO-0.3500-0.9000 cache size     1959, 16600000 req, miss ratio 0.6355, byte miss ratio 0.6355
io_traces.ns122 S3FIFO-0.3500-0.9000 cache size     5878, 16600000 req, miss ratio 0.5754, byte miss ratio 0.5754
io_traces.ns122 S3FIFO-0.3500-0.9000 cache size    19593, 16600000 req, miss ratio 0.4308, byte miss ratio 0.4308
io_traces.ns122 S3FIFO-0.3500-0.9000 cache size    58781, 16600000 req, miss ratio 0.2987, byte miss ratio 0.2987
io_traces.ns122 S3FIFO-0.3500-0.9000 cache size   195939, 16600000 req, miss ratio 0.1781, byte miss ratio 0.1781
io_traces.ns122 S3FIFO-0.3500-0.9000 cache size   391878, 16600000 req, miss ratio 0.1355, byte miss ratio 0.1355
io_traces.ns122 S3FIFO-0.3500-0.9000 cache size   783757, 16600000 req, miss ratio 0.1253, byte miss ratio 0.1253
io_traces.ns122 S3FIFO-0.3500-0.9000 cache size  1567515, 16600000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns122 S3FIFO-0.4000-1.9000 cache size     1959, 16600000 req, miss ratio 0.6454, byte miss ratio 0.6454
io_traces.ns122 S3FIFO-0.4000-1.9000 cache size     5878, 16600000 req, miss ratio 0.5836, byte miss ratio 0.5836
io_traces.ns122 S3FIFO-0.4000-1.9000 cache size    19593, 16600000 req, miss ratio 0.4444, byte miss ratio 0.4444
io_traces.ns122 S3FIFO-0.4000-1.9000 cache size    58781, 16600000 req, miss ratio 0.3025, byte miss ratio 0.3025
io_traces.ns122 S3FIFO-0.4000-1.9000 cache size   195939, 16600000 req, miss ratio 0.1841, byte miss ratio 0.1841
io_traces.ns122 S3FIFO-0.4000-1.9000 cache size   391878, 16600000 req, miss ratio 0.1360, byte miss ratio 0.1360
io_traces.ns122 S3FIFO-0.4000-1.9000 cache size   783757, 16600000 req, miss ratio 0.1253, byte miss ratio 0.1253
io_traces.ns122 S3FIFO-0.4000-1.9000 cache size  1567515, 16600000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns122 S3FIFO-0.4000-0.9000 cache size     1959, 16600000 req, miss ratio 0.6403, byte miss ratio 0.6403
io_traces.ns122 S3FIFO-0.4000-0.9000 cache size     5878, 16600000 req, miss ratio 0.5788, byte miss ratio 0.5788
io_traces.ns122 S3FIFO-0.4000-0.9000 cache size    19593, 16600000 req, miss ratio 0.4388, byte miss ratio 0.4388
io_traces.ns122 S3FIFO-0.4000-0.9000 cache size    58781, 16600000 req, miss ratio 0.3001, byte miss ratio 0.3001
io_traces.ns122 S3FIFO-0.4000-0.9000 cache size   195939, 16600000 req, miss ratio 0.1828, byte miss ratio 0.1828
io_traces.ns122 S3FIFO-0.4000-0.9000 cache size   391878, 16600000 req, miss ratio 0.1358, byte miss ratio 0.1358
io_traces.ns122 S3FIFO-0.4000-0.9000 cache size   783757, 16600000 req, miss ratio 0.1253, byte miss ratio 0.1253
io_traces.ns122 S3FIFO-0.4000-0.9000 cache size  1567515, 16600000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns122 S3FIFO-0.6000-0.9000 cache size     1959, 16600000 req, miss ratio 0.6604, byte miss ratio 0.6604
io_traces.ns122 S3FIFO-0.6000-0.9000 cache size     5878, 16600000 req, miss ratio 0.5913, byte miss ratio 0.5913
io_traces.ns122 S3FIFO-0.6000-0.9000 cache size    19593, 16600000 req, miss ratio 0.4724, byte miss ratio 0.4724
io_traces.ns122 S3FIFO-0.6000-0.9000 cache size    58781, 16600000 req, miss ratio 0.3081, byte miss ratio 0.3081
io_traces.ns122 S3FIFO-0.6000-0.9000 cache size   195939, 16600000 req, miss ratio 0.1995, byte miss ratio 0.1995
