io_traces.ns173 S3FIFO-0.0250-0.9000 cache size     1549, 37800000 req, miss ratio 0.2320, byte miss ratio 0.2320
io_traces.ns173 S3FIFO-0.0250-0.9000 cache size     4647, 37800000 req, miss ratio 0.2051, byte miss ratio 0.2051
io_traces.ns173 S3FIFO-0.0250-0.9000 cache size    15492, 37800000 req, miss ratio 0.1824, byte miss ratio 0.1824
io_traces.ns173 S3FIFO-0.0250-0.9000 cache size    46478, 37800000 req, miss ratio 0.1460, byte miss ratio 0.1460
io_traces.ns173 S3FIFO-0.0250-0.9000 cache size   154928, 37800000 req, miss ratio 0.0943, byte miss ratio 0.0943
io_traces.ns173 S3FIFO-0.0250-0.9000 cache size   309856, 37800000 req, miss ratio 0.0679, byte miss ratio 0.0679
io_traces.ns173 S3FIFO-0.0250-0.9000 cache size   619712, 37800000 req, miss ratio 0.0524, byte miss ratio 0.0524
io_traces.ns173 S3FIFO-0.0250-0.9000 cache size  1239425, 37800000 req, miss ratio 0.0421, byte miss ratio 0.0421
io_traces.ns173 S3FIFO-0.6500-0.9000 cache size     1549, 37800000 req, miss ratio 0.2383, byte miss ratio 0.2383
io_traces.ns173 S3FIFO-0.6500-0.9000 cache size     4647, 37800000 req, miss ratio 0.2108, byte miss ratio 0.2108
io_traces.ns173 S3FIFO-0.6500-0.9000 cache size    15492, 37800000 req, miss ratio 0.1904, byte miss ratio 0.1904
io_traces.ns173 S3FIFO-0.6500-0.9000 cache size    46478, 37800000 req, miss ratio 0.1433, byte miss ratio 0.1433
io_traces.ns173 S3FIFO-0.6500-0.9000 cache size   154928, 37800000 req, miss ratio 0.0769, byte miss ratio 0.0769
io_traces.ns173 S3FIFO-0.6500-0.9000 cache size   309856, 37800000 req, miss ratio 0.0569, byte miss ratio 0.0569
io_traces.ns173 S3FIFO-0.6500-0.9000 cache size   619712, 37800000 req, miss ratio 0.0486, byte miss ratio 0.0486
io_traces.ns173 S3FIFO-0.6500-0.9000 cache size  1239425, 37800000 req, miss ratio 0.0421, byte miss ratio 0.0421
io_traces.ns173 S3FIFO-0.0100-1.9000 cache size     1549, 37800000 req, miss ratio 0.2373, byte miss ratio 0.2373
io_traces.ns173 S3FIFO-0.0100-1.9000 cache size     4647, 37800000 req, miss ratio 0.2070, byte miss ratio 0.2070
io_traces.ns173 S3FIFO-0.0100-1.9000 cache size    15492, 37800000 req, miss ratio 0.1859, byte miss ratio 0.1859
