cdn1_allcolo.ns1241 S3FIFO-0.9500-1.9000 cache size       24, 1086062 req, miss ratio 0.0272, byte miss ratio 0.0272
cdn1_allcolo.ns1241 S3FIFO-0.9500-1.9000 cache size       72, 1086062 req, miss ratio 0.0234, byte miss ratio 0.0234
cdn1_allcolo.ns1241 S3FIFO-0.9500-1.9000 cache size      241, 1086062 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns1241 S3FIFO-0.9500-1.9000 cache size      725, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.9500-1.9000 cache size     2419, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.9500-1.9000 cache size     4838, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.9500-1.9000 cache size     9676, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.9500-1.9000 cache size    19352, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.4500-1.9000 cache size       24, 1086062 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_allcolo.ns1241 S3FIFO-0.4500-1.9000 cache size       72, 1086062 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns1241 S3FIFO-0.4500-1.9000 cache size      241, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.4500-1.9000 cache size      725, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.4500-1.9000 cache size     2419, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.4500-1.9000 cache size     4838, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.4500-1.9000 cache size     9676, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.4500-1.9000 cache size    19352, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.3500-1.9000 cache size       24, 1086062 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_allcolo.ns1241 S3FIFO-0.3500-1.9000 cache size       72, 1086062 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns1241 S3FIFO-0.3500-1.9000 cache size      241, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.3500-1.9000 cache size      725, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.3500-1.9000 cache size     2419, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.3500-1.9000 cache size     4838, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.3500-1.9000 cache size     9676, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.3500-1.9000 cache size    19352, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.0010-1.9000 cache size       24, 1086062 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1241 S3FIFO-0.0010-1.9000 cache size       72, 1086062 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1241 S3FIFO-0.0010-1.9000 cache size      241, 1086062 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1241 S3FIFO-0.0010-1.9000 cache size      725, 1086062 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1241 S3FIFO-0.0010-1.9000 cache size     2419, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.0010-1.9000 cache size     4838, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.0010-1.9000 cache size     9676, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.0010-1.9000 cache size    19352, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.8500-0.9000 cache size       24, 1086062 req, miss ratio 0.0251, byte miss ratio 0.0251
cdn1_allcolo.ns1241 S3FIFO-0.8500-0.9000 cache size       72, 1086062 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_allcolo.ns1241 S3FIFO-0.8500-0.9000 cache size      241, 1086062 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns1241 S3FIFO-0.8500-0.9000 cache size      725, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.8500-0.9000 cache size     2419, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.8500-0.9000 cache size     4838, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.8500-0.9000 cache size     9676, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.8500-0.9000 cache size    19352, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.2500-0.9000 cache size       24, 1086062 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_allcolo.ns1241 S3FIFO-0.2500-0.9000 cache size       72, 1086062 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns1241 S3FIFO-0.2500-0.9000 cache size      241, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.2500-0.9000 cache size      725, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.2500-0.9000 cache size     2419, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.2500-0.9000 cache size     4838, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.2500-0.9000 cache size     9676, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.2500-0.9000 cache size    19352, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1241 S3FIFO-0.6500-0.9000 cache size       24, 1086062 req, miss ratio 0.0226, byte miss ratio 0.0226
cdn1_allcolo.ns1241 S3FIFO-0.6500-0.9000 cache size       72, 1086062 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns1241 S3FIFO-0.6500-0.9000 cache size      241, 1086062 req, miss ratio 0.0223, byte miss ratio 0.0223
