io_traces.ns412 S3FIFO-0.0010-1.9000 cache size      439, 5400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns412 S3FIFO-0.0010-1.9000 cache size     1318, 5400000 req, miss ratio 0.4736, byte miss ratio 0.4736
io_traces.ns412 S3FIFO-0.0010-1.9000 cache size     4393, 5400000 req, miss ratio 0.3860, byte miss ratio 0.3860
io_traces.ns412 S3FIFO-0.0010-1.9000 cache size    13180, 5400000 req, miss ratio 0.3388, byte miss ratio 0.3388
io_traces.ns412 S3FIFO-0.0010-1.9000 cache size    43935, 5400000 req, miss ratio 0.1944, byte miss ratio 0.1944
io_traces.ns412 S3FIFO-0.0010-1.9000 cache size    87870, 5400000 req, miss ratio 0.1256, byte miss ratio 0.1256
io_traces.ns412 S3FIFO-0.0010-1.9000 cache size   175741, 5400000 req, miss ratio 0.1006, byte miss ratio 0.1006
io_traces.ns412 S3FIFO-0.0010-1.9000 cache size   351483, 5400000 req, miss ratio 0.0839, byte miss ratio 0.0839
io_traces.ns412 S3FIFO-0.0010-0.9000 cache size      439, 5400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns412 S3FIFO-0.0010-0.9000 cache size     1318, 5400000 req, miss ratio 0.5111, byte miss ratio 0.5111
io_traces.ns412 S3FIFO-0.0010-0.9000 cache size     4393, 5400000 req, miss ratio 0.3882, byte miss ratio 0.3882
io_traces.ns412 S3FIFO-0.0010-0.9000 cache size    13180, 5400000 req, miss ratio 0.3466, byte miss ratio 0.3466
io_traces.ns412 S3FIFO-0.0010-0.9000 cache size    43935, 5400000 req, miss ratio 0.1946, byte miss ratio 0.1946
io_traces.ns412 S3FIFO-0.0010-0.9000 cache size    87870, 5400000 req, miss ratio 0.1261, byte miss ratio 0.1261
io_traces.ns412 S3FIFO-0.0010-0.9000 cache size   175741, 5400000 req, miss ratio 0.1006, byte miss ratio 0.1006
io_traces.ns412 S3FIFO-0.0010-0.9000 cache size   351483, 5400000 req, miss ratio 0.0839, byte miss ratio 0.0839
io_traces.ns412 S3FIFO-0.6500-0.9000 cache size      439, 5400000 req, miss ratio 0.4808, byte miss ratio 0.4808
io_traces.ns412 S3FIFO-0.6500-0.9000 cache size     1318, 5400000 req, miss ratio 0.4723, byte miss ratio 0.4723
io_traces.ns412 S3FIFO-0.6500-0.9000 cache size     4393, 5400000 req, miss ratio 0.3698, byte miss ratio 0.3698
io_traces.ns412 S3FIFO-0.6500-0.9000 cache size    13180, 5400000 req, miss ratio 0.2913, byte miss ratio 0.2913
io_traces.ns412 S3FIFO-0.6500-0.9000 cache size    43935, 5400000 req, miss ratio 0.1960, byte miss ratio 0.1960
io_traces.ns412 S3FIFO-0.6500-0.9000 cache size    87870, 5400000 req, miss ratio 0.1312, byte miss ratio 0.1312
io_traces.ns412 S3FIFO-0.6500-0.9000 cache size   175741, 5400000 req, miss ratio 0.1018, byte miss ratio 0.1018
io_traces.ns412 S3FIFO-0.6500-0.9000 cache size   351483, 5400000 req, miss ratio 0.0821, byte miss ratio 0.0821
io_traces.ns412 S3FIFO-0.0500-0.9000 cache size      439, 5400000 req, miss ratio 0.5105, byte miss ratio 0.5105
io_traces.ns412 S3FIFO-0.0500-0.9000 cache size     1318, 5400000 req, miss ratio 0.4747, byte miss ratio 0.4747
io_traces.ns412 S3FIFO-0.0500-0.9000 cache size     4393, 5400000 req, miss ratio 0.3528, byte miss ratio 0.3528
io_traces.ns412 S3FIFO-0.0500-0.9000 cache size    13180, 5400000 req, miss ratio 0.3205, byte miss ratio 0.3205
io_traces.ns412 S3FIFO-0.0500-0.9000 cache size    43935, 5400000 req, miss ratio 0.1772, byte miss ratio 0.1772
io_traces.ns412 S3FIFO-0.0500-0.9000 cache size    87870, 5400000 req, miss ratio 0.1093, byte miss ratio 0.1093
io_traces.ns412 S3FIFO-0.0500-0.9000 cache size   175741, 5400000 req, miss ratio 0.0955, byte miss ratio 0.0955
io_traces.ns412 S3FIFO-0.0500-0.9000 cache size   351483, 5400000 req, miss ratio 0.0839, byte miss ratio 0.0839
io_traces.ns412 S3FIFO-0.1500-1.9000 cache size      439, 5400000 req, miss ratio 0.4768, byte miss ratio 0.4768
io_traces.ns412 S3FIFO-0.1500-1.9000 cache size     1318, 5400000 req, miss ratio 0.4404, byte miss ratio 0.4404
io_traces.ns412 S3FIFO-0.1500-1.9000 cache size     4393, 5400000 req, miss ratio 0.3518, byte miss ratio 0.3518
io_traces.ns412 S3FIFO-0.1500-1.9000 cache size    13180, 5400000 req, miss ratio 0.3059, byte miss ratio 0.3059
io_traces.ns412 S3FIFO-0.1500-1.9000 cache size    43935, 5400000 req, miss ratio 0.1743, byte miss ratio 0.1743
io_traces.ns412 S3FIFO-0.1500-1.9000 cache size    87870, 5400000 req, miss ratio 0.1099, byte miss ratio 0.1099
io_traces.ns412 S3FIFO-0.1500-1.9000 cache size   175741, 5400000 req, miss ratio 0.0956, byte miss ratio 0.0956
io_traces.ns412 S3FIFO-0.1500-1.9000 cache size   351483, 5400000 req, miss ratio 0.0839, byte miss ratio 0.0839
