io_traces.ns613 S3FIFO-0.0250-0.9000 cache size      162, 2400000 req, miss ratio 0.5211, byte miss ratio 0.5211
io_traces.ns613 S3FIFO-0.0250-0.9000 cache size      486, 2400000 req, miss ratio 0.4908, byte miss ratio 0.4908
io_traces.ns613 S3FIFO-0.0250-0.9000 cache size     1620, 2400000 req, miss ratio 0.4642, byte miss ratio 0.4642
io_traces.ns613 S3FIFO-0.0250-0.9000 cache size     4860, 2400000 req, miss ratio 0.4334, byte miss ratio 0.4334
io_traces.ns613 S3FIFO-0.0250-0.9000 cache size    16201, 2400000 req, miss ratio 0.3602, byte miss ratio 0.3602
io_traces.ns613 S3FIFO-0.0250-0.9000 cache size    32402, 2400000 req, miss ratio 0.2489, byte miss ratio 0.2489
io_traces.ns613 S3FIFO-0.0250-0.9000 cache size    64804, 2400000 req, miss ratio 0.1082, byte miss ratio 0.1082
io_traces.ns613 S3FIFO-0.0250-0.9000 cache size   129608, 2400000 req, miss ratio 0.0756, byte miss ratio 0.0756
io_traces.ns613 S3FIFO-0.8500-0.9000 cache size      162, 2400000 req, miss ratio 0.4993, byte miss ratio 0.4993
io_traces.ns613 S3FIFO-0.8500-0.9000 cache size      486, 2400000 req, miss ratio 0.4857, byte miss ratio 0.4857
io_traces.ns613 S3FIFO-0.8500-0.9000 cache size     1620, 2400000 req, miss ratio 0.4820, byte miss ratio 0.4820
io_traces.ns613 S3FIFO-0.8500-0.9000 cache size     4860, 2400000 req, miss ratio 0.4539, byte miss ratio 0.4539
io_traces.ns613 S3FIFO-0.8500-0.9000 cache size    16201, 2400000 req, miss ratio 0.3865, byte miss ratio 0.3865
io_traces.ns613 S3FIFO-0.8500-0.9000 cache size    32402, 2400000 req, miss ratio 0.2987, byte miss ratio 0.2987
io_traces.ns613 S3FIFO-0.8500-0.9000 cache size    64804, 2400000 req, miss ratio 0.1370, byte miss ratio 0.1370
io_traces.ns613 S3FIFO-0.8500-0.9000 cache size   129608, 2400000 req, miss ratio 0.0943, byte miss ratio 0.0943
io_traces.ns613 S3FIFO-0.2000-0.9000 cache size      162, 2400000 req, miss ratio 0.4882, byte miss ratio 0.4882
