io_traces.ns725 S3FIFO-0.2000-0.9000 cache size     6116, 13600000 req, miss ratio 0.9535, byte miss ratio 0.9535
io_traces.ns725 S3FIFO-0.2000-0.9000 cache size    18348, 13600000 req, miss ratio 0.9479, byte miss ratio 0.9479
io_traces.ns725 S3FIFO-0.2000-0.9000 cache size    61161, 13600000 req, miss ratio 0.8657, byte miss ratio 0.8657
io_traces.ns725 S3FIFO-0.2000-0.9000 cache size   183484, 13600000 req, miss ratio 0.6913, byte miss ratio 0.6913
io_traces.ns725 S3FIFO-0.2000-0.9000 cache size   611615, 13600000 req, miss ratio 0.5440, byte miss ratio 0.5440
io_traces.ns725 S3FIFO-0.2000-0.9000 cache size  1223230, 13600000 req, miss ratio 0.5043, byte miss ratio 0.5043
io_traces.ns725 S3FIFO-0.2000-0.9000 cache size  2446460, 13600000 req, miss ratio 0.4777, byte miss ratio 0.4777
io_traces.ns725 S3FIFO-0.2000-0.9000 cache size  4892920, 13600000 req, miss ratio 0.4528, byte miss ratio 0.4528
io_traces.ns725 S3FIFO-0.7000-1.9000 cache size     6116, 13600000 req, miss ratio 0.9574, byte miss ratio 0.9574
io_traces.ns725 S3FIFO-0.7000-1.9000 cache size    18348, 13600000 req, miss ratio 0.9447, byte miss ratio 0.9447
io_traces.ns725 S3FIFO-0.7000-1.9000 cache size    61161, 13600000 req, miss ratio 0.9368, byte miss ratio 0.9368
io_traces.ns725 S3FIFO-0.7000-1.9000 cache size   183484, 13600000 req, miss ratio 0.8409, byte miss ratio 0.8409
io_traces.ns725 S3FIFO-0.7000-1.9000 cache size   611615, 13600000 req, miss ratio 0.6059, byte miss ratio 0.6059
io_traces.ns725 S3FIFO-0.7000-1.9000 cache size  1223230, 13600000 req, miss ratio 0.5305, byte miss ratio 0.5305
io_traces.ns725 S3FIFO-0.7000-1.9000 cache size  2446460, 13600000 req, miss ratio 0.4807, byte miss ratio 0.4807
io_traces.ns725 S3FIFO-0.7000-1.9000 cache size  4892920, 13600000 req, miss ratio 0.4528, byte miss ratio 0.4528
io_traces.ns725 S3FIFO-0.0010-0.9000 cache size     6116, 13600000 req, miss ratio 0.9538, byte miss ratio 0.9538
io_traces.ns725 S3FIFO-0.0010-0.9000 cache size    18348, 13600000 req, miss ratio 0.9479, byte miss ratio 0.9479
io_traces.ns725 S3FIFO-0.0010-0.9000 cache size    61161, 13600000 req, miss ratio 0.8657, byte miss ratio 0.8657
io_traces.ns725 S3FIFO-0.0010-0.9000 cache size   183484, 13600000 req, miss ratio 0.6731, byte miss ratio 0.6731
io_traces.ns725 S3FIFO-0.0010-0.9000 cache size   611615, 13600000 req, miss ratio 0.5520, byte miss ratio 0.5520
