cdn1_allcolo.ns2434 S3FIFO-0.0010-0.9000 cache size       12, 1121126 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2434 S3FIFO-0.0010-0.9000 cache size       40, 1121126 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2434 S3FIFO-0.0010-0.9000 cache size      120, 1121126 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2434 S3FIFO-0.0010-0.9000 cache size      400, 1121126 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2434 S3FIFO-0.0010-0.9000 cache size      800, 1121126 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2434 S3FIFO-0.0010-0.9000 cache size     1600, 1121126 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_allcolo.ns2434 S3FIFO-0.0010-0.9000 cache size     3200, 1121126 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns2434 S3FIFO-0.4000-1.9000 cache size       12, 1121126 req, miss ratio 0.4722, byte miss ratio 0.4722
cdn1_allcolo.ns2434 S3FIFO-0.4000-1.9000 cache size       40, 1121126 req, miss ratio 0.2445, byte miss ratio 0.2445
cdn1_allcolo.ns2434 S3FIFO-0.4000-1.9000 cache size      120, 1121126 req, miss ratio 0.0919, byte miss ratio 0.0919
cdn1_allcolo.ns2434 S3FIFO-0.4000-1.9000 cache size      400, 1121126 req, miss ratio 0.0282, byte miss ratio 0.0282
cdn1_allcolo.ns2434 S3FIFO-0.4000-1.9000 cache size      800, 1121126 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_allcolo.ns2434 S3FIFO-0.4000-1.9000 cache size     1600, 1121126 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns2434 S3FIFO-0.4000-1.9000 cache size     3200, 1121126 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns2434 S3FIFO-0.3500-1.9000 cache size       12, 1121126 req, miss ratio 0.4722, byte miss ratio 0.4722
cdn1_allcolo.ns2434 S3FIFO-0.3500-1.9000 cache size       40, 1121126 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns2434 S3FIFO-0.3500-1.9000 cache size      120, 1121126 req, miss ratio 0.0892, byte miss ratio 0.0892
cdn1_allcolo.ns2434 S3FIFO-0.3500-1.9000 cache size      400, 1121126 req, miss ratio 0.0276, byte miss ratio 0.0276
cdn1_allcolo.ns2434 S3FIFO-0.3500-1.9000 cache size      800, 1121126 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns2434 S3FIFO-0.3500-1.9000 cache size     1600, 1121126 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns2434 S3FIFO-0.3500-1.9000 cache size     3200, 1121126 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns2434 S3FIFO-0.6000-1.9000 cache size       12, 1121126 req, miss ratio 0.5018, byte miss ratio 0.5018
cdn1_allcolo.ns2434 S3FIFO-0.6000-1.9000 cache size       40, 1121126 req, miss ratio 0.2693, byte miss ratio 0.2693
cdn1_allcolo.ns2434 S3FIFO-0.6000-1.9000 cache size      120, 1121126 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_allcolo.ns2434 S3FIFO-0.6000-1.9000 cache size      400, 1121126 req, miss ratio 0.0313, byte miss ratio 0.0313
cdn1_allcolo.ns2434 S3FIFO-0.6000-1.9000 cache size      800, 1121126 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_allcolo.ns2434 S3FIFO-0.6000-1.9000 cache size     1600, 1121126 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns2434 S3FIFO-0.6000-1.9000 cache size     3200, 1121126 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns2434 S3FIFO-0.3000-0.9000 cache size       12, 1121126 req, miss ratio 0.4490, byte miss ratio 0.4490
cdn1_allcolo.ns2434 S3FIFO-0.3000-0.9000 cache size       40, 1121126 req, miss ratio 0.2256, byte miss ratio 0.2256
cdn1_allcolo.ns2434 S3FIFO-0.3000-0.9000 cache size      120, 1121126 req, miss ratio 0.0853, byte miss ratio 0.0853
cdn1_allcolo.ns2434 S3FIFO-0.3000-0.9000 cache size      400, 1121126 req, miss ratio 0.0267, byte miss ratio 0.0267
cdn1_allcolo.ns2434 S3FIFO-0.3000-0.9000 cache size      800, 1121126 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns2434 S3FIFO-0.3000-0.9000 cache size     1600, 1121126 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns2434 S3FIFO-0.3000-0.9000 cache size     3200, 1121126 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns2434 S3FIFO-0.0100-1.9000 cache size       12, 1121126 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2434 S3FIFO-0.0100-1.9000 cache size       40, 1121126 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2434 S3FIFO-0.0100-1.9000 cache size      120, 1121126 req, miss ratio 0.0735, byte miss ratio 0.0735
cdn1_allcolo.ns2434 S3FIFO-0.0100-1.9000 cache size      400, 1121126 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_allcolo.ns2434 S3FIFO-0.0100-1.9000 cache size      800, 1121126 req, miss ratio 0.0136, byte miss ratio 0.0136
cdn1_allcolo.ns2434 S3FIFO-0.0100-1.9000 cache size     1600, 1121126 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns2434 S3FIFO-0.0100-1.9000 cache size     3200, 1121126 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns2434 S3FIFO-0.7500-1.9000 cache size       12, 1121126 req, miss ratio 0.5241, byte miss ratio 0.5241
cdn1_allcolo.ns2434 S3FIFO-0.7500-1.9000 cache size       40, 1121126 req, miss ratio 0.2870, byte miss ratio 0.2870
cdn1_allcolo.ns2434 S3FIFO-0.7500-1.9000 cache size      120, 1121126 req, miss ratio 0.1123, byte miss ratio 0.1123
cdn1_allcolo.ns2434 S3FIFO-0.7500-1.9000 cache size      400, 1121126 req, miss ratio 0.0340, byte miss ratio 0.0340
cdn1_allcolo.ns2434 S3FIFO-0.7500-1.9000 cache size      800, 1121126 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_allcolo.ns2434 S3FIFO-0.7500-1.9000 cache size     1600, 1121126 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_allcolo.ns2434 S3FIFO-0.7500-1.9000 cache size     3200, 1121126 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns2434 S3FIFO-0.2500-0.9000 cache size       12, 1121126 req, miss ratio 0.4490, byte miss ratio 0.4490
cdn1_allcolo.ns2434 S3FIFO-0.2500-0.9000 cache size       40, 1121126 req, miss ratio 0.2186, byte miss ratio 0.2186
cdn1_allcolo.ns2434 S3FIFO-0.2500-0.9000 cache size      120, 1121126 req, miss ratio 0.0825, byte miss ratio 0.0825
cdn1_allcolo.ns2434 S3FIFO-0.2500-0.9000 cache size      400, 1121126 req, miss ratio 0.0261, byte miss ratio 0.0261
cdn1_allcolo.ns2434 S3FIFO-0.2500-0.9000 cache size      800, 1121126 req, miss ratio 0.0141, byte miss ratio 0.0141
cdn1_allcolo.ns2434 S3FIFO-0.2500-0.9000 cache size     1600, 1121126 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns2434 S3FIFO-0.2500-0.9000 cache size     3200, 1121126 req, miss ratio 0.0037, byte miss ratio 0.0037
