tencentBlock.ns17293 S3FIFO-0.2500-1.9000 cache size      177, 1543528 req, miss ratio 0.5508, byte miss ratio 0.5508
tencentBlock.ns17293 S3FIFO-0.2500-1.9000 cache size      532, 1543528 req, miss ratio 0.5146, byte miss ratio 0.5146
tencentBlock.ns17293 S3FIFO-0.2500-1.9000 cache size     1774, 1543528 req, miss ratio 0.4762, byte miss ratio 0.4762
tencentBlock.ns17293 S3FIFO-0.2500-1.9000 cache size     5322, 1543528 req, miss ratio 0.4410, byte miss ratio 0.4410
tencentBlock.ns17293 S3FIFO-0.2500-1.9000 cache size    17742, 1543528 req, miss ratio 0.4005, byte miss ratio 0.4005
tencentBlock.ns17293 S3FIFO-0.2500-1.9000 cache size    35485, 1543528 req, miss ratio 0.3435, byte miss ratio 0.3435
tencentBlock.ns17293 S3FIFO-0.2500-1.9000 cache size    70970, 1543528 req, miss ratio 0.2600, byte miss ratio 0.2600
tencentBlock.ns17293 S3FIFO-0.2500-1.9000 cache size   141941, 1543528 req, miss ratio 0.1206, byte miss ratio 0.1206
tencentBlock.ns17293 S3FIFO-0.8000-1.9000 cache size      177, 1543528 req, miss ratio 0.6303, byte miss ratio 0.6303
tencentBlock.ns17293 S3FIFO-0.8000-1.9000 cache size      532, 1543528 req, miss ratio 0.5387, byte miss ratio 0.5387
tencentBlock.ns17293 S3FIFO-0.8000-1.9000 cache size     1774, 1543528 req, miss ratio 0.4875, byte miss ratio 0.4875
tencentBlock.ns17293 S3FIFO-0.8000-1.9000 cache size     5322, 1543528 req, miss ratio 0.4689, byte miss ratio 0.4689
tencentBlock.ns17293 S3FIFO-0.8000-1.9000 cache size    17742, 1543528 req, miss ratio 0.4007, byte miss ratio 0.4007
tencentBlock.ns17293 S3FIFO-0.8000-1.9000 cache size    35485, 1543528 req, miss ratio 0.3474, byte miss ratio 0.3474
tencentBlock.ns17293 S3FIFO-0.8000-1.9000 cache size    70970, 1543528 req, miss ratio 0.2437, byte miss ratio 0.2437
tencentBlock.ns17293 S3FIFO-0.8000-1.9000 cache size   141941, 1543528 req, miss ratio 0.1359, byte miss ratio 0.1359
tencentBlock.ns17293 S3FIFO-0.0250-1.9000 cache size      177, 1543528 req, miss ratio 0.5630, byte miss ratio 0.5630
tencentBlock.ns17293 S3FIFO-0.0250-1.9000 cache size      532, 1543528 req, miss ratio 0.5452, byte miss ratio 0.5452
tencentBlock.ns17293 S3FIFO-0.0250-1.9000 cache size     1774, 1543528 req, miss ratio 0.4889, byte miss ratio 0.4889
tencentBlock.ns17293 S3FIFO-0.0250-1.9000 cache size     5322, 1543528 req, miss ratio 0.4453, byte miss ratio 0.4453
tencentBlock.ns17293 S3FIFO-0.0250-1.9000 cache size    17742, 1543528 req, miss ratio 0.3916, byte miss ratio 0.3916
tencentBlock.ns17293 S3FIFO-0.0250-1.9000 cache size    35485, 1543528 req, miss ratio 0.3446, byte miss ratio 0.3446
tencentBlock.ns17293 S3FIFO-0.0250-1.9000 cache size    70970, 1543528 req, miss ratio 0.2475, byte miss ratio 0.2475
tencentBlock.ns17293 S3FIFO-0.0250-1.9000 cache size   141941, 1543528 req, miss ratio 0.1186, byte miss ratio 0.1186
tencentBlock.ns17293 S3FIFO-0.9500-0.9000 cache size      177, 1543528 req, miss ratio 0.7021, byte miss ratio 0.7021
tencentBlock.ns17293 S3FIFO-0.9500-0.9000 cache size      532, 1543528 req, miss ratio 0.5784, byte miss ratio 0.5784
tencentBlock.ns17293 S3FIFO-0.9500-0.9000 cache size     1774, 1543528 req, miss ratio 0.5082, byte miss ratio 0.5082
tencentBlock.ns17293 S3FIFO-0.9500-0.9000 cache size     5322, 1543528 req, miss ratio 0.4781, byte miss ratio 0.4781
tencentBlock.ns17293 S3FIFO-0.9500-0.9000 cache size    17742, 1543528 req, miss ratio 0.4072, byte miss ratio 0.4072
tencentBlock.ns17293 S3FIFO-0.9500-0.9000 cache size    35485, 1543528 req, miss ratio 0.3364, byte miss ratio 0.3364
tencentBlock.ns17293 S3FIFO-0.9500-0.9000 cache size    70970, 1543528 req, miss ratio 0.2409, byte miss ratio 0.2409
tencentBlock.ns17293 S3FIFO-0.9500-0.9000 cache size   141941, 1543528 req, miss ratio 0.1380, byte miss ratio 0.1380
tencentBlock.ns17293 S3FIFO-0.7000-0.9000 cache size      177, 1543528 req, miss ratio 0.5916, byte miss ratio 0.5916
tencentBlock.ns17293 S3FIFO-0.7000-0.9000 cache size      532, 1543528 req, miss ratio 0.5283, byte miss ratio 0.5283
tencentBlock.ns17293 S3FIFO-0.7000-0.9000 cache size     1774, 1543528 req, miss ratio 0.4809, byte miss ratio 0.4809
tencentBlock.ns17293 S3FIFO-0.7000-0.9000 cache size     5322, 1543528 req, miss ratio 0.4617, byte miss ratio 0.4617
tencentBlock.ns17293 S3FIFO-0.7000-0.9000 cache size    17742, 1543528 req, miss ratio 0.4039, byte miss ratio 0.4039
tencentBlock.ns17293 S3FIFO-0.7000-0.9000 cache size    35485, 1543528 req, miss ratio 0.3470, byte miss ratio 0.3470
