io_traces.ns594 S3FIFO-0.6500-1.9000 cache size      118, 2000000 req, miss ratio 0.4638, byte miss ratio 0.4638
io_traces.ns594 S3FIFO-0.6500-1.9000 cache size      354, 2000000 req, miss ratio 0.4378, byte miss ratio 0.4378
io_traces.ns594 S3FIFO-0.6500-1.9000 cache size     1182, 2000000 req, miss ratio 0.4098, byte miss ratio 0.4098
io_traces.ns594 S3FIFO-0.6500-1.9000 cache size     3547, 2000000 req, miss ratio 0.4078, byte miss ratio 0.4078
io_traces.ns594 S3FIFO-0.6500-1.9000 cache size    11824, 2000000 req, miss ratio 0.3606, byte miss ratio 0.3606
io_traces.ns594 S3FIFO-0.6500-1.9000 cache size    23648, 2000000 req, miss ratio 0.2603, byte miss ratio 0.2603
io_traces.ns594 S3FIFO-0.6500-1.9000 cache size    47296, 2000000 req, miss ratio 0.1044, byte miss ratio 0.1044
io_traces.ns594 S3FIFO-0.6500-1.9000 cache size    94592, 2000000 req, miss ratio 0.0626, byte miss ratio 0.0626
io_traces.ns594 S3FIFO-0.3500-1.9000 cache size      118, 2000000 req, miss ratio 0.4462, byte miss ratio 0.4462
io_traces.ns594 S3FIFO-0.3500-1.9000 cache size      354, 2000000 req, miss ratio 0.4359, byte miss ratio 0.4359
io_traces.ns594 S3FIFO-0.3500-1.9000 cache size     1182, 2000000 req, miss ratio 0.4091, byte miss ratio 0.4091
io_traces.ns594 S3FIFO-0.3500-1.9000 cache size     3547, 2000000 req, miss ratio 0.4067, byte miss ratio 0.4067
io_traces.ns594 S3FIFO-0.3500-1.9000 cache size    11824, 2000000 req, miss ratio 0.3542, byte miss ratio 0.3542
io_traces.ns594 S3FIFO-0.3500-1.9000 cache size    23648, 2000000 req, miss ratio 0.2554, byte miss ratio 0.2554
io_traces.ns594 S3FIFO-0.3500-1.9000 cache size    47296, 2000000 req, miss ratio 0.0865, byte miss ratio 0.0865
io_traces.ns594 S3FIFO-0.3500-1.9000 cache size    94592, 2000000 req, miss ratio 0.0592, byte miss ratio 0.0592
io_traces.ns594 S3FIFO-0.6000-1.9000 cache size      118, 2000000 req, miss ratio 0.4590, byte miss ratio 0.4590
io_traces.ns594 S3FIFO-0.6000-1.9000 cache size      354, 2000000 req, miss ratio 0.4369, byte miss ratio 0.4369
io_traces.ns594 S3FIFO-0.6000-1.9000 cache size     1182, 2000000 req, miss ratio 0.4097, byte miss ratio 0.4097
io_traces.ns594 S3FIFO-0.6000-1.9000 cache size     3547, 2000000 req, miss ratio 0.4073, byte miss ratio 0.4073
io_traces.ns594 S3FIFO-0.6000-1.9000 cache size    11824, 2000000 req, miss ratio 0.3607, byte miss ratio 0.3607
io_traces.ns594 S3FIFO-0.6000-1.9000 cache size    23648, 2000000 req, miss ratio 0.2657, byte miss ratio 0.2657
io_traces.ns594 S3FIFO-0.6000-1.9000 cache size    47296, 2000000 req, miss ratio 0.1011, byte miss ratio 0.1011
io_traces.ns594 S3FIFO-0.6000-1.9000 cache size    94592, 2000000 req, miss ratio 0.0616, byte miss ratio 0.0616
io_traces.ns594 S3FIFO-0.7000-1.9000 cache size      118, 2000000 req, miss ratio 0.4676, byte miss ratio 0.4676
io_traces.ns594 S3FIFO-0.7000-1.9000 cache size      354, 2000000 req, miss ratio 0.4392, byte miss ratio 0.4392
io_traces.ns594 S3FIFO-0.7000-1.9000 cache size     1182, 2000000 req, miss ratio 0.4102, byte miss ratio 0.4102
io_traces.ns594 S3FIFO-0.7000-1.9000 cache size     3547, 2000000 req, miss ratio 0.4083, byte miss ratio 0.4083
io_traces.ns594 S3FIFO-0.7000-1.9000 cache size    11824, 2000000 req, miss ratio 0.3597, byte miss ratio 0.3597
