cdn1_colo28.ns2463 S3FIFO-0.8000-1.9000 cache size       13, 1995512 req, miss ratio 0.8494, byte miss ratio 0.8494
cdn1_colo28.ns2463 S3FIFO-0.8000-1.9000 cache size       39, 1995512 req, miss ratio 0.5854, byte miss ratio 0.5854
cdn1_colo28.ns2463 S3FIFO-0.8000-1.9000 cache size      131, 1995512 req, miss ratio 0.1579, byte miss ratio 0.1579
cdn1_colo28.ns2463 S3FIFO-0.8000-1.9000 cache size      395, 1995512 req, miss ratio 0.0525, byte miss ratio 0.0525
cdn1_colo28.ns2463 S3FIFO-0.8000-1.9000 cache size     1317, 1995512 req, miss ratio 0.0152, byte miss ratio 0.0152
cdn1_colo28.ns2463 S3FIFO-0.8000-1.9000 cache size     2634, 1995512 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns2463 S3FIFO-0.8000-1.9000 cache size     5268, 1995512 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_colo28.ns2463 S3FIFO-0.8000-1.9000 cache size    10536, 1995512 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_colo28.ns2463 S3FIFO-0.0500-1.9000 cache size       13, 1995512 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2463 S3FIFO-0.0500-1.9000 cache size       39, 1995512 req, miss ratio 0.4041, byte miss ratio 0.4041
cdn1_colo28.ns2463 S3FIFO-0.0500-1.9000 cache size      131, 1995512 req, miss ratio 0.0979, byte miss ratio 0.0979
cdn1_colo28.ns2463 S3FIFO-0.0500-1.9000 cache size      395, 1995512 req, miss ratio 0.0352, byte miss ratio 0.0352
cdn1_colo28.ns2463 S3FIFO-0.0500-1.9000 cache size     1317, 1995512 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_colo28.ns2463 S3FIFO-0.0500-1.9000 cache size     2634, 1995512 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_colo28.ns2463 S3FIFO-0.0500-1.9000 cache size     5268, 1995512 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns2463 S3FIFO-0.0500-1.9000 cache size    10536, 1995512 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_colo28.ns2463 S3FIFO-0.4000-0.9000 cache size       13, 1995512 req, miss ratio 0.7932, byte miss ratio 0.7932
cdn1_colo28.ns2463 S3FIFO-0.4000-0.9000 cache size       39, 1995512 req, miss ratio 0.5429, byte miss ratio 0.5429
cdn1_colo28.ns2463 S3FIFO-0.4000-0.9000 cache size      131, 1995512 req, miss ratio 0.1170, byte miss ratio 0.1170
cdn1_colo28.ns2463 S3FIFO-0.4000-0.9000 cache size      395, 1995512 req, miss ratio 0.0422, byte miss ratio 0.0422
cdn1_colo28.ns2463 S3FIFO-0.4000-0.9000 cache size     1317, 1995512 req, miss ratio 0.0116, byte miss ratio 0.0116
cdn1_colo28.ns2463 S3FIFO-0.4000-0.9000 cache size     2634, 1995512 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_colo28.ns2463 S3FIFO-0.4000-0.9000 cache size     5268, 1995512 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns2463 S3FIFO-0.4000-0.9000 cache size    10536, 1995512 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_colo28.ns2463 S3FIFO-0.3500-1.9000 cache size       13, 1995512 req, miss ratio 0.8129, byte miss ratio 0.8129
cdn1_colo28.ns2463 S3FIFO-0.3500-1.9000 cache size       39, 1995512 req, miss ratio 0.5425, byte miss ratio 0.5425
cdn1_colo28.ns2463 S3FIFO-0.3500-1.9000 cache size      131, 1995512 req, miss ratio 0.1141, byte miss ratio 0.1141
cdn1_colo28.ns2463 S3FIFO-0.3500-1.9000 cache size      395, 1995512 req, miss ratio 0.0412, byte miss ratio 0.0412
cdn1_colo28.ns2463 S3FIFO-0.3500-1.9000 cache size     1317, 1995512 req, miss ratio 0.0113, byte miss ratio 0.0113
cdn1_colo28.ns2463 S3FIFO-0.3500-1.9000 cache size     2634, 1995512 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_colo28.ns2463 S3FIFO-0.3500-1.9000 cache size     5268, 1995512 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns2463 S3FIFO-0.3500-1.9000 cache size    10536, 1995512 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_colo28.ns2463 S3FIFO-0.1000-0.9000 cache size       13, 1995512 req, miss ratio 0.7364, byte miss ratio 0.7364
