tencentBlock.ns8893 S3FIFO-0.0500-1.9000 cache size      134, 3499677 req, miss ratio 0.2890, byte miss ratio 0.2890
tencentBlock.ns8893 S3FIFO-0.0500-1.9000 cache size      404, 3499677 req, miss ratio 0.2398, byte miss ratio 0.2398
tencentBlock.ns8893 S3FIFO-0.0500-1.9000 cache size     1348, 3499677 req, miss ratio 0.2166, byte miss ratio 0.2166
tencentBlock.ns8893 S3FIFO-0.0500-1.9000 cache size     4045, 3499677 req, miss ratio 0.1774, byte miss ratio 0.1774
tencentBlock.ns8893 S3FIFO-0.0500-1.9000 cache size    13485, 3499677 req, miss ratio 0.1232, byte miss ratio 0.1232
tencentBlock.ns8893 S3FIFO-0.0500-1.9000 cache size    26970, 3499677 req, miss ratio 0.0786, byte miss ratio 0.0786
tencentBlock.ns8893 S3FIFO-0.0500-1.9000 cache size    53941, 3499677 req, miss ratio 0.0463, byte miss ratio 0.0463
tencentBlock.ns8893 S3FIFO-0.0500-1.9000 cache size   107882, 3499677 req, miss ratio 0.0386, byte miss ratio 0.0386
tencentBlock.ns8893 S3FIFO-0.8000-0.9000 cache size      134, 3499677 req, miss ratio 0.3328, byte miss ratio 0.3328
tencentBlock.ns8893 S3FIFO-0.8000-0.9000 cache size      404, 3499677 req, miss ratio 0.2639, byte miss ratio 0.2639
tencentBlock.ns8893 S3FIFO-0.8000-0.9000 cache size     1348, 3499677 req, miss ratio 0.2330, byte miss ratio 0.2330
tencentBlock.ns8893 S3FIFO-0.8000-0.9000 cache size     4045, 3499677 req, miss ratio 0.2106, byte miss ratio 0.2106
tencentBlock.ns8893 S3FIFO-0.8000-0.9000 cache size    13485, 3499677 req, miss ratio 0.1334, byte miss ratio 0.1334
tencentBlock.ns8893 S3FIFO-0.8000-0.9000 cache size    26970, 3499677 req, miss ratio 0.0913, byte miss ratio 0.0913
tencentBlock.ns8893 S3FIFO-0.8000-0.9000 cache size    53941, 3499677 req, miss ratio 0.0550, byte miss ratio 0.0550
tencentBlock.ns8893 S3FIFO-0.8000-0.9000 cache size   107882, 3499677 req, miss ratio 0.0419, byte miss ratio 0.0419
tencentBlock.ns8893 S3FIFO-0.2500-0.9000 cache size      134, 3499677 req, miss ratio 0.2880, byte miss ratio 0.2880
tencentBlock.ns8893 S3FIFO-0.2500-0.9000 cache size      404, 3499677 req, miss ratio 0.2382, byte miss ratio 0.2382
tencentBlock.ns8893 S3FIFO-0.2500-0.9000 cache size     1348, 3499677 req, miss ratio 0.2187, byte miss ratio 0.2187
tencentBlock.ns8893 S3FIFO-0.2500-0.9000 cache size     4045, 3499677 req, miss ratio 0.1809, byte miss ratio 0.1809
tencentBlock.ns8893 S3FIFO-0.2500-0.9000 cache size    13485, 3499677 req, miss ratio 0.1248, byte miss ratio 0.1248
tencentBlock.ns8893 S3FIFO-0.2500-0.9000 cache size    26970, 3499677 req, miss ratio 0.0811, byte miss ratio 0.0811
tencentBlock.ns8893 S3FIFO-0.2500-0.9000 cache size    53941, 3499677 req, miss ratio 0.0447, byte miss ratio 0.0447
tencentBlock.ns8893 S3FIFO-0.2500-0.9000 cache size   107882, 3499677 req, miss ratio 0.0387, byte miss ratio 0.0387
tencentBlock.ns8893 S3FIFO-0.3500-1.9000 cache size      134, 3499677 req, miss ratio 0.2928, byte miss ratio 0.2928
tencentBlock.ns8893 S3FIFO-0.3500-1.9000 cache size      404, 3499677 req, miss ratio 0.2396, byte miss ratio 0.2396
tencentBlock.ns8893 S3FIFO-0.3500-1.9000 cache size     1348, 3499677 req, miss ratio 0.2208, byte miss ratio 0.2208
tencentBlock.ns8893 S3FIFO-0.3500-1.9000 cache size     4045, 3499677 req, miss ratio 0.1906, byte miss ratio 0.1906
tencentBlock.ns8893 S3FIFO-0.3500-1.9000 cache size    13485, 3499677 req, miss ratio 0.1271, byte miss ratio 0.1271
tencentBlock.ns8893 S3FIFO-0.3500-1.9000 cache size    26970, 3499677 req, miss ratio 0.0823, byte miss ratio 0.0823
tencentBlock.ns8893 S3FIFO-0.3500-1.9000 cache size    53941, 3499677 req, miss ratio 0.0469, byte miss ratio 0.0469
tencentBlock.ns8893 S3FIFO-0.3500-1.9000 cache size   107882, 3499677 req, miss ratio 0.0394, byte miss ratio 0.0394
tencentBlock.ns8893 S3FIFO-0.5000-0.9000 cache size      134, 3499677 req, miss ratio 0.3032, byte miss ratio 0.3032
tencentBlock.ns8893 S3FIFO-0.5000-0.9000 cache size      404, 3499677 req, miss ratio 0.2447, byte miss ratio 0.2447
tencentBlock.ns8893 S3FIFO-0.5000-0.9000 cache size     1348, 3499677 req, miss ratio 0.2245, byte miss ratio 0.2245
tencentBlock.ns8893 S3FIFO-0.5000-0.9000 cache size     4045, 3499677 req, miss ratio 0.2029, byte miss ratio 0.2029
tencentBlock.ns8893 S3FIFO-0.5000-0.9000 cache size    13485, 3499677 req, miss ratio 0.1284, byte miss ratio 0.1284
tencentBlock.ns8893 S3FIFO-0.5000-0.9000 cache size    26970, 3499677 req, miss ratio 0.0842, byte miss ratio 0.0842
tencentBlock.ns8893 S3FIFO-0.5000-0.9000 cache size    53941, 3499677 req, miss ratio 0.0504, byte miss ratio 0.0504
tencentBlock.ns8893 S3FIFO-0.5000-0.9000 cache size   107882, 3499677 req, miss ratio 0.0399, byte miss ratio 0.0399
tencentBlock.ns8893 S3FIFO-0.8500-1.9000 cache size      134, 3499677 req, miss ratio 0.3393, byte miss ratio 0.3393
tencentBlock.ns8893 S3FIFO-0.8500-1.9000 cache size      404, 3499677 req, miss ratio 0.2697, byte miss ratio 0.2697
tencentBlock.ns8893 S3FIFO-0.8500-1.9000 cache size     1348, 3499677 req, miss ratio 0.2374, byte miss ratio 0.2374
tencentBlock.ns8893 S3FIFO-0.8500-1.9000 cache size     4045, 3499677 req, miss ratio 0.2125, byte miss ratio 0.2125
tencentBlock.ns8893 S3FIFO-0.8500-1.9000 cache size    13485, 3499677 req, miss ratio 0.1341, byte miss ratio 0.1341
