io_traces.ns6 S3FIFO-0.6000-0.9000 cache size     1622, 16400000 req, miss ratio 0.5218, byte miss ratio 0.5218
io_traces.ns6 S3FIFO-0.6000-0.9000 cache size     4867, 16400000 req, miss ratio 0.4622, byte miss ratio 0.4622
io_traces.ns6 S3FIFO-0.6000-0.9000 cache size    16225, 16400000 req, miss ratio 0.4227, byte miss ratio 0.4227
io_traces.ns6 S3FIFO-0.6000-0.9000 cache size    48675, 16400000 req, miss ratio 0.3916, byte miss ratio 0.3916
io_traces.ns6 S3FIFO-0.6000-0.9000 cache size   162250, 16400000 req, miss ratio 0.3728, byte miss ratio 0.3728
io_traces.ns6 S3FIFO-0.6000-0.9000 cache size   324500, 16400000 req, miss ratio 0.3541, byte miss ratio 0.3541
io_traces.ns6 S3FIFO-0.6000-0.9000 cache size   649001, 16400000 req, miss ratio 0.3500, byte miss ratio 0.3500
io_traces.ns6 S3FIFO-0.6000-0.9000 cache size  1298002, 16400000 req, miss ratio 0.2413, byte miss ratio 0.2413
io_traces.ns6 S3FIFO-0.4000-1.9000 cache size     1622, 16400000 req, miss ratio 0.5145, byte miss ratio 0.5145
io_traces.ns6 S3FIFO-0.4000-1.9000 cache size     4867, 16400000 req, miss ratio 0.4582, byte miss ratio 0.4582
io_traces.ns6 S3FIFO-0.4000-1.9000 cache size    16225, 16400000 req, miss ratio 0.4194, byte miss ratio 0.4194
io_traces.ns6 S3FIFO-0.4000-1.9000 cache size    48675, 16400000 req, miss ratio 0.3914, byte miss ratio 0.3914
io_traces.ns6 S3FIFO-0.4000-1.9000 cache size   162250, 16400000 req, miss ratio 0.3666, byte miss ratio 0.3666
io_traces.ns6 S3FIFO-0.4000-1.9000 cache size   324500, 16400000 req, miss ratio 0.3509, byte miss ratio 0.3509
io_traces.ns6 S3FIFO-0.4000-1.9000 cache size   649001, 16400000 req, miss ratio 0.3201, byte miss ratio 0.3201
io_traces.ns6 S3FIFO-0.4000-1.9000 cache size  1298002, 16400000 req, miss ratio 0.2572, byte miss ratio 0.2572
io_traces.ns6 S3FIFO-0.2500-0.9000 cache size     1622, 16400000 req, miss ratio 0.5050, byte miss ratio 0.5050
io_traces.ns6 S3FIFO-0.2500-0.9000 cache size     4867, 16400000 req, miss ratio 0.4519, byte miss ratio 0.4519
io_traces.ns6 S3FIFO-0.2500-0.9000 cache size    16225, 16400000 req, miss ratio 0.4186, byte miss ratio 0.4186
io_traces.ns6 S3FIFO-0.2500-0.9000 cache size    48675, 16400000 req, miss ratio 0.3919, byte miss ratio 0.3919
io_traces.ns6 S3FIFO-0.2500-0.9000 cache size   162250, 16400000 req, miss ratio 0.3582, byte miss ratio 0.3582
io_traces.ns6 S3FIFO-0.2500-0.9000 cache size   324500, 16400000 req, miss ratio 0.3511, byte miss ratio 0.3511
io_traces.ns6 S3FIFO-0.2500-0.9000 cache size   649001, 16400000 req, miss ratio 0.3500, byte miss ratio 0.3500
io_traces.ns6 S3FIFO-0.2500-0.9000 cache size  1298002, 16400000 req, miss ratio 0.2515, byte miss ratio 0.2515
io_traces.ns6 S3FIFO-0.3500-1.9000 cache size     1622, 16400000 req, miss ratio 0.5126, byte miss ratio 0.5126
io_traces.ns6 S3FIFO-0.3500-1.9000 cache size     4867, 16400000 req, miss ratio 0.4570, byte miss ratio 0.4570
io_traces.ns6 S3FIFO-0.3500-1.9000 cache size    16225, 16400000 req, miss ratio 0.4193, byte miss ratio 0.4193
