cdn1_allcolo.ns1910 S3FIFO-0.9000-1.9000 cache size      182, 4335421 req, miss ratio 0.8580, byte miss ratio 0.8580
cdn1_allcolo.ns1910 S3FIFO-0.9000-1.9000 cache size      547, 4335421 req, miss ratio 0.7645, byte miss ratio 0.7645
cdn1_allcolo.ns1910 S3FIFO-0.9000-1.9000 cache size     1826, 4335421 req, miss ratio 0.6129, byte miss ratio 0.6129
cdn1_allcolo.ns1910 S3FIFO-0.9000-1.9000 cache size     5479, 4335421 req, miss ratio 0.4372, byte miss ratio 0.4372
cdn1_allcolo.ns1910 S3FIFO-0.9000-1.9000 cache size    18266, 4335421 req, miss ratio 0.2388, byte miss ratio 0.2388
cdn1_allcolo.ns1910 S3FIFO-0.9000-1.9000 cache size    36533, 4335421 req, miss ratio 0.1460, byte miss ratio 0.1460
cdn1_allcolo.ns1910 S3FIFO-0.9000-1.9000 cache size    73066, 4335421 req, miss ratio 0.0828, byte miss ratio 0.0828
cdn1_allcolo.ns1910 S3FIFO-0.9000-1.9000 cache size   146132, 4335421 req, miss ratio 0.0486, byte miss ratio 0.0486
cdn1_allcolo.ns1910 S3FIFO-0.4000-0.9000 cache size      182, 4335421 req, miss ratio 0.7753, byte miss ratio 0.7753
cdn1_allcolo.ns1910 S3FIFO-0.4000-0.9000 cache size      547, 4335421 req, miss ratio 0.6654, byte miss ratio 0.6654
cdn1_allcolo.ns1910 S3FIFO-0.4000-0.9000 cache size     1826, 4335421 req, miss ratio 0.5135, byte miss ratio 0.5135
cdn1_allcolo.ns1910 S3FIFO-0.4000-0.9000 cache size     5479, 4335421 req, miss ratio 0.3590, byte miss ratio 0.3590
cdn1_allcolo.ns1910 S3FIFO-0.4000-0.9000 cache size    18266, 4335421 req, miss ratio 0.1924, byte miss ratio 0.1924
cdn1_allcolo.ns1910 S3FIFO-0.4000-0.9000 cache size    36533, 4335421 req, miss ratio 0.1163, byte miss ratio 0.1163
cdn1_allcolo.ns1910 S3FIFO-0.4000-0.9000 cache size    73066, 4335421 req, miss ratio 0.0655, byte miss ratio 0.0655
cdn1_allcolo.ns1910 S3FIFO-0.4000-0.9000 cache size   146132, 4335421 req, miss ratio 0.0434, byte miss ratio 0.0434
cdn1_allcolo.ns1910 S3FIFO-0.7500-0.9000 cache size      182, 4335421 req, miss ratio 0.8232, byte miss ratio 0.8232
cdn1_allcolo.ns1910 S3FIFO-0.7500-0.9000 cache size      547, 4335421 req, miss ratio 0.7230, byte miss ratio 0.7230
cdn1_allcolo.ns1910 S3FIFO-0.7500-0.9000 cache size     1826, 4335421 req, miss ratio 0.5752, byte miss ratio 0.5752
cdn1_allcolo.ns1910 S3FIFO-0.7500-0.9000 cache size     5479, 4335421 req, miss ratio 0.4108, byte miss ratio 0.4108
cdn1_allcolo.ns1910 S3FIFO-0.7500-0.9000 cache size    18266, 4335421 req, miss ratio 0.2256, byte miss ratio 0.2256
cdn1_allcolo.ns1910 S3FIFO-0.7500-0.9000 cache size    36533, 4335421 req, miss ratio 0.1373, byte miss ratio 0.1373
cdn1_allcolo.ns1910 S3FIFO-0.7500-0.9000 cache size    73066, 4335421 req, miss ratio 0.0763, byte miss ratio 0.0763
cdn1_allcolo.ns1910 S3FIFO-0.7500-0.9000 cache size   146132, 4335421 req, miss ratio 0.0456, byte miss ratio 0.0456
