cdn1_allcolo.ns1300 S3FIFO-0.5000-1.9000 cache size        5, 1140019 req, miss ratio 0.6106, byte miss ratio 0.6106
cdn1_allcolo.ns1300 S3FIFO-0.5000-1.9000 cache size       19, 1140019 req, miss ratio 0.4110, byte miss ratio 0.4110
cdn1_allcolo.ns1300 S3FIFO-0.5000-1.9000 cache size       58, 1140019 req, miss ratio 0.1411, byte miss ratio 0.1411
cdn1_allcolo.ns1300 S3FIFO-0.5000-1.9000 cache size      194, 1140019 req, miss ratio 0.0112, byte miss ratio 0.0112
cdn1_allcolo.ns1300 S3FIFO-0.5000-1.9000 cache size      388, 1140019 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns1300 S3FIFO-0.5000-1.9000 cache size      776, 1140019 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1300 S3FIFO-0.5000-1.9000 cache size     1552, 1140019 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1300 S3FIFO-0.0100-0.9000 cache size        5, 1140019 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1300 S3FIFO-0.0100-0.9000 cache size       19, 1140019 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1300 S3FIFO-0.0100-0.9000 cache size       58, 1140019 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1300 S3FIFO-0.0100-0.9000 cache size      194, 1140019 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns1300 S3FIFO-0.0100-0.9000 cache size      388, 1140019 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns1300 S3FIFO-0.0100-0.9000 cache size      776, 1140019 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1300 S3FIFO-0.0100-0.9000 cache size     1552, 1140019 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1300 S3FIFO-0.2500-0.9000 cache size        5, 1140019 req, miss ratio 0.5751, byte miss ratio 0.5751
cdn1_allcolo.ns1300 S3FIFO-0.2500-0.9000 cache size       19, 1140019 req, miss ratio 0.3725, byte miss ratio 0.3725
cdn1_allcolo.ns1300 S3FIFO-0.2500-0.9000 cache size       58, 1140019 req, miss ratio 0.1222, byte miss ratio 0.1222
cdn1_allcolo.ns1300 S3FIFO-0.2500-0.9000 cache size      194, 1140019 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns1300 S3FIFO-0.2500-0.9000 cache size      388, 1140019 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1300 S3FIFO-0.2500-0.9000 cache size      776, 1140019 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1300 S3FIFO-0.2500-0.9000 cache size     1552, 1140019 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1300 S3FIFO-0.8500-1.9000 cache size        5, 1140019 req, miss ratio 0.6973, byte miss ratio 0.6973
cdn1_allcolo.ns1300 S3FIFO-0.8500-1.9000 cache size       19, 1140019 req, miss ratio 0.4446, byte miss ratio 0.4446
cdn1_allcolo.ns1300 S3FIFO-0.8500-1.9000 cache size       58, 1140019 req, miss ratio 0.1658, byte miss ratio 0.1658
cdn1_allcolo.ns1300 S3FIFO-0.8500-1.9000 cache size      194, 1140019 req, miss ratio 0.0159, byte miss ratio 0.0159
cdn1_allcolo.ns1300 S3FIFO-0.8500-1.9000 cache size      388, 1140019 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_allcolo.ns1300 S3FIFO-0.8500-1.9000 cache size      776, 1140019 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1300 S3FIFO-0.8500-1.9000 cache size     1552, 1140019 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1300 S3FIFO-0.0100-1.9000 cache size        5, 1140019 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1300 S3FIFO-0.0100-1.9000 cache size       19, 1140019 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1300 S3FIFO-0.0100-1.9000 cache size       58, 1140019 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1300 S3FIFO-0.0100-1.9000 cache size      194, 1140019 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns1300 S3FIFO-0.0100-1.9000 cache size      388, 1140019 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns1300 S3FIFO-0.0100-1.9000 cache size      776, 1140019 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1300 S3FIFO-0.0100-1.9000 cache size     1552, 1140019 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1300 S3FIFO-0.8500-0.9000 cache size        5, 1140019 req, miss ratio 0.6869, byte miss ratio 0.6869
cdn1_allcolo.ns1300 S3FIFO-0.8500-0.9000 cache size       19, 1140019 req, miss ratio 0.4480, byte miss ratio 0.4480
cdn1_allcolo.ns1300 S3FIFO-0.8500-0.9000 cache size       58, 1140019 req, miss ratio 0.1696, byte miss ratio 0.1696
cdn1_allcolo.ns1300 S3FIFO-0.8500-0.9000 cache size      194, 1140019 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_allcolo.ns1300 S3FIFO-0.8500-0.9000 cache size      388, 1140019 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_allcolo.ns1300 S3FIFO-0.8500-0.9000 cache size      776, 1140019 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1300 S3FIFO-0.8500-0.9000 cache size     1552, 1140019 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1300 S3FIFO-0.9900-1.9000 cache size        5, 1140019 req, miss ratio 0.6973, byte miss ratio 0.6973
cdn1_allcolo.ns1300 S3FIFO-0.9900-1.9000 cache size       19, 1140019 req, miss ratio 0.4566, byte miss ratio 0.4566
cdn1_allcolo.ns1300 S3FIFO-0.9900-1.9000 cache size       58, 1140019 req, miss ratio 0.1743, byte miss ratio 0.1743
