tencentBlock.ns22242 S3FIFO-0.5500-1.9000 cache size      271, 1950417 req, miss ratio 0.4677, byte miss ratio 0.4677
tencentBlock.ns22242 S3FIFO-0.5500-1.9000 cache size      813, 1950417 req, miss ratio 0.4527, byte miss ratio 0.4527
tencentBlock.ns22242 S3FIFO-0.5500-1.9000 cache size     2710, 1950417 req, miss ratio 0.4494, byte miss ratio 0.4494
tencentBlock.ns22242 S3FIFO-0.5500-1.9000 cache size     8130, 1950417 req, miss ratio 0.4441, byte miss ratio 0.4441
tencentBlock.ns22242 S3FIFO-0.5500-1.9000 cache size    27103, 1950417 req, miss ratio 0.3612, byte miss ratio 0.3612
tencentBlock.ns22242 S3FIFO-0.5500-1.9000 cache size    54206, 1950417 req, miss ratio 0.3193, byte miss ratio 0.3193
tencentBlock.ns22242 S3FIFO-0.5500-1.9000 cache size   108412, 1950417 req, miss ratio 0.2086, byte miss ratio 0.2086
tencentBlock.ns22242 S3FIFO-0.5500-1.9000 cache size   216824, 1950417 req, miss ratio 0.1452, byte miss ratio 0.1452
tencentBlock.ns22242 S3FIFO-0.4000-0.9000 cache size      271, 1950417 req, miss ratio 0.4602, byte miss ratio 0.4602
tencentBlock.ns22242 S3FIFO-0.4000-0.9000 cache size      813, 1950417 req, miss ratio 0.4525, byte miss ratio 0.4525
tencentBlock.ns22242 S3FIFO-0.4000-0.9000 cache size     2710, 1950417 req, miss ratio 0.4495, byte miss ratio 0.4495
tencentBlock.ns22242 S3FIFO-0.4000-0.9000 cache size     8130, 1950417 req, miss ratio 0.4049, byte miss ratio 0.4049
tencentBlock.ns22242 S3FIFO-0.4000-0.9000 cache size    27103, 1950417 req, miss ratio 0.3552, byte miss ratio 0.3552
tencentBlock.ns22242 S3FIFO-0.4000-0.9000 cache size    54206, 1950417 req, miss ratio 0.3145, byte miss ratio 0.3145
tencentBlock.ns22242 S3FIFO-0.4000-0.9000 cache size   108412, 1950417 req, miss ratio 0.1990, byte miss ratio 0.1990
tencentBlock.ns22242 S3FIFO-0.4000-0.9000 cache size   216824, 1950417 req, miss ratio 0.1434, byte miss ratio 0.1434
tencentBlock.ns22242 S3FIFO-0.2500-1.9000 cache size      271, 1950417 req, miss ratio 0.4602, byte miss ratio 0.4602
tencentBlock.ns22242 S3FIFO-0.2500-1.9000 cache size      813, 1950417 req, miss ratio 0.4523, byte miss ratio 0.4523
tencentBlock.ns22242 S3FIFO-0.2500-1.9000 cache size     2710, 1950417 req, miss ratio 0.4490, byte miss ratio 0.4490
tencentBlock.ns22242 S3FIFO-0.2500-1.9000 cache size     8130, 1950417 req, miss ratio 0.3970, byte miss ratio 0.3970
tencentBlock.ns22242 S3FIFO-0.2500-1.9000 cache size    27103, 1950417 req, miss ratio 0.3618, byte miss ratio 0.3618
tencentBlock.ns22242 S3FIFO-0.2500-1.9000 cache size    54206, 1950417 req, miss ratio 0.3092, byte miss ratio 0.3092
tencentBlock.ns22242 S3FIFO-0.2500-1.9000 cache size   108412, 1950417 req, miss ratio 0.1997, byte miss ratio 0.1997
tencentBlock.ns22242 S3FIFO-0.2500-1.9000 cache size   216824, 1950417 req, miss ratio 0.1418, byte miss ratio 0.1418
tencentBlock.ns22242 S3FIFO-0.9500-0.9000 cache size      271, 1950417 req, miss ratio 0.5489, byte miss ratio 0.5489
tencentBlock.ns22242 S3FIFO-0.9500-0.9000 cache size      813, 1950417 req, miss ratio 0.4757, byte miss ratio 0.4757
tencentBlock.ns22242 S3FIFO-0.9500-0.9000 cache size     2710, 1950417 req, miss ratio 0.4539, byte miss ratio 0.4539
