cdn1_allcolo.ns2251 S3FIFO-0.0050-1.9000 cache size      290, 1714219 req, miss ratio 0.2157, byte miss ratio 0.2157
cdn1_allcolo.ns2251 S3FIFO-0.0050-1.9000 cache size      872, 1714219 req, miss ratio 0.2113, byte miss ratio 0.2113
cdn1_allcolo.ns2251 S3FIFO-0.0050-1.9000 cache size     2907, 1714219 req, miss ratio 0.2011, byte miss ratio 0.2011
cdn1_allcolo.ns2251 S3FIFO-0.0050-1.9000 cache size     8722, 1714219 req, miss ratio 0.1886, byte miss ratio 0.1886
cdn1_allcolo.ns2251 S3FIFO-0.0050-1.9000 cache size    29076, 1714219 req, miss ratio 0.1814, byte miss ratio 0.1814
cdn1_allcolo.ns2251 S3FIFO-0.0050-1.9000 cache size    58152, 1714219 req, miss ratio 0.1765, byte miss ratio 0.1765
cdn1_allcolo.ns2251 S3FIFO-0.0050-1.9000 cache size   116305, 1714219 req, miss ratio 0.1726, byte miss ratio 0.1726
cdn1_allcolo.ns2251 S3FIFO-0.0050-1.9000 cache size   232611, 1714219 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns2251 S3FIFO-0.7500-1.9000 cache size      290, 1714219 req, miss ratio 0.2035, byte miss ratio 0.2035
cdn1_allcolo.ns2251 S3FIFO-0.7500-1.9000 cache size      872, 1714219 req, miss ratio 0.1977, byte miss ratio 0.1977
cdn1_allcolo.ns2251 S3FIFO-0.7500-1.9000 cache size     2907, 1714219 req, miss ratio 0.1926, byte miss ratio 0.1926
cdn1_allcolo.ns2251 S3FIFO-0.7500-1.9000 cache size     8722, 1714219 req, miss ratio 0.1876, byte miss ratio 0.1876
cdn1_allcolo.ns2251 S3FIFO-0.7500-1.9000 cache size    29076, 1714219 req, miss ratio 0.1812, byte miss ratio 0.1812
cdn1_allcolo.ns2251 S3FIFO-0.7500-1.9000 cache size    58152, 1714219 req, miss ratio 0.1774, byte miss ratio 0.1774
cdn1_allcolo.ns2251 S3FIFO-0.7500-1.9000 cache size   116305, 1714219 req, miss ratio 0.1727, byte miss ratio 0.1727
cdn1_allcolo.ns2251 S3FIFO-0.7500-1.9000 cache size   232611, 1714219 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns2251 S3FIFO-0.8500-1.9000 cache size      290, 1714219 req, miss ratio 0.2051, byte miss ratio 0.2051
cdn1_allcolo.ns2251 S3FIFO-0.8500-1.9000 cache size      872, 1714219 req, miss ratio 0.1987, byte miss ratio 0.1987
cdn1_allcolo.ns2251 S3FIFO-0.8500-1.9000 cache size     2907, 1714219 req, miss ratio 0.1934, byte miss ratio 0.1934
cdn1_allcolo.ns2251 S3FIFO-0.8500-1.9000 cache size     8722, 1714219 req, miss ratio 0.1887, byte miss ratio 0.1887
cdn1_allcolo.ns2251 S3FIFO-0.8500-1.9000 cache size    29076, 1714219 req, miss ratio 0.1823, byte miss ratio 0.1823
cdn1_allcolo.ns2251 S3FIFO-0.8500-1.9000 cache size    58152, 1714219 req, miss ratio 0.1780, byte miss ratio 0.1780
cdn1_allcolo.ns2251 S3FIFO-0.8500-1.9000 cache size   116305, 1714219 req, miss ratio 0.1730, byte miss ratio 0.1730
cdn1_allcolo.ns2251 S3FIFO-0.8500-1.9000 cache size   232611, 1714219 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns2251 S3FIFO-0.4500-1.9000 cache size      290, 1714219 req, miss ratio 0.2017, byte miss ratio 0.2017
cdn1_allcolo.ns2251 S3FIFO-0.4500-1.9000 cache size      872, 1714219 req, miss ratio 0.1968, byte miss ratio 0.1968
cdn1_allcolo.ns2251 S3FIFO-0.4500-1.9000 cache size     2907, 1714219 req, miss ratio 0.1913, byte miss ratio 0.1913
cdn1_allcolo.ns2251 S3FIFO-0.4500-1.9000 cache size     8722, 1714219 req, miss ratio 0.1861, byte miss ratio 0.1861
cdn1_allcolo.ns2251 S3FIFO-0.4500-1.9000 cache size    29076, 1714219 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns2251 S3FIFO-0.4500-1.9000 cache size    58152, 1714219 req, miss ratio 0.1765, byte miss ratio 0.1765
cdn1_allcolo.ns2251 S3FIFO-0.4500-1.9000 cache size   116305, 1714219 req, miss ratio 0.1726, byte miss ratio 0.1726
cdn1_allcolo.ns2251 S3FIFO-0.4500-1.9000 cache size   232611, 1714219 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns2251 S3FIFO-0.6000-0.9000 cache size      290, 1714219 req, miss ratio 0.2023, byte miss ratio 0.2023
cdn1_allcolo.ns2251 S3FIFO-0.6000-0.9000 cache size      872, 1714219 req, miss ratio 0.1972, byte miss ratio 0.1972
cdn1_allcolo.ns2251 S3FIFO-0.6000-0.9000 cache size     2907, 1714219 req, miss ratio 0.1919, byte miss ratio 0.1919
cdn1_allcolo.ns2251 S3FIFO-0.6000-0.9000 cache size     8722, 1714219 req, miss ratio 0.1868, byte miss ratio 0.1868
cdn1_allcolo.ns2251 S3FIFO-0.6000-0.9000 cache size    29076, 1714219 req, miss ratio 0.1806, byte miss ratio 0.1806
cdn1_allcolo.ns2251 S3FIFO-0.6000-0.9000 cache size    58152, 1714219 req, miss ratio 0.1768, byte miss ratio 0.1768
cdn1_allcolo.ns2251 S3FIFO-0.6000-0.9000 cache size   116305, 1714219 req, miss ratio 0.1726, byte miss ratio 0.1726
cdn1_allcolo.ns2251 S3FIFO-0.6000-0.9000 cache size   232611, 1714219 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns2251 S3FIFO-0.4500-0.9000 cache size      290, 1714219 req, miss ratio 0.2019, byte miss ratio 0.2019
cdn1_allcolo.ns2251 S3FIFO-0.4500-0.9000 cache size      872, 1714219 req, miss ratio 0.1971, byte miss ratio 0.1971
cdn1_allcolo.ns2251 S3FIFO-0.4500-0.9000 cache size     2907, 1714219 req, miss ratio 0.1916, byte miss ratio 0.1916
cdn1_allcolo.ns2251 S3FIFO-0.4500-0.9000 cache size     8722, 1714219 req, miss ratio 0.1864, byte miss ratio 0.1864
cdn1_allcolo.ns2251 S3FIFO-0.4500-0.9000 cache size    29076, 1714219 req, miss ratio 0.1804, byte miss ratio 0.1804
cdn1_allcolo.ns2251 S3FIFO-0.4500-0.9000 cache size    58152, 1714219 req, miss ratio 0.1767, byte miss ratio 0.1767
cdn1_allcolo.ns2251 S3FIFO-0.4500-0.9000 cache size   116305, 1714219 req, miss ratio 0.1726, byte miss ratio 0.1726
cdn1_allcolo.ns2251 S3FIFO-0.4500-0.9000 cache size   232611, 1714219 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns2251 S3FIFO-0.1500-0.9000 cache size      290, 1714219 req, miss ratio 0.2022, byte miss ratio 0.2022
cdn1_allcolo.ns2251 S3FIFO-0.1500-0.9000 cache size      872, 1714219 req, miss ratio 0.1978, byte miss ratio 0.1978
cdn1_allcolo.ns2251 S3FIFO-0.1500-0.9000 cache size     2907, 1714219 req, miss ratio 0.1921, byte miss ratio 0.1921
cdn1_allcolo.ns2251 S3FIFO-0.1500-0.9000 cache size     8722, 1714219 req, miss ratio 0.1867, byte miss ratio 0.1867
cdn1_allcolo.ns2251 S3FIFO-0.1500-0.9000 cache size    29076, 1714219 req, miss ratio 0.1806, byte miss ratio 0.1806
cdn1_allcolo.ns2251 S3FIFO-0.1500-0.9000 cache size    58152, 1714219 req, miss ratio 0.1768, byte miss ratio 0.1768
cdn1_allcolo.ns2251 S3FIFO-0.1500-0.9000 cache size   116305, 1714219 req, miss ratio 0.1726, byte miss ratio 0.1726
cdn1_allcolo.ns2251 S3FIFO-0.1500-0.9000 cache size   232611, 1714219 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns2251 S3FIFO-0.6000-1.9000 cache size      290, 1714219 req, miss ratio 0.2022, byte miss ratio 0.2022
cdn1_allcolo.ns2251 S3FIFO-0.6000-1.9000 cache size      872, 1714219 req, miss ratio 0.1970, byte miss ratio 0.1970
cdn1_allcolo.ns2251 S3FIFO-0.6000-1.9000 cache size     2907, 1714219 req, miss ratio 0.1918, byte miss ratio 0.1918
cdn1_allcolo.ns2251 S3FIFO-0.6000-1.9000 cache size     8722, 1714219 req, miss ratio 0.1866, byte miss ratio 0.1866
cdn1_allcolo.ns2251 S3FIFO-0.6000-1.9000 cache size    29076, 1714219 req, miss ratio 0.1805, byte miss ratio 0.1805
cdn1_allcolo.ns2251 S3FIFO-0.6000-1.9000 cache size    58152, 1714219 req, miss ratio 0.1767, byte miss ratio 0.1767
