io_traces.ns687 S3FIFO-0.0050-0.9000 cache size      318, 5200000 req, miss ratio 0.7557, byte miss ratio 0.7557
io_traces.ns687 S3FIFO-0.0050-0.9000 cache size      954, 5200000 req, miss ratio 0.6464, byte miss ratio 0.6464
io_traces.ns687 S3FIFO-0.0050-0.9000 cache size     3180, 5200000 req, miss ratio 0.5584, byte miss ratio 0.5584
io_traces.ns687 S3FIFO-0.0050-0.9000 cache size     9542, 5200000 req, miss ratio 0.4778, byte miss ratio 0.4778
io_traces.ns687 S3FIFO-0.0050-0.9000 cache size    31807, 5200000 req, miss ratio 0.3791, byte miss ratio 0.3791
io_traces.ns687 S3FIFO-0.0050-0.9000 cache size    63614, 5200000 req, miss ratio 0.3026, byte miss ratio 0.3026
io_traces.ns687 S3FIFO-0.0050-0.9000 cache size   127228, 5200000 req, miss ratio 0.2574, byte miss ratio 0.2574
io_traces.ns687 S3FIFO-0.0050-0.9000 cache size   254457, 5200000 req, miss ratio 0.0646, byte miss ratio 0.0646
io_traces.ns687 S3FIFO-0.5500-0.9000 cache size      318, 5200000 req, miss ratio 0.7687, byte miss ratio 0.7687
io_traces.ns687 S3FIFO-0.5500-0.9000 cache size      954, 5200000 req, miss ratio 0.6578, byte miss ratio 0.6578
io_traces.ns687 S3FIFO-0.5500-0.9000 cache size     3180, 5200000 req, miss ratio 0.5701, byte miss ratio 0.5701
io_traces.ns687 S3FIFO-0.5500-0.9000 cache size     9542, 5200000 req, miss ratio 0.5042, byte miss ratio 0.5042
io_traces.ns687 S3FIFO-0.5500-0.9000 cache size    31807, 5200000 req, miss ratio 0.4054, byte miss ratio 0.4054
io_traces.ns687 S3FIFO-0.5500-0.9000 cache size    63614, 5200000 req, miss ratio 0.3438, byte miss ratio 0.3438
io_traces.ns687 S3FIFO-0.5500-0.9000 cache size   127228, 5200000 req, miss ratio 0.3211, byte miss ratio 0.3211
io_traces.ns687 S3FIFO-0.5500-0.9000 cache size   254457, 5200000 req, miss ratio 0.0618, byte miss ratio 0.0618
io_traces.ns687 S3FIFO-0.1500-0.9000 cache size      318, 5200000 req, miss ratio 0.7531, byte miss ratio 0.7531
io_traces.ns687 S3FIFO-0.1500-0.9000 cache size      954, 5200000 req, miss ratio 0.6427, byte miss ratio 0.6427
io_traces.ns687 S3FIFO-0.1500-0.9000 cache size     3180, 5200000 req, miss ratio 0.5512, byte miss ratio 0.5512
io_traces.ns687 S3FIFO-0.1500-0.9000 cache size     9542, 5200000 req, miss ratio 0.4801, byte miss ratio 0.4801
io_traces.ns687 S3FIFO-0.1500-0.9000 cache size    31807, 5200000 req, miss ratio 0.3867, byte miss ratio 0.3867
io_traces.ns687 S3FIFO-0.1500-0.9000 cache size    63614, 5200000 req, miss ratio 0.3050, byte miss ratio 0.3050
io_traces.ns687 S3FIFO-0.1500-0.9000 cache size   127228, 5200000 req, miss ratio 0.3038, byte miss ratio 0.3038
io_traces.ns687 S3FIFO-0.1500-0.9000 cache size   254457, 5200000 req, miss ratio 0.0617, byte miss ratio 0.0617
io_traces.ns687 S3FIFO-0.6500-1.9000 cache size      318, 5200000 req, miss ratio 0.7816, byte miss ratio 0.7816
io_traces.ns687 S3FIFO-0.6500-1.9000 cache size      954, 5200000 req, miss ratio 0.6674, byte miss ratio 0.6674
io_traces.ns687 S3FIFO-0.6500-1.9000 cache size     3180, 5200000 req, miss ratio 0.5787, byte miss ratio 0.5787
io_traces.ns687 S3FIFO-0.6500-1.9000 cache size     9542, 5200000 req, miss ratio 0.5130, byte miss ratio 0.5130
io_traces.ns687 S3FIFO-0.6500-1.9000 cache size    31807, 5200000 req, miss ratio 0.4157, byte miss ratio 0.4157
io_traces.ns687 S3FIFO-0.6500-1.9000 cache size    63614, 5200000 req, miss ratio 0.3737, byte miss ratio 0.3737
io_traces.ns687 S3FIFO-0.6500-1.9000 cache size   127228, 5200000 req, miss ratio 0.3166, byte miss ratio 0.3166
io_traces.ns687 S3FIFO-0.6500-1.9000 cache size   254457, 5200000 req, miss ratio 0.0621, byte miss ratio 0.0621
io_traces.ns687 S3FIFO-0.1000-0.9000 cache size      318, 5200000 req, miss ratio 0.7530, byte miss ratio 0.7530
io_traces.ns687 S3FIFO-0.1000-0.9000 cache size      954, 5200000 req, miss ratio 0.6426, byte miss ratio 0.6426
io_traces.ns687 S3FIFO-0.1000-0.9000 cache size     3180, 5200000 req, miss ratio 0.5510, byte miss ratio 0.5510
io_traces.ns687 S3FIFO-0.1000-0.9000 cache size     9542, 5200000 req, miss ratio 0.4779, byte miss ratio 0.4779
io_traces.ns687 S3FIFO-0.1000-0.9000 cache size    31807, 5200000 req, miss ratio 0.3843, byte miss ratio 0.3843
io_traces.ns687 S3FIFO-0.1000-0.9000 cache size    63614, 5200000 req, miss ratio 0.3032, byte miss ratio 0.3032
io_traces.ns687 S3FIFO-0.1000-0.9000 cache size   127228, 5200000 req, miss ratio 0.2879, byte miss ratio 0.2879
io_traces.ns687 S3FIFO-0.1000-0.9000 cache size   254457, 5200000 req, miss ratio 0.0617, byte miss ratio 0.0617
io_traces.ns687 S3FIFO-0.8000-1.9000 cache size      318, 5200000 req, miss ratio 0.8011, byte miss ratio 0.8011
io_traces.ns687 S3FIFO-0.8000-1.9000 cache size      954, 5200000 req, miss ratio 0.6853, byte miss ratio 0.6853
io_traces.ns687 S3FIFO-0.8000-1.9000 cache size     3180, 5200000 req, miss ratio 0.5941, byte miss ratio 0.5941
io_traces.ns687 S3FIFO-0.8000-1.9000 cache size     9542, 5200000 req, miss ratio 0.5261, byte miss ratio 0.5261
io_traces.ns687 S3FIFO-0.8000-1.9000 cache size    31807, 5200000 req, miss ratio 0.4279, byte miss ratio 0.4279
io_traces.ns687 S3FIFO-0.8000-1.9000 cache size    63614, 5200000 req, miss ratio 0.3779, byte miss ratio 0.3779
io_traces.ns687 S3FIFO-0.8000-1.9000 cache size   127228, 5200000 req, miss ratio 0.2257, byte miss ratio 0.2257
io_traces.ns687 S3FIFO-0.8000-1.9000 cache size   254457, 5200000 req, miss ratio 0.0632, byte miss ratio 0.0632
io_traces.ns687 S3FIFO-0.8500-0.9000 cache size      318, 5200000 req, miss ratio 0.8064, byte miss ratio 0.8064
io_traces.ns687 S3FIFO-0.8500-0.9000 cache size      954, 5200000 req, miss ratio 0.6912, byte miss ratio 0.6912
io_traces.ns687 S3FIFO-0.8500-0.9000 cache size     3180, 5200000 req, miss ratio 0.5986, byte miss ratio 0.5986
io_traces.ns687 S3FIFO-0.8500-0.9000 cache size     9542, 5200000 req, miss ratio 0.5334, byte miss ratio 0.5334
io_traces.ns687 S3FIFO-0.8500-0.9000 cache size    31807, 5200000 req, miss ratio 0.4317, byte miss ratio 0.4317
io_traces.ns687 S3FIFO-0.8500-0.9000 cache size    63614, 5200000 req, miss ratio 0.3798, byte miss ratio 0.3798
io_traces.ns687 S3FIFO-0.8500-0.9000 cache size   127228, 5200000 req, miss ratio 0.2264, byte miss ratio 0.2264
io_traces.ns687 S3FIFO-0.8500-0.9000 cache size   254457, 5200000 req, miss ratio 0.0646, byte miss ratio 0.0646
io_traces.ns687 S3FIFO-0.2000-0.9000 cache size      318, 5200000 req, miss ratio 0.7537, byte miss ratio 0.7537
io_traces.ns687 S3FIFO-0.2000-0.9000 cache size      954, 5200000 req, miss ratio 0.6432, byte miss ratio 0.6432
io_traces.ns687 S3FIFO-0.2000-0.9000 cache size     3180, 5200000 req, miss ratio 0.5523, byte miss ratio 0.5523
io_traces.ns687 S3FIFO-0.2000-0.9000 cache size     9542, 5200000 req, miss ratio 0.4825, byte miss ratio 0.4825
io_traces.ns687 S3FIFO-0.2000-0.9000 cache size    31807, 5200000 req, miss ratio 0.3895, byte miss ratio 0.3895
io_traces.ns687 S3FIFO-0.2000-0.9000 cache size    63614, 5200000 req, miss ratio 0.3083, byte miss ratio 0.3083
io_traces.ns687 S3FIFO-0.2000-0.9000 cache size   127228, 5200000 req, miss ratio 0.3117, byte miss ratio 0.3117
io_traces.ns687 S3FIFO-0.2000-0.9000 cache size   254457, 5200000 req, miss ratio 0.0617, byte miss ratio 0.0617
io_traces.ns687 S3FIFO-0.0050-1.9000 cache size      318, 5200000 req, miss ratio 0.7471, byte miss ratio 0.7471
io_traces.ns687 S3FIFO-0.0050-1.9000 cache size      954, 5200000 req, miss ratio 0.6407, byte miss ratio 0.6407
io_traces.ns687 S3FIFO-0.0050-1.9000 cache size     3180, 5200000 req, miss ratio 0.5519, byte miss ratio 0.5519
io_traces.ns687 S3FIFO-0.0050-1.9000 cache size     9542, 5200000 req, miss ratio 0.4791, byte miss ratio 0.4791
io_traces.ns687 S3FIFO-0.0050-1.9000 cache size    31807, 5200000 req, miss ratio 0.3754, byte miss ratio 0.3754
io_traces.ns687 S3FIFO-0.0050-1.9000 cache size    63614, 5200000 req, miss ratio 0.3505, byte miss ratio 0.3505
io_traces.ns687 S3FIFO-0.0050-1.9000 cache size   127228, 5200000 req, miss ratio 0.2574, byte miss ratio 0.2574
io_traces.ns687 S3FIFO-0.0050-1.9000 cache size   254457, 5200000 req, miss ratio 0.0646, byte miss ratio 0.0646
io_traces.ns687 S3FIFO-0.1000-1.9000 cache size      318, 5200000 req, miss ratio 0.7471, byte miss ratio 0.7471
io_traces.ns687 S3FIFO-0.1000-1.9000 cache size      954, 5200000 req, miss ratio 0.6380, byte miss ratio 0.6380
io_traces.ns687 S3FIFO-0.1000-1.9000 cache size     3180, 5200000 req, miss ratio 0.5466, byte miss ratio 0.5466
io_traces.ns687 S3FIFO-0.1000-1.9000 cache size     9542, 5200000 req, miss ratio 0.4807, byte miss ratio 0.4807
io_traces.ns687 S3FIFO-0.1000-1.9000 cache size    31807, 5200000 req, miss ratio 0.3805, byte miss ratio 0.3805
io_traces.ns687 S3FIFO-0.1000-1.9000 cache size    63614, 5200000 req, miss ratio 0.3515, byte miss ratio 0.3515
io_traces.ns687 S3FIFO-0.1000-1.9000 cache size   127228, 5200000 req, miss ratio 0.2879, byte miss ratio 0.2879
io_traces.ns687 S3FIFO-0.1000-1.9000 cache size   254457, 5200000 req, miss ratio 0.0617, byte miss ratio 0.0617
io_traces.ns687 S3FIFO-0.3500-1.9000 cache size      318, 5200000 req, miss ratio 0.7567, byte miss ratio 0.7567
io_traces.ns687 S3FIFO-0.3500-1.9000 cache size      954, 5200000 req, miss ratio 0.6449, byte miss ratio 0.6449
io_traces.ns687 S3FIFO-0.3500-1.9000 cache size     3180, 5200000 req, miss ratio 0.5577, byte miss ratio 0.5577
io_traces.ns687 S3FIFO-0.3500-1.9000 cache size     9542, 5200000 req, miss ratio 0.4927, byte miss ratio 0.4927
io_traces.ns687 S3FIFO-0.3500-1.9000 cache size    31807, 5200000 req, miss ratio 0.3946, byte miss ratio 0.3946
io_traces.ns687 S3FIFO-0.3500-1.9000 cache size    63614, 5200000 req, miss ratio 0.3598, byte miss ratio 0.3598
io_traces.ns687 S3FIFO-0.3500-1.9000 cache size   127228, 5200000 req, miss ratio 0.3239, byte miss ratio 0.3239
io_traces.ns687 S3FIFO-0.3500-1.9000 cache size   254457, 5200000 req, miss ratio 0.0617, byte miss ratio 0.0617
io_traces.ns687 S3FIFO-0.7500-0.9000 cache size      318, 5200000 req, miss ratio 0.7901, byte miss ratio 0.7901
io_traces.ns687 S3FIFO-0.7500-0.9000 cache size      954, 5200000 req, miss ratio 0.6771, byte miss ratio 0.6771
io_traces.ns687 S3FIFO-0.7500-0.9000 cache size     3180, 5200000 req, miss ratio 0.5865, byte miss ratio 0.5865
io_traces.ns687 S3FIFO-0.7500-0.9000 cache size     9542, 5200000 req, miss ratio 0.5221, byte miss ratio 0.5221
io_traces.ns687 S3FIFO-0.7500-0.9000 cache size    31807, 5200000 req, miss ratio 0.4219, byte miss ratio 0.4219
io_traces.ns687 S3FIFO-0.7500-0.9000 cache size    63614, 5200000 req, miss ratio 0.3760, byte miss ratio 0.3760
io_traces.ns687 S3FIFO-0.7500-0.9000 cache size   127228, 5200000 req, miss ratio 0.2279, byte miss ratio 0.2279
io_traces.ns687 S3FIFO-0.7500-0.9000 cache size   254457, 5200000 req, miss ratio 0.0624, byte miss ratio 0.0624
io_traces.ns687 S3FIFO-0.2500-1.9000 cache size      318, 5200000 req, miss ratio 0.7514, byte miss ratio 0.7514
io_traces.ns687 S3FIFO-0.2500-1.9000 cache size      954, 5200000 req, miss ratio 0.6410, byte miss ratio 0.6410
io_traces.ns687 S3FIFO-0.2500-1.9000 cache size     3180, 5200000 req, miss ratio 0.5519, byte miss ratio 0.5519
io_traces.ns687 S3FIFO-0.2500-1.9000 cache size     9542, 5200000 req, miss ratio 0.4877, byte miss ratio 0.4877
io_traces.ns687 S3FIFO-0.2500-1.9000 cache size    31807, 5200000 req, miss ratio 0.3885, byte miss ratio 0.3885
io_traces.ns687 S3FIFO-0.2500-1.9000 cache size    63614, 5200000 req, miss ratio 0.3562, byte miss ratio 0.3562
io_traces.ns687 S3FIFO-0.2500-1.9000 cache size   127228, 5200000 req, miss ratio 0.3188, byte miss ratio 0.3188
io_traces.ns687 S3FIFO-0.2500-1.9000 cache size   254457, 5200000 req, miss ratio 0.0617, byte miss ratio 0.0617
io_traces.ns687 S3FIFO-0.9000-1.9000 cache size      318, 5200000 req, miss ratio 0.8199, byte miss ratio 0.8199
io_traces.ns687 S3FIFO-0.9000-1.9000 cache size      954, 5200000 req, miss ratio 0.7029, byte miss ratio 0.7029
io_traces.ns687 S3FIFO-0.9000-1.9000 cache size     3180, 5200000 req, miss ratio 0.6085, byte miss ratio 0.6085
io_traces.ns687 S3FIFO-0.9000-1.9000 cache size     9542, 5200000 req, miss ratio 0.5402, byte miss ratio 0.5402
io_traces.ns687 S3FIFO-0.9000-1.9000 cache size    31807, 5200000 req, miss ratio 0.4384, byte miss ratio 0.4384
io_traces.ns687 S3FIFO-0.9000-1.9000 cache size    63614, 5200000 req, miss ratio 0.3822, byte miss ratio 0.3822
io_traces.ns687 S3FIFO-0.9000-1.9000 cache size   127228, 5200000 req, miss ratio 0.2266, byte miss ratio 0.2266
io_traces.ns687 S3FIFO-0.9000-1.9000 cache size   254457, 5200000 req, miss ratio 0.0660, byte miss ratio 0.0660
io_traces.ns687 S3FIFO-0.0500-1.9000 cache size      318, 5200000 req, miss ratio 0.7450, byte miss ratio 0.7450
io_traces.ns687 S3FIFO-0.0500-1.9000 cache size      954, 5200000 req, miss ratio 0.6384, byte miss ratio 0.6384
io_traces.ns687 S3FIFO-0.0500-1.9000 cache size     3180, 5200000 req, miss ratio 0.5473, byte miss ratio 0.5473
io_traces.ns687 S3FIFO-0.0500-1.9000 cache size     9542, 5200000 req, miss ratio 0.4777, byte miss ratio 0.4777
io_traces.ns687 S3FIFO-0.0500-1.9000 cache size    31807, 5200000 req, miss ratio 0.3781, byte miss ratio 0.3781
io_traces.ns687 S3FIFO-0.0500-1.9000 cache size    63614, 5200000 req, miss ratio 0.3505, byte miss ratio 0.3505
io_traces.ns687 S3FIFO-0.0500-1.9000 cache size   127228, 5200000 req, miss ratio 0.2745, byte miss ratio 0.2745
io_traces.ns687 S3FIFO-0.0500-1.9000 cache size   254457, 5200000 req, miss ratio 0.0621, byte miss ratio 0.0621
io_traces.ns687 S3FIFO-0.4500-0.9000 cache size      318, 5200000 req, miss ratio 0.7612, byte miss ratio 0.7612
io_traces.ns687 S3FIFO-0.4500-0.9000 cache size      954, 5200000 req, miss ratio 0.6513, byte miss ratio 0.6513
io_traces.ns687 S3FIFO-0.4500-0.9000 cache size     3180, 5200000 req, miss ratio 0.5640, byte miss ratio 0.5640
io_traces.ns687 S3FIFO-0.4500-0.9000 cache size     9542, 5200000 req, miss ratio 0.4967, byte miss ratio 0.4967
io_traces.ns687 S3FIFO-0.4500-0.9000 cache size    31807, 5200000 req, miss ratio 0.4005, byte miss ratio 0.4005
io_traces.ns687 S3FIFO-0.4500-0.9000 cache size    63614, 5200000 req, miss ratio 0.3309, byte miss ratio 0.3309
io_traces.ns687 S3FIFO-0.4500-0.9000 cache size   127228, 5200000 req, miss ratio 0.3249, byte miss ratio 0.3249
io_traces.ns687 S3FIFO-0.4500-0.9000 cache size   254457, 5200000 req, miss ratio 0.0618, byte miss ratio 0.0618
io_traces.ns687 S3FIFO-0.8500-1.9000 cache size      318, 5200000 req, miss ratio 0.8097, byte miss ratio 0.8097
io_traces.ns687 S3FIFO-0.8500-1.9000 cache size      954, 5200000 req, miss ratio 0.6931, byte miss ratio 0.6931
io_traces.ns687 S3FIFO-0.8500-1.9000 cache size     3180, 5200000 req, miss ratio 0.6007, byte miss ratio 0.6007
io_traces.ns687 S3FIFO-0.8500-1.9000 cache size     9542, 5200000 req, miss ratio 0.5327, byte miss ratio 0.5327
io_traces.ns687 S3FIFO-0.8500-1.9000 cache size    31807, 5200000 req, miss ratio 0.4327, byte miss ratio 0.4327
