cdn1_colo28.ns427 S3FIFO-0.0250-1.9000 cache size     1408, 1679890 req, miss ratio 0.9692, byte miss ratio 0.9692
cdn1_colo28.ns427 S3FIFO-0.0250-1.9000 cache size     4226, 1679890 req, miss ratio 0.9600, byte miss ratio 0.9600
cdn1_colo28.ns427 S3FIFO-0.0250-1.9000 cache size    14088, 1679890 req, miss ratio 0.9458, byte miss ratio 0.9458
cdn1_colo28.ns427 S3FIFO-0.0250-1.9000 cache size    42264, 1679890 req, miss ratio 0.9036, byte miss ratio 0.9036
cdn1_colo28.ns427 S3FIFO-0.0250-1.9000 cache size   140883, 1679890 req, miss ratio 0.8689, byte miss ratio 0.8689
cdn1_colo28.ns427 S3FIFO-0.0250-1.9000 cache size   281766, 1679890 req, miss ratio 0.8544, byte miss ratio 0.8544
cdn1_colo28.ns427 S3FIFO-0.0250-1.9000 cache size   563532, 1679890 req, miss ratio 0.8506, byte miss ratio 0.8506
cdn1_colo28.ns427 S3FIFO-0.0250-1.9000 cache size  1127064, 1679890 req, miss ratio 0.8388, byte miss ratio 0.8388
cdn1_colo28.ns427 S3FIFO-0.1500-1.9000 cache size     1408, 1679890 req, miss ratio 0.9695, byte miss ratio 0.9695
cdn1_colo28.ns427 S3FIFO-0.1500-1.9000 cache size     4226, 1679890 req, miss ratio 0.9602, byte miss ratio 0.9602
cdn1_colo28.ns427 S3FIFO-0.1500-1.9000 cache size    14088, 1679890 req, miss ratio 0.9458, byte miss ratio 0.9458
cdn1_colo28.ns427 S3FIFO-0.1500-1.9000 cache size    42264, 1679890 req, miss ratio 0.9036, byte miss ratio 0.9036
cdn1_colo28.ns427 S3FIFO-0.1500-1.9000 cache size   140883, 1679890 req, miss ratio 0.8689, byte miss ratio 0.8689
cdn1_colo28.ns427 S3FIFO-0.1500-1.9000 cache size   281766, 1679890 req, miss ratio 0.8544, byte miss ratio 0.8544
cdn1_colo28.ns427 S3FIFO-0.1500-1.9000 cache size   563532, 1679890 req, miss ratio 0.8506, byte miss ratio 0.8506
cdn1_colo28.ns427 S3FIFO-0.1500-1.9000 cache size  1127064, 1679890 req, miss ratio 0.8388, byte miss ratio 0.8388
cdn1_colo28.ns427 S3FIFO-0.5500-0.9000 cache size     1408, 1679890 req, miss ratio 0.9722, byte miss ratio 0.9722
cdn1_colo28.ns427 S3FIFO-0.5500-0.9000 cache size     4226, 1679890 req, miss ratio 0.9642, byte miss ratio 0.9642
cdn1_colo28.ns427 S3FIFO-0.5500-0.9000 cache size    14088, 1679890 req, miss ratio 0.9505, byte miss ratio 0.9505
cdn1_colo28.ns427 S3FIFO-0.5500-0.9000 cache size    42264, 1679890 req, miss ratio 0.9179, byte miss ratio 0.9179
cdn1_colo28.ns427 S3FIFO-0.5500-0.9000 cache size   140883, 1679890 req, miss ratio 0.8701, byte miss ratio 0.8701
cdn1_colo28.ns427 S3FIFO-0.5500-0.9000 cache size   281766, 1679890 req, miss ratio 0.8549, byte miss ratio 0.8549
cdn1_colo28.ns427 S3FIFO-0.5500-0.9000 cache size   563532, 1679890 req, miss ratio 0.8506, byte miss ratio 0.8506
cdn1_colo28.ns427 S3FIFO-0.5500-0.9000 cache size  1127064, 1679890 req, miss ratio 0.8388, byte miss ratio 0.8388
cdn1_colo28.ns427 S3FIFO-0.7000-0.9000 cache size     1408, 1679890 req, miss ratio 0.9735, byte miss ratio 0.9735
cdn1_colo28.ns427 S3FIFO-0.7000-0.9000 cache size     4226, 1679890 req, miss ratio 0.9659, byte miss ratio 0.9659
cdn1_colo28.ns427 S3FIFO-0.7000-0.9000 cache size    14088, 1679890 req, miss ratio 0.9521, byte miss ratio 0.9521
cdn1_colo28.ns427 S3FIFO-0.7000-0.9000 cache size    42264, 1679890 req, miss ratio 0.9219, byte miss ratio 0.9219
cdn1_colo28.ns427 S3FIFO-0.7000-0.9000 cache size   140883, 1679890 req, miss ratio 0.8710, byte miss ratio 0.8710
cdn1_colo28.ns427 S3FIFO-0.7000-0.9000 cache size   281766, 1679890 req, miss ratio 0.8549, byte miss ratio 0.8549
cdn1_colo28.ns427 S3FIFO-0.7000-0.9000 cache size   563532, 1679890 req, miss ratio 0.8506, byte miss ratio 0.8506
cdn1_colo28.ns427 S3FIFO-0.7000-0.9000 cache size  1127064, 1679890 req, miss ratio 0.8388, byte miss ratio 0.8388
cdn1_colo28.ns427 S3FIFO-0.0100-0.9000 cache size     1408, 1679890 req, miss ratio 0.9711, byte miss ratio 0.9711
cdn1_colo28.ns427 S3FIFO-0.0100-0.9000 cache size     4226, 1679890 req, miss ratio 0.9631, byte miss ratio 0.9631
cdn1_colo28.ns427 S3FIFO-0.0100-0.9000 cache size    14088, 1679890 req, miss ratio 0.9503, byte miss ratio 0.9503
cdn1_colo28.ns427 S3FIFO-0.0100-0.9000 cache size    42264, 1679890 req, miss ratio 0.9169, byte miss ratio 0.9169
cdn1_colo28.ns427 S3FIFO-0.0100-0.9000 cache size   140883, 1679890 req, miss ratio 0.8701, byte miss ratio 0.8701
cdn1_colo28.ns427 S3FIFO-0.0100-0.9000 cache size   281766, 1679890 req, miss ratio 0.8549, byte miss ratio 0.8549
cdn1_colo28.ns427 S3FIFO-0.0100-0.9000 cache size   563532, 1679890 req, miss ratio 0.8506, byte miss ratio 0.8506
cdn1_colo28.ns427 S3FIFO-0.0100-0.9000 cache size  1127064, 1679890 req, miss ratio 0.8388, byte miss ratio 0.8388
cdn1_colo28.ns427 S3FIFO-0.0010-1.9000 cache size     1408, 1679890 req, miss ratio 0.9693, byte miss ratio 0.9693
cdn1_colo28.ns427 S3FIFO-0.0010-1.9000 cache size     4226, 1679890 req, miss ratio 0.9600, byte miss ratio 0.9600
cdn1_colo28.ns427 S3FIFO-0.0010-1.9000 cache size    14088, 1679890 req, miss ratio 0.9458, byte miss ratio 0.9458
cdn1_colo28.ns427 S3FIFO-0.0010-1.9000 cache size    42264, 1679890 req, miss ratio 0.9036, byte miss ratio 0.9036
cdn1_colo28.ns427 S3FIFO-0.0010-1.9000 cache size   140883, 1679890 req, miss ratio 0.8689, byte miss ratio 0.8689
cdn1_colo28.ns427 S3FIFO-0.0010-1.9000 cache size   281766, 1679890 req, miss ratio 0.8544, byte miss ratio 0.8544
cdn1_colo28.ns427 S3FIFO-0.0010-1.9000 cache size   563532, 1679890 req, miss ratio 0.8506, byte miss ratio 0.8506
cdn1_colo28.ns427 S3FIFO-0.0010-1.9000 cache size  1127064, 1679890 req, miss ratio 0.8388, byte miss ratio 0.8388
cdn1_colo28.ns427 S3FIFO-0.7000-1.9000 cache size     1408, 1679890 req, miss ratio 0.9730, byte miss ratio 0.9730
cdn1_colo28.ns427 S3FIFO-0.7000-1.9000 cache size     4226, 1679890 req, miss ratio 0.9649, byte miss ratio 0.9649
cdn1_colo28.ns427 S3FIFO-0.7000-1.9000 cache size    14088, 1679890 req, miss ratio 0.9503, byte miss ratio 0.9503
cdn1_colo28.ns427 S3FIFO-0.7000-1.9000 cache size    42264, 1679890 req, miss ratio 0.9168, byte miss ratio 0.9168
cdn1_colo28.ns427 S3FIFO-0.7000-1.9000 cache size   140883, 1679890 req, miss ratio 0.8705, byte miss ratio 0.8705
