cdn1_allcolo.ns274 S3FIFO-0.6500-0.9000 cache size      544, 3168264 req, miss ratio 0.2294, byte miss ratio 0.2294
cdn1_allcolo.ns274 S3FIFO-0.6500-0.9000 cache size     1632, 3168264 req, miss ratio 0.1947, byte miss ratio 0.1947
cdn1_allcolo.ns274 S3FIFO-0.6500-0.9000 cache size     5440, 3168264 req, miss ratio 0.1817, byte miss ratio 0.1817
cdn1_allcolo.ns274 S3FIFO-0.6500-0.9000 cache size    16322, 3168264 req, miss ratio 0.1763, byte miss ratio 0.1763
cdn1_allcolo.ns274 S3FIFO-0.6500-0.9000 cache size    54408, 3168264 req, miss ratio 0.1733, byte miss ratio 0.1733
cdn1_allcolo.ns274 S3FIFO-0.6500-0.9000 cache size   108816, 3168264 req, miss ratio 0.1724, byte miss ratio 0.1724
cdn1_allcolo.ns274 S3FIFO-0.6500-0.9000 cache size   217632, 3168264 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns274 S3FIFO-0.6500-0.9000 cache size   435264, 3168264 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns274 S3FIFO-0.2000-0.9000 cache size      544, 3168264 req, miss ratio 0.2161, byte miss ratio 0.2161
cdn1_allcolo.ns274 S3FIFO-0.2000-0.9000 cache size     1632, 3168264 req, miss ratio 0.1949, byte miss ratio 0.1949
cdn1_allcolo.ns274 S3FIFO-0.2000-0.9000 cache size     5440, 3168264 req, miss ratio 0.1804, byte miss ratio 0.1804
cdn1_allcolo.ns274 S3FIFO-0.2000-0.9000 cache size    16322, 3168264 req, miss ratio 0.1757, byte miss ratio 0.1757
cdn1_allcolo.ns274 S3FIFO-0.2000-0.9000 cache size    54408, 3168264 req, miss ratio 0.1731, byte miss ratio 0.1731
cdn1_allcolo.ns274 S3FIFO-0.2000-0.9000 cache size   108816, 3168264 req, miss ratio 0.1724, byte miss ratio 0.1724
cdn1_allcolo.ns274 S3FIFO-0.2000-0.9000 cache size   217632, 3168264 req, miss ratio 0.1719, byte miss ratio 0.1719
cdn1_allcolo.ns274 S3FIFO-0.2000-0.9000 cache size   435264, 3168264 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns274 S3FIFO-0.8000-0.9000 cache size      544, 3168264 req, miss ratio 0.2346, byte miss ratio 0.2346
cdn1_allcolo.ns274 S3FIFO-0.8000-0.9000 cache size     1632, 3168264 req, miss ratio 0.1989, byte miss ratio 0.1989
cdn1_allcolo.ns274 S3FIFO-0.8000-0.9000 cache size     5440, 3168264 req, miss ratio 0.1835, byte miss ratio 0.1835
cdn1_allcolo.ns274 S3FIFO-0.8000-0.9000 cache size    16322, 3168264 req, miss ratio 0.1772, byte miss ratio 0.1772
cdn1_allcolo.ns274 S3FIFO-0.8000-0.9000 cache size    54408, 3168264 req, miss ratio 0.1737, byte miss ratio 0.1737
cdn1_allcolo.ns274 S3FIFO-0.8000-0.9000 cache size   108816, 3168264 req, miss ratio 0.1726, byte miss ratio 0.1726
cdn1_allcolo.ns274 S3FIFO-0.8000-0.9000 cache size   217632, 3168264 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns274 S3FIFO-0.8000-0.9000 cache size   435264, 3168264 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns274 S3FIFO-0.8500-1.9000 cache size      544, 3168264 req, miss ratio 0.2366, byte miss ratio 0.2366
cdn1_allcolo.ns274 S3FIFO-0.8500-1.9000 cache size     1632, 3168264 req, miss ratio 0.2015, byte miss ratio 0.2015
cdn1_allcolo.ns274 S3FIFO-0.8500-1.9000 cache size     5440, 3168264 req, miss ratio 0.1845, byte miss ratio 0.1845
cdn1_allcolo.ns274 S3FIFO-0.8500-1.9000 cache size    16322, 3168264 req, miss ratio 0.1778, byte miss ratio 0.1778
cdn1_allcolo.ns274 S3FIFO-0.8500-1.9000 cache size    54408, 3168264 req, miss ratio 0.1739, byte miss ratio 0.1739
cdn1_allcolo.ns274 S3FIFO-0.8500-1.9000 cache size   108816, 3168264 req, miss ratio 0.1727, byte miss ratio 0.1727
cdn1_allcolo.ns274 S3FIFO-0.8500-1.9000 cache size   217632, 3168264 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns274 S3FIFO-0.8500-1.9000 cache size   435264, 3168264 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns274 S3FIFO-0.0010-0.9000 cache size      544, 3168264 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns274 S3FIFO-0.0010-0.9000 cache size     1632, 3168264 req, miss ratio 0.2127, byte miss ratio 0.2127
cdn1_allcolo.ns274 S3FIFO-0.0010-0.9000 cache size     5440, 3168264 req, miss ratio 0.1915, byte miss ratio 0.1915
cdn1_allcolo.ns274 S3FIFO-0.0010-0.9000 cache size    16322, 3168264 req, miss ratio 0.1854, byte miss ratio 0.1854
cdn1_allcolo.ns274 S3FIFO-0.0010-0.9000 cache size    54408, 3168264 req, miss ratio 0.1809, byte miss ratio 0.1809
cdn1_allcolo.ns274 S3FIFO-0.0010-0.9000 cache size   108816, 3168264 req, miss ratio 0.1779, byte miss ratio 0.1779
cdn1_allcolo.ns274 S3FIFO-0.0010-0.9000 cache size   217632, 3168264 req, miss ratio 0.1732, byte miss ratio 0.1732
cdn1_allcolo.ns274 S3FIFO-0.0010-0.9000 cache size   435264, 3168264 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns274 S3FIFO-0.3000-0.9000 cache size      544, 3168264 req, miss ratio 0.2180, byte miss ratio 0.2180
cdn1_allcolo.ns274 S3FIFO-0.3000-0.9000 cache size     1632, 3168264 req, miss ratio 0.1918, byte miss ratio 0.1918
cdn1_allcolo.ns274 S3FIFO-0.3000-0.9000 cache size     5440, 3168264 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_allcolo.ns274 S3FIFO-0.3000-0.9000 cache size    16322, 3168264 req, miss ratio 0.1756, byte miss ratio 0.1756
cdn1_allcolo.ns274 S3FIFO-0.3000-0.9000 cache size    54408, 3168264 req, miss ratio 0.1731, byte miss ratio 0.1731
cdn1_allcolo.ns274 S3FIFO-0.3000-0.9000 cache size   108816, 3168264 req, miss ratio 0.1724, byte miss ratio 0.1724
cdn1_allcolo.ns274 S3FIFO-0.3000-0.9000 cache size   217632, 3168264 req, miss ratio 0.1719, byte miss ratio 0.1719
cdn1_allcolo.ns274 S3FIFO-0.3000-0.9000 cache size   435264, 3168264 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns274 S3FIFO-0.7000-0.9000 cache size      544, 3168264 req, miss ratio 0.2311, byte miss ratio 0.2311
cdn1_allcolo.ns274 S3FIFO-0.7000-0.9000 cache size     1632, 3168264 req, miss ratio 0.1958, byte miss ratio 0.1958
cdn1_allcolo.ns274 S3FIFO-0.7000-0.9000 cache size     5440, 3168264 req, miss ratio 0.1822, byte miss ratio 0.1822
cdn1_allcolo.ns274 S3FIFO-0.7000-0.9000 cache size    16322, 3168264 req, miss ratio 0.1765, byte miss ratio 0.1765
cdn1_allcolo.ns274 S3FIFO-0.7000-0.9000 cache size    54408, 3168264 req, miss ratio 0.1734, byte miss ratio 0.1734
cdn1_allcolo.ns274 S3FIFO-0.7000-0.9000 cache size   108816, 3168264 req, miss ratio 0.1724, byte miss ratio 0.1724
cdn1_allcolo.ns274 S3FIFO-0.7000-0.9000 cache size   217632, 3168264 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns274 S3FIFO-0.7000-0.9000 cache size   435264, 3168264 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns274 S3FIFO-0.9500-1.9000 cache size      544, 3168264 req, miss ratio 0.2420, byte miss ratio 0.2420
cdn1_allcolo.ns274 S3FIFO-0.9500-1.9000 cache size     1632, 3168264 req, miss ratio 0.2070, byte miss ratio 0.2070
cdn1_allcolo.ns274 S3FIFO-0.9500-1.9000 cache size     5440, 3168264 req, miss ratio 0.1878, byte miss ratio 0.1878
cdn1_allcolo.ns274 S3FIFO-0.9500-1.9000 cache size    16322, 3168264 req, miss ratio 0.1794, byte miss ratio 0.1794
cdn1_allcolo.ns274 S3FIFO-0.9500-1.9000 cache size    54408, 3168264 req, miss ratio 0.1747, byte miss ratio 0.1747
cdn1_allcolo.ns274 S3FIFO-0.9500-1.9000 cache size   108816, 3168264 req, miss ratio 0.1731, byte miss ratio 0.1731
cdn1_allcolo.ns274 S3FIFO-0.9500-1.9000 cache size   217632, 3168264 req, miss ratio 0.1723, byte miss ratio 0.1723
cdn1_allcolo.ns274 S3FIFO-0.9500-1.9000 cache size   435264, 3168264 req, miss ratio 0.1718, byte miss ratio 0.1718
cdn1_allcolo.ns274 S3FIFO-0.3500-0.9000 cache size      544, 3168264 req, miss ratio 0.2193, byte miss ratio 0.2193
cdn1_allcolo.ns274 S3FIFO-0.3500-0.9000 cache size     1632, 3168264 req, miss ratio 0.1916, byte miss ratio 0.1916
cdn1_allcolo.ns274 S3FIFO-0.3500-0.9000 cache size     5440, 3168264 req, miss ratio 0.1803, byte miss ratio 0.1803
cdn1_allcolo.ns274 S3FIFO-0.3500-0.9000 cache size    16322, 3168264 req, miss ratio 0.1756, byte miss ratio 0.1756
cdn1_allcolo.ns274 S3FIFO-0.3500-0.9000 cache size    54408, 3168264 req, miss ratio 0.1731, byte miss ratio 0.1731
cdn1_allcolo.ns274 S3FIFO-0.3500-0.9000 cache size   108816, 3168264 req, miss ratio 0.1723, byte miss ratio 0.1723
cdn1_allcolo.ns274 S3FIFO-0.3500-0.9000 cache size   217632, 3168264 req, miss ratio 0.1719, byte miss ratio 0.1719
cdn1_allcolo.ns274 S3FIFO-0.3500-0.9000 cache size   435264, 3168264 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns274 S3FIFO-0.0250-0.9000 cache size      544, 3168264 req, miss ratio 0.2160, byte miss ratio 0.2160
cdn1_allcolo.ns274 S3FIFO-0.0250-0.9000 cache size     1632, 3168264 req, miss ratio 0.1976, byte miss ratio 0.1976
cdn1_allcolo.ns274 S3FIFO-0.0250-0.9000 cache size     5440, 3168264 req, miss ratio 0.1881, byte miss ratio 0.1881
cdn1_allcolo.ns274 S3FIFO-0.0250-0.9000 cache size    16322, 3168264 req, miss ratio 0.1789, byte miss ratio 0.1789
cdn1_allcolo.ns274 S3FIFO-0.0250-0.9000 cache size    54408, 3168264 req, miss ratio 0.1741, byte miss ratio 0.1741
cdn1_allcolo.ns274 S3FIFO-0.0250-0.9000 cache size   108816, 3168264 req, miss ratio 0.1730, byte miss ratio 0.1730
cdn1_allcolo.ns274 S3FIFO-0.0250-0.9000 cache size   217632, 3168264 req, miss ratio 0.1721, byte miss ratio 0.1721
cdn1_allcolo.ns274 S3FIFO-0.0250-0.9000 cache size   435264, 3168264 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns274 S3FIFO-0.9000-0.9000 cache size      544, 3168264 req, miss ratio 0.2388, byte miss ratio 0.2388
