cdn1_allcolo.ns814 S3FIFO-0.0050-1.9000 cache size        5, 1109917 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns814 S3FIFO-0.0050-1.9000 cache size       15, 1109917 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns814 S3FIFO-0.0050-1.9000 cache size       52, 1109917 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns814 S3FIFO-0.0050-1.9000 cache size      158, 1109917 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns814 S3FIFO-0.0050-1.9000 cache size      527, 1109917 req, miss ratio 0.0780, byte miss ratio 0.0780
cdn1_allcolo.ns814 S3FIFO-0.0050-1.9000 cache size     1055, 1109917 req, miss ratio 0.0425, byte miss ratio 0.0425
cdn1_allcolo.ns814 S3FIFO-0.0050-1.9000 cache size     2110, 1109917 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_allcolo.ns814 S3FIFO-0.0050-1.9000 cache size     4220, 1109917 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns814 S3FIFO-0.3000-0.9000 cache size        5, 1109917 req, miss ratio 0.4756, byte miss ratio 0.4756
cdn1_allcolo.ns814 S3FIFO-0.3000-0.9000 cache size       15, 1109917 req, miss ratio 0.3767, byte miss ratio 0.3767
cdn1_allcolo.ns814 S3FIFO-0.3000-0.9000 cache size       52, 1109917 req, miss ratio 0.2640, byte miss ratio 0.2640
cdn1_allcolo.ns814 S3FIFO-0.3000-0.9000 cache size      158, 1109917 req, miss ratio 0.1696, byte miss ratio 0.1696
cdn1_allcolo.ns814 S3FIFO-0.3000-0.9000 cache size      527, 1109917 req, miss ratio 0.0853, byte miss ratio 0.0853
cdn1_allcolo.ns814 S3FIFO-0.3000-0.9000 cache size     1055, 1109917 req, miss ratio 0.0470, byte miss ratio 0.0470
cdn1_allcolo.ns814 S3FIFO-0.3000-0.9000 cache size     2110, 1109917 req, miss ratio 0.0189, byte miss ratio 0.0189
