cdn1_colo28.ns42936 S3FIFO-0.2500-0.9000 cache size        9, 1084701 req, miss ratio 0.9138, byte miss ratio 0.9138
cdn1_colo28.ns42936 S3FIFO-0.2500-0.9000 cache size       32, 1084701 req, miss ratio 0.6994, byte miss ratio 0.6994
cdn1_colo28.ns42936 S3FIFO-0.2500-0.9000 cache size       96, 1084701 req, miss ratio 0.5245, byte miss ratio 0.5245
cdn1_colo28.ns42936 S3FIFO-0.2500-0.9000 cache size      322, 1084701 req, miss ratio 0.0138, byte miss ratio 0.0138
cdn1_colo28.ns42936 S3FIFO-0.2500-0.9000 cache size      645, 1084701 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns42936 S3FIFO-0.2500-0.9000 cache size     1291, 1084701 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns42936 S3FIFO-0.2500-0.9000 cache size     2583, 1084701 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns42936 S3FIFO-0.8500-1.9000 cache size        9, 1084701 req, miss ratio 0.9584, byte miss ratio 0.9584
cdn1_colo28.ns42936 S3FIFO-0.8500-1.9000 cache size       32, 1084701 req, miss ratio 0.8496, byte miss ratio 0.8496
cdn1_colo28.ns42936 S3FIFO-0.8500-1.9000 cache size       96, 1084701 req, miss ratio 0.5137, byte miss ratio 0.5137
cdn1_colo28.ns42936 S3FIFO-0.8500-1.9000 cache size      322, 1084701 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_colo28.ns42936 S3FIFO-0.8500-1.9000 cache size      645, 1084701 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_colo28.ns42936 S3FIFO-0.8500-1.9000 cache size     1291, 1084701 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_colo28.ns42936 S3FIFO-0.8500-1.9000 cache size     2583, 1084701 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns42936 S3FIFO-0.2000-0.9000 cache size        9, 1084701 req, miss ratio 0.9033, byte miss ratio 0.9033
cdn1_colo28.ns42936 S3FIFO-0.2000-0.9000 cache size       32, 1084701 req, miss ratio 0.6848, byte miss ratio 0.6848
cdn1_colo28.ns42936 S3FIFO-0.2000-0.9000 cache size       96, 1084701 req, miss ratio 0.5095, byte miss ratio 0.5095
cdn1_colo28.ns42936 S3FIFO-0.2000-0.9000 cache size      322, 1084701 req, miss ratio 0.0137, byte miss ratio 0.0137
cdn1_colo28.ns42936 S3FIFO-0.2000-0.9000 cache size      645, 1084701 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns42936 S3FIFO-0.2000-0.9000 cache size     1291, 1084701 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns42936 S3FIFO-0.2000-0.9000 cache size     2583, 1084701 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns42936 S3FIFO-0.3500-1.9000 cache size        9, 1084701 req, miss ratio 0.9293, byte miss ratio 0.9293
cdn1_colo28.ns42936 S3FIFO-0.3500-1.9000 cache size       32, 1084701 req, miss ratio 0.7380, byte miss ratio 0.7380
cdn1_colo28.ns42936 S3FIFO-0.3500-1.9000 cache size       96, 1084701 req, miss ratio 0.5491, byte miss ratio 0.5491
cdn1_colo28.ns42936 S3FIFO-0.3500-1.9000 cache size      322, 1084701 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_colo28.ns42936 S3FIFO-0.3500-1.9000 cache size      645, 1084701 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_colo28.ns42936 S3FIFO-0.3500-1.9000 cache size     1291, 1084701 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns42936 S3FIFO-0.3500-1.9000 cache size     2583, 1084701 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns42936 S3FIFO-0.1500-0.9000 cache size        9, 1084701 req, miss ratio 0.9033, byte miss ratio 0.9033
cdn1_colo28.ns42936 S3FIFO-0.1500-0.9000 cache size       32, 1084701 req, miss ratio 0.6707, byte miss ratio 0.6707
cdn1_colo28.ns42936 S3FIFO-0.1500-0.9000 cache size       96, 1084701 req, miss ratio 0.4883, byte miss ratio 0.4883
