tencentBlock.ns1344 S3FIFO-0.3000-1.9000 cache size       48, 72530535 req, miss ratio 0.2860, byte miss ratio 0.2860
tencentBlock.ns1344 S3FIFO-0.3000-1.9000 cache size      145, 72530535 req, miss ratio 0.1517, byte miss ratio 0.1517
tencentBlock.ns1344 S3FIFO-0.3000-1.9000 cache size      484, 72530535 req, miss ratio 0.0393, byte miss ratio 0.0393
tencentBlock.ns1344 S3FIFO-0.3000-1.9000 cache size     1452, 72530535 req, miss ratio 0.0229, byte miss ratio 0.0229
tencentBlock.ns1344 S3FIFO-0.3000-1.9000 cache size     4840, 72530535 req, miss ratio 0.0055, byte miss ratio 0.0055
tencentBlock.ns1344 S3FIFO-0.3000-1.9000 cache size     9680, 72530535 req, miss ratio 0.0038, byte miss ratio 0.0038
tencentBlock.ns1344 S3FIFO-0.3000-1.9000 cache size    19361, 72530535 req, miss ratio 0.0025, byte miss ratio 0.0025
tencentBlock.ns1344 S3FIFO-0.3000-1.9000 cache size    38723, 72530535 req, miss ratio 0.0009, byte miss ratio 0.0009
tencentBlock.ns1344 S3FIFO-0.5500-1.9000 cache size       48, 72530535 req, miss ratio 0.3148, byte miss ratio 0.3148
tencentBlock.ns1344 S3FIFO-0.5500-1.9000 cache size      145, 72530535 req, miss ratio 0.1611, byte miss ratio 0.1611
tencentBlock.ns1344 S3FIFO-0.5500-1.9000 cache size      484, 72530535 req, miss ratio 0.0439, byte miss ratio 0.0439
tencentBlock.ns1344 S3FIFO-0.5500-1.9000 cache size     1452, 72530535 req, miss ratio 0.0238, byte miss ratio 0.0238
tencentBlock.ns1344 S3FIFO-0.5500-1.9000 cache size     4840, 72530535 req, miss ratio 0.0063, byte miss ratio 0.0063
tencentBlock.ns1344 S3FIFO-0.5500-1.9000 cache size     9680, 72530535 req, miss ratio 0.0041, byte miss ratio 0.0041
tencentBlock.ns1344 S3FIFO-0.5500-1.9000 cache size    19361, 72530535 req, miss ratio 0.0027, byte miss ratio 0.0027
tencentBlock.ns1344 S3FIFO-0.5500-1.9000 cache size    38723, 72530535 req, miss ratio 0.0010, byte miss ratio 0.0010
