cdn1_allcolo.ns1745 S3FIFO-0.7000-1.9000 cache size        6, 2264804 req, miss ratio 0.2642, byte miss ratio 0.2642
cdn1_allcolo.ns1745 S3FIFO-0.7000-1.9000 cache size       20, 2264804 req, miss ratio 0.1450, byte miss ratio 0.1450
cdn1_allcolo.ns1745 S3FIFO-0.7000-1.9000 cache size       61, 2264804 req, miss ratio 0.0575, byte miss ratio 0.0575
cdn1_allcolo.ns1745 S3FIFO-0.7000-1.9000 cache size      206, 2264804 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_allcolo.ns1745 S3FIFO-0.7000-1.9000 cache size      412, 2264804 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns1745 S3FIFO-0.7000-1.9000 cache size      825, 2264804 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns1745 S3FIFO-0.7000-1.9000 cache size     1651, 2264804 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns1745 S3FIFO-0.6000-0.9000 cache size        6, 2264804 req, miss ratio 0.2299, byte miss ratio 0.2299
cdn1_allcolo.ns1745 S3FIFO-0.6000-0.9000 cache size       20, 2264804 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_allcolo.ns1745 S3FIFO-0.6000-0.9000 cache size       61, 2264804 req, miss ratio 0.0545, byte miss ratio 0.0545
cdn1_allcolo.ns1745 S3FIFO-0.6000-0.9000 cache size      206, 2264804 req, miss ratio 0.0159, byte miss ratio 0.0159
cdn1_allcolo.ns1745 S3FIFO-0.6000-0.9000 cache size      412, 2264804 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns1745 S3FIFO-0.6000-0.9000 cache size      825, 2264804 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns1745 S3FIFO-0.6000-0.9000 cache size     1651, 2264804 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns1745 S3FIFO-0.5500-0.9000 cache size        6, 2264804 req, miss ratio 0.2299, byte miss ratio 0.2299
cdn1_allcolo.ns1745 S3FIFO-0.5500-0.9000 cache size       20, 2264804 req, miss ratio 0.1371, byte miss ratio 0.1371
cdn1_allcolo.ns1745 S3FIFO-0.5500-0.9000 cache size       61, 2264804 req, miss ratio 0.0529, byte miss ratio 0.0529
cdn1_allcolo.ns1745 S3FIFO-0.5500-0.9000 cache size      206, 2264804 req, miss ratio 0.0155, byte miss ratio 0.0155
cdn1_allcolo.ns1745 S3FIFO-0.5500-0.9000 cache size      412, 2264804 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns1745 S3FIFO-0.5500-0.9000 cache size      825, 2264804 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns1745 S3FIFO-0.5500-0.9000 cache size     1651, 2264804 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns1745 S3FIFO-0.8000-1.9000 cache size        6, 2264804 req, miss ratio 0.2642, byte miss ratio 0.2642
cdn1_allcolo.ns1745 S3FIFO-0.8000-1.9000 cache size       20, 2264804 req, miss ratio 0.1492, byte miss ratio 0.1492
cdn1_allcolo.ns1745 S3FIFO-0.8000-1.9000 cache size       61, 2264804 req, miss ratio 0.0610, byte miss ratio 0.0610
cdn1_allcolo.ns1745 S3FIFO-0.8000-1.9000 cache size      206, 2264804 req, miss ratio 0.0174, byte miss ratio 0.0174
cdn1_allcolo.ns1745 S3FIFO-0.8000-1.9000 cache size      412, 2264804 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns1745 S3FIFO-0.8000-1.9000 cache size      825, 2264804 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns1745 S3FIFO-0.8000-1.9000 cache size     1651, 2264804 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1745 S3FIFO-0.1000-1.9000 cache size        6, 2264804 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1745 S3FIFO-0.1000-1.9000 cache size       20, 2264804 req, miss ratio 0.1138, byte miss ratio 0.1138
cdn1_allcolo.ns1745 S3FIFO-0.1000-1.9000 cache size       61, 2264804 req, miss ratio 0.0412, byte miss ratio 0.0412
cdn1_allcolo.ns1745 S3FIFO-0.1000-1.9000 cache size      206, 2264804 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_allcolo.ns1745 S3FIFO-0.1000-1.9000 cache size      412, 2264804 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns1745 S3FIFO-0.1000-1.9000 cache size      825, 2264804 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns1745 S3FIFO-0.1000-1.9000 cache size     1651, 2264804 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1745 S3FIFO-0.9000-0.9000 cache size        6, 2264804 req, miss ratio 0.2873, byte miss ratio 0.2873
cdn1_allcolo.ns1745 S3FIFO-0.9000-0.9000 cache size       20, 2264804 req, miss ratio 0.1601, byte miss ratio 0.1601
cdn1_allcolo.ns1745 S3FIFO-0.9000-0.9000 cache size       61, 2264804 req, miss ratio 0.0660, byte miss ratio 0.0660
cdn1_allcolo.ns1745 S3FIFO-0.9000-0.9000 cache size      206, 2264804 req, miss ratio 0.0193, byte miss ratio 0.0193
cdn1_allcolo.ns1745 S3FIFO-0.9000-0.9000 cache size      412, 2264804 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns1745 S3FIFO-0.9000-0.9000 cache size      825, 2264804 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns1745 S3FIFO-0.9000-0.9000 cache size     1651, 2264804 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1745 S3FIFO-0.3000-1.9000 cache size        6, 2264804 req, miss ratio 0.2133, byte miss ratio 0.2133
cdn1_allcolo.ns1745 S3FIFO-0.3000-1.9000 cache size       20, 2264804 req, miss ratio 0.1255, byte miss ratio 0.1255
cdn1_allcolo.ns1745 S3FIFO-0.3000-1.9000 cache size       61, 2264804 req, miss ratio 0.0459, byte miss ratio 0.0459
cdn1_allcolo.ns1745 S3FIFO-0.3000-1.9000 cache size      206, 2264804 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_allcolo.ns1745 S3FIFO-0.3000-1.9000 cache size      412, 2264804 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns1745 S3FIFO-0.3000-1.9000 cache size      825, 2264804 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns1745 S3FIFO-0.3000-1.9000 cache size     1651, 2264804 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1745 S3FIFO-0.5000-1.9000 cache size        6, 2264804 req, miss ratio 0.2334, byte miss ratio 0.2334
cdn1_allcolo.ns1745 S3FIFO-0.5000-1.9000 cache size       20, 2264804 req, miss ratio 0.1360, byte miss ratio 0.1360
cdn1_allcolo.ns1745 S3FIFO-0.5000-1.9000 cache size       61, 2264804 req, miss ratio 0.0512, byte miss ratio 0.0512
cdn1_allcolo.ns1745 S3FIFO-0.5000-1.9000 cache size      206, 2264804 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_allcolo.ns1745 S3FIFO-0.5000-1.9000 cache size      412, 2264804 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_allcolo.ns1745 S3FIFO-0.5000-1.9000 cache size      825, 2264804 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1745 S3FIFO-0.5000-1.9000 cache size     1651, 2264804 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns1745 S3FIFO-0.0100-1.9000 cache size        6, 2264804 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1745 S3FIFO-0.0100-1.9000 cache size       20, 2264804 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1745 S3FIFO-0.0100-1.9000 cache size       61, 2264804 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1745 S3FIFO-0.0100-1.9000 cache size      206, 2264804 req, miss ratio 0.0116, byte miss ratio 0.0116
cdn1_allcolo.ns1745 S3FIFO-0.0100-1.9000 cache size      412, 2264804 req, miss ratio 0.0050, byte miss ratio 0.0050
