cdn1_colo28.ns1762 S3FIFO-0.6000-0.9000 cache size        6, 6636122 req, miss ratio 0.9229, byte miss ratio 0.9229
cdn1_colo28.ns1762 S3FIFO-0.6000-0.9000 cache size       22, 6636122 req, miss ratio 0.8487, byte miss ratio 0.8487
cdn1_colo28.ns1762 S3FIFO-0.6000-0.9000 cache size       67, 6636122 req, miss ratio 0.7222, byte miss ratio 0.7222
cdn1_colo28.ns1762 S3FIFO-0.6000-0.9000 cache size      226, 6636122 req, miss ratio 0.1257, byte miss ratio 0.1257
cdn1_colo28.ns1762 S3FIFO-0.6000-0.9000 cache size      452, 6636122 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_colo28.ns1762 S3FIFO-0.6000-0.9000 cache size      905, 6636122 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1762 S3FIFO-0.6000-0.9000 cache size     1810, 6636122 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns1762 S3FIFO-0.0010-0.9000 cache size        6, 6636122 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1762 S3FIFO-0.0010-0.9000 cache size       22, 6636122 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1762 S3FIFO-0.0010-0.9000 cache size       67, 6636122 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1762 S3FIFO-0.0010-0.9000 cache size      226, 6636122 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1762 S3FIFO-0.0010-0.9000 cache size      452, 6636122 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1762 S3FIFO-0.0010-0.9000 cache size      905, 6636122 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1762 S3FIFO-0.0010-0.9000 cache size     1810, 6636122 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns1762 S3FIFO-0.4000-1.9000 cache size        6, 6636122 req, miss ratio 0.9165, byte miss ratio 0.9165
cdn1_colo28.ns1762 S3FIFO-0.4000-1.9000 cache size       22, 6636122 req, miss ratio 0.8359, byte miss ratio 0.8359
