io_traces.ns759 S3FIFO-0.5000-1.9000 cache size     6014, 13800000 req, miss ratio 0.9544, byte miss ratio 0.9544
io_traces.ns759 S3FIFO-0.5000-1.9000 cache size    18042, 13800000 req, miss ratio 0.9429, byte miss ratio 0.9429
io_traces.ns759 S3FIFO-0.5000-1.9000 cache size    60140, 13800000 req, miss ratio 0.8908, byte miss ratio 0.8908
io_traces.ns759 S3FIFO-0.5000-1.9000 cache size   180422, 13800000 req, miss ratio 0.7586, byte miss ratio 0.7586
io_traces.ns759 S3FIFO-0.5000-1.9000 cache size   601408, 13800000 req, miss ratio 0.5598, byte miss ratio 0.5598
io_traces.ns759 S3FIFO-0.5000-1.9000 cache size  1202816, 13800000 req, miss ratio 0.4971, byte miss ratio 0.4971
io_traces.ns759 S3FIFO-0.5000-1.9000 cache size  2405633, 13800000 req, miss ratio 0.4636, byte miss ratio 0.4636
io_traces.ns759 S3FIFO-0.5000-1.9000 cache size  4811266, 13800000 req, miss ratio 0.4386, byte miss ratio 0.4386
io_traces.ns759 S3FIFO-0.7000-0.9000 cache size     6014, 13800000 req, miss ratio 0.9575, byte miss ratio 0.9575
io_traces.ns759 S3FIFO-0.7000-0.9000 cache size    18042, 13800000 req, miss ratio 0.9468, byte miss ratio 0.9468
io_traces.ns759 S3FIFO-0.7000-0.9000 cache size    60140, 13800000 req, miss ratio 0.9157, byte miss ratio 0.9157
io_traces.ns759 S3FIFO-0.7000-0.9000 cache size   180422, 13800000 req, miss ratio 0.8181, byte miss ratio 0.8181
io_traces.ns759 S3FIFO-0.7000-0.9000 cache size   601408, 13800000 req, miss ratio 0.5956, byte miss ratio 0.5956
io_traces.ns759 S3FIFO-0.7000-0.9000 cache size  1202816, 13800000 req, miss ratio 0.5140, byte miss ratio 0.5140
io_traces.ns759 S3FIFO-0.7000-0.9000 cache size  2405633, 13800000 req, miss ratio 0.4665, byte miss ratio 0.4665
io_traces.ns759 S3FIFO-0.7000-0.9000 cache size  4811266, 13800000 req, miss ratio 0.4386, byte miss ratio 0.4386
io_traces.ns759 S3FIFO-0.3500-1.9000 cache size     6014, 13800000 req, miss ratio 0.9539, byte miss ratio 0.9539
io_traces.ns759 S3FIFO-0.3500-1.9000 cache size    18042, 13800000 req, miss ratio 0.9428, byte miss ratio 0.9428
io_traces.ns759 S3FIFO-0.3500-1.9000 cache size    60140, 13800000 req, miss ratio 0.8681, byte miss ratio 0.8681
io_traces.ns759 S3FIFO-0.3500-1.9000 cache size   180422, 13800000 req, miss ratio 0.7195, byte miss ratio 0.7195
io_traces.ns759 S3FIFO-0.3500-1.9000 cache size   601408, 13800000 req, miss ratio 0.5392, byte miss ratio 0.5392
io_traces.ns759 S3FIFO-0.3500-1.9000 cache size  1202816, 13800000 req, miss ratio 0.4925, byte miss ratio 0.4925
io_traces.ns759 S3FIFO-0.3500-1.9000 cache size  2405633, 13800000 req, miss ratio 0.4635, byte miss ratio 0.4635
io_traces.ns759 S3FIFO-0.3500-1.9000 cache size  4811266, 13800000 req, miss ratio 0.4386, byte miss ratio 0.4386
io_traces.ns759 S3FIFO-0.2500-0.9000 cache size     6014, 13800000 req, miss ratio 0.9537, byte miss ratio 0.9537
io_traces.ns759 S3FIFO-0.2500-0.9000 cache size    18042, 13800000 req, miss ratio 0.9470, byte miss ratio 0.9470
io_traces.ns759 S3FIFO-0.2500-0.9000 cache size    60140, 13800000 req, miss ratio 0.8753, byte miss ratio 0.8753
io_traces.ns759 S3FIFO-0.2500-0.9000 cache size   180422, 13800000 req, miss ratio 0.6916, byte miss ratio 0.6916
io_traces.ns759 S3FIFO-0.2500-0.9000 cache size   601408, 13800000 req, miss ratio 0.5306, byte miss ratio 0.5306
io_traces.ns759 S3FIFO-0.2500-0.9000 cache size  1202816, 13800000 req, miss ratio 0.4918, byte miss ratio 0.4918
io_traces.ns759 S3FIFO-0.2500-0.9000 cache size  2405633, 13800000 req, miss ratio 0.4635, byte miss ratio 0.4635
io_traces.ns759 S3FIFO-0.2500-0.9000 cache size  4811266, 13800000 req, miss ratio 0.4386, byte miss ratio 0.4386
io_traces.ns759 S3FIFO-0.1500-0.9000 cache size     6014, 13800000 req, miss ratio 0.9536, byte miss ratio 0.9536
io_traces.ns759 S3FIFO-0.1500-0.9000 cache size    18042, 13800000 req, miss ratio 0.9470, byte miss ratio 0.9470
io_traces.ns759 S3FIFO-0.1500-0.9000 cache size    60140, 13800000 req, miss ratio 0.8751, byte miss ratio 0.8751
