tencentBlock.ns5310 S3FIFO-0.5000-0.9000 cache size       82, 2209201 req, miss ratio 0.3253, byte miss ratio 0.3253
tencentBlock.ns5310 S3FIFO-0.5000-0.9000 cache size      247, 2209201 req, miss ratio 0.2081, byte miss ratio 0.2081
tencentBlock.ns5310 S3FIFO-0.5000-0.9000 cache size      823, 2209201 req, miss ratio 0.1573, byte miss ratio 0.1573
tencentBlock.ns5310 S3FIFO-0.5000-0.9000 cache size     2471, 2209201 req, miss ratio 0.1147, byte miss ratio 0.1147
tencentBlock.ns5310 S3FIFO-0.5000-0.9000 cache size     8239, 2209201 req, miss ratio 0.0816, byte miss ratio 0.0816
tencentBlock.ns5310 S3FIFO-0.5000-0.9000 cache size    16479, 2209201 req, miss ratio 0.0690, byte miss ratio 0.0690
tencentBlock.ns5310 S3FIFO-0.5000-0.9000 cache size    32958, 2209201 req, miss ratio 0.0490, byte miss ratio 0.0490
tencentBlock.ns5310 S3FIFO-0.5000-0.9000 cache size    65916, 2209201 req, miss ratio 0.0379, byte miss ratio 0.0379
tencentBlock.ns5310 S3FIFO-0.9000-0.9000 cache size       82, 2209201 req, miss ratio 0.3960, byte miss ratio 0.3960
tencentBlock.ns5310 S3FIFO-0.9000-0.9000 cache size      247, 2209201 req, miss ratio 0.2469, byte miss ratio 0.2469
tencentBlock.ns5310 S3FIFO-0.9000-0.9000 cache size      823, 2209201 req, miss ratio 0.1797, byte miss ratio 0.1797
tencentBlock.ns5310 S3FIFO-0.9000-0.9000 cache size     2471, 2209201 req, miss ratio 0.1310, byte miss ratio 0.1310
tencentBlock.ns5310 S3FIFO-0.9000-0.9000 cache size     8239, 2209201 req, miss ratio 0.0910, byte miss ratio 0.0910
tencentBlock.ns5310 S3FIFO-0.9000-0.9000 cache size    16479, 2209201 req, miss ratio 0.0735, byte miss ratio 0.0735
tencentBlock.ns5310 S3FIFO-0.9000-0.9000 cache size    32958, 2209201 req, miss ratio 0.0529, byte miss ratio 0.0529
tencentBlock.ns5310 S3FIFO-0.9000-0.9000 cache size    65916, 2209201 req, miss ratio 0.0401, byte miss ratio 0.0401
tencentBlock.ns5310 S3FIFO-0.4000-0.9000 cache size       82, 2209201 req, miss ratio 0.2988, byte miss ratio 0.2988
tencentBlock.ns5310 S3FIFO-0.4000-0.9000 cache size      247, 2209201 req, miss ratio 0.2049, byte miss ratio 0.2049
tencentBlock.ns5310 S3FIFO-0.4000-0.9000 cache size      823, 2209201 req, miss ratio 0.1470, byte miss ratio 0.1470
tencentBlock.ns5310 S3FIFO-0.4000-0.9000 cache size     2471, 2209201 req, miss ratio 0.1117, byte miss ratio 0.1117
tencentBlock.ns5310 S3FIFO-0.4000-0.9000 cache size     8239, 2209201 req, miss ratio 0.0802, byte miss ratio 0.0802
tencentBlock.ns5310 S3FIFO-0.4000-0.9000 cache size    16479, 2209201 req, miss ratio 0.0685, byte miss ratio 0.0685
tencentBlock.ns5310 S3FIFO-0.4000-0.9000 cache size    32958, 2209201 req, miss ratio 0.0479, byte miss ratio 0.0479
tencentBlock.ns5310 S3FIFO-0.4000-0.9000 cache size    65916, 2209201 req, miss ratio 0.0376, byte miss ratio 0.0376
tencentBlock.ns5310 S3FIFO-0.5000-1.9000 cache size       82, 2209201 req, miss ratio 0.3265, byte miss ratio 0.3265
tencentBlock.ns5310 S3FIFO-0.5000-1.9000 cache size      247, 2209201 req, miss ratio 0.2107, byte miss ratio 0.2107
tencentBlock.ns5310 S3FIFO-0.5000-1.9000 cache size      823, 2209201 req, miss ratio 0.1620, byte miss ratio 0.1620
tencentBlock.ns5310 S3FIFO-0.5000-1.9000 cache size     2471, 2209201 req, miss ratio 0.1153, byte miss ratio 0.1153
tencentBlock.ns5310 S3FIFO-0.5000-1.9000 cache size     8239, 2209201 req, miss ratio 0.0817, byte miss ratio 0.0817
tencentBlock.ns5310 S3FIFO-0.5000-1.9000 cache size    16479, 2209201 req, miss ratio 0.0691, byte miss ratio 0.0691
tencentBlock.ns5310 S3FIFO-0.5000-1.9000 cache size    32958, 2209201 req, miss ratio 0.0490, byte miss ratio 0.0490
tencentBlock.ns5310 S3FIFO-0.5000-1.9000 cache size    65916, 2209201 req, miss ratio 0.0379, byte miss ratio 0.0379
tencentBlock.ns5310 S3FIFO-0.4500-0.9000 cache size       82, 2209201 req, miss ratio 0.3129, byte miss ratio 0.3129
tencentBlock.ns5310 S3FIFO-0.4500-0.9000 cache size      247, 2209201 req, miss ratio 0.2065, byte miss ratio 0.2065
tencentBlock.ns5310 S3FIFO-0.4500-0.9000 cache size      823, 2209201 req, miss ratio 0.1527, byte miss ratio 0.1527
tencentBlock.ns5310 S3FIFO-0.4500-0.9000 cache size     2471, 2209201 req, miss ratio 0.1133, byte miss ratio 0.1133
tencentBlock.ns5310 S3FIFO-0.4500-0.9000 cache size     8239, 2209201 req, miss ratio 0.0810, byte miss ratio 0.0810
tencentBlock.ns5310 S3FIFO-0.4500-0.9000 cache size    16479, 2209201 req, miss ratio 0.0689, byte miss ratio 0.0689
tencentBlock.ns5310 S3FIFO-0.4500-0.9000 cache size    32958, 2209201 req, miss ratio 0.0485, byte miss ratio 0.0485
tencentBlock.ns5310 S3FIFO-0.4500-0.9000 cache size    65916, 2209201 req, miss ratio 0.0377, byte miss ratio 0.0377
tencentBlock.ns5310 S3FIFO-0.6500-0.9000 cache size       82, 2209201 req, miss ratio 0.3495, byte miss ratio 0.3495
tencentBlock.ns5310 S3FIFO-0.6500-0.9000 cache size      247, 2209201 req, miss ratio 0.2171, byte miss ratio 0.2171
tencentBlock.ns5310 S3FIFO-0.6500-0.9000 cache size      823, 2209201 req, miss ratio 0.1722, byte miss ratio 0.1722
tencentBlock.ns5310 S3FIFO-0.6500-0.9000 cache size     2471, 2209201 req, miss ratio 0.1182, byte miss ratio 0.1182
tencentBlock.ns5310 S3FIFO-0.6500-0.9000 cache size     8239, 2209201 req, miss ratio 0.0818, byte miss ratio 0.0818
tencentBlock.ns5310 S3FIFO-0.6500-0.9000 cache size    16479, 2209201 req, miss ratio 0.0698, byte miss ratio 0.0698
tencentBlock.ns5310 S3FIFO-0.6500-0.9000 cache size    32958, 2209201 req, miss ratio 0.0507, byte miss ratio 0.0507
