tencentBlock.ns12973 S3FIFO-0.0250-1.9000 cache size     2911, 49690216 req, miss ratio 0.7705, byte miss ratio 0.7705
tencentBlock.ns12973 S3FIFO-0.0250-1.9000 cache size     8734, 49690216 req, miss ratio 0.6692, byte miss ratio 0.6692
tencentBlock.ns12973 S3FIFO-0.0250-1.9000 cache size    29115, 49690216 req, miss ratio 0.5372, byte miss ratio 0.5372
tencentBlock.ns12973 S3FIFO-0.0250-1.9000 cache size    87347, 49690216 req, miss ratio 0.3673, byte miss ratio 0.3673
tencentBlock.ns12973 S3FIFO-0.0250-1.9000 cache size   291159, 49690216 req, miss ratio 0.1905, byte miss ratio 0.1905
tencentBlock.ns12973 S3FIFO-0.0250-1.9000 cache size   582318, 49690216 req, miss ratio 0.1171, byte miss ratio 0.1171
tencentBlock.ns12973 S3FIFO-0.0250-1.9000 cache size  1164636, 49690216 req, miss ratio 0.0792, byte miss ratio 0.0792
tencentBlock.ns12973 S3FIFO-0.0250-1.9000 cache size  2329273, 49690216 req, miss ratio 0.0610, byte miss ratio 0.0610
tencentBlock.ns12973 S3FIFO-0.2000-0.9000 cache size     2911, 49690216 req, miss ratio 0.7469, byte miss ratio 0.7469
tencentBlock.ns12973 S3FIFO-0.2000-0.9000 cache size     8734, 49690216 req, miss ratio 0.6402, byte miss ratio 0.6402
tencentBlock.ns12973 S3FIFO-0.2000-0.9000 cache size    29115, 49690216 req, miss ratio 0.5191, byte miss ratio 0.5191
tencentBlock.ns12973 S3FIFO-0.2000-0.9000 cache size    87347, 49690216 req, miss ratio 0.3692, byte miss ratio 0.3692
tencentBlock.ns12973 S3FIFO-0.2000-0.9000 cache size   291159, 49690216 req, miss ratio 0.1885, byte miss ratio 0.1885
tencentBlock.ns12973 S3FIFO-0.2000-0.9000 cache size   582318, 49690216 req, miss ratio 0.1183, byte miss ratio 0.1183
tencentBlock.ns12973 S3FIFO-0.2000-0.9000 cache size  1164636, 49690216 req, miss ratio 0.0779, byte miss ratio 0.0779
tencentBlock.ns12973 S3FIFO-0.2000-0.9000 cache size  2329273, 49690216 req, miss ratio 0.0608, byte miss ratio 0.0608
tencentBlock.ns12973 S3FIFO-0.6000-1.9000 cache size     2911, 49690216 req, miss ratio 0.7391, byte miss ratio 0.7391
tencentBlock.ns12973 S3FIFO-0.6000-1.9000 cache size     8734, 49690216 req, miss ratio 0.6540, byte miss ratio 0.6540
tencentBlock.ns12973 S3FIFO-0.6000-1.9000 cache size    29115, 49690216 req, miss ratio 0.5440, byte miss ratio 0.5440
tencentBlock.ns12973 S3FIFO-0.6000-1.9000 cache size    87347, 49690216 req, miss ratio 0.3951, byte miss ratio 0.3951
tencentBlock.ns12973 S3FIFO-0.6000-1.9000 cache size   291159, 49690216 req, miss ratio 0.2055, byte miss ratio 0.2055
tencentBlock.ns12973 S3FIFO-0.6000-1.9000 cache size   582318, 49690216 req, miss ratio 0.1335, byte miss ratio 0.1335
tencentBlock.ns12973 S3FIFO-0.6000-1.9000 cache size  1164636, 49690216 req, miss ratio 0.0840, byte miss ratio 0.0840
tencentBlock.ns12973 S3FIFO-0.6000-1.9000 cache size  2329273, 49690216 req, miss ratio 0.0613, byte miss ratio 0.0613
tencentBlock.ns12973 S3FIFO-0.5000-1.9000 cache size     2911, 49690216 req, miss ratio 0.7371, byte miss ratio 0.7371
tencentBlock.ns12973 S3FIFO-0.5000-1.9000 cache size     8734, 49690216 req, miss ratio 0.6476, byte miss ratio 0.6476
