cdn1_allcolo.ns1113 S3FIFO-0.8500-0.9000 cache size        9, 3093285 req, miss ratio 0.6200, byte miss ratio 0.6200
cdn1_allcolo.ns1113 S3FIFO-0.8500-0.9000 cache size       27, 3093285 req, miss ratio 0.2720, byte miss ratio 0.2720
cdn1_allcolo.ns1113 S3FIFO-0.8500-0.9000 cache size       92, 3093285 req, miss ratio 0.0653, byte miss ratio 0.0653
cdn1_allcolo.ns1113 S3FIFO-0.8500-0.9000 cache size      185, 3093285 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_allcolo.ns1113 S3FIFO-0.8500-0.9000 cache size      371, 3093285 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns1113 S3FIFO-0.8500-0.9000 cache size      743, 3093285 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1113 S3FIFO-0.6000-0.9000 cache size        9, 3093285 req, miss ratio 0.5848, byte miss ratio 0.5848
cdn1_allcolo.ns1113 S3FIFO-0.6000-0.9000 cache size       27, 3093285 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1113 S3FIFO-0.6000-0.9000 cache size       92, 3093285 req, miss ratio 0.0555, byte miss ratio 0.0555
cdn1_allcolo.ns1113 S3FIFO-0.6000-0.9000 cache size      185, 3093285 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_allcolo.ns1113 S3FIFO-0.6000-0.9000 cache size      371, 3093285 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns1113 S3FIFO-0.6000-0.9000 cache size      743, 3093285 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1113 S3FIFO-0.1500-1.9000 cache size        9, 3093285 req, miss ratio 0.5207, byte miss ratio 0.5207
cdn1_allcolo.ns1113 S3FIFO-0.1500-1.9000 cache size       27, 3093285 req, miss ratio 0.1768, byte miss ratio 0.1768
cdn1_allcolo.ns1113 S3FIFO-0.1500-1.9000 cache size       92, 3093285 req, miss ratio 0.0440, byte miss ratio 0.0440
cdn1_allcolo.ns1113 S3FIFO-0.1500-1.9000 cache size      185, 3093285 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns1113 S3FIFO-0.1500-1.9000 cache size      371, 3093285 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns1113 S3FIFO-0.1500-1.9000 cache size      743, 3093285 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1113 S3FIFO-0.7000-1.9000 cache size        9, 3093285 req, miss ratio 0.6106, byte miss ratio 0.6106
cdn1_allcolo.ns1113 S3FIFO-0.7000-1.9000 cache size       27, 3093285 req, miss ratio 0.2457, byte miss ratio 0.2457
cdn1_allcolo.ns1113 S3FIFO-0.7000-1.9000 cache size       92, 3093285 req, miss ratio 0.0576, byte miss ratio 0.0576
cdn1_allcolo.ns1113 S3FIFO-0.7000-1.9000 cache size      185, 3093285 req, miss ratio 0.0175, byte miss ratio 0.0175
cdn1_allcolo.ns1113 S3FIFO-0.7000-1.9000 cache size      371, 3093285 req, miss ratio 0.0028, byte miss ratio 0.0028
