io_traces.ns601 S3FIFO-0.1000-0.9000 cache size      166, 2400000 req, miss ratio 0.4899, byte miss ratio 0.4899
io_traces.ns601 S3FIFO-0.1000-0.9000 cache size      498, 2400000 req, miss ratio 0.4815, byte miss ratio 0.4815
io_traces.ns601 S3FIFO-0.1000-0.9000 cache size     1662, 2400000 req, miss ratio 0.4575, byte miss ratio 0.4575
io_traces.ns601 S3FIFO-0.1000-0.9000 cache size     4987, 2400000 req, miss ratio 0.4277, byte miss ratio 0.4277
io_traces.ns601 S3FIFO-0.1000-0.9000 cache size    16625, 2400000 req, miss ratio 0.3575, byte miss ratio 0.3575
io_traces.ns601 S3FIFO-0.1000-0.9000 cache size    33250, 2400000 req, miss ratio 0.2576, byte miss ratio 0.2576
io_traces.ns601 S3FIFO-0.1000-0.9000 cache size    66500, 2400000 req, miss ratio 0.1125, byte miss ratio 0.1125
io_traces.ns601 S3FIFO-0.1000-0.9000 cache size   133001, 2400000 req, miss ratio 0.0755, byte miss ratio 0.0755
io_traces.ns601 S3FIFO-0.6000-0.9000 cache size      166, 2400000 req, miss ratio 0.4883, byte miss ratio 0.4883
io_traces.ns601 S3FIFO-0.6000-0.9000 cache size      498, 2400000 req, miss ratio 0.4819, byte miss ratio 0.4819
io_traces.ns601 S3FIFO-0.6000-0.9000 cache size     1662, 2400000 req, miss ratio 0.4619, byte miss ratio 0.4619
io_traces.ns601 S3FIFO-0.6000-0.9000 cache size     4987, 2400000 req, miss ratio 0.4399, byte miss ratio 0.4399
io_traces.ns601 S3FIFO-0.6000-0.9000 cache size    16625, 2400000 req, miss ratio 0.4148, byte miss ratio 0.4148
io_traces.ns601 S3FIFO-0.6000-0.9000 cache size    33250, 2400000 req, miss ratio 0.2854, byte miss ratio 0.2854
io_traces.ns601 S3FIFO-0.6000-0.9000 cache size    66500, 2400000 req, miss ratio 0.1322, byte miss ratio 0.1322
io_traces.ns601 S3FIFO-0.6000-0.9000 cache size   133001, 2400000 req, miss ratio 0.0756, byte miss ratio 0.0756
io_traces.ns601 S3FIFO-0.7500-1.9000 cache size      166, 2400000 req, miss ratio 0.4939, byte miss ratio 0.4939
io_traces.ns601 S3FIFO-0.7500-1.9000 cache size      498, 2400000 req, miss ratio 0.4827, byte miss ratio 0.4827
io_traces.ns601 S3FIFO-0.7500-1.9000 cache size     1662, 2400000 req, miss ratio 0.4785, byte miss ratio 0.4785
io_traces.ns601 S3FIFO-0.7500-1.9000 cache size     4987, 2400000 req, miss ratio 0.4485, byte miss ratio 0.4485
io_traces.ns601 S3FIFO-0.7500-1.9000 cache size    16625, 2400000 req, miss ratio 0.3842, byte miss ratio 0.3842
io_traces.ns601 S3FIFO-0.7500-1.9000 cache size    33250, 2400000 req, miss ratio 0.2969, byte miss ratio 0.2969
io_traces.ns601 S3FIFO-0.7500-1.9000 cache size    66500, 2400000 req, miss ratio 0.1417, byte miss ratio 0.1417
io_traces.ns601 S3FIFO-0.7500-1.9000 cache size   133001, 2400000 req, miss ratio 0.0763, byte miss ratio 0.0763
io_traces.ns601 S3FIFO-0.0500-0.9000 cache size      166, 2400000 req, miss ratio 0.5038, byte miss ratio 0.5038
io_traces.ns601 S3FIFO-0.0500-0.9000 cache size      498, 2400000 req, miss ratio 0.4824, byte miss ratio 0.4824
io_traces.ns601 S3FIFO-0.0500-0.9000 cache size     1662, 2400000 req, miss ratio 0.4595, byte miss ratio 0.4595
io_traces.ns601 S3FIFO-0.0500-0.9000 cache size     4987, 2400000 req, miss ratio 0.4274, byte miss ratio 0.4274
io_traces.ns601 S3FIFO-0.0500-0.9000 cache size    16625, 2400000 req, miss ratio 0.3561, byte miss ratio 0.3561
io_traces.ns601 S3FIFO-0.0500-0.9000 cache size    33250, 2400000 req, miss ratio 0.2480, byte miss ratio 0.2480
io_traces.ns601 S3FIFO-0.0500-0.9000 cache size    66500, 2400000 req, miss ratio 0.1119, byte miss ratio 0.1119
io_traces.ns601 S3FIFO-0.0500-0.9000 cache size   133001, 2400000 req, miss ratio 0.0755, byte miss ratio 0.0755
io_traces.ns601 S3FIFO-0.2500-1.9000 cache size      166, 2400000 req, miss ratio 0.4855, byte miss ratio 0.4855
io_traces.ns601 S3FIFO-0.2500-1.9000 cache size      498, 2400000 req, miss ratio 0.4809, byte miss ratio 0.4809
io_traces.ns601 S3FIFO-0.2500-1.9000 cache size     1662, 2400000 req, miss ratio 0.4469, byte miss ratio 0.4469
io_traces.ns601 S3FIFO-0.2500-1.9000 cache size     4987, 2400000 req, miss ratio 0.4274, byte miss ratio 0.4274
