cdn1_colo28.ns60 S3FIFO-0.8000-1.9000 cache size        5, 234570546 req, miss ratio 0.8480, byte miss ratio 0.8480
cdn1_colo28.ns60 S3FIFO-0.8000-1.9000 cache size       16, 234570546 req, miss ratio 0.8471, byte miss ratio 0.8471
cdn1_colo28.ns60 S3FIFO-0.8000-1.9000 cache size       53, 234570546 req, miss ratio 0.8222, byte miss ratio 0.8222
cdn1_colo28.ns60 S3FIFO-0.8000-1.9000 cache size      160, 234570546 req, miss ratio 0.6819, byte miss ratio 0.6819
cdn1_colo28.ns60 S3FIFO-0.8000-1.9000 cache size      534, 234570546 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns60 S3FIFO-0.8000-1.9000 cache size     1068, 234570546 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns60 S3FIFO-0.8000-1.9000 cache size     2136, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.8000-1.9000 cache size     4272, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.6000-1.9000 cache size        5, 234570546 req, miss ratio 0.8478, byte miss ratio 0.8478
cdn1_colo28.ns60 S3FIFO-0.6000-1.9000 cache size       16, 234570546 req, miss ratio 0.8406, byte miss ratio 0.8406
cdn1_colo28.ns60 S3FIFO-0.6000-1.9000 cache size       53, 234570546 req, miss ratio 0.7831, byte miss ratio 0.7831
cdn1_colo28.ns60 S3FIFO-0.6000-1.9000 cache size      160, 234570546 req, miss ratio 0.8052, byte miss ratio 0.8052
cdn1_colo28.ns60 S3FIFO-0.6000-1.9000 cache size      534, 234570546 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns60 S3FIFO-0.6000-1.9000 cache size     1068, 234570546 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns60 S3FIFO-0.6000-1.9000 cache size     2136, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.6000-1.9000 cache size     4272, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.0500-0.9000 cache size        5, 234570546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns60 S3FIFO-0.0500-0.9000 cache size       16, 234570546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns60 S3FIFO-0.0500-0.9000 cache size       53, 234570546 req, miss ratio 0.7166, byte miss ratio 0.7166
cdn1_colo28.ns60 S3FIFO-0.0500-0.9000 cache size      160, 234570546 req, miss ratio 0.6467, byte miss ratio 0.6467
cdn1_colo28.ns60 S3FIFO-0.0500-0.9000 cache size      534, 234570546 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns60 S3FIFO-0.0500-0.9000 cache size     1068, 234570546 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns60 S3FIFO-0.0500-0.9000 cache size     2136, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.0500-0.9000 cache size     4272, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.1500-0.9000 cache size        5, 234570546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns60 S3FIFO-0.1500-0.9000 cache size       16, 234570546 req, miss ratio 0.8092, byte miss ratio 0.8092
cdn1_colo28.ns60 S3FIFO-0.1500-0.9000 cache size       53, 234570546 req, miss ratio 0.7280, byte miss ratio 0.7280
cdn1_colo28.ns60 S3FIFO-0.1500-0.9000 cache size      160, 234570546 req, miss ratio 0.6954, byte miss ratio 0.6954
cdn1_colo28.ns60 S3FIFO-0.1500-0.9000 cache size      534, 234570546 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns60 S3FIFO-0.1500-0.9000 cache size     1068, 234570546 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns60 S3FIFO-0.1500-0.9000 cache size     2136, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.1500-0.9000 cache size     4272, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.0250-0.9000 cache size        5, 234570546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns60 S3FIFO-0.0250-0.9000 cache size       16, 234570546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns60 S3FIFO-0.0250-0.9000 cache size       53, 234570546 req, miss ratio 0.7142, byte miss ratio 0.7142
cdn1_colo28.ns60 S3FIFO-0.0250-0.9000 cache size      160, 234570546 req, miss ratio 0.6330, byte miss ratio 0.6330
cdn1_colo28.ns60 S3FIFO-0.0250-0.9000 cache size      534, 234570546 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns60 S3FIFO-0.0250-0.9000 cache size     1068, 234570546 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns60 S3FIFO-0.0250-0.9000 cache size     2136, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.0250-0.9000 cache size     4272, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.0500-1.9000 cache size        5, 234570546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns60 S3FIFO-0.0500-1.9000 cache size       16, 234570546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns60 S3FIFO-0.0500-1.9000 cache size       53, 234570546 req, miss ratio 0.7165, byte miss ratio 0.7165
cdn1_colo28.ns60 S3FIFO-0.0500-1.9000 cache size      160, 234570546 req, miss ratio 0.6590, byte miss ratio 0.6590
cdn1_colo28.ns60 S3FIFO-0.0500-1.9000 cache size      534, 234570546 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns60 S3FIFO-0.0500-1.9000 cache size     1068, 234570546 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns60 S3FIFO-0.0500-1.9000 cache size     2136, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.0500-1.9000 cache size     4272, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.4500-1.9000 cache size        5, 234570546 req, miss ratio 0.8476, byte miss ratio 0.8476
cdn1_colo28.ns60 S3FIFO-0.4500-1.9000 cache size       16, 234570546 req, miss ratio 0.8328, byte miss ratio 0.8328
cdn1_colo28.ns60 S3FIFO-0.4500-1.9000 cache size       53, 234570546 req, miss ratio 0.7648, byte miss ratio 0.7648
cdn1_colo28.ns60 S3FIFO-0.4500-1.9000 cache size      160, 234570546 req, miss ratio 0.7991, byte miss ratio 0.7991
cdn1_colo28.ns60 S3FIFO-0.4500-1.9000 cache size      534, 234570546 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns60 S3FIFO-0.4500-1.9000 cache size     1068, 234570546 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns60 S3FIFO-0.4500-1.9000 cache size     2136, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns60 S3FIFO-0.4500-1.9000 cache size     4272, 234570546 req, miss ratio 0.0000, byte miss ratio 0.0000
