cdn1_allcolo.ns1702 S3FIFO-0.0250-0.9000 cache size      190, 4327553 req, miss ratio 0.7586, byte miss ratio 0.7586
cdn1_allcolo.ns1702 S3FIFO-0.0250-0.9000 cache size      571, 4327553 req, miss ratio 0.6364, byte miss ratio 0.6364
cdn1_allcolo.ns1702 S3FIFO-0.0250-0.9000 cache size     1903, 4327553 req, miss ratio 0.4816, byte miss ratio 0.4816
cdn1_allcolo.ns1702 S3FIFO-0.0250-0.9000 cache size     5711, 4327553 req, miss ratio 0.3300, byte miss ratio 0.3300
cdn1_allcolo.ns1702 S3FIFO-0.0250-0.9000 cache size    19039, 4327553 req, miss ratio 0.1733, byte miss ratio 0.1733
cdn1_allcolo.ns1702 S3FIFO-0.0250-0.9000 cache size    38079, 4327553 req, miss ratio 0.1052, byte miss ratio 0.1052
cdn1_allcolo.ns1702 S3FIFO-0.0250-0.9000 cache size    76158, 4327553 req, miss ratio 0.0630, byte miss ratio 0.0630
cdn1_allcolo.ns1702 S3FIFO-0.0250-0.9000 cache size   152317, 4327553 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns1702 S3FIFO-0.7000-1.9000 cache size      190, 4327553 req, miss ratio 0.8342, byte miss ratio 0.8342
cdn1_allcolo.ns1702 S3FIFO-0.7000-1.9000 cache size      571, 4327553 req, miss ratio 0.7323, byte miss ratio 0.7323
cdn1_allcolo.ns1702 S3FIFO-0.7000-1.9000 cache size     1903, 4327553 req, miss ratio 0.5831, byte miss ratio 0.5831
cdn1_allcolo.ns1702 S3FIFO-0.7000-1.9000 cache size     5711, 4327553 req, miss ratio 0.4166, byte miss ratio 0.4166
cdn1_allcolo.ns1702 S3FIFO-0.7000-1.9000 cache size    19039, 4327553 req, miss ratio 0.2276, byte miss ratio 0.2276
cdn1_allcolo.ns1702 S3FIFO-0.7000-1.9000 cache size    38079, 4327553 req, miss ratio 0.1385, byte miss ratio 0.1385
cdn1_allcolo.ns1702 S3FIFO-0.7000-1.9000 cache size    76158, 4327553 req, miss ratio 0.0778, byte miss ratio 0.0778
cdn1_allcolo.ns1702 S3FIFO-0.7000-1.9000 cache size   152317, 4327553 req, miss ratio 0.0470, byte miss ratio 0.0470
cdn1_allcolo.ns1702 S3FIFO-0.6000-1.9000 cache size      190, 4327553 req, miss ratio 0.8186, byte miss ratio 0.8186
cdn1_allcolo.ns1702 S3FIFO-0.6000-1.9000 cache size      571, 4327553 req, miss ratio 0.7137, byte miss ratio 0.7137
cdn1_allcolo.ns1702 S3FIFO-0.6000-1.9000 cache size     1903, 4327553 req, miss ratio 0.5648, byte miss ratio 0.5648
cdn1_allcolo.ns1702 S3FIFO-0.6000-1.9000 cache size     5711, 4327553 req, miss ratio 0.4021, byte miss ratio 0.4021
cdn1_allcolo.ns1702 S3FIFO-0.6000-1.9000 cache size    19039, 4327553 req, miss ratio 0.2188, byte miss ratio 0.2188
cdn1_allcolo.ns1702 S3FIFO-0.6000-1.9000 cache size    38079, 4327553 req, miss ratio 0.1325, byte miss ratio 0.1325
cdn1_allcolo.ns1702 S3FIFO-0.6000-1.9000 cache size    76158, 4327553 req, miss ratio 0.0742, byte miss ratio 0.0742
cdn1_allcolo.ns1702 S3FIFO-0.6000-1.9000 cache size   152317, 4327553 req, miss ratio 0.0463, byte miss ratio 0.0463
cdn1_allcolo.ns1702 S3FIFO-0.9500-1.9000 cache size      190, 4327553 req, miss ratio 0.8821, byte miss ratio 0.8821
cdn1_allcolo.ns1702 S3FIFO-0.9500-1.9000 cache size      571, 4327553 req, miss ratio 0.7890, byte miss ratio 0.7890
cdn1_allcolo.ns1702 S3FIFO-0.9500-1.9000 cache size     1903, 4327553 req, miss ratio 0.6353, byte miss ratio 0.6353
cdn1_allcolo.ns1702 S3FIFO-0.9500-1.9000 cache size     5711, 4327553 req, miss ratio 0.4564, byte miss ratio 0.4564
cdn1_allcolo.ns1702 S3FIFO-0.9500-1.9000 cache size    19039, 4327553 req, miss ratio 0.2527, byte miss ratio 0.2527
cdn1_allcolo.ns1702 S3FIFO-0.9500-1.9000 cache size    38079, 4327553 req, miss ratio 0.1560, byte miss ratio 0.1560
cdn1_allcolo.ns1702 S3FIFO-0.9500-1.9000 cache size    76158, 4327553 req, miss ratio 0.0891, byte miss ratio 0.0891
cdn1_allcolo.ns1702 S3FIFO-0.9500-1.9000 cache size   152317, 4327553 req, miss ratio 0.0522, byte miss ratio 0.0522
cdn1_allcolo.ns1702 S3FIFO-0.4500-1.9000 cache size      190, 4327553 req, miss ratio 0.7987, byte miss ratio 0.7987
cdn1_allcolo.ns1702 S3FIFO-0.4500-1.9000 cache size      571, 4327553 req, miss ratio 0.6898, byte miss ratio 0.6898
cdn1_allcolo.ns1702 S3FIFO-0.4500-1.9000 cache size     1903, 4327553 req, miss ratio 0.5403, byte miss ratio 0.5403
cdn1_allcolo.ns1702 S3FIFO-0.4500-1.9000 cache size     5711, 4327553 req, miss ratio 0.3823, byte miss ratio 0.3823
cdn1_allcolo.ns1702 S3FIFO-0.4500-1.9000 cache size    19039, 4327553 req, miss ratio 0.2068, byte miss ratio 0.2068
cdn1_allcolo.ns1702 S3FIFO-0.4500-1.9000 cache size    38079, 4327553 req, miss ratio 0.1245, byte miss ratio 0.1245
cdn1_allcolo.ns1702 S3FIFO-0.4500-1.9000 cache size    76158, 4327553 req, miss ratio 0.0697, byte miss ratio 0.0697
cdn1_allcolo.ns1702 S3FIFO-0.4500-1.9000 cache size   152317, 4327553 req, miss ratio 0.0455, byte miss ratio 0.0455
cdn1_allcolo.ns1702 S3FIFO-0.9000-0.9000 cache size      190, 4327553 req, miss ratio 0.8670, byte miss ratio 0.8670
cdn1_allcolo.ns1702 S3FIFO-0.9000-0.9000 cache size      571, 4327553 req, miss ratio 0.7708, byte miss ratio 0.7708
cdn1_allcolo.ns1702 S3FIFO-0.9000-0.9000 cache size     1903, 4327553 req, miss ratio 0.6209, byte miss ratio 0.6209
cdn1_allcolo.ns1702 S3FIFO-0.9000-0.9000 cache size     5711, 4327553 req, miss ratio 0.4490, byte miss ratio 0.4490
cdn1_allcolo.ns1702 S3FIFO-0.9000-0.9000 cache size    19039, 4327553 req, miss ratio 0.2515, byte miss ratio 0.2515
cdn1_allcolo.ns1702 S3FIFO-0.9000-0.9000 cache size    38079, 4327553 req, miss ratio 0.1549, byte miss ratio 0.1549
cdn1_allcolo.ns1702 S3FIFO-0.9000-0.9000 cache size    76158, 4327553 req, miss ratio 0.0864, byte miss ratio 0.0864
cdn1_allcolo.ns1702 S3FIFO-0.9000-0.9000 cache size   152317, 4327553 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns1702 S3FIFO-0.2500-0.9000 cache size      190, 4327553 req, miss ratio 0.7725, byte miss ratio 0.7725
