tencentBlock.ns17852 S3FIFO-0.5000-1.9000 cache size      184, 1482220 req, miss ratio 0.5678, byte miss ratio 0.5678
tencentBlock.ns17852 S3FIFO-0.5000-1.9000 cache size      553, 1482220 req, miss ratio 0.5297, byte miss ratio 0.5297
tencentBlock.ns17852 S3FIFO-0.5000-1.9000 cache size     1844, 1482220 req, miss ratio 0.4933, byte miss ratio 0.4933
tencentBlock.ns17852 S3FIFO-0.5000-1.9000 cache size     5532, 1482220 req, miss ratio 0.4728, byte miss ratio 0.4728
tencentBlock.ns17852 S3FIFO-0.5000-1.9000 cache size    18440, 1482220 req, miss ratio 0.4202, byte miss ratio 0.4202
tencentBlock.ns17852 S3FIFO-0.5000-1.9000 cache size    36880, 1482220 req, miss ratio 0.3644, byte miss ratio 0.3644
tencentBlock.ns17852 S3FIFO-0.5000-1.9000 cache size    73760, 1482220 req, miss ratio 0.2343, byte miss ratio 0.2343
tencentBlock.ns17852 S3FIFO-0.5000-1.9000 cache size   147520, 1482220 req, miss ratio 0.1355, byte miss ratio 0.1355
tencentBlock.ns17852 S3FIFO-0.3000-0.9000 cache size      184, 1482220 req, miss ratio 0.5685, byte miss ratio 0.5685
tencentBlock.ns17852 S3FIFO-0.3000-0.9000 cache size      553, 1482220 req, miss ratio 0.5356, byte miss ratio 0.5356
tencentBlock.ns17852 S3FIFO-0.3000-0.9000 cache size     1844, 1482220 req, miss ratio 0.4967, byte miss ratio 0.4967
tencentBlock.ns17852 S3FIFO-0.3000-0.9000 cache size     5532, 1482220 req, miss ratio 0.4696, byte miss ratio 0.4696
tencentBlock.ns17852 S3FIFO-0.3000-0.9000 cache size    18440, 1482220 req, miss ratio 0.4197, byte miss ratio 0.4197
tencentBlock.ns17852 S3FIFO-0.3000-0.9000 cache size    36880, 1482220 req, miss ratio 0.3605, byte miss ratio 0.3605
tencentBlock.ns17852 S3FIFO-0.3000-0.9000 cache size    73760, 1482220 req, miss ratio 0.2298, byte miss ratio 0.2298
tencentBlock.ns17852 S3FIFO-0.3000-0.9000 cache size   147520, 1482220 req, miss ratio 0.1273, byte miss ratio 0.1273
tencentBlock.ns17852 S3FIFO-0.5500-1.9000 cache size      184, 1482220 req, miss ratio 0.5717, byte miss ratio 0.5717
tencentBlock.ns17852 S3FIFO-0.5500-1.9000 cache size      553, 1482220 req, miss ratio 0.5340, byte miss ratio 0.5340
tencentBlock.ns17852 S3FIFO-0.5500-1.9000 cache size     1844, 1482220 req, miss ratio 0.4942, byte miss ratio 0.4942
tencentBlock.ns17852 S3FIFO-0.5500-1.9000 cache size     5532, 1482220 req, miss ratio 0.4757, byte miss ratio 0.4757
tencentBlock.ns17852 S3FIFO-0.5500-1.9000 cache size    18440, 1482220 req, miss ratio 0.4191, byte miss ratio 0.4191
tencentBlock.ns17852 S3FIFO-0.5500-1.9000 cache size    36880, 1482220 req, miss ratio 0.3664, byte miss ratio 0.3664
tencentBlock.ns17852 S3FIFO-0.5500-1.9000 cache size    73760, 1482220 req, miss ratio 0.2378, byte miss ratio 0.2378
tencentBlock.ns17852 S3FIFO-0.5500-1.9000 cache size   147520, 1482220 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns17852 S3FIFO-0.0500-0.9000 cache size      184, 1482220 req, miss ratio 0.5836, byte miss ratio 0.5836
tencentBlock.ns17852 S3FIFO-0.0500-0.9000 cache size      553, 1482220 req, miss ratio 0.5675, byte miss ratio 0.5675
tencentBlock.ns17852 S3FIFO-0.0500-0.9000 cache size     1844, 1482220 req, miss ratio 0.4994, byte miss ratio 0.4994
tencentBlock.ns17852 S3FIFO-0.0500-0.9000 cache size     5532, 1482220 req, miss ratio 0.4769, byte miss ratio 0.4769
tencentBlock.ns17852 S3FIFO-0.0500-0.9000 cache size    18440, 1482220 req, miss ratio 0.4105, byte miss ratio 0.4105
tencentBlock.ns17852 S3FIFO-0.0500-0.9000 cache size    36880, 1482220 req, miss ratio 0.3609, byte miss ratio 0.3609
tencentBlock.ns17852 S3FIFO-0.0500-0.9000 cache size    73760, 1482220 req, miss ratio 0.2154, byte miss ratio 0.2154
tencentBlock.ns17852 S3FIFO-0.0500-0.9000 cache size   147520, 1482220 req, miss ratio 0.1261, byte miss ratio 0.1261
tencentBlock.ns17852 S3FIFO-0.7000-1.9000 cache size      184, 1482220 req, miss ratio 0.5948, byte miss ratio 0.5948
tencentBlock.ns17852 S3FIFO-0.7000-1.9000 cache size      553, 1482220 req, miss ratio 0.5494, byte miss ratio 0.5494
tencentBlock.ns17852 S3FIFO-0.7000-1.9000 cache size     1844, 1482220 req, miss ratio 0.4937, byte miss ratio 0.4937
tencentBlock.ns17852 S3FIFO-0.7000-1.9000 cache size     5532, 1482220 req, miss ratio 0.4842, byte miss ratio 0.4842
tencentBlock.ns17852 S3FIFO-0.7000-1.9000 cache size    18440, 1482220 req, miss ratio 0.4200, byte miss ratio 0.4200
tencentBlock.ns17852 S3FIFO-0.7000-1.9000 cache size    36880, 1482220 req, miss ratio 0.3669, byte miss ratio 0.3669
tencentBlock.ns17852 S3FIFO-0.7000-1.9000 cache size    73760, 1482220 req, miss ratio 0.2456, byte miss ratio 0.2456
tencentBlock.ns17852 S3FIFO-0.7000-1.9000 cache size   147520, 1482220 req, miss ratio 0.1433, byte miss ratio 0.1433
tencentBlock.ns17852 S3FIFO-0.6500-1.9000 cache size      184, 1482220 req, miss ratio 0.5842, byte miss ratio 0.5842
tencentBlock.ns17852 S3FIFO-0.6500-1.9000 cache size      553, 1482220 req, miss ratio 0.5452, byte miss ratio 0.5452
tencentBlock.ns17852 S3FIFO-0.6500-1.9000 cache size     1844, 1482220 req, miss ratio 0.4920, byte miss ratio 0.4920
tencentBlock.ns17852 S3FIFO-0.6500-1.9000 cache size     5532, 1482220 req, miss ratio 0.4822, byte miss ratio 0.4822
tencentBlock.ns17852 S3FIFO-0.6500-1.9000 cache size    18440, 1482220 req, miss ratio 0.4194, byte miss ratio 0.4194
tencentBlock.ns17852 S3FIFO-0.6500-1.9000 cache size    36880, 1482220 req, miss ratio 0.3671, byte miss ratio 0.3671
tencentBlock.ns17852 S3FIFO-0.6500-1.9000 cache size    73760, 1482220 req, miss ratio 0.2434, byte miss ratio 0.2434
tencentBlock.ns17852 S3FIFO-0.6500-1.9000 cache size   147520, 1482220 req, miss ratio 0.1400, byte miss ratio 0.1400
tencentBlock.ns17852 S3FIFO-0.0010-1.9000 cache size      184, 1482220 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns17852 S3FIFO-0.0010-1.9000 cache size      553, 1482220 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns17852 S3FIFO-0.0010-1.9000 cache size     1844, 1482220 req, miss ratio 0.5171, byte miss ratio 0.5171
tencentBlock.ns17852 S3FIFO-0.0010-1.9000 cache size     5532, 1482220 req, miss ratio 0.4886, byte miss ratio 0.4886
tencentBlock.ns17852 S3FIFO-0.0010-1.9000 cache size    18440, 1482220 req, miss ratio 0.4326, byte miss ratio 0.4326
tencentBlock.ns17852 S3FIFO-0.0010-1.9000 cache size    36880, 1482220 req, miss ratio 0.3707, byte miss ratio 0.3707
tencentBlock.ns17852 S3FIFO-0.0010-1.9000 cache size    73760, 1482220 req, miss ratio 0.2150, byte miss ratio 0.2150
tencentBlock.ns17852 S3FIFO-0.0010-1.9000 cache size   147520, 1482220 req, miss ratio 0.1261, byte miss ratio 0.1261
tencentBlock.ns17852 S3FIFO-0.7500-1.9000 cache size      184, 1482220 req, miss ratio 0.6073, byte miss ratio 0.6073
tencentBlock.ns17852 S3FIFO-0.7500-1.9000 cache size      553, 1482220 req, miss ratio 0.5521, byte miss ratio 0.5521
tencentBlock.ns17852 S3FIFO-0.7500-1.9000 cache size     1844, 1482220 req, miss ratio 0.4969, byte miss ratio 0.4969
tencentBlock.ns17852 S3FIFO-0.7500-1.9000 cache size     5532, 1482220 req, miss ratio 0.4856, byte miss ratio 0.4856
tencentBlock.ns17852 S3FIFO-0.7500-1.9000 cache size    18440, 1482220 req, miss ratio 0.4218, byte miss ratio 0.4218
tencentBlock.ns17852 S3FIFO-0.7500-1.9000 cache size    36880, 1482220 req, miss ratio 0.3693, byte miss ratio 0.3693
tencentBlock.ns17852 S3FIFO-0.7500-1.9000 cache size    73760, 1482220 req, miss ratio 0.2449, byte miss ratio 0.2449
tencentBlock.ns17852 S3FIFO-0.7500-1.9000 cache size   147520, 1482220 req, miss ratio 0.1468, byte miss ratio 0.1468
tencentBlock.ns17852 S3FIFO-0.4500-0.9000 cache size      184, 1482220 req, miss ratio 0.5665, byte miss ratio 0.5665
tencentBlock.ns17852 S3FIFO-0.4500-0.9000 cache size      553, 1482220 req, miss ratio 0.5306, byte miss ratio 0.5306
tencentBlock.ns17852 S3FIFO-0.4500-0.9000 cache size     1844, 1482220 req, miss ratio 0.4953, byte miss ratio 0.4953
tencentBlock.ns17852 S3FIFO-0.4500-0.9000 cache size     5532, 1482220 req, miss ratio 0.4693, byte miss ratio 0.4693
tencentBlock.ns17852 S3FIFO-0.4500-0.9000 cache size    18440, 1482220 req, miss ratio 0.4200, byte miss ratio 0.4200
tencentBlock.ns17852 S3FIFO-0.4500-0.9000 cache size    36880, 1482220 req, miss ratio 0.3631, byte miss ratio 0.3631
