io_traces.ns30 S3FIFO-0.0500-1.9000 cache size     1540, 39800000 req, miss ratio 0.2240, byte miss ratio 0.2240
io_traces.ns30 S3FIFO-0.0500-1.9000 cache size     4620, 39800000 req, miss ratio 0.1934, byte miss ratio 0.1934
io_traces.ns30 S3FIFO-0.0500-1.9000 cache size    15401, 39800000 req, miss ratio 0.1773, byte miss ratio 0.1773
io_traces.ns30 S3FIFO-0.0500-1.9000 cache size    46204, 39800000 req, miss ratio 0.1392, byte miss ratio 0.1392
io_traces.ns30 S3FIFO-0.0500-1.9000 cache size   154014, 39800000 req, miss ratio 0.0870, byte miss ratio 0.0870
io_traces.ns30 S3FIFO-0.0500-1.9000 cache size   308028, 39800000 req, miss ratio 0.0604, byte miss ratio 0.0604
io_traces.ns30 S3FIFO-0.0500-1.9000 cache size   616056, 39800000 req, miss ratio 0.0479, byte miss ratio 0.0479
io_traces.ns30 S3FIFO-0.0500-1.9000 cache size  1232112, 39800000 req, miss ratio 0.0401, byte miss ratio 0.0401
io_traces.ns30 S3FIFO-0.6500-1.9000 cache size     1540, 39800000 req, miss ratio 0.2604, byte miss ratio 0.2604
io_traces.ns30 S3FIFO-0.6500-1.9000 cache size     4620, 39800000 req, miss ratio 0.2117, byte miss ratio 0.2117
io_traces.ns30 S3FIFO-0.6500-1.9000 cache size    15401, 39800000 req, miss ratio 0.1836, byte miss ratio 0.1836
io_traces.ns30 S3FIFO-0.6500-1.9000 cache size    46204, 39800000 req, miss ratio 0.1369, byte miss ratio 0.1369
io_traces.ns30 S3FIFO-0.6500-1.9000 cache size   154014, 39800000 req, miss ratio 0.0730, byte miss ratio 0.0730
io_traces.ns30 S3FIFO-0.6500-1.9000 cache size   308028, 39800000 req, miss ratio 0.0551, byte miss ratio 0.0551
io_traces.ns30 S3FIFO-0.6500-1.9000 cache size   616056, 39800000 req, miss ratio 0.0470, byte miss ratio 0.0470
io_traces.ns30 S3FIFO-0.6500-1.9000 cache size  1232112, 39800000 req, miss ratio 0.0398, byte miss ratio 0.0398
io_traces.ns30 S3FIFO-0.0050-0.9000 cache size     1540, 39800000 req, miss ratio 0.2489, byte miss ratio 0.2489
io_traces.ns30 S3FIFO-0.0050-0.9000 cache size     4620, 39800000 req, miss ratio 0.2029, byte miss ratio 0.2029
io_traces.ns30 S3FIFO-0.0050-0.9000 cache size    15401, 39800000 req, miss ratio 0.1782, byte miss ratio 0.1782
io_traces.ns30 S3FIFO-0.0050-0.9000 cache size    46204, 39800000 req, miss ratio 0.1384, byte miss ratio 0.1384
io_traces.ns30 S3FIFO-0.0050-0.9000 cache size   154014, 39800000 req, miss ratio 0.0910, byte miss ratio 0.0910
io_traces.ns30 S3FIFO-0.0050-0.9000 cache size   308028, 39800000 req, miss ratio 0.0696, byte miss ratio 0.0696
io_traces.ns30 S3FIFO-0.0050-0.9000 cache size   616056, 39800000 req, miss ratio 0.0564, byte miss ratio 0.0564
io_traces.ns30 S3FIFO-0.0050-0.9000 cache size  1232112, 39800000 req, miss ratio 0.0414, byte miss ratio 0.0414
io_traces.ns30 S3FIFO-0.7000-0.9000 cache size     1540, 39800000 req, miss ratio 0.2623, byte miss ratio 0.2623
io_traces.ns30 S3FIFO-0.7000-0.9000 cache size     4620, 39800000 req, miss ratio 0.2129, byte miss ratio 0.2129
io_traces.ns30 S3FIFO-0.7000-0.9000 cache size    15401, 39800000 req, miss ratio 0.1832, byte miss ratio 0.1832
io_traces.ns30 S3FIFO-0.7000-0.9000 cache size    46204, 39800000 req, miss ratio 0.1368, byte miss ratio 0.1368
io_traces.ns30 S3FIFO-0.7000-0.9000 cache size   154014, 39800000 req, miss ratio 0.0737, byte miss ratio 0.0737
io_traces.ns30 S3FIFO-0.7000-0.9000 cache size   308028, 39800000 req, miss ratio 0.0558, byte miss ratio 0.0558
io_traces.ns30 S3FIFO-0.7000-0.9000 cache size   616056, 39800000 req, miss ratio 0.0470, byte miss ratio 0.0470
io_traces.ns30 S3FIFO-0.7000-0.9000 cache size  1232112, 39800000 req, miss ratio 0.0398, byte miss ratio 0.0398
io_traces.ns30 S3FIFO-0.3500-0.9000 cache size     1540, 39800000 req, miss ratio 0.2262, byte miss ratio 0.2262
io_traces.ns30 S3FIFO-0.3500-0.9000 cache size     4620, 39800000 req, miss ratio 0.1985, byte miss ratio 0.1985
io_traces.ns30 S3FIFO-0.3500-0.9000 cache size    15401, 39800000 req, miss ratio 0.1772, byte miss ratio 0.1772
io_traces.ns30 S3FIFO-0.3500-0.9000 cache size    46204, 39800000 req, miss ratio 0.1400, byte miss ratio 0.1400
io_traces.ns30 S3FIFO-0.3500-0.9000 cache size   154014, 39800000 req, miss ratio 0.0736, byte miss ratio 0.0736
io_traces.ns30 S3FIFO-0.3500-0.9000 cache size   308028, 39800000 req, miss ratio 0.0538, byte miss ratio 0.0538
io_traces.ns30 S3FIFO-0.3500-0.9000 cache size   616056, 39800000 req, miss ratio 0.0468, byte miss ratio 0.0468
io_traces.ns30 S3FIFO-0.3500-0.9000 cache size  1232112, 39800000 req, miss ratio 0.0398, byte miss ratio 0.0398
io_traces.ns30 S3FIFO-0.7000-1.9000 cache size     1540, 39800000 req, miss ratio 0.2629, byte miss ratio 0.2629
io_traces.ns30 S3FIFO-0.7000-1.9000 cache size     4620, 39800000 req, miss ratio 0.2135, byte miss ratio 0.2135
io_traces.ns30 S3FIFO-0.7000-1.9000 cache size    15401, 39800000 req, miss ratio 0.1842, byte miss ratio 0.1842
io_traces.ns30 S3FIFO-0.7000-1.9000 cache size    46204, 39800000 req, miss ratio 0.1364, byte miss ratio 0.1364
io_traces.ns30 S3FIFO-0.7000-1.9000 cache size   154014, 39800000 req, miss ratio 0.0735, byte miss ratio 0.0735
io_traces.ns30 S3FIFO-0.7000-1.9000 cache size   308028, 39800000 req, miss ratio 0.0558, byte miss ratio 0.0558
io_traces.ns30 S3FIFO-0.7000-1.9000 cache size   616056, 39800000 req, miss ratio 0.0470, byte miss ratio 0.0470
io_traces.ns30 S3FIFO-0.7000-1.9000 cache size  1232112, 39800000 req, miss ratio 0.0398, byte miss ratio 0.0398
io_traces.ns30 S3FIFO-0.0500-0.9000 cache size     1540, 39800000 req, miss ratio 0.2244, byte miss ratio 0.2244
io_traces.ns30 S3FIFO-0.0500-0.9000 cache size     4620, 39800000 req, miss ratio 0.1949, byte miss ratio 0.1949
io_traces.ns30 S3FIFO-0.0500-0.9000 cache size    15401, 39800000 req, miss ratio 0.1744, byte miss ratio 0.1744
io_traces.ns30 S3FIFO-0.0500-0.9000 cache size    46204, 39800000 req, miss ratio 0.1383, byte miss ratio 0.1383
io_traces.ns30 S3FIFO-0.0500-0.9000 cache size   154014, 39800000 req, miss ratio 0.0872, byte miss ratio 0.0872
io_traces.ns30 S3FIFO-0.0500-0.9000 cache size   308028, 39800000 req, miss ratio 0.0604, byte miss ratio 0.0604
io_traces.ns30 S3FIFO-0.0500-0.9000 cache size   616056, 39800000 req, miss ratio 0.0479, byte miss ratio 0.0479
io_traces.ns30 S3FIFO-0.0500-0.9000 cache size  1232112, 39800000 req, miss ratio 0.0401, byte miss ratio 0.0401
io_traces.ns30 S3FIFO-0.5000-0.9000 cache size     1540, 39800000 req, miss ratio 0.2361, byte miss ratio 0.2361
io_traces.ns30 S3FIFO-0.5000-0.9000 cache size     4620, 39800000 req, miss ratio 0.2027, byte miss ratio 0.2027
io_traces.ns30 S3FIFO-0.5000-0.9000 cache size    15401, 39800000 req, miss ratio 0.1793, byte miss ratio 0.1793
io_traces.ns30 S3FIFO-0.5000-0.9000 cache size    46204, 39800000 req, miss ratio 0.1386, byte miss ratio 0.1386
io_traces.ns30 S3FIFO-0.5000-0.9000 cache size   154014, 39800000 req, miss ratio 0.0729, byte miss ratio 0.0729
io_traces.ns30 S3FIFO-0.5000-0.9000 cache size   308028, 39800000 req, miss ratio 0.0540, byte miss ratio 0.0540
io_traces.ns30 S3FIFO-0.5000-0.9000 cache size   616056, 39800000 req, miss ratio 0.0471, byte miss ratio 0.0471
io_traces.ns30 S3FIFO-0.5000-0.9000 cache size  1232112, 39800000 req, miss ratio 0.0398, byte miss ratio 0.0398
io_traces.ns30 S3FIFO-0.4000-0.9000 cache size     1540, 39800000 req, miss ratio 0.2280, byte miss ratio 0.2280
io_traces.ns30 S3FIFO-0.4000-0.9000 cache size     4620, 39800000 req, miss ratio 0.1997, byte miss ratio 0.1997
io_traces.ns30 S3FIFO-0.4000-0.9000 cache size    15401, 39800000 req, miss ratio 0.1776, byte miss ratio 0.1776
io_traces.ns30 S3FIFO-0.4000-0.9000 cache size    46204, 39800000 req, miss ratio 0.1395, byte miss ratio 0.1395
