cdn1_allcolo.ns238 S3FIFO-0.6500-0.9000 cache size        5, 1519690 req, miss ratio 0.6811, byte miss ratio 0.6811
cdn1_allcolo.ns238 S3FIFO-0.6500-0.9000 cache size       19, 1519690 req, miss ratio 0.4112, byte miss ratio 0.4112
cdn1_allcolo.ns238 S3FIFO-0.6500-0.9000 cache size       59, 1519690 req, miss ratio 0.1194, byte miss ratio 0.1194
cdn1_allcolo.ns238 S3FIFO-0.6500-0.9000 cache size      197, 1519690 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_allcolo.ns238 S3FIFO-0.6500-0.9000 cache size      394, 1519690 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns238 S3FIFO-0.6500-0.9000 cache size      789, 1519690 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns238 S3FIFO-0.6500-0.9000 cache size     1579, 1519690 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns238 S3FIFO-0.7500-0.9000 cache size        5, 1519690 req, miss ratio 0.6811, byte miss ratio 0.6811
cdn1_allcolo.ns238 S3FIFO-0.7500-0.9000 cache size       19, 1519690 req, miss ratio 0.4246, byte miss ratio 0.4246
cdn1_allcolo.ns238 S3FIFO-0.7500-0.9000 cache size       59, 1519690 req, miss ratio 0.1278, byte miss ratio 0.1278
cdn1_allcolo.ns238 S3FIFO-0.7500-0.9000 cache size      197, 1519690 req, miss ratio 0.0154, byte miss ratio 0.0154
cdn1_allcolo.ns238 S3FIFO-0.7500-0.9000 cache size      394, 1519690 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns238 S3FIFO-0.7500-0.9000 cache size      789, 1519690 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns238 S3FIFO-0.7500-0.9000 cache size     1579, 1519690 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns238 S3FIFO-0.0050-1.9000 cache size        5, 1519690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns238 S3FIFO-0.0050-1.9000 cache size       19, 1519690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns238 S3FIFO-0.0050-1.9000 cache size       59, 1519690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns238 S3FIFO-0.0050-1.9000 cache size      197, 1519690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns238 S3FIFO-0.0050-1.9000 cache size      394, 1519690 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns238 S3FIFO-0.0050-1.9000 cache size      789, 1519690 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns238 S3FIFO-0.0050-1.9000 cache size     1579, 1519690 req, miss ratio 0.0013, byte miss ratio 0.0013
