cdn1_colo28.ns42 S3FIFO-0.8500-0.9000 cache size       11, 45361112 req, miss ratio 0.9443, byte miss ratio 0.9443
cdn1_colo28.ns42 S3FIFO-0.8500-0.9000 cache size       36, 45361112 req, miss ratio 0.9321, byte miss ratio 0.9321
cdn1_colo28.ns42 S3FIFO-0.8500-0.9000 cache size      110, 45361112 req, miss ratio 0.8237, byte miss ratio 0.8237
cdn1_colo28.ns42 S3FIFO-0.8500-0.9000 cache size      368, 45361112 req, miss ratio 0.4680, byte miss ratio 0.4680
cdn1_colo28.ns42 S3FIFO-0.8500-0.9000 cache size      736, 45361112 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_colo28.ns42 S3FIFO-0.8500-0.9000 cache size     1472, 45361112 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_colo28.ns42 S3FIFO-0.8500-0.9000 cache size     2944, 45361112 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns42 S3FIFO-0.6500-0.9000 cache size       11, 45361112 req, miss ratio 0.9407, byte miss ratio 0.9407
cdn1_colo28.ns42 S3FIFO-0.6500-0.9000 cache size       36, 45361112 req, miss ratio 0.9172, byte miss ratio 0.9172
cdn1_colo28.ns42 S3FIFO-0.6500-0.9000 cache size      110, 45361112 req, miss ratio 0.8100, byte miss ratio 0.8100
cdn1_colo28.ns42 S3FIFO-0.6500-0.9000 cache size      368, 45361112 req, miss ratio 0.4605, byte miss ratio 0.4605
cdn1_colo28.ns42 S3FIFO-0.6500-0.9000 cache size      736, 45361112 req, miss ratio 0.1248, byte miss ratio 0.1248
cdn1_colo28.ns42 S3FIFO-0.6500-0.9000 cache size     1472, 45361112 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_colo28.ns42 S3FIFO-0.6500-0.9000 cache size     2944, 45361112 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns42 S3FIFO-0.1500-0.9000 cache size       11, 45361112 req, miss ratio 0.9254, byte miss ratio 0.9254
cdn1_colo28.ns42 S3FIFO-0.1500-0.9000 cache size       36, 45361112 req, miss ratio 0.8734, byte miss ratio 0.8734
cdn1_colo28.ns42 S3FIFO-0.1500-0.9000 cache size      110, 45361112 req, miss ratio 0.7845, byte miss ratio 0.7845
cdn1_colo28.ns42 S3FIFO-0.1500-0.9000 cache size      368, 45361112 req, miss ratio 0.4355, byte miss ratio 0.4355
cdn1_colo28.ns42 S3FIFO-0.1500-0.9000 cache size      736, 45361112 req, miss ratio 0.0728, byte miss ratio 0.0728
cdn1_colo28.ns42 S3FIFO-0.1500-0.9000 cache size     1472, 45361112 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns42 S3FIFO-0.1500-0.9000 cache size     2944, 45361112 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns42 S3FIFO-0.9500-1.9000 cache size       11, 45361112 req, miss ratio 0.9455, byte miss ratio 0.9455
cdn1_colo28.ns42 S3FIFO-0.9500-1.9000 cache size       36, 45361112 req, miss ratio 0.9378, byte miss ratio 0.9378
cdn1_colo28.ns42 S3FIFO-0.9500-1.9000 cache size      110, 45361112 req, miss ratio 0.8203, byte miss ratio 0.8203
cdn1_colo28.ns42 S3FIFO-0.9500-1.9000 cache size      368, 45361112 req, miss ratio 0.4614, byte miss ratio 0.4614
cdn1_colo28.ns42 S3FIFO-0.9500-1.9000 cache size      736, 45361112 req, miss ratio 0.1447, byte miss ratio 0.1447
cdn1_colo28.ns42 S3FIFO-0.9500-1.9000 cache size     1472, 45361112 req, miss ratio 0.0159, byte miss ratio 0.0159
cdn1_colo28.ns42 S3FIFO-0.9500-1.9000 cache size     2944, 45361112 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns42 S3FIFO-0.0010-0.9000 cache size       11, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0010-0.9000 cache size       36, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0010-0.9000 cache size      110, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0010-0.9000 cache size      368, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0010-0.9000 cache size      736, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0010-0.9000 cache size     1472, 45361112 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_colo28.ns42 S3FIFO-0.0010-0.9000 cache size     2944, 45361112 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns42 S3FIFO-0.2500-1.9000 cache size       11, 45361112 req, miss ratio 0.9285, byte miss ratio 0.9285
cdn1_colo28.ns42 S3FIFO-0.2500-1.9000 cache size       36, 45361112 req, miss ratio 0.8925, byte miss ratio 0.8925
cdn1_colo28.ns42 S3FIFO-0.2500-1.9000 cache size      110, 45361112 req, miss ratio 0.8048, byte miss ratio 0.8048
cdn1_colo28.ns42 S3FIFO-0.2500-1.9000 cache size      368, 45361112 req, miss ratio 0.4453, byte miss ratio 0.4453
cdn1_colo28.ns42 S3FIFO-0.2500-1.9000 cache size      736, 45361112 req, miss ratio 0.0831, byte miss ratio 0.0831
cdn1_colo28.ns42 S3FIFO-0.2500-1.9000 cache size     1472, 45361112 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_colo28.ns42 S3FIFO-0.2500-1.9000 cache size     2944, 45361112 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns42 S3FIFO-0.4500-0.9000 cache size       11, 45361112 req, miss ratio 0.9336, byte miss ratio 0.9336
cdn1_colo28.ns42 S3FIFO-0.4500-0.9000 cache size       36, 45361112 req, miss ratio 0.8998, byte miss ratio 0.8998
cdn1_colo28.ns42 S3FIFO-0.4500-0.9000 cache size      110, 45361112 req, miss ratio 0.8064, byte miss ratio 0.8064
cdn1_colo28.ns42 S3FIFO-0.4500-0.9000 cache size      368, 45361112 req, miss ratio 0.4524, byte miss ratio 0.4524
cdn1_colo28.ns42 S3FIFO-0.4500-0.9000 cache size      736, 45361112 req, miss ratio 0.1059, byte miss ratio 0.1059
cdn1_colo28.ns42 S3FIFO-0.4500-0.9000 cache size     1472, 45361112 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns42 S3FIFO-0.4500-0.9000 cache size     2944, 45361112 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns42 S3FIFO-0.3500-0.9000 cache size       11, 45361112 req, miss ratio 0.9309, byte miss ratio 0.9309
cdn1_colo28.ns42 S3FIFO-0.3500-0.9000 cache size       36, 45361112 req, miss ratio 0.8901, byte miss ratio 0.8901
cdn1_colo28.ns42 S3FIFO-0.3500-0.9000 cache size      110, 45361112 req, miss ratio 0.8050, byte miss ratio 0.8050
cdn1_colo28.ns42 S3FIFO-0.3500-0.9000 cache size      368, 45361112 req, miss ratio 0.4477, byte miss ratio 0.4477
cdn1_colo28.ns42 S3FIFO-0.3500-0.9000 cache size      736, 45361112 req, miss ratio 0.0949, byte miss ratio 0.0949
cdn1_colo28.ns42 S3FIFO-0.3500-0.9000 cache size     1472, 45361112 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_colo28.ns42 S3FIFO-0.3500-0.9000 cache size     2944, 45361112 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns42 S3FIFO-0.7000-1.9000 cache size       11, 45361112 req, miss ratio 0.9409, byte miss ratio 0.9409
cdn1_colo28.ns42 S3FIFO-0.7000-1.9000 cache size       36, 45361112 req, miss ratio 0.9278, byte miss ratio 0.9278
cdn1_colo28.ns42 S3FIFO-0.7000-1.9000 cache size      110, 45361112 req, miss ratio 0.8205, byte miss ratio 0.8205
cdn1_colo28.ns42 S3FIFO-0.7000-1.9000 cache size      368, 45361112 req, miss ratio 0.4560, byte miss ratio 0.4560
cdn1_colo28.ns42 S3FIFO-0.7000-1.9000 cache size      736, 45361112 req, miss ratio 0.1285, byte miss ratio 0.1285
cdn1_colo28.ns42 S3FIFO-0.7000-1.9000 cache size     1472, 45361112 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_colo28.ns42 S3FIFO-0.7000-1.9000 cache size     2944, 45361112 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns42 S3FIFO-0.9000-1.9000 cache size       11, 45361112 req, miss ratio 0.9444, byte miss ratio 0.9444
cdn1_colo28.ns42 S3FIFO-0.9000-1.9000 cache size       36, 45361112 req, miss ratio 0.9374, byte miss ratio 0.9374
cdn1_colo28.ns42 S3FIFO-0.9000-1.9000 cache size      110, 45361112 req, miss ratio 0.8241, byte miss ratio 0.8241
cdn1_colo28.ns42 S3FIFO-0.9000-1.9000 cache size      368, 45361112 req, miss ratio 0.4602, byte miss ratio 0.4602
cdn1_colo28.ns42 S3FIFO-0.9000-1.9000 cache size      736, 45361112 req, miss ratio 0.1421, byte miss ratio 0.1421
cdn1_colo28.ns42 S3FIFO-0.9000-1.9000 cache size     1472, 45361112 req, miss ratio 0.0153, byte miss ratio 0.0153
cdn1_colo28.ns42 S3FIFO-0.9000-1.9000 cache size     2944, 45361112 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns42 S3FIFO-0.6000-1.9000 cache size       11, 45361112 req, miss ratio 0.9388, byte miss ratio 0.9388
cdn1_colo28.ns42 S3FIFO-0.6000-1.9000 cache size       36, 45361112 req, miss ratio 0.9195, byte miss ratio 0.9195
cdn1_colo28.ns42 S3FIFO-0.6000-1.9000 cache size      110, 45361112 req, miss ratio 0.8139, byte miss ratio 0.8139
cdn1_colo28.ns42 S3FIFO-0.6000-1.9000 cache size      368, 45361112 req, miss ratio 0.4539, byte miss ratio 0.4539
cdn1_colo28.ns42 S3FIFO-0.6000-1.9000 cache size      736, 45361112 req, miss ratio 0.1201, byte miss ratio 0.1201
cdn1_colo28.ns42 S3FIFO-0.6000-1.9000 cache size     1472, 45361112 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_colo28.ns42 S3FIFO-0.6000-1.9000 cache size     2944, 45361112 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns42 S3FIFO-0.8000-0.9000 cache size       11, 45361112 req, miss ratio 0.9427, byte miss ratio 0.9427
cdn1_colo28.ns42 S3FIFO-0.8000-0.9000 cache size       36, 45361112 req, miss ratio 0.9282, byte miss ratio 0.9282
cdn1_colo28.ns42 S3FIFO-0.8000-0.9000 cache size      110, 45361112 req, miss ratio 0.8205, byte miss ratio 0.8205
cdn1_colo28.ns42 S3FIFO-0.8000-0.9000 cache size      368, 45361112 req, miss ratio 0.4662, byte miss ratio 0.4662
cdn1_colo28.ns42 S3FIFO-0.8000-0.9000 cache size      736, 45361112 req, miss ratio 0.1363, byte miss ratio 0.1363
cdn1_colo28.ns42 S3FIFO-0.8000-0.9000 cache size     1472, 45361112 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns42 S3FIFO-0.8000-0.9000 cache size     2944, 45361112 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns42 S3FIFO-0.3000-1.9000 cache size       11, 45361112 req, miss ratio 0.9313, byte miss ratio 0.9313
cdn1_colo28.ns42 S3FIFO-0.3000-1.9000 cache size       36, 45361112 req, miss ratio 0.8948, byte miss ratio 0.8948
cdn1_colo28.ns42 S3FIFO-0.3000-1.9000 cache size      110, 45361112 req, miss ratio 0.8077, byte miss ratio 0.8077
cdn1_colo28.ns42 S3FIFO-0.3000-1.9000 cache size      368, 45361112 req, miss ratio 0.4468, byte miss ratio 0.4468
cdn1_colo28.ns42 S3FIFO-0.3000-1.9000 cache size      736, 45361112 req, miss ratio 0.0890, byte miss ratio 0.0890
cdn1_colo28.ns42 S3FIFO-0.3000-1.9000 cache size     1472, 45361112 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns42 S3FIFO-0.3000-1.9000 cache size     2944, 45361112 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns42 S3FIFO-0.2000-1.9000 cache size       11, 45361112 req, miss ratio 0.9285, byte miss ratio 0.9285
cdn1_colo28.ns42 S3FIFO-0.2000-1.9000 cache size       36, 45361112 req, miss ratio 0.8878, byte miss ratio 0.8878
cdn1_colo28.ns42 S3FIFO-0.2000-1.9000 cache size      110, 45361112 req, miss ratio 0.8007, byte miss ratio 0.8007
cdn1_colo28.ns42 S3FIFO-0.2000-1.9000 cache size      368, 45361112 req, miss ratio 0.4437, byte miss ratio 0.4437
cdn1_colo28.ns42 S3FIFO-0.2000-1.9000 cache size      736, 45361112 req, miss ratio 0.0772, byte miss ratio 0.0772
cdn1_colo28.ns42 S3FIFO-0.2000-1.9000 cache size     1472, 45361112 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns42 S3FIFO-0.2000-1.9000 cache size     2944, 45361112 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns42 S3FIFO-0.0250-0.9000 cache size       11, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0250-0.9000 cache size       36, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0250-0.9000 cache size      110, 45361112 req, miss ratio 0.7648, byte miss ratio 0.7648
cdn1_colo28.ns42 S3FIFO-0.0250-0.9000 cache size      368, 45361112 req, miss ratio 0.4237, byte miss ratio 0.4237
cdn1_colo28.ns42 S3FIFO-0.0250-0.9000 cache size      736, 45361112 req, miss ratio 0.0690, byte miss ratio 0.0690
cdn1_colo28.ns42 S3FIFO-0.0250-0.9000 cache size     1472, 45361112 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_colo28.ns42 S3FIFO-0.0250-0.9000 cache size     2944, 45361112 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns42 S3FIFO-0.4500-1.9000 cache size       11, 45361112 req, miss ratio 0.9339, byte miss ratio 0.9339
cdn1_colo28.ns42 S3FIFO-0.4500-1.9000 cache size       36, 45361112 req, miss ratio 0.9084, byte miss ratio 0.9084
cdn1_colo28.ns42 S3FIFO-0.4500-1.9000 cache size      110, 45361112 req, miss ratio 0.8087, byte miss ratio 0.8087
cdn1_colo28.ns42 S3FIFO-0.4500-1.9000 cache size      368, 45361112 req, miss ratio 0.4506, byte miss ratio 0.4506
cdn1_colo28.ns42 S3FIFO-0.4500-1.9000 cache size      736, 45361112 req, miss ratio 0.1056, byte miss ratio 0.1056
cdn1_colo28.ns42 S3FIFO-0.4500-1.9000 cache size     1472, 45361112 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns42 S3FIFO-0.4500-1.9000 cache size     2944, 45361112 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns42 S3FIFO-0.0500-1.9000 cache size       11, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0500-1.9000 cache size       36, 45361112 req, miss ratio 0.8742, byte miss ratio 0.8742
cdn1_colo28.ns42 S3FIFO-0.0500-1.9000 cache size      110, 45361112 req, miss ratio 0.7787, byte miss ratio 0.7787
cdn1_colo28.ns42 S3FIFO-0.0500-1.9000 cache size      368, 45361112 req, miss ratio 0.4381, byte miss ratio 0.4381
cdn1_colo28.ns42 S3FIFO-0.0500-1.9000 cache size      736, 45361112 req, miss ratio 0.0695, byte miss ratio 0.0695
cdn1_colo28.ns42 S3FIFO-0.0500-1.9000 cache size     1472, 45361112 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_colo28.ns42 S3FIFO-0.0500-1.9000 cache size     2944, 45361112 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns42 S3FIFO-0.8000-1.9000 cache size       11, 45361112 req, miss ratio 0.9429, byte miss ratio 0.9429
cdn1_colo28.ns42 S3FIFO-0.8000-1.9000 cache size       36, 45361112 req, miss ratio 0.9331, byte miss ratio 0.9331
cdn1_colo28.ns42 S3FIFO-0.8000-1.9000 cache size      110, 45361112 req, miss ratio 0.8262, byte miss ratio 0.8262
cdn1_colo28.ns42 S3FIFO-0.8000-1.9000 cache size      368, 45361112 req, miss ratio 0.4583, byte miss ratio 0.4583
cdn1_colo28.ns42 S3FIFO-0.8000-1.9000 cache size      736, 45361112 req, miss ratio 0.1359, byte miss ratio 0.1359
cdn1_colo28.ns42 S3FIFO-0.8000-1.9000 cache size     1472, 45361112 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns42 S3FIFO-0.8000-1.9000 cache size     2944, 45361112 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns42 S3FIFO-0.7500-0.9000 cache size       11, 45361112 req, miss ratio 0.9427, byte miss ratio 0.9427
cdn1_colo28.ns42 S3FIFO-0.7500-0.9000 cache size       36, 45361112 req, miss ratio 0.9262, byte miss ratio 0.9262
cdn1_colo28.ns42 S3FIFO-0.7500-0.9000 cache size      110, 45361112 req, miss ratio 0.8164, byte miss ratio 0.8164
cdn1_colo28.ns42 S3FIFO-0.7500-0.9000 cache size      368, 45361112 req, miss ratio 0.4643, byte miss ratio 0.4643
cdn1_colo28.ns42 S3FIFO-0.7500-0.9000 cache size      736, 45361112 req, miss ratio 0.1329, byte miss ratio 0.1329
cdn1_colo28.ns42 S3FIFO-0.7500-0.9000 cache size     1472, 45361112 req, miss ratio 0.0131, byte miss ratio 0.0131
cdn1_colo28.ns42 S3FIFO-0.7500-0.9000 cache size     2944, 45361112 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns42 S3FIFO-0.1000-0.9000 cache size       11, 45361112 req, miss ratio 0.9254, byte miss ratio 0.9254
cdn1_colo28.ns42 S3FIFO-0.1000-0.9000 cache size       36, 45361112 req, miss ratio 0.8691, byte miss ratio 0.8691
cdn1_colo28.ns42 S3FIFO-0.1000-0.9000 cache size      110, 45361112 req, miss ratio 0.7778, byte miss ratio 0.7778
cdn1_colo28.ns42 S3FIFO-0.1000-0.9000 cache size      368, 45361112 req, miss ratio 0.4313, byte miss ratio 0.4313
cdn1_colo28.ns42 S3FIFO-0.1000-0.9000 cache size      736, 45361112 req, miss ratio 0.0705, byte miss ratio 0.0705
cdn1_colo28.ns42 S3FIFO-0.1000-0.9000 cache size     1472, 45361112 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns42 S3FIFO-0.1000-0.9000 cache size     2944, 45361112 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns42 S3FIFO-0.7500-1.9000 cache size       11, 45361112 req, miss ratio 0.9429, byte miss ratio 0.9429
cdn1_colo28.ns42 S3FIFO-0.7500-1.9000 cache size       36, 45361112 req, miss ratio 0.9315, byte miss ratio 0.9315
cdn1_colo28.ns42 S3FIFO-0.7500-1.9000 cache size      110, 45361112 req, miss ratio 0.8237, byte miss ratio 0.8237
cdn1_colo28.ns42 S3FIFO-0.7500-1.9000 cache size      368, 45361112 req, miss ratio 0.4571, byte miss ratio 0.4571
cdn1_colo28.ns42 S3FIFO-0.7500-1.9000 cache size      736, 45361112 req, miss ratio 0.1324, byte miss ratio 0.1324
cdn1_colo28.ns42 S3FIFO-0.7500-1.9000 cache size     1472, 45361112 req, miss ratio 0.0131, byte miss ratio 0.0131
cdn1_colo28.ns42 S3FIFO-0.7500-1.9000 cache size     2944, 45361112 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns42 S3FIFO-0.0010-1.9000 cache size       11, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0010-1.9000 cache size       36, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0010-1.9000 cache size      110, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns42 S3FIFO-0.0010-1.9000 cache size      368, 45361112 req, miss ratio 1.0000, byte miss ratio 1.0000
