cdn1_allcolo.ns80 S3FIFO-0.0010-1.9000 cache size      623, 12725591 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns80 S3FIFO-0.0010-1.9000 cache size     1869, 12725591 req, miss ratio 0.0518, byte miss ratio 0.0518
cdn1_allcolo.ns80 S3FIFO-0.0010-1.9000 cache size     6232, 12725591 req, miss ratio 0.0502, byte miss ratio 0.0502
cdn1_allcolo.ns80 S3FIFO-0.0010-1.9000 cache size    18696, 12725591 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns80 S3FIFO-0.0010-1.9000 cache size    62323, 12725591 req, miss ratio 0.0492, byte miss ratio 0.0492
cdn1_allcolo.ns80 S3FIFO-0.0010-1.9000 cache size   124646, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.0010-1.9000 cache size   249292, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.0010-1.9000 cache size   498585, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.4500-1.9000 cache size      623, 12725591 req, miss ratio 0.0502, byte miss ratio 0.0502
cdn1_allcolo.ns80 S3FIFO-0.4500-1.9000 cache size     1869, 12725591 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns80 S3FIFO-0.4500-1.9000 cache size     6232, 12725591 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns80 S3FIFO-0.4500-1.9000 cache size    18696, 12725591 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns80 S3FIFO-0.4500-1.9000 cache size    62323, 12725591 req, miss ratio 0.0492, byte miss ratio 0.0492
cdn1_allcolo.ns80 S3FIFO-0.4500-1.9000 cache size   124646, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.4500-1.9000 cache size   249292, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.4500-1.9000 cache size   498585, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.6500-1.9000 cache size      623, 12725591 req, miss ratio 0.0503, byte miss ratio 0.0503
cdn1_allcolo.ns80 S3FIFO-0.6500-1.9000 cache size     1869, 12725591 req, miss ratio 0.0499, byte miss ratio 0.0499
cdn1_allcolo.ns80 S3FIFO-0.6500-1.9000 cache size     6232, 12725591 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns80 S3FIFO-0.6500-1.9000 cache size    18696, 12725591 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns80 S3FIFO-0.6500-1.9000 cache size    62323, 12725591 req, miss ratio 0.0492, byte miss ratio 0.0492
cdn1_allcolo.ns80 S3FIFO-0.6500-1.9000 cache size   124646, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.6500-1.9000 cache size   249292, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.6500-1.9000 cache size   498585, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.4000-0.9000 cache size      623, 12725591 req, miss ratio 0.0502, byte miss ratio 0.0502
cdn1_allcolo.ns80 S3FIFO-0.4000-0.9000 cache size     1869, 12725591 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns80 S3FIFO-0.4000-0.9000 cache size     6232, 12725591 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns80 S3FIFO-0.4000-0.9000 cache size    18696, 12725591 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns80 S3FIFO-0.4000-0.9000 cache size    62323, 12725591 req, miss ratio 0.0492, byte miss ratio 0.0492
cdn1_allcolo.ns80 S3FIFO-0.4000-0.9000 cache size   124646, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.4000-0.9000 cache size   249292, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.4000-0.9000 cache size   498585, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.5500-1.9000 cache size      623, 12725591 req, miss ratio 0.0502, byte miss ratio 0.0502
cdn1_allcolo.ns80 S3FIFO-0.5500-1.9000 cache size     1869, 12725591 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns80 S3FIFO-0.5500-1.9000 cache size     6232, 12725591 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns80 S3FIFO-0.5500-1.9000 cache size    18696, 12725591 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns80 S3FIFO-0.5500-1.9000 cache size    62323, 12725591 req, miss ratio 0.0492, byte miss ratio 0.0492
cdn1_allcolo.ns80 S3FIFO-0.5500-1.9000 cache size   124646, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.5500-1.9000 cache size   249292, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.5500-1.9000 cache size   498585, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.1000-0.9000 cache size      623, 12725591 req, miss ratio 0.0502, byte miss ratio 0.0502
cdn1_allcolo.ns80 S3FIFO-0.1000-0.9000 cache size     1869, 12725591 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns80 S3FIFO-0.1000-0.9000 cache size     6232, 12725591 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns80 S3FIFO-0.1000-0.9000 cache size    18696, 12725591 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns80 S3FIFO-0.1000-0.9000 cache size    62323, 12725591 req, miss ratio 0.0492, byte miss ratio 0.0492
cdn1_allcolo.ns80 S3FIFO-0.1000-0.9000 cache size   124646, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.1000-0.9000 cache size   249292, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.1000-0.9000 cache size   498585, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns80 S3FIFO-0.9900-1.9000 cache size      623, 12725591 req, miss ratio 0.0505, byte miss ratio 0.0505
cdn1_allcolo.ns80 S3FIFO-0.9900-1.9000 cache size     1869, 12725591 req, miss ratio 0.0502, byte miss ratio 0.0502
cdn1_allcolo.ns80 S3FIFO-0.9900-1.9000 cache size     6232, 12725591 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns80 S3FIFO-0.9900-1.9000 cache size    18696, 12725591 req, miss ratio 0.0496, byte miss ratio 0.0496
cdn1_allcolo.ns80 S3FIFO-0.9900-1.9000 cache size    62323, 12725591 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns80 S3FIFO-0.9900-1.9000 cache size   124646, 12725591 req, miss ratio 0.0490, byte miss ratio 0.0490
