cdn1_colo28.ns17 S3FIFO-0.9900-0.9000 cache size       36, 5316835 req, miss ratio 0.9821, byte miss ratio 0.9821
cdn1_colo28.ns17 S3FIFO-0.9900-0.9000 cache size      109, 5316835 req, miss ratio 0.9653, byte miss ratio 0.9653
cdn1_colo28.ns17 S3FIFO-0.9900-0.9000 cache size      365, 5316835 req, miss ratio 0.9336, byte miss ratio 0.9336
cdn1_colo28.ns17 S3FIFO-0.9900-0.9000 cache size     1095, 5316835 req, miss ratio 0.8740, byte miss ratio 0.8740
cdn1_colo28.ns17 S3FIFO-0.9900-0.9000 cache size     3651, 5316835 req, miss ratio 0.6798, byte miss ratio 0.6798
cdn1_colo28.ns17 S3FIFO-0.9900-0.9000 cache size     7303, 5316835 req, miss ratio 0.4070, byte miss ratio 0.4070
cdn1_colo28.ns17 S3FIFO-0.9900-0.9000 cache size    14606, 5316835 req, miss ratio 0.1285, byte miss ratio 0.1285
cdn1_colo28.ns17 S3FIFO-0.9900-0.9000 cache size    29213, 5316835 req, miss ratio 0.0152, byte miss ratio 0.0152
cdn1_colo28.ns17 S3FIFO-0.2000-0.9000 cache size       36, 5316835 req, miss ratio 0.9802, byte miss ratio 0.9802
cdn1_colo28.ns17 S3FIFO-0.2000-0.9000 cache size      109, 5316835 req, miss ratio 0.9570, byte miss ratio 0.9570
cdn1_colo28.ns17 S3FIFO-0.2000-0.9000 cache size      365, 5316835 req, miss ratio 0.8929, byte miss ratio 0.8929
cdn1_colo28.ns17 S3FIFO-0.2000-0.9000 cache size     1095, 5316835 req, miss ratio 0.7720, byte miss ratio 0.7720
cdn1_colo28.ns17 S3FIFO-0.2000-0.9000 cache size     3651, 5316835 req, miss ratio 0.5378, byte miss ratio 0.5378
cdn1_colo28.ns17 S3FIFO-0.2000-0.9000 cache size     7303, 5316835 req, miss ratio 0.3222, byte miss ratio 0.3222
cdn1_colo28.ns17 S3FIFO-0.2000-0.9000 cache size    14606, 5316835 req, miss ratio 0.0806, byte miss ratio 0.0806
cdn1_colo28.ns17 S3FIFO-0.2000-0.9000 cache size    29213, 5316835 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns17 S3FIFO-0.6500-1.9000 cache size       36, 5316835 req, miss ratio 0.9795, byte miss ratio 0.9795
cdn1_colo28.ns17 S3FIFO-0.6500-1.9000 cache size      109, 5316835 req, miss ratio 0.9606, byte miss ratio 0.9606
cdn1_colo28.ns17 S3FIFO-0.6500-1.9000 cache size      365, 5316835 req, miss ratio 0.9207, byte miss ratio 0.9207
cdn1_colo28.ns17 S3FIFO-0.6500-1.9000 cache size     1095, 5316835 req, miss ratio 0.8481, byte miss ratio 0.8481
cdn1_colo28.ns17 S3FIFO-0.6500-1.9000 cache size     3651, 5316835 req, miss ratio 0.6427, byte miss ratio 0.6427
cdn1_colo28.ns17 S3FIFO-0.6500-1.9000 cache size     7303, 5316835 req, miss ratio 0.3791, byte miss ratio 0.3791
cdn1_colo28.ns17 S3FIFO-0.6500-1.9000 cache size    14606, 5316835 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_colo28.ns17 S3FIFO-0.6500-1.9000 cache size    29213, 5316835 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_colo28.ns17 S3FIFO-0.5000-0.9000 cache size       36, 5316835 req, miss ratio 0.9800, byte miss ratio 0.9800
cdn1_colo28.ns17 S3FIFO-0.5000-0.9000 cache size      109, 5316835 req, miss ratio 0.9598, byte miss ratio 0.9598
cdn1_colo28.ns17 S3FIFO-0.5000-0.9000 cache size      365, 5316835 req, miss ratio 0.9101, byte miss ratio 0.9101
cdn1_colo28.ns17 S3FIFO-0.5000-0.9000 cache size     1095, 5316835 req, miss ratio 0.8153, byte miss ratio 0.8153
cdn1_colo28.ns17 S3FIFO-0.5000-0.9000 cache size     3651, 5316835 req, miss ratio 0.6153, byte miss ratio 0.6153
cdn1_colo28.ns17 S3FIFO-0.5000-0.9000 cache size     7303, 5316835 req, miss ratio 0.3637, byte miss ratio 0.3637
cdn1_colo28.ns17 S3FIFO-0.5000-0.9000 cache size    14606, 5316835 req, miss ratio 0.0954, byte miss ratio 0.0954
cdn1_colo28.ns17 S3FIFO-0.5000-0.9000 cache size    29213, 5316835 req, miss ratio 0.0102, byte miss ratio 0.0102
cdn1_colo28.ns17 S3FIFO-0.0500-0.9000 cache size       36, 5316835 req, miss ratio 0.9793, byte miss ratio 0.9793
cdn1_colo28.ns17 S3FIFO-0.0500-0.9000 cache size      109, 5316835 req, miss ratio 0.9556, byte miss ratio 0.9556
cdn1_colo28.ns17 S3FIFO-0.0500-0.9000 cache size      365, 5316835 req, miss ratio 0.8881, byte miss ratio 0.8881
cdn1_colo28.ns17 S3FIFO-0.0500-0.9000 cache size     1095, 5316835 req, miss ratio 0.7556, byte miss ratio 0.7556
cdn1_colo28.ns17 S3FIFO-0.0500-0.9000 cache size     3651, 5316835 req, miss ratio 0.4953, byte miss ratio 0.4953
cdn1_colo28.ns17 S3FIFO-0.0500-0.9000 cache size     7303, 5316835 req, miss ratio 0.3042, byte miss ratio 0.3042
cdn1_colo28.ns17 S3FIFO-0.0500-0.9000 cache size    14606, 5316835 req, miss ratio 0.0819, byte miss ratio 0.0819
cdn1_colo28.ns17 S3FIFO-0.0500-0.9000 cache size    29213, 5316835 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns17 S3FIFO-0.4000-0.9000 cache size       36, 5316835 req, miss ratio 0.9803, byte miss ratio 0.9803
cdn1_colo28.ns17 S3FIFO-0.4000-0.9000 cache size      109, 5316835 req, miss ratio 0.9589, byte miss ratio 0.9589
cdn1_colo28.ns17 S3FIFO-0.4000-0.9000 cache size      365, 5316835 req, miss ratio 0.9041, byte miss ratio 0.9041
cdn1_colo28.ns17 S3FIFO-0.4000-0.9000 cache size     1095, 5316835 req, miss ratio 0.8007, byte miss ratio 0.8007
cdn1_colo28.ns17 S3FIFO-0.4000-0.9000 cache size     3651, 5316835 req, miss ratio 0.5885, byte miss ratio 0.5885
cdn1_colo28.ns17 S3FIFO-0.4000-0.9000 cache size     7303, 5316835 req, miss ratio 0.3502, byte miss ratio 0.3502
cdn1_colo28.ns17 S3FIFO-0.4000-0.9000 cache size    14606, 5316835 req, miss ratio 0.0893, byte miss ratio 0.0893
cdn1_colo28.ns17 S3FIFO-0.4000-0.9000 cache size    29213, 5316835 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_colo28.ns17 S3FIFO-0.9500-1.9000 cache size       36, 5316835 req, miss ratio 0.9813, byte miss ratio 0.9813
cdn1_colo28.ns17 S3FIFO-0.9500-1.9000 cache size      109, 5316835 req, miss ratio 0.9642, byte miss ratio 0.9642
cdn1_colo28.ns17 S3FIFO-0.9500-1.9000 cache size      365, 5316835 req, miss ratio 0.9324, byte miss ratio 0.9324
cdn1_colo28.ns17 S3FIFO-0.9500-1.9000 cache size     1095, 5316835 req, miss ratio 0.8731, byte miss ratio 0.8731
cdn1_colo28.ns17 S3FIFO-0.9500-1.9000 cache size     3651, 5316835 req, miss ratio 0.6425, byte miss ratio 0.6425
cdn1_colo28.ns17 S3FIFO-0.9500-1.9000 cache size     7303, 5316835 req, miss ratio 0.4039, byte miss ratio 0.4039
cdn1_colo28.ns17 S3FIFO-0.9500-1.9000 cache size    14606, 5316835 req, miss ratio 0.1266, byte miss ratio 0.1266
cdn1_colo28.ns17 S3FIFO-0.9500-1.9000 cache size    29213, 5316835 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_colo28.ns17 S3FIFO-0.0010-0.9000 cache size       36, 5316835 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns17 S3FIFO-0.0010-0.9000 cache size      109, 5316835 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns17 S3FIFO-0.0010-0.9000 cache size      365, 5316835 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns17 S3FIFO-0.0010-0.9000 cache size     1095, 5316835 req, miss ratio 0.7553, byte miss ratio 0.7553
cdn1_colo28.ns17 S3FIFO-0.0010-0.9000 cache size     3651, 5316835 req, miss ratio 0.4890, byte miss ratio 0.4890
cdn1_colo28.ns17 S3FIFO-0.0010-0.9000 cache size     7303, 5316835 req, miss ratio 0.3000, byte miss ratio 0.3000
cdn1_colo28.ns17 S3FIFO-0.0010-0.9000 cache size    14606, 5316835 req, miss ratio 0.0862, byte miss ratio 0.0862
cdn1_colo28.ns17 S3FIFO-0.0010-0.9000 cache size    29213, 5316835 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_colo28.ns17 S3FIFO-0.7500-1.9000 cache size       36, 5316835 req, miss ratio 0.9794, byte miss ratio 0.9794
cdn1_colo28.ns17 S3FIFO-0.7500-1.9000 cache size      109, 5316835 req, miss ratio 0.9611, byte miss ratio 0.9611
cdn1_colo28.ns17 S3FIFO-0.7500-1.9000 cache size      365, 5316835 req, miss ratio 0.9245, byte miss ratio 0.9245
cdn1_colo28.ns17 S3FIFO-0.7500-1.9000 cache size     1095, 5316835 req, miss ratio 0.8580, byte miss ratio 0.8580
cdn1_colo28.ns17 S3FIFO-0.7500-1.9000 cache size     3651, 5316835 req, miss ratio 0.6484, byte miss ratio 0.6484
cdn1_colo28.ns17 S3FIFO-0.7500-1.9000 cache size     7303, 5316835 req, miss ratio 0.3896, byte miss ratio 0.3896
cdn1_colo28.ns17 S3FIFO-0.7500-1.9000 cache size    14606, 5316835 req, miss ratio 0.1116, byte miss ratio 0.1116
cdn1_colo28.ns17 S3FIFO-0.7500-1.9000 cache size    29213, 5316835 req, miss ratio 0.0124, byte miss ratio 0.0124
