tencentBlock.ns1796 S3FIFO-0.0100-1.9000 cache size       92, 1426642 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns1796 S3FIFO-0.0100-1.9000 cache size      277, 1426642 req, miss ratio 0.2793, byte miss ratio 0.2793
tencentBlock.ns1796 S3FIFO-0.0100-1.9000 cache size      926, 1426642 req, miss ratio 0.2087, byte miss ratio 0.2087
tencentBlock.ns1796 S3FIFO-0.0100-1.9000 cache size     2778, 1426642 req, miss ratio 0.1852, byte miss ratio 0.1852
tencentBlock.ns1796 S3FIFO-0.0100-1.9000 cache size     9260, 1426642 req, miss ratio 0.1528, byte miss ratio 0.1528
tencentBlock.ns1796 S3FIFO-0.0100-1.9000 cache size    18520, 1426642 req, miss ratio 0.1135, byte miss ratio 0.1135
tencentBlock.ns1796 S3FIFO-0.0100-1.9000 cache size    37041, 1426642 req, miss ratio 0.0736, byte miss ratio 0.0736
tencentBlock.ns1796 S3FIFO-0.0100-1.9000 cache size    74082, 1426642 req, miss ratio 0.0651, byte miss ratio 0.0651
tencentBlock.ns1796 S3FIFO-0.3000-1.9000 cache size       92, 1426642 req, miss ratio 0.3494, byte miss ratio 0.3494
tencentBlock.ns1796 S3FIFO-0.3000-1.9000 cache size      277, 1426642 req, miss ratio 0.2632, byte miss ratio 0.2632
tencentBlock.ns1796 S3FIFO-0.3000-1.9000 cache size      926, 1426642 req, miss ratio 0.2320, byte miss ratio 0.2320
tencentBlock.ns1796 S3FIFO-0.3000-1.9000 cache size     2778, 1426642 req, miss ratio 0.1847, byte miss ratio 0.1847
tencentBlock.ns1796 S3FIFO-0.3000-1.9000 cache size     9260, 1426642 req, miss ratio 0.1704, byte miss ratio 0.1704
tencentBlock.ns1796 S3FIFO-0.3000-1.9000 cache size    18520, 1426642 req, miss ratio 0.1192, byte miss ratio 0.1192
tencentBlock.ns1796 S3FIFO-0.3000-1.9000 cache size    37041, 1426642 req, miss ratio 0.0773, byte miss ratio 0.0773
tencentBlock.ns1796 S3FIFO-0.3000-1.9000 cache size    74082, 1426642 req, miss ratio 0.0651, byte miss ratio 0.0651
tencentBlock.ns1796 S3FIFO-0.0500-0.9000 cache size       92, 1426642 req, miss ratio 0.3542, byte miss ratio 0.3542
tencentBlock.ns1796 S3FIFO-0.0500-0.9000 cache size      277, 1426642 req, miss ratio 0.2606, byte miss ratio 0.2606
tencentBlock.ns1796 S3FIFO-0.0500-0.9000 cache size      926, 1426642 req, miss ratio 0.2071, byte miss ratio 0.2071
tencentBlock.ns1796 S3FIFO-0.0500-0.9000 cache size     2778, 1426642 req, miss ratio 0.1840, byte miss ratio 0.1840
tencentBlock.ns1796 S3FIFO-0.0500-0.9000 cache size     9260, 1426642 req, miss ratio 0.1519, byte miss ratio 0.1519
tencentBlock.ns1796 S3FIFO-0.0500-0.9000 cache size    18520, 1426642 req, miss ratio 0.1141, byte miss ratio 0.1141
tencentBlock.ns1796 S3FIFO-0.0500-0.9000 cache size    37041, 1426642 req, miss ratio 0.0738, byte miss ratio 0.0738
tencentBlock.ns1796 S3FIFO-0.0500-0.9000 cache size    74082, 1426642 req, miss ratio 0.0651, byte miss ratio 0.0651
