cdn1_colo28.ns380 S3FIFO-0.0500-0.9000 cache size     1100, 1778475 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_colo28.ns380 S3FIFO-0.0500-0.9000 cache size     3300, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-0.9000 cache size    11001, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-0.9000 cache size    33004, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-0.9000 cache size   110015, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-0.9000 cache size   220031, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-0.9000 cache size   440062, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-0.9000 cache size   880124, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-1.9000 cache size     1100, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.6500-1.9000 cache size     3300, 1778475 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_colo28.ns380 S3FIFO-0.6500-1.9000 cache size    11001, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-1.9000 cache size    33004, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-1.9000 cache size   110015, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-1.9000 cache size   220031, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-1.9000 cache size   440062, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-1.9000 cache size   880124, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-0.9000 cache size     1100, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.6500-0.9000 cache size     3300, 1778475 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_colo28.ns380 S3FIFO-0.6500-0.9000 cache size    11001, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-0.9000 cache size    33004, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-0.9000 cache size   110015, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-0.9000 cache size   220031, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-0.9000 cache size   440062, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6500-0.9000 cache size   880124, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.8500-1.9000 cache size     1100, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.8500-1.9000 cache size     3300, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.8500-1.9000 cache size    11001, 1778475 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_colo28.ns380 S3FIFO-0.8500-1.9000 cache size    33004, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.8500-1.9000 cache size   110015, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.8500-1.9000 cache size   220031, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.8500-1.9000 cache size   440062, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.8500-1.9000 cache size   880124, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.9900-1.9000 cache size     1100, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.9900-1.9000 cache size     3300, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.9900-1.9000 cache size    11001, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.9900-1.9000 cache size    33004, 1778475 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_colo28.ns380 S3FIFO-0.9900-1.9000 cache size   110015, 1778475 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_colo28.ns380 S3FIFO-0.9900-1.9000 cache size   220031, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.9900-1.9000 cache size   440062, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.9900-1.9000 cache size   880124, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6000-0.9000 cache size     1100, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.6000-0.9000 cache size     3300, 1778475 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_colo28.ns380 S3FIFO-0.6000-0.9000 cache size    11001, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6000-0.9000 cache size    33004, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6000-0.9000 cache size   110015, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6000-0.9000 cache size   220031, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6000-0.9000 cache size   440062, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.6000-0.9000 cache size   880124, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-1.9000 cache size     1100, 1778475 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_colo28.ns380 S3FIFO-0.0500-1.9000 cache size     3300, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-1.9000 cache size    11001, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-1.9000 cache size    33004, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-1.9000 cache size   110015, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-1.9000 cache size   220031, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-1.9000 cache size   440062, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.0500-1.9000 cache size   880124, 1778475 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_colo28.ns380 S3FIFO-0.8000-1.9000 cache size     1100, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.8000-1.9000 cache size     3300, 1778475 req, miss ratio 0.6188, byte miss ratio 0.6188
cdn1_colo28.ns380 S3FIFO-0.8000-1.9000 cache size    11001, 1778475 req, miss ratio 0.6187, byte miss ratio 0.6187
