cdn1_allcolo.ns5043 S3FIFO-0.0050-0.9000 cache size       17, 1167261 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5043 S3FIFO-0.0050-0.9000 cache size       52, 1167261 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5043 S3FIFO-0.0050-0.9000 cache size      176, 1167261 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5043 S3FIFO-0.0050-0.9000 cache size      528, 1167261 req, miss ratio 0.0844, byte miss ratio 0.0844
cdn1_allcolo.ns5043 S3FIFO-0.0050-0.9000 cache size     1763, 1167261 req, miss ratio 0.0433, byte miss ratio 0.0433
cdn1_allcolo.ns5043 S3FIFO-0.0050-0.9000 cache size     3526, 1167261 req, miss ratio 0.0276, byte miss ratio 0.0276
cdn1_allcolo.ns5043 S3FIFO-0.0050-0.9000 cache size     7052, 1167261 req, miss ratio 0.0193, byte miss ratio 0.0193
cdn1_allcolo.ns5043 S3FIFO-0.0050-0.9000 cache size    14104, 1167261 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_allcolo.ns5043 S3FIFO-0.3500-0.9000 cache size       17, 1167261 req, miss ratio 0.3758, byte miss ratio 0.3758
cdn1_allcolo.ns5043 S3FIFO-0.3500-0.9000 cache size       52, 1167261 req, miss ratio 0.3018, byte miss ratio 0.3018
cdn1_allcolo.ns5043 S3FIFO-0.3500-0.9000 cache size      176, 1167261 req, miss ratio 0.1856, byte miss ratio 0.1856
cdn1_allcolo.ns5043 S3FIFO-0.3500-0.9000 cache size      528, 1167261 req, miss ratio 0.0921, byte miss ratio 0.0921
cdn1_allcolo.ns5043 S3FIFO-0.3500-0.9000 cache size     1763, 1167261 req, miss ratio 0.0474, byte miss ratio 0.0474
cdn1_allcolo.ns5043 S3FIFO-0.3500-0.9000 cache size     3526, 1167261 req, miss ratio 0.0302, byte miss ratio 0.0302
cdn1_allcolo.ns5043 S3FIFO-0.3500-0.9000 cache size     7052, 1167261 req, miss ratio 0.0200, byte miss ratio 0.0200
cdn1_allcolo.ns5043 S3FIFO-0.3500-0.9000 cache size    14104, 1167261 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_allcolo.ns5043 S3FIFO-0.5500-1.9000 cache size       17, 1167261 req, miss ratio 0.3810, byte miss ratio 0.3810
cdn1_allcolo.ns5043 S3FIFO-0.5500-1.9000 cache size       52, 1167261 req, miss ratio 0.3089, byte miss ratio 0.3089
cdn1_allcolo.ns5043 S3FIFO-0.5500-1.9000 cache size      176, 1167261 req, miss ratio 0.1962, byte miss ratio 0.1962
cdn1_allcolo.ns5043 S3FIFO-0.5500-1.9000 cache size      528, 1167261 req, miss ratio 0.1000, byte miss ratio 0.1000
cdn1_allcolo.ns5043 S3FIFO-0.5500-1.9000 cache size     1763, 1167261 req, miss ratio 0.0504, byte miss ratio 0.0504
cdn1_allcolo.ns5043 S3FIFO-0.5500-1.9000 cache size     3526, 1167261 req, miss ratio 0.0323, byte miss ratio 0.0323
cdn1_allcolo.ns5043 S3FIFO-0.5500-1.9000 cache size     7052, 1167261 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_allcolo.ns5043 S3FIFO-0.5500-1.9000 cache size    14104, 1167261 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_allcolo.ns5043 S3FIFO-0.2000-0.9000 cache size       17, 1167261 req, miss ratio 0.3736, byte miss ratio 0.3736
cdn1_allcolo.ns5043 S3FIFO-0.2000-0.9000 cache size       52, 1167261 req, miss ratio 0.2965, byte miss ratio 0.2965
cdn1_allcolo.ns5043 S3FIFO-0.2000-0.9000 cache size      176, 1167261 req, miss ratio 0.1778, byte miss ratio 0.1778
cdn1_allcolo.ns5043 S3FIFO-0.2000-0.9000 cache size      528, 1167261 req, miss ratio 0.0881, byte miss ratio 0.0881
cdn1_allcolo.ns5043 S3FIFO-0.2000-0.9000 cache size     1763, 1167261 req, miss ratio 0.0454, byte miss ratio 0.0454
