cdn1_allcolo.ns3690 S3FIFO-0.0050-0.9000 cache size       10, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.0050-0.9000 cache size       31, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.0050-0.9000 cache size      104, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.0050-0.9000 cache size      209, 1717749 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns3690 S3FIFO-0.0050-0.9000 cache size      419, 1717749 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3690 S3FIFO-0.0050-0.9000 cache size      839, 1717749 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3690 S3FIFO-0.0010-0.9000 cache size       10, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.0010-0.9000 cache size       31, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.0010-0.9000 cache size      104, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.0010-0.9000 cache size      209, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.0010-0.9000 cache size      419, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.0010-0.9000 cache size      839, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.1000-1.9000 cache size       10, 1717749 req, miss ratio 0.1667, byte miss ratio 0.1667
cdn1_allcolo.ns3690 S3FIFO-0.1000-1.9000 cache size       31, 1717749 req, miss ratio 0.0546, byte miss ratio 0.0546
cdn1_allcolo.ns3690 S3FIFO-0.1000-1.9000 cache size      104, 1717749 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns3690 S3FIFO-0.1000-1.9000 cache size      209, 1717749 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns3690 S3FIFO-0.1000-1.9000 cache size      419, 1717749 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3690 S3FIFO-0.1000-1.9000 cache size      839, 1717749 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3690 S3FIFO-0.8000-1.9000 cache size       10, 1717749 req, miss ratio 0.2232, byte miss ratio 0.2232
cdn1_allcolo.ns3690 S3FIFO-0.8000-1.9000 cache size       31, 1717749 req, miss ratio 0.0779, byte miss ratio 0.0779
cdn1_allcolo.ns3690 S3FIFO-0.8000-1.9000 cache size      104, 1717749 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns3690 S3FIFO-0.8000-1.9000 cache size      209, 1717749 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns3690 S3FIFO-0.8000-1.9000 cache size      419, 1717749 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns3690 S3FIFO-0.8000-1.9000 cache size      839, 1717749 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3690 S3FIFO-0.7000-1.9000 cache size       10, 1717749 req, miss ratio 0.2149, byte miss ratio 0.2149
cdn1_allcolo.ns3690 S3FIFO-0.7000-1.9000 cache size       31, 1717749 req, miss ratio 0.0742, byte miss ratio 0.0742
cdn1_allcolo.ns3690 S3FIFO-0.7000-1.9000 cache size      104, 1717749 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_allcolo.ns3690 S3FIFO-0.7000-1.9000 cache size      209, 1717749 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns3690 S3FIFO-0.7000-1.9000 cache size      419, 1717749 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns3690 S3FIFO-0.7000-1.9000 cache size      839, 1717749 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3690 S3FIFO-0.8000-0.9000 cache size       10, 1717749 req, miss ratio 0.2253, byte miss ratio 0.2253
cdn1_allcolo.ns3690 S3FIFO-0.8000-0.9000 cache size       31, 1717749 req, miss ratio 0.0804, byte miss ratio 0.0804
cdn1_allcolo.ns3690 S3FIFO-0.8000-0.9000 cache size      104, 1717749 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_allcolo.ns3690 S3FIFO-0.8000-0.9000 cache size      209, 1717749 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns3690 S3FIFO-0.8000-0.9000 cache size      419, 1717749 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns3690 S3FIFO-0.8000-0.9000 cache size      839, 1717749 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3690 S3FIFO-0.2500-1.9000 cache size       10, 1717749 req, miss ratio 0.1743, byte miss ratio 0.1743
cdn1_allcolo.ns3690 S3FIFO-0.2500-1.9000 cache size       31, 1717749 req, miss ratio 0.0591, byte miss ratio 0.0591
cdn1_allcolo.ns3690 S3FIFO-0.2500-1.9000 cache size      104, 1717749 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns3690 S3FIFO-0.2500-1.9000 cache size      209, 1717749 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns3690 S3FIFO-0.2500-1.9000 cache size      419, 1717749 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3690 S3FIFO-0.2500-1.9000 cache size      839, 1717749 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3690 S3FIFO-0.3000-0.9000 cache size       10, 1717749 req, miss ratio 0.1762, byte miss ratio 0.1762
cdn1_allcolo.ns3690 S3FIFO-0.3000-0.9000 cache size       31, 1717749 req, miss ratio 0.0605, byte miss ratio 0.0605
cdn1_allcolo.ns3690 S3FIFO-0.3000-0.9000 cache size      104, 1717749 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns3690 S3FIFO-0.3000-0.9000 cache size      209, 1717749 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns3690 S3FIFO-0.3000-0.9000 cache size      419, 1717749 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3690 S3FIFO-0.3000-0.9000 cache size      839, 1717749 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3690 S3FIFO-0.0500-0.9000 cache size       10, 1717749 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3690 S3FIFO-0.0500-0.9000 cache size       31, 1717749 req, miss ratio 0.0496, byte miss ratio 0.0496
cdn1_allcolo.ns3690 S3FIFO-0.0500-0.9000 cache size      104, 1717749 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns3690 S3FIFO-0.0500-0.9000 cache size      209, 1717749 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns3690 S3FIFO-0.0500-0.9000 cache size      419, 1717749 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3690 S3FIFO-0.0500-0.9000 cache size      839, 1717749 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3690 S3FIFO-0.7000-0.9000 cache size       10, 1717749 req, miss ratio 0.2151, byte miss ratio 0.2151
cdn1_allcolo.ns3690 S3FIFO-0.7000-0.9000 cache size       31, 1717749 req, miss ratio 0.0760, byte miss ratio 0.0760
cdn1_allcolo.ns3690 S3FIFO-0.7000-0.9000 cache size      104, 1717749 req, miss ratio 0.0129, byte miss ratio 0.0129
cdn1_allcolo.ns3690 S3FIFO-0.7000-0.9000 cache size      209, 1717749 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns3690 S3FIFO-0.7000-0.9000 cache size      419, 1717749 req, miss ratio 0.0010, byte miss ratio 0.0010
