tencentBlock.ns20979 S3FIFO-0.6000-1.9000 cache size     2040, 25317691 req, miss ratio 0.6767, byte miss ratio 0.6767
tencentBlock.ns20979 S3FIFO-0.6000-1.9000 cache size     6121, 25317691 req, miss ratio 0.6123, byte miss ratio 0.6123
tencentBlock.ns20979 S3FIFO-0.6000-1.9000 cache size    20406, 25317691 req, miss ratio 0.5274, byte miss ratio 0.5274
tencentBlock.ns20979 S3FIFO-0.6000-1.9000 cache size    61218, 25317691 req, miss ratio 0.4272, byte miss ratio 0.4272
tencentBlock.ns20979 S3FIFO-0.6000-1.9000 cache size   204061, 25317691 req, miss ratio 0.2682, byte miss ratio 0.2682
tencentBlock.ns20979 S3FIFO-0.6000-1.9000 cache size   408123, 25317691 req, miss ratio 0.1905, byte miss ratio 0.1905
tencentBlock.ns20979 S3FIFO-0.6000-1.9000 cache size   816247, 25317691 req, miss ratio 0.1068, byte miss ratio 0.1068
tencentBlock.ns20979 S3FIFO-0.6000-1.9000 cache size  1632494, 25317691 req, miss ratio 0.0827, byte miss ratio 0.0827
tencentBlock.ns20979 S3FIFO-0.3500-0.9000 cache size     2040, 25317691 req, miss ratio 0.6763, byte miss ratio 0.6763
tencentBlock.ns20979 S3FIFO-0.3500-0.9000 cache size     6121, 25317691 req, miss ratio 0.6055, byte miss ratio 0.6055
tencentBlock.ns20979 S3FIFO-0.3500-0.9000 cache size    20406, 25317691 req, miss ratio 0.5077, byte miss ratio 0.5077
tencentBlock.ns20979 S3FIFO-0.3500-0.9000 cache size    61218, 25317691 req, miss ratio 0.4130, byte miss ratio 0.4130
tencentBlock.ns20979 S3FIFO-0.3500-0.9000 cache size   204061, 25317691 req, miss ratio 0.2582, byte miss ratio 0.2582
tencentBlock.ns20979 S3FIFO-0.3500-0.9000 cache size   408123, 25317691 req, miss ratio 0.1795, byte miss ratio 0.1795
tencentBlock.ns20979 S3FIFO-0.3500-0.9000 cache size   816247, 25317691 req, miss ratio 0.1033, byte miss ratio 0.1033
tencentBlock.ns20979 S3FIFO-0.3500-0.9000 cache size  1632494, 25317691 req, miss ratio 0.0824, byte miss ratio 0.0824
tencentBlock.ns20979 S3FIFO-0.5500-1.9000 cache size     2040, 25317691 req, miss ratio 0.6755, byte miss ratio 0.6755
tencentBlock.ns20979 S3FIFO-0.5500-1.9000 cache size     6121, 25317691 req, miss ratio 0.6105, byte miss ratio 0.6105
tencentBlock.ns20979 S3FIFO-0.5500-1.9000 cache size    20406, 25317691 req, miss ratio 0.5240, byte miss ratio 0.5240
tencentBlock.ns20979 S3FIFO-0.5500-1.9000 cache size    61218, 25317691 req, miss ratio 0.4259, byte miss ratio 0.4259
tencentBlock.ns20979 S3FIFO-0.5500-1.9000 cache size   204061, 25317691 req, miss ratio 0.2658, byte miss ratio 0.2658
tencentBlock.ns20979 S3FIFO-0.5500-1.9000 cache size   408123, 25317691 req, miss ratio 0.1879, byte miss ratio 0.1879
tencentBlock.ns20979 S3FIFO-0.5500-1.9000 cache size   816247, 25317691 req, miss ratio 0.1062, byte miss ratio 0.1062
tencentBlock.ns20979 S3FIFO-0.5500-1.9000 cache size  1632494, 25317691 req, miss ratio 0.0826, byte miss ratio 0.0826
tencentBlock.ns20979 S3FIFO-0.9000-0.9000 cache size     2040, 25317691 req, miss ratio 0.6925, byte miss ratio 0.6925
tencentBlock.ns20979 S3FIFO-0.9000-0.9000 cache size     6121, 25317691 req, miss ratio 0.6277, byte miss ratio 0.6277
tencentBlock.ns20979 S3FIFO-0.9000-0.9000 cache size    20406, 25317691 req, miss ratio 0.5488, byte miss ratio 0.5488
tencentBlock.ns20979 S3FIFO-0.9000-0.9000 cache size    61218, 25317691 req, miss ratio 0.4424, byte miss ratio 0.4424
tencentBlock.ns20979 S3FIFO-0.9000-0.9000 cache size   204061, 25317691 req, miss ratio 0.2829, byte miss ratio 0.2829
tencentBlock.ns20979 S3FIFO-0.9000-0.9000 cache size   408123, 25317691 req, miss ratio 0.2119, byte miss ratio 0.2119
tencentBlock.ns20979 S3FIFO-0.9000-0.9000 cache size   816247, 25317691 req, miss ratio 0.1202, byte miss ratio 0.1202
tencentBlock.ns20979 S3FIFO-0.9000-0.9000 cache size  1632494, 25317691 req, miss ratio 0.0863, byte miss ratio 0.0863
tencentBlock.ns20979 S3FIFO-0.9900-0.9000 cache size     2040, 25317691 req, miss ratio 0.7008, byte miss ratio 0.7008
tencentBlock.ns20979 S3FIFO-0.9900-0.9000 cache size     6121, 25317691 req, miss ratio 0.6366, byte miss ratio 0.6366
