tencentBlock.ns10916 S3FIFO-0.3500-0.9000 cache size       45, 1713559 req, miss ratio 0.3203, byte miss ratio 0.3203
tencentBlock.ns10916 S3FIFO-0.3500-0.9000 cache size      136, 1713559 req, miss ratio 0.1669, byte miss ratio 0.1669
tencentBlock.ns10916 S3FIFO-0.3500-0.9000 cache size      454, 1713559 req, miss ratio 0.1383, byte miss ratio 0.1383
tencentBlock.ns10916 S3FIFO-0.3500-0.9000 cache size     1362, 1713559 req, miss ratio 0.1212, byte miss ratio 0.1212
tencentBlock.ns10916 S3FIFO-0.3500-0.9000 cache size     4540, 1713559 req, miss ratio 0.0861, byte miss ratio 0.0861
tencentBlock.ns10916 S3FIFO-0.3500-0.9000 cache size     9080, 1713559 req, miss ratio 0.0747, byte miss ratio 0.0747
tencentBlock.ns10916 S3FIFO-0.3500-0.9000 cache size    18161, 1713559 req, miss ratio 0.0516, byte miss ratio 0.0516
tencentBlock.ns10916 S3FIFO-0.3500-0.9000 cache size    36322, 1713559 req, miss ratio 0.0290, byte miss ratio 0.0290
tencentBlock.ns10916 S3FIFO-0.3000-0.9000 cache size       45, 1713559 req, miss ratio 0.3157, byte miss ratio 0.3157
tencentBlock.ns10916 S3FIFO-0.3000-0.9000 cache size      136, 1713559 req, miss ratio 0.1661, byte miss ratio 0.1661
tencentBlock.ns10916 S3FIFO-0.3000-0.9000 cache size      454, 1713559 req, miss ratio 0.1377, byte miss ratio 0.1377
tencentBlock.ns10916 S3FIFO-0.3000-0.9000 cache size     1362, 1713559 req, miss ratio 0.1184, byte miss ratio 0.1184
tencentBlock.ns10916 S3FIFO-0.3000-0.9000 cache size     4540, 1713559 req, miss ratio 0.0863, byte miss ratio 0.0863
tencentBlock.ns10916 S3FIFO-0.3000-0.9000 cache size     9080, 1713559 req, miss ratio 0.0744, byte miss ratio 0.0744
tencentBlock.ns10916 S3FIFO-0.3000-0.9000 cache size    18161, 1713559 req, miss ratio 0.0512, byte miss ratio 0.0512
tencentBlock.ns10916 S3FIFO-0.3000-0.9000 cache size    36322, 1713559 req, miss ratio 0.0289, byte miss ratio 0.0289
tencentBlock.ns10916 S3FIFO-0.1500-1.9000 cache size       45, 1713559 req, miss ratio 0.2978, byte miss ratio 0.2978
tencentBlock.ns10916 S3FIFO-0.1500-1.9000 cache size      136, 1713559 req, miss ratio 0.1628, byte miss ratio 0.1628
tencentBlock.ns10916 S3FIFO-0.1500-1.9000 cache size      454, 1713559 req, miss ratio 0.1363, byte miss ratio 0.1363
tencentBlock.ns10916 S3FIFO-0.1500-1.9000 cache size     1362, 1713559 req, miss ratio 0.1176, byte miss ratio 0.1176
tencentBlock.ns10916 S3FIFO-0.1500-1.9000 cache size     4540, 1713559 req, miss ratio 0.0867, byte miss ratio 0.0867
tencentBlock.ns10916 S3FIFO-0.1500-1.9000 cache size     9080, 1713559 req, miss ratio 0.0733, byte miss ratio 0.0733
tencentBlock.ns10916 S3FIFO-0.1500-1.9000 cache size    18161, 1713559 req, miss ratio 0.0508, byte miss ratio 0.0508
tencentBlock.ns10916 S3FIFO-0.1500-1.9000 cache size    36322, 1713559 req, miss ratio 0.0284, byte miss ratio 0.0284
tencentBlock.ns10916 S3FIFO-0.6500-0.9000 cache size       45, 1713559 req, miss ratio 0.3532, byte miss ratio 0.3532
tencentBlock.ns10916 S3FIFO-0.6500-0.9000 cache size      136, 1713559 req, miss ratio 0.1783, byte miss ratio 0.1783
tencentBlock.ns10916 S3FIFO-0.6500-0.9000 cache size      454, 1713559 req, miss ratio 0.1443, byte miss ratio 0.1443
tencentBlock.ns10916 S3FIFO-0.6500-0.9000 cache size     1362, 1713559 req, miss ratio 0.1301, byte miss ratio 0.1301
tencentBlock.ns10916 S3FIFO-0.6500-0.9000 cache size     4540, 1713559 req, miss ratio 0.0890, byte miss ratio 0.0890
tencentBlock.ns10916 S3FIFO-0.6500-0.9000 cache size     9080, 1713559 req, miss ratio 0.0757, byte miss ratio 0.0757
tencentBlock.ns10916 S3FIFO-0.6500-0.9000 cache size    18161, 1713559 req, miss ratio 0.0514, byte miss ratio 0.0514
tencentBlock.ns10916 S3FIFO-0.6500-0.9000 cache size    36322, 1713559 req, miss ratio 0.0295, byte miss ratio 0.0295
tencentBlock.ns10916 S3FIFO-0.5500-1.9000 cache size       45, 1713559 req, miss ratio 0.3424, byte miss ratio 0.3424
tencentBlock.ns10916 S3FIFO-0.5500-1.9000 cache size      136, 1713559 req, miss ratio 0.1725, byte miss ratio 0.1725
tencentBlock.ns10916 S3FIFO-0.5500-1.9000 cache size      454, 1713559 req, miss ratio 0.1428, byte miss ratio 0.1428
tencentBlock.ns10916 S3FIFO-0.5500-1.9000 cache size     1362, 1713559 req, miss ratio 0.1287, byte miss ratio 0.1287
tencentBlock.ns10916 S3FIFO-0.5500-1.9000 cache size     4540, 1713559 req, miss ratio 0.0881, byte miss ratio 0.0881
tencentBlock.ns10916 S3FIFO-0.5500-1.9000 cache size     9080, 1713559 req, miss ratio 0.0755, byte miss ratio 0.0755
tencentBlock.ns10916 S3FIFO-0.5500-1.9000 cache size    18161, 1713559 req, miss ratio 0.0517, byte miss ratio 0.0517
tencentBlock.ns10916 S3FIFO-0.5500-1.9000 cache size    36322, 1713559 req, miss ratio 0.0293, byte miss ratio 0.0293
tencentBlock.ns10916 S3FIFO-0.9500-0.9000 cache size       45, 1713559 req, miss ratio 0.4069, byte miss ratio 0.4069
tencentBlock.ns10916 S3FIFO-0.9500-0.9000 cache size      136, 1713559 req, miss ratio 0.2220, byte miss ratio 0.2220
tencentBlock.ns10916 S3FIFO-0.9500-0.9000 cache size      454, 1713559 req, miss ratio 0.1644, byte miss ratio 0.1644
tencentBlock.ns10916 S3FIFO-0.9500-0.9000 cache size     1362, 1713559 req, miss ratio 0.1392, byte miss ratio 0.1392
tencentBlock.ns10916 S3FIFO-0.9500-0.9000 cache size     4540, 1713559 req, miss ratio 0.1005, byte miss ratio 0.1005
tencentBlock.ns10916 S3FIFO-0.9500-0.9000 cache size     9080, 1713559 req, miss ratio 0.0808, byte miss ratio 0.0808
tencentBlock.ns10916 S3FIFO-0.9500-0.9000 cache size    18161, 1713559 req, miss ratio 0.0530, byte miss ratio 0.0530
tencentBlock.ns10916 S3FIFO-0.9500-0.9000 cache size    36322, 1713559 req, miss ratio 0.0301, byte miss ratio 0.0301
tencentBlock.ns10916 S3FIFO-0.1000-0.9000 cache size       45, 1713559 req, miss ratio 0.2757, byte miss ratio 0.2757
tencentBlock.ns10916 S3FIFO-0.1000-0.9000 cache size      136, 1713559 req, miss ratio 0.1629, byte miss ratio 0.1629
tencentBlock.ns10916 S3FIFO-0.1000-0.9000 cache size      454, 1713559 req, miss ratio 0.1367, byte miss ratio 0.1367
tencentBlock.ns10916 S3FIFO-0.1000-0.9000 cache size     1362, 1713559 req, miss ratio 0.1115, byte miss ratio 0.1115
tencentBlock.ns10916 S3FIFO-0.1000-0.9000 cache size     4540, 1713559 req, miss ratio 0.0856, byte miss ratio 0.0856
tencentBlock.ns10916 S3FIFO-0.1000-0.9000 cache size     9080, 1713559 req, miss ratio 0.0735, byte miss ratio 0.0735
tencentBlock.ns10916 S3FIFO-0.1000-0.9000 cache size    18161, 1713559 req, miss ratio 0.0506, byte miss ratio 0.0506
tencentBlock.ns10916 S3FIFO-0.1000-0.9000 cache size    36322, 1713559 req, miss ratio 0.0279, byte miss ratio 0.0279
tencentBlock.ns10916 S3FIFO-0.0100-1.9000 cache size       45, 1713559 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10916 S3FIFO-0.0100-1.9000 cache size      136, 1713559 req, miss ratio 0.1916, byte miss ratio 0.1916
tencentBlock.ns10916 S3FIFO-0.0100-1.9000 cache size      454, 1713559 req, miss ratio 0.1479, byte miss ratio 0.1479
